20230914
Seconds MEASURES_rh(%) MNH_RH_30m(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
18000 10.43607 8.13131 10.30000 "2023-09-14 11:00:00" "2023-09-14 11:00:00"
18600 10.42459 8.19639 10.30000 "2023-09-14 11:10:00" "2023-09-14 11:00:00"
18600 10.42459 8.19639 10.90000 "2023-09-14 11:10:00" "2023-09-14 11:10:00"
18600 10.42459 8.19639 10.30000 "2023-09-14 11:10:00" "2023-09-14 11:00:00"
18600 10.42459 8.19639 10.90000 "2023-09-14 11:10:00" "2023-09-14 11:10:00"
19200 10.48361 8.22100 10.30000 "2023-09-14 11:20:00" "2023-09-14 11:00:00"
19200 10.48361 8.22100 10.90000 "2023-09-14 11:20:00" "2023-09-14 11:10:00"
19200 10.48361 8.22100 10.90000 "2023-09-14 11:20:00" "2023-09-14 11:20:00"
19200 10.48361 8.22100 10.30000 "2023-09-14 11:20:00" "2023-09-14 11:00:00"
19200 10.48361 8.22100 10.90000 "2023-09-14 11:20:00" "2023-09-14 11:10:00"
19200 10.48361 8.22100 10.90000 "2023-09-14 11:20:00" "2023-09-14 11:20:00"
19200 10.48361 8.22100 10.30000 "2023-09-14 11:20:00" "2023-09-14 11:00:00"
19200 10.48361 8.22100 10.90000 "2023-09-14 11:20:00" "2023-09-14 11:10:00"
19200 10.48361 8.22100 10.90000 "2023-09-14 11:20:00" "2023-09-14 11:20:00"
19800 10.61148 8.22941 10.30000 "2023-09-14 11:30:00" "2023-09-14 11:00:00"
19800 10.61148 8.22941 10.90000 "2023-09-14 11:30:00" "2023-09-14 11:10:00"
19800 10.61148 8.22941 10.90000 "2023-09-14 11:30:00" "2023-09-14 11:20:00"
19800 10.61148 8.22941 10.80000 "2023-09-14 11:30:00" "2023-09-14 11:30:00"
19800 10.61148 8.22941 10.30000 "2023-09-14 11:30:00" "2023-09-14 11:00:00"
19800 10.61148 8.22941 10.90000 "2023-09-14 11:30:00" "2023-09-14 11:10:00"
19800 10.61148 8.22941 10.90000 "2023-09-14 11:30:00" "2023-09-14 11:20:00"
19800 10.61148 8.22941 10.80000 "2023-09-14 11:30:00" "2023-09-14 11:30:00"
