20230930
Seconds MEASURES_rh(%) MNH_RH_30m(%) "AR_RH (%)" Date_of_forecast Date_of_computing
18000 9.03115 7.61583 9.00048 "2023-09-30 11:00:00" "2023-09-30 11:00:00"
18600 9.02295 7.66049 8.90544 "2023-09-30 11:10:00" "2023-09-30 11:00:00"
18600 9.02295 7.66049 9.02272 "2023-09-30 11:10:00" "2023-09-30 11:10:00"
19200 9.04098 7.70653 8.85700 "2023-09-30 11:20:00" "2023-09-30 11:00:00"
19200 9.04098 7.70653 9.06055 "2023-09-30 11:20:00" "2023-09-30 11:10:00"
19200 9.04098 7.70653 9.03677 "2023-09-30 11:20:00" "2023-09-30 11:20:00"
19800 9.09508 7.76931 8.83820 "2023-09-30 11:30:00" "2023-09-30 11:00:00"
19800 9.09508 7.76931 9.11912 "2023-09-30 11:30:00" "2023-09-30 11:10:00"
19800 9.09508 7.76931 9.06061 "2023-09-30 11:30:00" "2023-09-30 11:20:00"
19800 9.09508 7.76931 9.06382 "2023-09-30 11:30:00" "2023-09-30 11:30:00"
20400 9.24426 7.85859 8.84239 "2023-09-30 11:40:00" "2023-09-30 11:00:00"
20400 9.24426 7.85859 9.18897 "2023-09-30 11:40:00" "2023-09-30 11:10:00"
20400 9.24426 7.85859 9.10162 "2023-09-30 11:40:00" "2023-09-30 11:20:00"
20400 9.24426 7.85859 9.09853 "2023-09-30 11:40:00" "2023-09-30 11:30:00"
20400 9.24426 7.85859 9.24451 "2023-09-30 11:40:00" "2023-09-30 11:40:00"
21000 9.39672 7.97909 8.85917 "2023-09-30 11:50:00" "2023-09-30 11:00:00"
21000 9.39672 7.97909 9.25523 "2023-09-30 11:50:00" "2023-09-30 11:10:00"
21000 9.39672 7.97909 9.14119 "2023-09-30 11:50:00" "2023-09-30 11:20:00"
21000 9.39672 7.97909 9.13389 "2023-09-30 11:50:00" "2023-09-30 11:30:00"
21000 9.39672 7.97909 9.38162 "2023-09-30 11:50:00" "2023-09-30 11:40:00"
21000 9.39672 7.97909 9.39361 "2023-09-30 11:50:00" "2023-09-30 11:50:00"
21600 9.47377 8.12745 9.33090 "2023-09-30 12:00:00" "2023-09-30 11:10:00"
21600 9.47377 8.12745 9.19635 "2023-09-30 12:00:00" "2023-09-30 11:20:00"
21600 9.47377 8.12745 9.18545 "2023-09-30 12:00:00" "2023-09-30 11:30:00"
21600 9.47377 8.12745 9.53118 "2023-09-30 12:00:00" "2023-09-30 11:40:00"
21600 9.47377 8.12745 9.55325 "2023-09-30 12:00:00" "2023-09-30 11:50:00"
21600 9.47377 8.12745 9.45579 "2023-09-30 12:00:00" "2023-09-30 12:00:00"
22200 9.51148 8.28398 9.27234 "2023-09-30 12:10:00" "2023-09-30 11:20:00"
22200 9.51148 8.28398 9.25813 "2023-09-30 12:10:00" "2023-09-30 11:30:00"
22200 9.51148 8.28398 9.68801 "2023-09-30 12:10:00" "2023-09-30 11:40:00"
22200 9.51148 8.28398 9.72466 "2023-09-30 12:10:00" "2023-09-30 11:50:00"
22200 9.51148 8.28398 9.50049 "2023-09-30 12:10:00" "2023-09-30 12:00:00"
22200 9.51148 8.28398 9.50184 "2023-09-30 12:10:00" "2023-09-30 12:10:00"
22800 9.51803 8.42369 9.35815 "2023-09-30 12:20:00" "2023-09-30 11:30:00"
22800 9.51803 8.42369 9.85193 "2023-09-30 12:20:00" "2023-09-30 11:40:00"
22800 9.51803 8.42369 9.90368 "2023-09-30 12:20:00" "2023-09-30 11:50:00"
22800 9.51803 8.42369 9.57315 "2023-09-30 12:20:00" "2023-09-30 12:00:00"
22800 9.51803 8.42369 9.54959 "2023-09-30 12:20:00" "2023-09-30 12:10:00"
22800 9.51803 8.42369 9.52709 "2023-09-30 12:20:00" "2023-09-30 12:20:00"
23400 9.47869 8.53239 10.01621 "2023-09-30 12:30:00" "2023-09-30 11:40:00"
23400 9.47869 8.53239 10.07957 "2023-09-30 12:30:00" "2023-09-30 11:50:00"
23400 9.47869 8.53239 9.65125 "2023-09-30 12:30:00" "2023-09-30 12:00:00"
23400 9.47869 8.53239 9.60838 "2023-09-30 12:30:00" "2023-09-30 12:10:00"
23400 9.47869 8.53239 9.54180 "2023-09-30 12:30:00" "2023-09-30 12:20:00"
23400 9.47869 8.53239 9.51140 "2023-09-30 12:30:00" "2023-09-30 12:30:00"
24000 9.33115 8.61964 10.23557 "2023-09-30 12:40:00" "2023-09-30 11:50:00"
24000 9.33115 8.61964 9.73235 "2023-09-30 12:40:00" "2023-09-30 12:00:00"
24000 9.33115 8.61964 9.66984 "2023-09-30 12:40:00" "2023-09-30 12:10:00"
24000 9.33115 8.61964 9.56704 "2023-09-30 12:40:00" "2023-09-30 12:20:00"
24000 9.33115 8.61964 9.51755 "2023-09-30 12:40:00" "2023-09-30 12:30:00"
24000 9.33115 8.61964 9.35149 "2023-09-30 12:40:00" "2023-09-30 12:40:00"
24600 9.05902 8.64860 9.79424 "2023-09-30 12:50:00" "2023-09-30 12:00:00"
24600 9.05902 8.64860 9.71602 "2023-09-30 12:50:00" "2023-09-30 12:10:00"
24600 9.05902 8.64860 9.57833 "2023-09-30 12:50:00" "2023-09-30 12:20:00"
24600 9.05902 8.64860 9.51190 "2023-09-30 12:50:00" "2023-09-30 12:30:00"
24600 9.05902 8.64860 9.21921 "2023-09-30 12:50:00" "2023-09-30 12:40:00"
24600 9.05902 8.64860 9.08245 "2023-09-30 12:50:00" "2023-09-30 12:50:00"
25200 8.85082 8.63291 9.74052 "2023-09-30 13:00:00" "2023-09-30 12:10:00"
25200 8.85082 8.63291 9.57602 "2023-09-30 13:00:00" "2023-09-30 12:20:00"
25200 8.85082 8.63291 9.49504 "2023-09-30 13:00:00" "2023-09-30 12:30:00"
25200 8.85082 8.63291 9.08350 "2023-09-30 13:00:00" "2023-09-30 12:40:00"
25200 8.85082 8.63291 8.82658 "2023-09-30 13:00:00" "2023-09-30 12:50:00"
25200 8.85082 8.63291 8.92559 "2023-09-30 13:00:00" "2023-09-30 13:00:00"
25800 8.64426 8.59306 9.57310 "2023-09-30 13:10:00" "2023-09-30 12:20:00"
25800 8.64426 8.59306 9.48165 "2023-09-30 13:10:00" "2023-09-30 12:30:00"
25800 8.64426 8.59306 8.96740 "2023-09-30 13:10:00" "2023-09-30 12:40:00"
25800 8.64426 8.59306 8.59465 "2023-09-30 13:10:00" "2023-09-30 12:50:00"
25800 8.64426 8.59306 8.86833 "2023-09-30 13:10:00" "2023-09-30 13:00:00"
25800 8.64426 8.59306 8.66147 "2023-09-30 13:10:00" "2023-09-30 13:10:00"
26400 8.44426 8.54374 9.43860 "2023-09-30 13:20:00" "2023-09-30 12:30:00"
26400 8.44426 8.54374 8.84615 "2023-09-30 13:20:00" "2023-09-30 12:40:00"
26400 8.44426 8.54374 8.36844 "2023-09-30 13:20:00" "2023-09-30 12:50:00"
26400 8.44426 8.54374 8.78570 "2023-09-30 13:20:00" "2023-09-30 13:00:00"
26400 8.44426 8.54374 8.47202 "2023-09-30 13:20:00" "2023-09-30 13:10:00"
26400 8.44426 8.54374 8.45180 "2023-09-30 13:20:00" "2023-09-30 13:20:00"
27000 8.28361 8.49725 8.72728 "2023-09-30 13:30:00" "2023-09-30 12:40:00"
27000 8.28361 8.49725 8.16939 "2023-09-30 13:30:00" "2023-09-30 12:50:00"
27000 8.28361 8.49725 8.72151 "2023-09-30 13:30:00" "2023-09-30 13:00:00"
27000 8.28361 8.49725 8.30029 "2023-09-30 13:30:00" "2023-09-30 13:10:00"
27000 8.28361 8.49725 8.29790 "2023-09-30 13:30:00" "2023-09-30 13:20:00"
27000 8.28361 8.49725 8.31006 "2023-09-30 13:30:00" "2023-09-30 13:30:00"
27600 8.11475 8.40474 8.01357 "2023-09-30 13:40:00" "2023-09-30 12:50:00"
27600 8.11475 8.40474 8.67009 "2023-09-30 13:40:00" "2023-09-30 13:00:00"
27600 8.11475 8.40474 8.16290 "2023-09-30 13:40:00" "2023-09-30 13:10:00"
27600 8.11475 8.40474 8.16674 "2023-09-30 13:40:00" "2023-09-30 13:20:00"
27600 8.11475 8.40474 8.21002 "2023-09-30 13:40:00" "2023-09-30 13:30:00"
27600 8.11475 8.40474 8.11438 "2023-09-30 13:40:00" "2023-09-30 13:40:00"
28200 8.06721 8.26408 8.63813 "2023-09-30 13:50:00" "2023-09-30 13:00:00"
28200 8.06721 8.26408 8.06646 "2023-09-30 13:50:00" "2023-09-30 13:10:00"
28200 8.06721 8.26408 8.07727 "2023-09-30 13:50:00" "2023-09-30 13:20:00"
28200 8.06721 8.26408 8.14129 "2023-09-30 13:50:00" "2023-09-30 13:30:00"
28200 8.06721 8.26408 7.99088 "2023-09-30 13:50:00" "2023-09-30 13:40:00"
28200 8.06721 8.26408 8.02086 "2023-09-30 13:50:00" "2023-09-30 13:50:00"
28800 8.13443 8.12866 8.01832 "2023-09-30 14:00:00" "2023-09-30 13:10:00"
28800 8.13443 8.12866 8.03512 "2023-09-30 14:00:00" "2023-09-30 13:20:00"
28800 8.13443 8.12866 8.11876 "2023-09-30 14:00:00" "2023-09-30 13:30:00"
28800 8.13443 8.12866 7.91167 "2023-09-30 14:00:00" "2023-09-30 13:40:00"
28800 8.13443 8.12866 7.95941 "2023-09-30 14:00:00" "2023-09-30 13:50:00"
28800 8.13443 8.12866 8.05304 "2023-09-30 14:00:00" "2023-09-30 14:00:00"
29400 8.27049 8.05725 7.97791 "2023-09-30 14:10:00" "2023-09-30 13:20:00"
29400 8.27049 8.05725 8.07636 "2023-09-30 14:10:00" "2023-09-30 13:30:00"
29400 8.27049 8.05725 7.82057 "2023-09-30 14:10:00" "2023-09-30 13:40:00"
29400 8.27049 8.05725 7.88151 "2023-09-30 14:10:00" "2023-09-30 13:50:00"
29400 8.27049 8.05725 7.99286 "2023-09-30 14:10:00" "2023-09-30 14:00:00"
29400 8.27049 8.05725 8.21783 "2023-09-30 14:10:00" "2023-09-30 14:10:00"
30000 8.41475 7.95291 7.99766 "2023-09-30 14:20:00" "2023-09-30 13:30:00"
30000 8.41475 7.95291 7.70547 "2023-09-30 14:20:00" "2023-09-30 13:40:00"
30000 8.41475 7.95291 7.77712 "2023-09-30 14:20:00" "2023-09-30 13:50:00"
30000 8.41475 7.95291 7.90710 "2023-09-30 14:20:00" "2023-09-30 14:00:00"
30000 8.41475 7.95291 8.23395 "2023-09-30 14:20:00" "2023-09-30 14:10:00"
30000 8.41475 7.95291 8.42042 "2023-09-30 14:20:00" "2023-09-30 14:20:00"
30600 8.51967 7.87228 7.60836 "2023-09-30 14:30:00" "2023-09-30 13:40:00"
30600 8.51967 7.87228 7.68733 "2023-09-30 14:30:00" "2023-09-30 13:50:00"
30600 8.51967 7.87228 7.82600 "2023-09-30 14:30:00" "2023-09-30 14:00:00"
30600 8.51967 7.87228 8.25329 "2023-09-30 14:30:00" "2023-09-30 14:10:00"
30600 8.51967 7.87228 8.57006 "2023-09-30 14:30:00" "2023-09-30 14:20:00"
30600 8.51967 7.87228 8.45169 "2023-09-30 14:30:00" "2023-09-30 14:30:00"
31200 8.61803 7.84613 7.66374 "2023-09-30 14:40:00" "2023-09-30 13:50:00"
31200 8.61803 7.84613 7.80705 "2023-09-30 14:40:00" "2023-09-30 14:00:00"
31200 8.61803 7.84613 8.31067 "2023-09-30 14:40:00" "2023-09-30 14:10:00"
31200 8.61803 7.84613 8.75033 "2023-09-30 14:40:00" "2023-09-30 14:20:00"
31200 8.61803 7.84613 8.47692 "2023-09-30 14:40:00" "2023-09-30 14:30:00"
31200 8.61803 7.84613 8.59937 "2023-09-30 14:40:00" "2023-09-30 14:40:00"
31800 8.65902 7.88162 7.75154 "2023-09-30 14:50:00" "2023-09-30 14:00:00"
31800 8.65902 7.88162 8.31141 "2023-09-30 14:50:00" "2023-09-30 14:10:00"
31800 8.65902 7.88162 8.85529 "2023-09-30 14:50:00" "2023-09-30 14:20:00"
31800 8.65902 7.88162 8.44959 "2023-09-30 14:50:00" "2023-09-30 14:30:00"
31800 8.65902 7.88162 8.58456 "2023-09-30 14:50:00" "2023-09-30 14:40:00"
31800 8.65902 7.88162 8.60715 "2023-09-30 14:50:00" "2023-09-30 14:50:00"
32400 8.64918 7.87099 8.28961 "2023-09-30 15:00:00" "2023-09-30 14:10:00"
32400 8.64918 7.87099 8.91245 "2023-09-30 15:00:00" "2023-09-30 14:20:00"
32400 8.64918 7.87099 8.38609 "2023-09-30 15:00:00" "2023-09-30 14:30:00"
32400 8.64918 7.87099 8.54157 "2023-09-30 15:00:00" "2023-09-30 14:40:00"
32400 8.64918 7.87099 8.57594 "2023-09-30 15:00:00" "2023-09-30 14:50:00"
32400 8.64918 7.87099 8.67843 "2023-09-30 15:00:00" "2023-09-30 15:00:00"
33000 8.65410 7.76941 8.96859 "2023-09-30 15:10:00" "2023-09-30 14:20:00"
33000 8.65410 7.76941 8.34915 "2023-09-30 15:10:00" "2023-09-30 14:30:00"
33000 8.65410 7.76941 8.51114 "2023-09-30 15:10:00" "2023-09-30 14:40:00"
33000 8.65410 7.76941 8.55495 "2023-09-30 15:10:00" "2023-09-30 14:50:00"
33000 8.65410 7.76941 8.67671 "2023-09-30 15:10:00" "2023-09-30 15:00:00"
33000 8.65410 7.76941 8.64318 "2023-09-30 15:10:00" "2023-09-30 15:10:00"
33600 8.65902 7.77315 8.34584 "2023-09-30 15:20:00" "2023-09-30 14:30:00"
33600 8.65902 7.77315 8.51080 "2023-09-30 15:20:00" "2023-09-30 14:40:00"
33600 8.65902 7.77315 8.56091 "2023-09-30 15:20:00" "2023-09-30 14:50:00"
33600 8.65902 7.77315 8.70669 "2023-09-30 15:20:00" "2023-09-30 15:00:00"
33600 8.65902 7.77315 8.68476 "2023-09-30 15:20:00" "2023-09-30 15:10:00"
33600 8.65902 7.77315 8.65530 "2023-09-30 15:20:00" "2023-09-30 15:20:00"
34200 8.71639 7.82283 8.46302 "2023-09-30 15:30:00" "2023-09-30 14:40:00"
34200 8.71639 7.82283 8.51776 "2023-09-30 15:30:00" "2023-09-30 14:50:00"
34200 8.71639 7.82283 8.67503 "2023-09-30 15:30:00" "2023-09-30 15:00:00"
34200 8.71639 7.82283 8.65902 "2023-09-30 15:30:00" "2023-09-30 15:10:00"
34200 8.71639 7.82283 8.58265 "2023-09-30 15:30:00" "2023-09-30 15:20:00"
34200 8.71639 7.82283 8.67178 "2023-09-30 15:30:00" "2023-09-30 15:30:00"
34800 8.82623 7.81085 8.36622 "2023-09-30 15:40:00" "2023-09-30 14:50:00"
34800 8.82623 7.81085 8.53120 "2023-09-30 15:40:00" "2023-09-30 15:00:00"
34800 8.82623 7.81085 8.52750 "2023-09-30 15:40:00" "2023-09-30 15:10:00"
34800 8.82623 7.81085 8.41130 "2023-09-30 15:40:00" "2023-09-30 15:20:00"
34800 8.82623 7.81085 8.58696 "2023-09-30 15:40:00" "2023-09-30 15:30:00"
34800 8.82623 7.81085 8.74264 "2023-09-30 15:40:00" "2023-09-30 15:40:00"
35400 9.04098 7.79097 8.46691 "2023-09-30 15:50:00" "2023-09-30 15:00:00"
35400 9.04098 7.79097 8.47257 "2023-09-30 15:50:00" "2023-09-30 15:10:00"
35400 9.04098 7.79097 8.31867 "2023-09-30 15:50:00" "2023-09-30 15:20:00"
35400 9.04098 7.79097 8.56989 "2023-09-30 15:50:00" "2023-09-30 15:30:00"
35400 9.04098 7.79097 8.82817 "2023-09-30 15:50:00" "2023-09-30 15:40:00"
35400 9.04098 7.79097 9.05155 "2023-09-30 15:50:00" "2023-09-30 15:50:00"
36000 9.16885 7.85574 8.47569 "2023-09-30 16:00:00" "2023-09-30 15:10:00"
36000 9.16885 7.85574 8.29270 "2023-09-30 16:00:00" "2023-09-30 15:20:00"
36000 9.16885 7.85574 8.61221 "2023-09-30 16:00:00" "2023-09-30 15:30:00"
36000 9.16885 7.85574 8.96432 "2023-09-30 16:00:00" "2023-09-30 15:40:00"
36000 9.16885 7.85574 9.27431 "2023-09-30 16:00:00" "2023-09-30 15:50:00"
36000 9.16885 7.85574 9.10821 "2023-09-30 16:00:00" "2023-09-30 16:00:00"
36600 9.27869 7.99269 8.21755 "2023-09-30 16:10:00" "2023-09-30 15:20:00"
36600 9.27869 7.99269 8.58865 "2023-09-30 16:10:00" "2023-09-30 15:30:00"
36600 9.27869 7.99269 9.01797 "2023-09-30 16:10:00" "2023-09-30 15:40:00"
36600 9.27869 7.99269 9.42276 "2023-09-30 16:10:00" "2023-09-30 15:50:00"
36600 9.27869 7.99269 9.09591 "2023-09-30 16:10:00" "2023-09-30 16:00:00"
36600 9.27869 7.99269 9.28287 "2023-09-30 16:10:00" "2023-09-30 16:10:00"
37200 9.40492 8.17233 8.54403 "2023-09-30 16:20:00" "2023-09-30 15:30:00"
37200 9.40492 8.17233 9.03159 "2023-09-30 16:20:00" "2023-09-30 15:40:00"
37200 9.40492 8.17233 9.50846 "2023-09-30 16:20:00" "2023-09-30 15:50:00"
37200 9.40492 8.17233 9.04221 "2023-09-30 16:20:00" "2023-09-30 16:00:00"
37200 9.40492 8.17233 9.35714 "2023-09-30 16:20:00" "2023-09-30 16:10:00"
37200 9.40492 8.17233 9.37908 "2023-09-30 16:20:00" "2023-09-30 16:20:00"
37800 9.55574 8.49865 9.09995 "2023-09-30 16:30:00" "2023-09-30 15:40:00"
37800 9.55574 8.49865 9.62964 "2023-09-30 16:30:00" "2023-09-30 15:50:00"
37800 9.55574 8.49865 9.04021 "2023-09-30 16:30:00" "2023-09-30 16:00:00"
37800 9.55574 8.49865 9.47500 "2023-09-30 16:30:00" "2023-09-30 16:10:00"
37800 9.55574 8.49865 9.53406 "2023-09-30 16:30:00" "2023-09-30 16:20:00"
37800 9.55574 8.49865 9.56027 "2023-09-30 16:30:00" "2023-09-30 16:30:00"
38400 9.69836 8.97752 9.78011 "2023-09-30 16:40:00" "2023-09-30 15:50:00"
38400 9.69836 8.97752 9.09671 "2023-09-30 16:40:00" "2023-09-30 16:00:00"
38400 9.69836 8.97752 9.63012 "2023-09-30 16:40:00" "2023-09-30 16:10:00"
38400 9.69836 8.97752 9.72500 "2023-09-30 16:40:00" "2023-09-30 16:20:00"
38400 9.69836 8.97752 9.74083 "2023-09-30 16:40:00" "2023-09-30 16:30:00"
38400 9.69836 8.97752 9.74927 "2023-09-30 16:40:00" "2023-09-30 16:40:00"
39000 9.78361 9.66165 9.19852 "2023-09-30 16:50:00" "2023-09-30 16:00:00"
39000 9.78361 9.66165 9.80742 "2023-09-30 16:50:00" "2023-09-30 16:10:00"
39000 9.78361 9.66165 9.93639 "2023-09-30 16:50:00" "2023-09-30 16:20:00"
39000 9.78361 9.66165 9.95186 "2023-09-30 16:50:00" "2023-09-30 16:30:00"
39000 9.78361 9.66165 9.97511 "2023-09-30 16:50:00" "2023-09-30 16:40:00"
39000 9.78361 9.66165 9.78065 "2023-09-30 16:50:00" "2023-09-30 16:50:00"
39600 9.94918 10.39634 10.09236 "2023-09-30 17:00:00" "2023-09-30 16:10:00"
39600 9.94918 10.39634 10.24819 "2023-09-30 17:00:00" "2023-09-30 16:20:00"
39600 9.94918 10.39634 10.26048 "2023-09-30 17:00:00" "2023-09-30 16:30:00"
39600 9.94918 10.39634 10.30356 "2023-09-30 17:00:00" "2023-09-30 16:40:00"
39600 9.94918 10.39634 9.96101 "2023-09-30 17:00:00" "2023-09-30 16:50:00"
39600 9.94918 10.39634 10.01164 "2023-09-30 17:00:00" "2023-09-30 17:00:00"
40200 10.15246 11.09201 10.67702 "2023-09-30 17:10:00" "2023-09-30 16:20:00"
40200 10.15246 11.09201 10.68664 "2023-09-30 17:10:00" "2023-09-30 16:30:00"
40200 10.15246 11.09201 10.75172 "2023-09-30 17:10:00" "2023-09-30 16:40:00"
40200 10.15246 11.09201 10.27962 "2023-09-30 17:10:00" "2023-09-30 16:50:00"
40200 10.15246 11.09201 10.35645 "2023-09-30 17:10:00" "2023-09-30 17:00:00"
40200 10.15246 11.09201 10.16092 "2023-09-30 17:10:00" "2023-09-30 17:10:00"
40800 10.37049 11.76023 11.30484 "2023-09-30 17:20:00" "2023-09-30 16:30:00"
40800 10.37049 11.76023 11.38660 "2023-09-30 17:20:00" "2023-09-30 16:40:00"
40800 10.37049 11.76023 10.80715 "2023-09-30 17:20:00" "2023-09-30 16:50:00"
40800 10.37049 11.76023 10.91939 "2023-09-30 17:20:00" "2023-09-30 17:00:00"
40800 10.37049 11.76023 10.55318 "2023-09-30 17:20:00" "2023-09-30 17:10:00"
40800 10.37049 11.76023 10.42835 "2023-09-30 17:20:00" "2023-09-30 17:20:00"
41400 10.64590 12.41754 12.07158 "2023-09-30 17:30:00" "2023-09-30 16:40:00"
41400 10.64590 12.41754 11.41040 "2023-09-30 17:30:00" "2023-09-30 16:50:00"
41400 10.64590 12.41754 11.55697 "2023-09-30 17:30:00" "2023-09-30 17:00:00"
41400 10.64590 12.41754 11.04928 "2023-09-30 17:30:00" "2023-09-30 17:10:00"
41400 10.64590 12.41754 10.78804 "2023-09-30 17:30:00" "2023-09-30 17:20:00"
41400 10.64590 12.41754 10.57643 "2023-09-30 17:30:00" "2023-09-30 17:30:00"
42000 10.91803 13.13200 11.98725 "2023-09-30 17:40:00" "2023-09-30 16:50:00"
42000 10.91803 13.13200 12.15923 "2023-09-30 17:40:00" "2023-09-30 17:00:00"
42000 10.91803 13.13200 11.53514 "2023-09-30 17:40:00" "2023-09-30 17:10:00"
42000 10.91803 13.13200 11.16863 "2023-09-30 17:40:00" "2023-09-30 17:20:00"
42000 10.91803 13.13200 10.78726 "2023-09-30 17:40:00" "2023-09-30 17:30:00"
42000 10.91803 13.13200 10.88276 "2023-09-30 17:40:00" "2023-09-30 17:40:00"
42600 11.22787 13.61532 12.76777 "2023-09-30 17:50:00" "2023-09-30 17:00:00"
42600 11.22787 13.61532 12.05426 "2023-09-30 17:50:00" "2023-09-30 17:10:00"
42600 11.22787 13.61532 11.59601 "2023-09-30 17:50:00" "2023-09-30 17:20:00"
42600 11.22787 13.61532 11.07025 "2023-09-30 17:50:00" "2023-09-30 17:30:00"
42600 11.22787 13.61532 11.11544 "2023-09-30 17:50:00" "2023-09-30 17:40:00"
42600 11.22787 13.61532 11.22079 "2023-09-30 17:50:00" "2023-09-30 17:50:00"
43200 11.46393 13.96384 12.59900 "2023-09-30 18:00:00" "2023-09-30 17:10:00"
43200 11.46393 13.96384 12.07125 "2023-09-30 18:00:00" "2023-09-30 17:20:00"
43200 11.46393 13.96384 11.42539 "2023-09-30 18:00:00" "2023-09-30 17:30:00"
43200 11.46393 13.96384 11.44659 "2023-09-30 18:00:00" "2023-09-30 17:40:00"
43200 11.46393 13.96384 11.59591 "2023-09-30 18:00:00" "2023-09-30 17:50:00"
43200 11.46393 13.96384 11.43366 "2023-09-30 18:00:00" "2023-09-30 18:00:00"
43800 11.68361 14.29756 12.67147 "2023-09-30 18:10:00" "2023-09-30 17:20:00"
