20230904
Seconds MEASURES_rh(%) MNH_RH_30m(%) "AR_RH (%)" Date_of_forecast Date_of_computing
18000 11.62951 8.96750 11.73239 "2023-09-04 11:00:00" "2023-09-04 11:00:00"
18600 11.12623 8.44708 11.40480 "2023-09-04 11:10:00" "2023-09-04 11:00:00"
18600 11.12623 8.44708 10.96884 "2023-09-04 11:10:00" "2023-09-04 11:10:00"
19200 10.64918 7.93697 11.00072 "2023-09-04 11:20:00" "2023-09-04 11:00:00"
19200 10.64918 7.93697 10.24654 "2023-09-04 11:20:00" "2023-09-04 11:10:00"
19200 10.64918 7.93697 10.69096 "2023-09-04 11:20:00" "2023-09-04 11:20:00"
19800 10.03934 7.47260 10.45725 "2023-09-04 11:30:00" "2023-09-04 11:00:00"
19800 10.03934 7.47260 9.45619 "2023-09-04 11:30:00" "2023-09-04 11:10:00"
19800 10.03934 7.47260 10.20071 "2023-09-04 11:30:00" "2023-09-04 11:20:00"
19800 10.03934 7.47260 10.12796 "2023-09-04 11:30:00" "2023-09-04 11:30:00"
20400 9.48033 6.99580 9.83768 "2023-09-04 11:40:00" "2023-09-04 11:00:00"
20400 9.48033 6.99580 8.68425 "2023-09-04 11:40:00" "2023-09-04 11:10:00"
20400 9.48033 6.99580 9.56836 "2023-09-04 11:40:00" "2023-09-04 11:20:00"
20400 9.48033 6.99580 9.50695 "2023-09-04 11:40:00" "2023-09-04 11:30:00"
20400 9.48033 6.99580 9.59441 "2023-09-04 11:40:00" "2023-09-04 11:40:00"
21000 8.80984 6.69779 9.22354 "2023-09-04 11:50:00" "2023-09-04 11:00:00"
21000 8.80984 6.69779 7.91202 "2023-09-04 11:50:00" "2023-09-04 11:10:00"
21000 8.80984 6.69779 8.93335 "2023-09-04 11:50:00" "2023-09-04 11:20:00"
21000 8.80984 6.69779 8.86473 "2023-09-04 11:50:00" "2023-09-04 11:30:00"
21000 8.80984 6.69779 9.23763 "2023-09-04 11:50:00" "2023-09-04 11:40:00"
21000 8.80984 6.69779 8.87475 "2023-09-04 11:50:00" "2023-09-04 11:50:00"
21600 8.13934 6.56302 7.22218 "2023-09-04 12:00:00" "2023-09-04 11:10:00"
21600 8.13934 6.56302 8.36154 "2023-09-04 12:00:00" "2023-09-04 11:20:00"
21600 8.13934 6.56302 8.28507 "2023-09-04 12:00:00" "2023-09-04 11:30:00"
21600 8.13934 6.56302 8.89321 "2023-09-04 12:00:00" "2023-09-04 11:40:00"
21600 8.13934 6.56302 8.25564 "2023-09-04 12:00:00" "2023-09-04 11:50:00"
21600 8.13934 6.56302 8.11055 "2023-09-04 12:00:00" "2023-09-04 12:00:00"
22200 7.82459 6.50709 7.84251 "2023-09-04 12:10:00" "2023-09-04 11:20:00"
22200 7.82459 6.50709 7.75694 "2023-09-04 12:10:00" "2023-09-04 11:30:00"
22200 7.82459 6.50709 8.46779 "2023-09-04 12:10:00" "2023-09-04 11:40:00"
22200 7.82459 6.50709 7.60377 "2023-09-04 12:10:00" "2023-09-04 11:50:00"
22200 7.82459 6.50709 7.42300 "2023-09-04 12:10:00" "2023-09-04 12:00:00"
22200 7.82459 6.50709 7.95489 "2023-09-04 12:10:00" "2023-09-04 12:10:00"
22800 7.72131 6.54484 7.40367 "2023-09-04 12:20:00" "2023-09-04 11:30:00"
22800 7.72131 6.54484 8.23055 "2023-09-04 12:20:00" "2023-09-04 11:40:00"
22800 7.72131 6.54484 7.22419 "2023-09-04 12:20:00" "2023-09-04 11:50:00"
22800 7.72131 6.54484 6.99674 "2023-09-04 12:20:00" "2023-09-04 12:00:00"
22800 7.72131 6.54484 8.09446 "2023-09-04 12:20:00" "2023-09-04 12:10:00"
22800 7.72131 6.54484 7.80359 "2023-09-04 12:20:00" "2023-09-04 12:20:00"
23400 7.99180 6.56057 8.16791 "2023-09-04 12:30:00" "2023-09-04 11:40:00"
23400 7.99180 6.56057 7.02596 "2023-09-04 12:30:00" "2023-09-04 11:50:00"
23400 7.99180 6.56057 6.76685 "2023-09-04 12:30:00" "2023-09-04 12:00:00"
23400 7.99180 6.56057 8.28337 "2023-09-04 12:30:00" "2023-09-04 12:10:00"
23400 7.99180 6.56057 7.87442 "2023-09-04 12:30:00" "2023-09-04 12:20:00"
23400 7.99180 6.56057 7.87600 "2023-09-04 12:30:00" "2023-09-04 12:30:00"
24000 8.40820 6.62572 6.89887 "2023-09-04 12:40:00" "2023-09-04 11:50:00"
24000 8.40820 6.62572 6.60599 "2023-09-04 12:40:00" "2023-09-04 12:00:00"
24000 8.40820 6.62572 8.36046 "2023-09-04 12:40:00" "2023-09-04 12:10:00"
24000 8.40820 6.62572 7.92363 "2023-09-04 12:40:00" "2023-09-04 12:20:00"
24000 8.40820 6.62572 8.02771 "2023-09-04 12:40:00" "2023-09-04 12:30:00"
24000 8.40820 6.62572 8.42233 "2023-09-04 12:40:00" "2023-09-04 12:40:00"
24600 8.86885 6.60989 6.58190 "2023-09-04 12:50:00" "2023-09-04 12:00:00"
24600 8.86885 6.60989 8.58617 "2023-09-04 12:50:00" "2023-09-04 12:10:00"
24600 8.86885 6.60989 8.09070 "2023-09-04 12:50:00" "2023-09-04 12:20:00"
24600 8.86885 6.60989 8.30964 "2023-09-04 12:50:00" "2023-09-04 12:30:00"
24600 8.86885 6.60989 8.90907 "2023-09-04 12:50:00" "2023-09-04 12:40:00"
24600 8.86885 6.60989 8.72456 "2023-09-04 12:50:00" "2023-09-04 12:50:00"
25200 9.49180 6.54196 8.79267 "2023-09-04 13:00:00" "2023-09-04 12:10:00"
25200 9.49180 6.54196 8.24686 "2023-09-04 13:00:00" "2023-09-04 12:20:00"
25200 9.49180 6.54196 8.49596 "2023-09-04 13:00:00" "2023-09-04 12:30:00"
25200 9.49180 6.54196 9.22321 "2023-09-04 13:00:00" "2023-09-04 12:40:00"
25200 9.49180 6.54196 8.85343 "2023-09-04 13:00:00" "2023-09-04 12:50:00"
25200 9.49180 6.54196 9.42901 "2023-09-04 13:00:00" "2023-09-04 13:00:00"
25800 10.13279 6.39534 8.37065 "2023-09-04 13:10:00" "2023-09-04 12:20:00"
25800 10.13279 6.39534 8.67196 "2023-09-04 13:10:00" "2023-09-04 12:30:00"
25800 10.13279 6.39534 9.50104 "2023-09-04 13:10:00" "2023-09-04 12:40:00"
25800 10.13279 6.39534 9.01559 "2023-09-04 13:10:00" "2023-09-04 12:50:00"
25800 10.13279 6.39534 10.04327 "2023-09-04 13:10:00" "2023-09-04 13:00:00"
25800 10.13279 6.39534 10.08964 "2023-09-04 13:10:00" "2023-09-04 13:10:00"
26400 10.59672 6.17467 8.70922 "2023-09-04 13:20:00" "2023-09-04 12:30:00"
26400 10.59672 6.17467 9.64295 "2023-09-04 13:20:00" "2023-09-04 12:40:00"
26400 10.59672 6.17467 9.08453 "2023-09-04 13:20:00" "2023-09-04 12:50:00"
26400 10.59672 6.17467 10.44493 "2023-09-04 13:20:00" "2023-09-04 13:00:00"
26400 10.59672 6.17467 10.41702 "2023-09-04 13:20:00" "2023-09-04 13:10:00"
26400 10.59672 6.17467 10.62087 "2023-09-04 13:20:00" "2023-09-04 13:20:00"
27000 10.57869 6.01041 9.62553 "2023-09-04 13:30:00" "2023-09-04 12:40:00"
27000 10.57869 6.01041 8.99132 "2023-09-04 13:30:00" "2023-09-04 12:50:00"
27000 10.57869 6.01041 10.56814 "2023-09-04 13:30:00" "2023-09-04 13:00:00"
27000 10.57869 6.01041 10.49181 "2023-09-04 13:30:00" "2023-09-04 13:10:00"
27000 10.57869 6.01041 10.88874 "2023-09-04 13:30:00" "2023-09-04 13:20:00"
27000 10.57869 6.01041 10.58452 "2023-09-04 13:30:00" "2023-09-04 13:30:00"
27600 10.20492 5.89491 8.73659 "2023-09-04 13:40:00" "2023-09-04 12:50:00"
27600 10.20492 5.89491 10.52533 "2023-09-04 13:40:00" "2023-09-04 13:00:00"
27600 10.20492 5.89491 10.43283 "2023-09-04 13:40:00" "2023-09-04 13:10:00"
27600 10.20492 5.89491 10.99710 "2023-09-04 13:40:00" "2023-09-04 13:20:00"
27600 10.20492 5.89491 10.36909 "2023-09-04 13:40:00" "2023-09-04 13:30:00"
27600 10.20492 5.89491 10.24068 "2023-09-04 13:40:00" "2023-09-04 13:40:00"
28200 9.74590 5.79318 10.33170 "2023-09-04 13:50:00" "2023-09-04 13:00:00"
28200 9.74590 5.79318 10.22061 "2023-09-04 13:50:00" "2023-09-04 13:10:00"
28200 9.74590 5.79318 10.87724 "2023-09-04 13:50:00" "2023-09-04 13:20:00"
28200 9.74590 5.79318 9.99860 "2023-09-04 13:50:00" "2023-09-04 13:30:00"
28200 9.74590 5.79318 9.79015 "2023-09-04 13:50:00" "2023-09-04 13:40:00"
28200 9.74590 5.79318 9.75525 "2023-09-04 13:50:00" "2023-09-04 13:50:00"
28800 9.28525 5.72117 9.92431 "2023-09-04 14:00:00" "2023-09-04 13:10:00"
28800 9.28525 5.72117 10.67578 "2023-09-04 14:00:00" "2023-09-04 13:20:00"
28800 9.28525 5.72117 9.65639 "2023-09-04 14:00:00" "2023-09-04 13:30:00"
28800 9.28525 5.72117 9.37446 "2023-09-04 14:00:00" "2023-09-04 13:40:00"
28800 9.28525 5.72117 9.36296 "2023-09-04 14:00:00" "2023-09-04 13:50:00"
28800 9.28525 5.72117 9.29104 "2023-09-04 14:00:00" "2023-09-04 14:00:00"
29400 8.69180 5.70299 10.41871 "2023-09-04 14:10:00" "2023-09-04 13:20:00"
29400 8.69180 5.70299 9.25336 "2023-09-04 14:10:00" "2023-09-04 13:30:00"
29400 8.69180 5.70299 8.93522 "2023-09-04 14:10:00" "2023-09-04 13:40:00"
29400 8.69180 5.70299 8.92349 "2023-09-04 14:10:00" "2023-09-04 13:50:00"
29400 8.69180 5.70299 8.79639 "2023-09-04 14:10:00" "2023-09-04 14:00:00"
29400 8.69180 5.70299 8.79730 "2023-09-04 14:10:00" "2023-09-04 14:10:00"
30000 8.06066 5.74915 8.83258 "2023-09-04 14:20:00" "2023-09-04 13:30:00"
30000 8.06066 5.74915 8.46615 "2023-09-04 14:20:00" "2023-09-04 13:40:00"
30000 8.06066 5.74915 8.45223 "2023-09-04 14:20:00" "2023-09-04 13:50:00"
30000 8.06066 5.74915 8.26251 "2023-09-04 14:20:00" "2023-09-04 14:00:00"
30000 8.06066 5.74915 8.30698 "2023-09-04 14:20:00" "2023-09-04 14:10:00"
30000 8.06066 5.74915 8.11455 "2023-09-04 14:20:00" "2023-09-04 14:20:00"
30600 7.60328 5.73874 8.08066 "2023-09-04 14:30:00" "2023-09-04 13:40:00"
30600 7.60328 5.73874 8.06650 "2023-09-04 14:30:00" "2023-09-04 13:50:00"
30600 7.60328 5.73874 7.84710 "2023-09-04 14:30:00" "2023-09-04 14:00:00"
30600 7.60328 5.73874 7.90159 "2023-09-04 14:30:00" "2023-09-04 14:10:00"
30600 7.60328 5.73874 7.63020 "2023-09-04 14:30:00" "2023-09-04 14:20:00"
30600 7.60328 5.73874 7.51742 "2023-09-04 14:30:00" "2023-09-04 14:30:00"
31200 7.50984 5.88454 7.81633 "2023-09-04 14:40:00" "2023-09-04 13:50:00"
31200 7.50984 5.88454 7.56216 "2023-09-04 14:40:00" "2023-09-04 14:00:00"
31200 7.50984 5.88454 7.62688 "2023-09-04 14:40:00" "2023-09-04 14:10:00"
31200 7.50984 5.88454 7.28937 "2023-09-04 14:40:00" "2023-09-04 14:20:00"
31200 7.50984 5.88454 7.09179 "2023-09-04 14:40:00" "2023-09-04 14:30:00"
31200 7.50984 5.88454 7.60125 "2023-09-04 14:40:00" "2023-09-04 14:40:00"
31800 7.48361 6.14649 7.40379 "2023-09-04 14:50:00" "2023-09-04 14:00:00"
31800 7.48361 6.14649 7.47489 "2023-09-04 14:50:00" "2023-09-04 14:10:00"
31800 7.48361 6.14649 7.07970 "2023-09-04 14:50:00" "2023-09-04 14:20:00"
31800 7.48361 6.14649 6.79025 "2023-09-04 14:50:00" "2023-09-04 14:30:00"
31800 7.48361 6.14649 7.74316 "2023-09-04 14:50:00" "2023-09-04 14:40:00"
31800 7.48361 6.14649 7.45913 "2023-09-04 14:50:00" "2023-09-04 14:50:00"
32400 7.39508 6.47411 7.30598 "2023-09-04 15:00:00" "2023-09-04 14:10:00"
32400 7.39508 6.47411 6.86472 "2023-09-04 15:00:00" "2023-09-04 14:20:00"
32400 7.39508 6.47411 6.52118 "2023-09-04 15:00:00" "2023-09-04 14:30:00"
32400 7.39508 6.47411 7.78512 "2023-09-04 15:00:00" "2023-09-04 14:40:00"
