20230927
Seconds MEASURES_rh(%) MNH_RH_30m(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
18000 6.00000 8.95292 6.00000 "2023-09-27 11:00:00" "2023-09-27 11:00:00"
18600 6.00000 8.81705 6.00000 "2023-09-27 11:10:00" "2023-09-27 11:00:00"
18600 6.00000 8.81705 6.00000 "2023-09-27 11:10:00" "2023-09-27 11:10:00"
18600 6.00000 8.81705 6.00000 "2023-09-27 11:10:00" "2023-09-27 11:00:00"
18600 6.00000 8.81705 6.00000 "2023-09-27 11:10:00" "2023-09-27 11:10:00"
19200 6.00164 8.82141 6.00000 "2023-09-27 11:20:00" "2023-09-27 11:00:00"
19200 6.00164 8.82141 6.00000 "2023-09-27 11:20:00" "2023-09-27 11:10:00"
19200 6.00164 8.82141 6.00000 "2023-09-27 11:20:00" "2023-09-27 11:20:00"
19200 6.00164 8.82141 6.00000 "2023-09-27 11:20:00" "2023-09-27 11:00:00"
19200 6.00164 8.82141 6.00000 "2023-09-27 11:20:00" "2023-09-27 11:10:00"
19200 6.00164 8.82141 6.00000 "2023-09-27 11:20:00" "2023-09-27 11:20:00"
19200 6.00164 8.82141 6.00000 "2023-09-27 11:20:00" "2023-09-27 11:00:00"
19200 6.00164 8.82141 6.00000 "2023-09-27 11:20:00" "2023-09-27 11:10:00"
19200 6.00164 8.82141 6.00000 "2023-09-27 11:20:00" "2023-09-27 11:20:00"
19800 6.05902 8.87244 6.00000 "2023-09-27 11:30:00" "2023-09-27 11:00:00"
19800 6.05902 8.87244 6.00000 "2023-09-27 11:30:00" "2023-09-27 11:10:00"
19800 6.05902 8.87244 6.00000 "2023-09-27 11:30:00" "2023-09-27 11:20:00"
19800 6.05902 8.87244 6.20000 "2023-09-27 11:30:00" "2023-09-27 11:30:00"
19800 6.05902 8.87244 6.00000 "2023-09-27 11:30:00" "2023-09-27 11:00:00"
19800 6.05902 8.87244 6.00000 "2023-09-27 11:30:00" "2023-09-27 11:10:00"
19800 6.05902 8.87244 6.00000 "2023-09-27 11:30:00" "2023-09-27 11:20:00"
19800 6.05902 8.87244 6.20000 "2023-09-27 11:30:00" "2023-09-27 11:30:00"
19800 6.05902 8.87244 6.00000 "2023-09-27 11:30:00" "2023-09-27 11:00:00"
19800 6.05902 8.87244 6.00000 "2023-09-27 11:30:00" "2023-09-27 11:10:00"
19800 6.05902 8.87244 6.00000 "2023-09-27 11:30:00" "2023-09-27 11:20:00"
19800 6.05902 8.87244 6.20000 "2023-09-27 11:30:00" "2023-09-27 11:30:00"
19800 6.05902 8.87244 6.00000 "2023-09-27 11:30:00" "2023-09-27 11:00:00"
19800 6.05902 8.87244 6.00000 "2023-09-27 11:30:00" "2023-09-27 11:10:00"
19800 6.05902 8.87244 6.00000 "2023-09-27 11:30:00" "2023-09-27 11:20:00"
19800 6.05902 8.87244 6.20000 "2023-09-27 11:30:00" "2023-09-27 11:30:00"
20400 6.10328 8.94557 6.00000 "2023-09-27 11:40:00" "2023-09-27 11:00:00"
20400 6.10328 8.94557 6.00000 "2023-09-27 11:40:00" "2023-09-27 11:10:00"
20400 6.10328 8.94557 6.00000 "2023-09-27 11:40:00" "2023-09-27 11:20:00"
20400 6.10328 8.94557 6.20000 "2023-09-27 11:40:00" "2023-09-27 11:30:00"
20400 6.10328 8.94557 6.30000 "2023-09-27 11:40:00" "2023-09-27 11:40:00"
20400 6.10328 8.94557 6.00000 "2023-09-27 11:40:00" "2023-09-27 11:00:00"
20400 6.10328 8.94557 6.00000 "2023-09-27 11:40:00" "2023-09-27 11:10:00"
20400 6.10328 8.94557 6.00000 "2023-09-27 11:40:00" "2023-09-27 11:20:00"
20400 6.10328 8.94557 6.20000 "2023-09-27 11:40:00" "2023-09-27 11:30:00"
20400 6.10328 8.94557 6.30000 "2023-09-27 11:40:00" "2023-09-27 11:40:00"
20400 6.10328 8.94557 6.00000 "2023-09-27 11:40:00" "2023-09-27 11:00:00"
20400 6.10328 8.94557 6.00000 "2023-09-27 11:40:00" "2023-09-27 11:10:00"
20400 6.10328 8.94557 6.00000 "2023-09-27 11:40:00" "2023-09-27 11:20:00"
20400 6.10328 8.94557 6.20000 "2023-09-27 11:40:00" "2023-09-27 11:30:00"
20400 6.10328 8.94557 6.30000 "2023-09-27 11:40:00" "2023-09-27 11:40:00"
20400 6.10328 8.94557 6.00000 "2023-09-27 11:40:00" "2023-09-27 11:00:00"
20400 6.10328 8.94557 6.00000 "2023-09-27 11:40:00" "2023-09-27 11:10:00"
20400 6.10328 8.94557 6.00000 "2023-09-27 11:40:00" "2023-09-27 11:20:00"
20400 6.10328 8.94557 6.20000 "2023-09-27 11:40:00" "2023-09-27 11:30:00"
20400 6.10328 8.94557 6.30000 "2023-09-27 11:40:00" "2023-09-27 11:40:00"
20400 6.10328 8.94557 6.00000 "2023-09-27 11:40:00" "2023-09-27 11:00:00"
20400 6.10328 8.94557 6.00000 "2023-09-27 11:40:00" "2023-09-27 11:10:00"
20400 6.10328 8.94557 6.00000 "2023-09-27 11:40:00" "2023-09-27 11:20:00"
20400 6.10328 8.94557 6.20000 "2023-09-27 11:40:00" "2023-09-27 11:30:00"
20400 6.10328 8.94557 6.30000 "2023-09-27 11:40:00" "2023-09-27 11:40:00"
21000 6.18361 8.98672 6.00000 "2023-09-27 11:50:00" "2023-09-27 11:00:00"
21000 6.18361 8.98672 6.00000 "2023-09-27 11:50:00" "2023-09-27 11:10:00"
21000 6.18361 8.98672 6.00000 "2023-09-27 11:50:00" "2023-09-27 11:20:00"
21000 6.18361 8.98672 6.20000 "2023-09-27 11:50:00" "2023-09-27 11:30:00"
21000 6.18361 8.98672 6.30000 "2023-09-27 11:50:00" "2023-09-27 11:40:00"
21000 6.18361 8.98672 6.50000 "2023-09-27 11:50:00" "2023-09-27 11:50:00"
21000 6.18361 8.98672 6.00000 "2023-09-27 11:50:00" "2023-09-27 11:00:00"
21000 6.18361 8.98672 6.00000 "2023-09-27 11:50:00" "2023-09-27 11:10:00"
21000 6.18361 8.98672 6.00000 "2023-09-27 11:50:00" "2023-09-27 11:20:00"
21000 6.18361 8.98672 6.20000 "2023-09-27 11:50:00" "2023-09-27 11:30:00"
21000 6.18361 8.98672 6.30000 "2023-09-27 11:50:00" "2023-09-27 11:40:00"
21000 6.18361 8.98672 6.50000 "2023-09-27 11:50:00" "2023-09-27 11:50:00"
21000 6.18361 8.98672 6.00000 "2023-09-27 11:50:00" "2023-09-27 11:00:00"
21000 6.18361 8.98672 6.00000 "2023-09-27 11:50:00" "2023-09-27 11:10:00"
21000 6.18361 8.98672 6.00000 "2023-09-27 11:50:00" "2023-09-27 11:20:00"
21000 6.18361 8.98672 6.20000 "2023-09-27 11:50:00" "2023-09-27 11:30:00"
21000 6.18361 8.98672 6.30000 "2023-09-27 11:50:00" "2023-09-27 11:40:00"
21000 6.18361 8.98672 6.50000 "2023-09-27 11:50:00" "2023-09-27 11:50:00"
21000 6.18361 8.98672 6.00000 "2023-09-27 11:50:00" "2023-09-27 11:00:00"
21000 6.18361 8.98672 6.00000 "2023-09-27 11:50:00" "2023-09-27 11:10:00"
21000 6.18361 8.98672 6.00000 "2023-09-27 11:50:00" "2023-09-27 11:20:00"
21000 6.18361 8.98672 6.20000 "2023-09-27 11:50:00" "2023-09-27 11:30:00"
21000 6.18361 8.98672 6.30000 "2023-09-27 11:50:00" "2023-09-27 11:40:00"
21000 6.18361 8.98672 6.50000 "2023-09-27 11:50:00" "2023-09-27 11:50:00"
21000 6.18361 8.98672 6.00000 "2023-09-27 11:50:00" "2023-09-27 11:00:00"
21000 6.18361 8.98672 6.00000 "2023-09-27 11:50:00" "2023-09-27 11:10:00"
21000 6.18361 8.98672 6.00000 "2023-09-27 11:50:00" "2023-09-27 11:20:00"
21000 6.18361 8.98672 6.20000 "2023-09-27 11:50:00" "2023-09-27 11:30:00"
21000 6.18361 8.98672 6.30000 "2023-09-27 11:50:00" "2023-09-27 11:40:00"
21000 6.18361 8.98672 6.50000 "2023-09-27 11:50:00" "2023-09-27 11:50:00"
21000 6.18361 8.98672 6.00000 "2023-09-27 11:50:00" "2023-09-27 11:00:00"
21000 6.18361 8.98672 6.00000 "2023-09-27 11:50:00" "2023-09-27 11:10:00"
21000 6.18361 8.98672 6.00000 "2023-09-27 11:50:00" "2023-09-27 11:20:00"
21000 6.18361 8.98672 6.20000 "2023-09-27 11:50:00" "2023-09-27 11:30:00"
21000 6.18361 8.98672 6.30000 "2023-09-27 11:50:00" "2023-09-27 11:40:00"
21000 6.18361 8.98672 6.50000 "2023-09-27 11:50:00" "2023-09-27 11:50:00"
21600 6.24590 9.00872 6.00000 "2023-09-27 12:00:00" "2023-09-27 11:10:00"
21600 6.24590 9.00872 6.00000 "2023-09-27 12:00:00" "2023-09-27 11:20:00"
21600 6.24590 9.00872 6.20000 "2023-09-27 12:00:00" "2023-09-27 11:30:00"
21600 6.24590 9.00872 6.30000 "2023-09-27 12:00:00" "2023-09-27 11:40:00"
21600 6.24590 9.00872 6.50000 "2023-09-27 12:00:00" "2023-09-27 11:50:00"
21600 6.24590 9.00872 6.20000 "2023-09-27 12:00:00" "2023-09-27 12:00:00"
21600 6.24590 9.00872 6.00000 "2023-09-27 12:00:00" "2023-09-27 11:10:00"
21600 6.24590 9.00872 6.00000 "2023-09-27 12:00:00" "2023-09-27 11:20:00"
21600 6.24590 9.00872 6.20000 "2023-09-27 12:00:00" "2023-09-27 11:30:00"
21600 6.24590 9.00872 6.30000 "2023-09-27 12:00:00" "2023-09-27 11:40:00"
21600 6.24590 9.00872 6.50000 "2023-09-27 12:00:00" "2023-09-27 11:50:00"
21600 6.24590 9.00872 6.20000 "2023-09-27 12:00:00" "2023-09-27 12:00:00"
21600 6.24590 9.00872 6.00000 "2023-09-27 12:00:00" "2023-09-27 11:10:00"
21600 6.24590 9.00872 6.00000 "2023-09-27 12:00:00" "2023-09-27 11:20:00"
21600 6.24590 9.00872 6.20000 "2023-09-27 12:00:00" "2023-09-27 11:30:00"
21600 6.24590 9.00872 6.30000 "2023-09-27 12:00:00" "2023-09-27 11:40:00"
21600 6.24590 9.00872 6.50000 "2023-09-27 12:00:00" "2023-09-27 11:50:00"
21600 6.24590 9.00872 6.20000 "2023-09-27 12:00:00" "2023-09-27 12:00:00"
21600 6.24590 9.00872 6.00000 "2023-09-27 12:00:00" "2023-09-27 11:10:00"
21600 6.24590 9.00872 6.00000 "2023-09-27 12:00:00" "2023-09-27 11:20:00"
21600 6.24590 9.00872 6.20000 "2023-09-27 12:00:00" "2023-09-27 11:30:00"
21600 6.24590 9.00872 6.30000 "2023-09-27 12:00:00" "2023-09-27 11:40:00"
21600 6.24590 9.00872 6.50000 "2023-09-27 12:00:00" "2023-09-27 11:50:00"
21600 6.24590 9.00872 6.20000 "2023-09-27 12:00:00" "2023-09-27 12:00:00"
21600 6.24590 9.00872 6.00000 "2023-09-27 12:00:00" "2023-09-27 11:10:00"
21600 6.24590 9.00872 6.00000 "2023-09-27 12:00:00" "2023-09-27 11:20:00"
21600 6.24590 9.00872 6.20000 "2023-09-27 12:00:00" "2023-09-27 11:30:00"
21600 6.24590 9.00872 6.30000 "2023-09-27 12:00:00" "2023-09-27 11:40:00"
21600 6.24590 9.00872 6.50000 "2023-09-27 12:00:00" "2023-09-27 11:50:00"
21600 6.24590 9.00872 6.20000 "2023-09-27 12:00:00" "2023-09-27 12:00:00"
21600 6.24590 9.00872 6.00000 "2023-09-27 12:00:00" "2023-09-27 11:10:00"
21600 6.24590 9.00872 6.00000 "2023-09-27 12:00:00" "2023-09-27 11:20:00"
21600 6.24590 9.00872 6.20000 "2023-09-27 12:00:00" "2023-09-27 11:30:00"
21600 6.24590 9.00872 6.30000 "2023-09-27 12:00:00" "2023-09-27 11:40:00"
21600 6.24590 9.00872 6.50000 "2023-09-27 12:00:00" "2023-09-27 11:50:00"
21600 6.24590 9.00872 6.20000 "2023-09-27 12:00:00" "2023-09-27 12:00:00"
22200 6.33443 9.09532 6.00000 "2023-09-27 12:10:00" "2023-09-27 11:20:00"
22200 6.33443 9.09532 6.20000 "2023-09-27 12:10:00" "2023-09-27 11:30:00"
22200 6.33443 9.09532 6.30000 "2023-09-27 12:10:00" "2023-09-27 11:40:00"
22200 6.33443 9.09532 6.50000 "2023-09-27 12:10:00" "2023-09-27 11:50:00"
