20230915
Seconds MEASURES_pwv(mm) MNH_PWV(mm) "AR_PWV (mm)" Date_of_forecast Date_of_computing
18000 1.65485 1.63445 1.64544 "2023-09-15 23:00:00" "2023-09-15 23:00:00"
18600 1.60499 1.58987 1.59220 "2023-09-15 23:10:00" "2023-09-15 23:00:00"
18600 1.60499 1.58987 1.59060 "2023-09-15 23:10:00" "2023-09-15 23:10:00"
19200 1.56773 1.55081 1.53820 "2023-09-15 23:20:00" "2023-09-15 23:00:00"
19200 1.56773 1.55081 1.54448 "2023-09-15 23:20:00" "2023-09-15 23:10:00"
19200 1.56773 1.55081 1.55917 "2023-09-15 23:20:00" "2023-09-15 23:20:00"
19800 1.50246 1.51846 1.50172 "2023-09-15 23:30:00" "2023-09-15 23:00:00"
19800 1.50246 1.51846 1.51310 "2023-09-15 23:30:00" "2023-09-15 23:10:00"
19800 1.50246 1.51846 1.53821 "2023-09-15 23:30:00" "2023-09-15 23:20:00"
19800 1.50246 1.51846 1.51582 "2023-09-15 23:30:00" "2023-09-15 23:30:00"
20400 1.47592 1.49579 1.46612 "2023-09-15 23:40:00" "2023-09-15 23:00:00"
20400 1.47592 1.49579 1.48167 "2023-09-15 23:40:00" "2023-09-15 23:10:00"
20400 1.47592 1.49579 1.51368 "2023-09-15 23:40:00" "2023-09-15 23:20:00"
20400 1.47592 1.49579 1.45639 "2023-09-15 23:40:00" "2023-09-15 23:30:00"
20400 1.47592 1.49579 1.49621 "2023-09-15 23:40:00" "2023-09-15 23:40:00"
21000 1.46837 1.47508 1.43270 "2023-09-15 23:50:00" "2023-09-15 23:00:00"
21000 1.46837 1.47508 1.45222 "2023-09-15 23:50:00" "2023-09-15 23:10:00"
21000 1.46837 1.47508 1.49069 "2023-09-15 23:50:00" "2023-09-15 23:20:00"
21000 1.46837 1.47508 1.39745 "2023-09-15 23:50:00" "2023-09-15 23:30:00"
21000 1.46837 1.47508 1.47867 "2023-09-15 23:50:00" "2023-09-15 23:40:00"
21000 1.46837 1.47508 1.46576 "2023-09-15 23:50:00" "2023-09-15 23:50:00"
21600 1.42915 1.45760 1.42635 "2023-09-16 00:00:00" "2023-09-15 23:10:00"
21600 1.42915 1.45760 1.47023 "2023-09-16 00:00:00" "2023-09-15 23:20:00"
21600 1.42915 1.45760 1.34695 "2023-09-16 00:00:00" "2023-09-15 23:30:00"
21600 1.42915 1.45760 1.46407 "2023-09-16 00:00:00" "2023-09-15 23:40:00"
21600 1.42915 1.45760 1.43726 "2023-09-16 00:00:00" "2023-09-15 23:50:00"
21600 1.42915 1.45760 1.43027 "2023-09-16 00:00:00" "2023-09-16 00:00:00"
22200 1.41022 1.43587 1.45637 "2023-09-16 00:10:00" "2023-09-15 23:20:00"
22200 1.41022 1.43587 1.30499 "2023-09-16 00:10:00" "2023-09-15 23:30:00"
22200 1.41022 1.43587 1.45361 "2023-09-16 00:10:00" "2023-09-15 23:40:00"
22200 1.41022 1.43587 1.41231 "2023-09-16 00:10:00" "2023-09-15 23:50:00"
22200 1.41022 1.43587 1.41298 "2023-09-16 00:10:00" "2023-09-16 00:00:00"
22200 1.41022 1.43587 1.42022 "2023-09-16 00:10:00" "2023-09-16 00:10:00"
22800 1.39217 1.40586 1.26526 "2023-09-16 00:20:00" "2023-09-15 23:30:00"
22800 1.39217 1.40586 1.44184 "2023-09-16 00:20:00" "2023-09-15 23:40:00"
22800 1.39217 1.40586 1.38826 "2023-09-16 00:20:00" "2023-09-15 23:50:00"
22800 1.39217 1.40586 1.39619 "2023-09-16 00:20:00" "2023-09-16 00:00:00"
22800 1.39217 1.40586 1.40641 "2023-09-16 00:20:00" "2023-09-16 00:10:00"
22800 1.39217 1.40586 1.39630 "2023-09-16 00:20:00" "2023-09-16 00:20:00"
23400 1.36677 1.37892 1.43167 "2023-09-16 00:30:00" "2023-09-15 23:40:00"
