20230912
Seconds MEASURES_pwv(mm) MNH_PWV(mm) PERSISTENCE(mm) Date_of_forecast Date_of_computing
21600 0.51317 0.94588 0.54400 "2023-09-13 00:00:00" "2023-09-13 00:00:00"
22200 0.53037 0.90200 0.54400 "2023-09-13 00:10:00" "2023-09-13 00:00:00"
22200 0.53037 0.90200 0.45050 "2023-09-13 00:10:00" "2023-09-13 00:10:00"
22200 0.53037 0.90200 0.54400 "2023-09-13 00:10:00" "2023-09-13 00:00:00"
22200 0.53037 0.90200 0.45050 "2023-09-13 00:10:00" "2023-09-13 00:10:00"
22800 0.62886 0.85534 0.54400 "2023-09-13 00:20:00" "2023-09-13 00:00:00"
22800 0.62886 0.85534 0.45050 "2023-09-13 00:20:00" "2023-09-13 00:10:00"
22800 0.62886 0.85534 0.93450 "2023-09-13 00:20:00" "2023-09-13 00:20:00"
22800 0.62886 0.85534 0.54400 "2023-09-13 00:20:00" "2023-09-13 00:00:00"
22800 0.62886 0.85534 0.45050 "2023-09-13 00:20:00" "2023-09-13 00:10:00"
22800 0.62886 0.85534 0.93450 "2023-09-13 00:20:00" "2023-09-13 00:20:00"
22800 0.62886 0.85534 0.54400 "2023-09-13 00:20:00" "2023-09-13 00:00:00"
22800 0.62886 0.85534 0.45050 "2023-09-13 00:20:00" "2023-09-13 00:10:00"
22800 0.62886 0.85534 0.93450 "2023-09-13 00:20:00" "2023-09-13 00:20:00"
23400 0.62886 0.80418 0.54400 "2023-09-13 00:30:00" "2023-09-13 00:00:00"
23400 0.62886 0.80418 0.45050 "2023-09-13 00:30:00" "2023-09-13 00:10:00"
23400 0.62886 0.80418 0.93450 "2023-09-13 00:30:00" "2023-09-13 00:20:00"
23400 0.62886 0.80418 9999.00000 "2023-09-13 00:30:00" "2023-09-13 00:30:00"
23400 0.62886 0.80418 0.54400 "2023-09-13 00:30:00" "2023-09-13 00:00:00"
23400 0.62886 0.80418 0.45050 "2023-09-13 00:30:00" "2023-09-13 00:10:00"
23400 0.62886 0.80418 0.93450 "2023-09-13 00:30:00" "2023-09-13 00:20:00"
23400 0.62886 0.80418 9999.00000 "2023-09-13 00:30:00" "2023-09-13 00:30:00"
23400 0.62886 0.80418 0.54400 "2023-09-13 00:30:00" "2023-09-13 00:00:00"
23400 0.62886 0.80418 0.45050 "2023-09-13 00:30:00" "2023-09-13 00:10:00"
23400 0.62886 0.80418 0.93450 "2023-09-13 00:30:00" "2023-09-13 00:20:00"
23400 0.62886 0.80418 9999.00000 "2023-09-13 00:30:00" "2023-09-13 00:30:00"
23400 0.62886 0.80418 0.54400 "2023-09-13 00:30:00" "2023-09-13 00:00:00"
23400 0.62886 0.80418 0.45050 "2023-09-13 00:30:00" "2023-09-13 00:10:00"
23400 0.62886 0.80418 0.93450 "2023-09-13 00:30:00" "2023-09-13 00:20:00"
23400 0.62886 0.80418 9999.00000 "2023-09-13 00:30:00" "2023-09-13 00:30:00"
24000 0.62886 0.75001 0.54400 "2023-09-13 00:40:00" "2023-09-13 00:00:00"
24000 0.62886 0.75001 0.45050 "2023-09-13 00:40:00" "2023-09-13 00:10:00"
24000 0.62886 0.75001 0.93450 "2023-09-13 00:40:00" "2023-09-13 00:20:00"
24000 0.62886 0.75001 9999.00000 "2023-09-13 00:40:00" "2023-09-13 00:30:00"
24000 0.62886 0.75001 9999.00000 "2023-09-13 00:40:00" "2023-09-13 00:40:00"
24000 0.62886 0.75001 0.54400 "2023-09-13 00:40:00" "2023-09-13 00:00:00"
24000 0.62886 0.75001 0.45050 "2023-09-13 00:40:00" "2023-09-13 00:10:00"
24000 0.62886 0.75001 0.93450 "2023-09-13 00:40:00" "2023-09-13 00:20:00"
24000 0.62886 0.75001 9999.00000 "2023-09-13 00:40:00" "2023-09-13 00:30:00"
