20230917
Seconds MEASURES_pwv(mm) MNH_PWV(mm) PERSISTENCE(mm) Date_of_forecast Date_of_computing
18000 3.76517 4.83878 9999.00000 "2023-09-17 23:00:00" "2023-09-17 23:00:00"
18600 3.87126 4.91607 9999.00000 "2023-09-17 23:10:00" "2023-09-17 23:00:00"
18600 3.87126 4.91607 9999.00000 "2023-09-17 23:10:00" "2023-09-17 23:10:00"
18600 3.87126 4.91607 9999.00000 "2023-09-17 23:10:00" "2023-09-17 23:00:00"
18600 3.87126 4.91607 9999.00000 "2023-09-17 23:10:00" "2023-09-17 23:10:00"
19200 3.98233 4.98862 9999.00000 "2023-09-17 23:20:00" "2023-09-17 23:00:00"
19200 3.98233 4.98862 9999.00000 "2023-09-17 23:20:00" "2023-09-17 23:10:00"
19200 3.98233 4.98862 4.42150 "2023-09-17 23:20:00" "2023-09-17 23:20:00"
19200 3.98233 4.98862 9999.00000 "2023-09-17 23:20:00" "2023-09-17 23:00:00"
19200 3.98233 4.98862 9999.00000 "2023-09-17 23:20:00" "2023-09-17 23:10:00"
19200 3.98233 4.98862 4.42150 "2023-09-17 23:20:00" "2023-09-17 23:20:00"
19200 3.98233 4.98862 9999.00000 "2023-09-17 23:20:00" "2023-09-17 23:00:00"
19200 3.98233 4.98862 9999.00000 "2023-09-17 23:20:00" "2023-09-17 23:10:00"
19200 3.98233 4.98862 4.42150 "2023-09-17 23:20:00" "2023-09-17 23:20:00"
19800 4.07048 5.05038 9999.00000 "2023-09-17 23:30:00" "2023-09-17 23:00:00"
19800 4.07048 5.05038 9999.00000 "2023-09-17 23:30:00" "2023-09-17 23:10:00"
19800 4.07048 5.05038 4.42150 "2023-09-17 23:30:00" "2023-09-17 23:20:00"
19800 4.07048 5.05038 9999.00000 "2023-09-17 23:30:00" "2023-09-17 23:30:00"
19800 4.07048 5.05038 9999.00000 "2023-09-17 23:30:00" "2023-09-17 23:00:00"
19800 4.07048 5.05038 9999.00000 "2023-09-17 23:30:00" "2023-09-17 23:10:00"
19800 4.07048 5.05038 4.42150 "2023-09-17 23:30:00" "2023-09-17 23:20:00"
19800 4.07048 5.05038 9999.00000 "2023-09-17 23:30:00" "2023-09-17 23:30:00"
