20230907
Seconds MEASURES_pwv(mm) MNH_PWV(mm) PERSISTENCE(mm) Date_of_forecast Date_of_computing
18000 2.73355 2.17202 2.52100 "2023-09-07 23:00:00" "2023-09-07 23:00:00"
18600 2.65766 2.09561 2.52100 "2023-09-07 23:10:00" "2023-09-07 23:00:00"
18600 2.65766 2.09561 2.45800 "2023-09-07 23:10:00" "2023-09-07 23:10:00"
18600 2.65766 2.09561 2.52100 "2023-09-07 23:10:00" "2023-09-07 23:00:00"
18600 2.65766 2.09561 2.45800 "2023-09-07 23:10:00" "2023-09-07 23:10:00"
19200 2.55930 2.05898 2.52100 "2023-09-07 23:20:00" "2023-09-07 23:00:00"
19200 2.55930 2.05898 2.45800 "2023-09-07 23:20:00" "2023-09-07 23:10:00"
19200 2.55930 2.05898 2.32400 "2023-09-07 23:20:00" "2023-09-07 23:20:00"
19200 2.55930 2.05898 2.52100 "2023-09-07 23:20:00" "2023-09-07 23:00:00"
19200 2.55930 2.05898 2.45800 "2023-09-07 23:20:00" "2023-09-07 23:10:00"
19200 2.55930 2.05898 2.32400 "2023-09-07 23:20:00" "2023-09-07 23:20:00"
19200 2.55930 2.05898 2.52100 "2023-09-07 23:20:00" "2023-09-07 23:00:00"
19200 2.55930 2.05898 2.45800 "2023-09-07 23:20:00" "2023-09-07 23:10:00"
19200 2.55930 2.05898 2.32400 "2023-09-07 23:20:00" "2023-09-07 23:20:00"
19800 2.42851 2.02931 2.52100 "2023-09-07 23:30:00" "2023-09-07 23:00:00"
19800 2.42851 2.02931 2.45800 "2023-09-07 23:30:00" "2023-09-07 23:10:00"
19800 2.42851 2.02931 2.32400 "2023-09-07 23:30:00" "2023-09-07 23:20:00"
19800 2.42851 2.02931 2.19900 "2023-09-07 23:30:00" "2023-09-07 23:30:00"
19800 2.42851 2.02931 2.52100 "2023-09-07 23:30:00" "2023-09-07 23:00:00"
19800 2.42851 2.02931 2.45800 "2023-09-07 23:30:00" "2023-09-07 23:10:00"
19800 2.42851 2.02931 2.32400 "2023-09-07 23:30:00" "2023-09-07 23:20:00"
19800 2.42851 2.02931 2.19900 "2023-09-07 23:30:00" "2023-09-07 23:30:00"
19800 2.42851 2.02931 2.52100 "2023-09-07 23:30:00" "2023-09-07 23:00:00"
19800 2.42851 2.02931 2.45800 "2023-09-07 23:30:00" "2023-09-07 23:10:00"
19800 2.42851 2.02931 2.32400 "2023-09-07 23:30:00" "2023-09-07 23:20:00"
19800 2.42851 2.02931 2.19900 "2023-09-07 23:30:00" "2023-09-07 23:30:00"
19800 2.42851 2.02931 2.52100 "2023-09-07 23:30:00" "2023-09-07 23:00:00"
19800 2.42851 2.02931 2.45800 "2023-09-07 23:30:00" "2023-09-07 23:10:00"
19800 2.42851 2.02931 2.32400 "2023-09-07 23:30:00" "2023-09-07 23:20:00"
19800 2.42851 2.02931 2.19900 "2023-09-07 23:30:00" "2023-09-07 23:30:00"
20400 2.33695 2.00206 2.52100 "2023-09-07 23:40:00" "2023-09-07 23:00:00"
20400 2.33695 2.00206 2.45800 "2023-09-07 23:40:00" "2023-09-07 23:10:00"
20400 2.33695 2.00206 2.32400 "2023-09-07 23:40:00" "2023-09-07 23:20:00"
20400 2.33695 2.00206 2.19900 "2023-09-07 23:40:00" "2023-09-07 23:30:00"
20400 2.33695 2.00206 2.05600 "2023-09-07 23:40:00" "2023-09-07 23:40:00"
20400 2.33695 2.00206 2.52100 "2023-09-07 23:40:00" "2023-09-07 23:00:00"
20400 2.33695 2.00206 2.45800 "2023-09-07 23:40:00" "2023-09-07 23:10:00"
20400 2.33695 2.00206 2.32400 "2023-09-07 23:40:00" "2023-09-07 23:20:00"
20400 2.33695 2.00206 2.19900 "2023-09-07 23:40:00" "2023-09-07 23:30:00"
20400 2.33695 2.00206 2.05600 "2023-09-07 23:40:00" "2023-09-07 23:40:00"
20400 2.33695 2.00206 2.52100 "2023-09-07 23:40:00" "2023-09-07 23:00:00"
20400 2.33695 2.00206 2.45800 "2023-09-07 23:40:00" "2023-09-07 23:10:00"
20400 2.33695 2.00206 2.32400 "2023-09-07 23:40:00" "2023-09-07 23:20:00"
20400 2.33695 2.00206 2.19900 "2023-09-07 23:40:00" "2023-09-07 23:30:00"
20400 2.33695 2.00206 2.05600 "2023-09-07 23:40:00" "2023-09-07 23:40:00"
20400 2.33695 2.00206 2.52100 "2023-09-07 23:40:00" "2023-09-07 23:00:00"
20400 2.33695 2.00206 2.45800 "2023-09-07 23:40:00" "2023-09-07 23:10:00"
20400 2.33695 2.00206 2.32400 "2023-09-07 23:40:00" "2023-09-07 23:20:00"
20400 2.33695 2.00206 2.19900 "2023-09-07 23:40:00" "2023-09-07 23:30:00"
20400 2.33695 2.00206 2.05600 "2023-09-07 23:40:00" "2023-09-07 23:40:00"
20400 2.33695 2.00206 2.52100 "2023-09-07 23:40:00" "2023-09-07 23:00:00"
20400 2.33695 2.00206 2.45800 "2023-09-07 23:40:00" "2023-09-07 23:10:00"
20400 2.33695 2.00206 2.32400 "2023-09-07 23:40:00" "2023-09-07 23:20:00"
20400 2.33695 2.00206 2.19900 "2023-09-07 23:40:00" "2023-09-07 23:30:00"
20400 2.33695 2.00206 2.05600 "2023-09-07 23:40:00" "2023-09-07 23:40:00"
21000 2.24887 1.99472 2.52100 "2023-09-07 23:50:00" "2023-09-07 23:00:00"
21000 2.24887 1.99472 2.45800 "2023-09-07 23:50:00" "2023-09-07 23:10:00"
21000 2.24887 1.99472 2.32400 "2023-09-07 23:50:00" "2023-09-07 23:20:00"
21000 2.24887 1.99472 2.19900 "2023-09-07 23:50:00" "2023-09-07 23:30:00"
21000 2.24887 1.99472 2.05600 "2023-09-07 23:50:00" "2023-09-07 23:40:00"
21000 2.24887 1.99472 2.05450 "2023-09-07 23:50:00" "2023-09-07 23:50:00"
21000 2.24887 1.99472 2.52100 "2023-09-07 23:50:00" "2023-09-07 23:00:00"
21000 2.24887 1.99472 2.45800 "2023-09-07 23:50:00" "2023-09-07 23:10:00"
21000 2.24887 1.99472 2.32400 "2023-09-07 23:50:00" "2023-09-07 23:20:00"
21000 2.24887 1.99472 2.19900 "2023-09-07 23:50:00" "2023-09-07 23:30:00"
21000 2.24887 1.99472 2.05600 "2023-09-07 23:50:00" "2023-09-07 23:40:00"
21000 2.24887 1.99472 2.05450 "2023-09-07 23:50:00" "2023-09-07 23:50:00"
21000 2.24887 1.99472 2.52100 "2023-09-07 23:50:00" "2023-09-07 23:00:00"
21000 2.24887 1.99472 2.45800 "2023-09-07 23:50:00" "2023-09-07 23:10:00"
21000 2.24887 1.99472 2.32400 "2023-09-07 23:50:00" "2023-09-07 23:20:00"
21000 2.24887 1.99472 2.19900 "2023-09-07 23:50:00" "2023-09-07 23:30:00"
21000 2.24887 1.99472 2.05600 "2023-09-07 23:50:00" "2023-09-07 23:40:00"
21000 2.24887 1.99472 2.05450 "2023-09-07 23:50:00" "2023-09-07 23:50:00"
21000 2.24887 1.99472 2.52100 "2023-09-07 23:50:00" "2023-09-07 23:00:00"
21000 2.24887 1.99472 2.45800 "2023-09-07 23:50:00" "2023-09-07 23:10:00"
21000 2.24887 1.99472 2.32400 "2023-09-07 23:50:00" "2023-09-07 23:20:00"
21000 2.24887 1.99472 2.19900 "2023-09-07 23:50:00" "2023-09-07 23:30:00"
21000 2.24887 1.99472 2.05600 "2023-09-07 23:50:00" "2023-09-07 23:40:00"
21000 2.24887 1.99472 2.05450 "2023-09-07 23:50:00" "2023-09-07 23:50:00"
21000 2.24887 1.99472 2.52100 "2023-09-07 23:50:00" "2023-09-07 23:00:00"
21000 2.24887 1.99472 2.45800 "2023-09-07 23:50:00" "2023-09-07 23:10:00"
21000 2.24887 1.99472 2.32400 "2023-09-07 23:50:00" "2023-09-07 23:20:00"
21000 2.24887 1.99472 2.19900 "2023-09-07 23:50:00" "2023-09-07 23:30:00"
21000 2.24887 1.99472 2.05600 "2023-09-07 23:50:00" "2023-09-07 23:40:00"
