20230909
Seconds MEASURES_pwv(mm) MNH_PWV(mm) PERSISTENCE(mm) Date_of_forecast Date_of_computing
18000 2.25026 1.98750 2.26350 "2023-09-09 23:00:00" "2023-09-09 23:00:00"
18600 2.24521 1.96938 2.26350 "2023-09-09 23:10:00" "2023-09-09 23:00:00"
18600 2.24521 1.96938 9999.00000 "2023-09-09 23:10:00" "2023-09-09 23:10:00"
18600 2.24521 1.96938 2.26350 "2023-09-09 23:10:00" "2023-09-09 23:00:00"
18600 2.24521 1.96938 9999.00000 "2023-09-09 23:10:00" "2023-09-09 23:10:00"
19200 2.24419 1.94489 2.26350 "2023-09-09 23:20:00" "2023-09-09 23:00:00"
19200 2.24419 1.94489 9999.00000 "2023-09-09 23:20:00" "2023-09-09 23:10:00"
19200 2.24419 1.94489 2.26700 "2023-09-09 23:20:00" "2023-09-09 23:20:00"
19200 2.24419 1.94489 2.26350 "2023-09-09 23:20:00" "2023-09-09 23:00:00"
19200 2.24419 1.94489 9999.00000 "2023-09-09 23:20:00" "2023-09-09 23:10:00"
19200 2.24419 1.94489 2.26700 "2023-09-09 23:20:00" "2023-09-09 23:20:00"
19200 2.24419 1.94489 2.26350 "2023-09-09 23:20:00" "2023-09-09 23:00:00"
19200 2.24419 1.94489 9999.00000 "2023-09-09 23:20:00" "2023-09-09 23:10:00"
19200 2.24419 1.94489 2.26700 "2023-09-09 23:20:00" "2023-09-09 23:20:00"
19800 2.24226 1.92066 2.26350 "2023-09-09 23:30:00" "2023-09-09 23:00:00"
19800 2.24226 1.92066 9999.00000 "2023-09-09 23:30:00" "2023-09-09 23:10:00"
19800 2.24226 1.92066 2.26700 "2023-09-09 23:30:00" "2023-09-09 23:20:00"
19800 2.24226 1.92066 2.21800 "2023-09-09 23:30:00" "2023-09-09 23:30:00"
19800 2.24226 1.92066 2.26350 "2023-09-09 23:30:00" "2023-09-09 23:00:00"
19800 2.24226 1.92066 9999.00000 "2023-09-09 23:30:00" "2023-09-09 23:10:00"
19800 2.24226 1.92066 2.26700 "2023-09-09 23:30:00" "2023-09-09 23:20:00"
19800 2.24226 1.92066 2.21800 "2023-09-09 23:30:00" "2023-09-09 23:30:00"
19800 2.24226 1.92066 2.26350 "2023-09-09 23:30:00" "2023-09-09 23:00:00"
19800 2.24226 1.92066 9999.00000 "2023-09-09 23:30:00" "2023-09-09 23:10:00"
19800 2.24226 1.92066 2.26700 "2023-09-09 23:30:00" "2023-09-09 23:20:00"
19800 2.24226 1.92066 2.21800 "2023-09-09 23:30:00" "2023-09-09 23:30:00"
19800 2.24226 1.92066 2.26350 "2023-09-09 23:30:00" "2023-09-09 23:00:00"
19800 2.24226 1.92066 9999.00000 "2023-09-09 23:30:00" "2023-09-09 23:10:00"
19800 2.24226 1.92066 2.26700 "2023-09-09 23:30:00" "2023-09-09 23:20:00"
19800 2.24226 1.92066 2.21800 "2023-09-09 23:30:00" "2023-09-09 23:30:00"
20400 2.23779 1.89862 2.26350 "2023-09-09 23:40:00" "2023-09-09 23:00:00"
20400 2.23779 1.89862 9999.00000 "2023-09-09 23:40:00" "2023-09-09 23:10:00"
20400 2.23779 1.89862 2.26700 "2023-09-09 23:40:00" "2023-09-09 23:20:00"
20400 2.23779 1.89862 2.21800 "2023-09-09 23:40:00" "2023-09-09 23:30:00"
