20230928
Seconds MEASURES_pwv(mm) MNH_PWV(mm) PERSISTENCE(mm) Date_of_forecast Date_of_computing
18000 0.98959 1.29179 9999.00000 "2023-09-28 23:00:00" "2023-09-28 23:00:00"
18600 0.98780 1.28158 9999.00000 "2023-09-28 23:10:00" "2023-09-28 23:00:00"
18600 0.98780 1.28158 0.98900 "2023-09-28 23:10:00" "2023-09-28 23:10:00"
18600 0.98780 1.28158 9999.00000 "2023-09-28 23:10:00" "2023-09-28 23:00:00"
18600 0.98780 1.28158 0.98900 "2023-09-28 23:10:00" "2023-09-28 23:10:00"
19200 0.98707 1.27369 9999.00000 "2023-09-28 23:20:00" "2023-09-28 23:00:00"
19200 0.98707 1.27369 0.98900 "2023-09-28 23:20:00" "2023-09-28 23:10:00"
19200 0.98707 1.27369 1.01700 "2023-09-28 23:20:00" "2023-09-28 23:20:00"
19200 0.98707 1.27369 9999.00000 "2023-09-28 23:20:00" "2023-09-28 23:00:00"
19200 0.98707 1.27369 0.98900 "2023-09-28 23:20:00" "2023-09-28 23:10:00"
19200 0.98707 1.27369 1.01700 "2023-09-28 23:20:00" "2023-09-28 23:20:00"
19200 0.98707 1.27369 9999.00000 "2023-09-28 23:20:00" "2023-09-28 23:00:00"
19200 0.98707 1.27369 0.98900 "2023-09-28 23:20:00" "2023-09-28 23:10:00"
19200 0.98707 1.27369 1.01700 "2023-09-28 23:20:00" "2023-09-28 23:20:00"
19800 0.99495 1.24689 9999.00000 "2023-09-28 23:30:00" "2023-09-28 23:00:00"
19800 0.99495 1.24689 0.98900 "2023-09-28 23:30:00" "2023-09-28 23:10:00"
19800 0.99495 1.24689 1.01700 "2023-09-28 23:30:00" "2023-09-28 23:20:00"
19800 0.99495 1.24689 9999.00000 "2023-09-28 23:30:00" "2023-09-28 23:30:00"
19800 0.99495 1.24689 9999.00000 "2023-09-28 23:30:00" "2023-09-28 23:00:00"
19800 0.99495 1.24689 0.98900 "2023-09-28 23:30:00" "2023-09-28 23:10:00"
19800 0.99495 1.24689 1.01700 "2023-09-28 23:30:00" "2023-09-28 23:20:00"
19800 0.99495 1.24689 9999.00000 "2023-09-28 23:30:00" "2023-09-28 23:30:00"
19800 0.99495 1.24689 9999.00000 "2023-09-28 23:30:00" "2023-09-28 23:00:00"
19800 0.99495 1.24689 0.98900 "2023-09-28 23:30:00" "2023-09-28 23:10:00"
