20230928
Seconds MEASURES_rh(%) MNH_RH_30m(%) "AR_RH (%)" Date_of_forecast Date_of_computing
18000 7.59508 15.20898 7.55287 "2023-09-28 23:00:00" "2023-09-28 23:00:00"
18600 7.33443 14.61584 7.32114 "2023-09-28 23:10:00" "2023-09-28 23:00:00"
18600 7.33443 14.61584 7.28874 "2023-09-28 23:10:00" "2023-09-28 23:10:00"
19200 7.07869 14.34194 7.33883 "2023-09-28 23:20:00" "2023-09-28 23:00:00"
19200 7.07869 14.34194 7.12071 "2023-09-28 23:20:00" "2023-09-28 23:10:00"
19200 7.07869 14.34194 7.00545 "2023-09-28 23:20:00" "2023-09-28 23:20:00"
19800 6.98852 13.53542 6.87305 "2023-09-28 23:30:00" "2023-09-28 23:00:00"
19800 6.98852 13.53542 6.49688 "2023-09-28 23:30:00" "2023-09-28 23:10:00"
19800 6.98852 13.53542 6.12399 "2023-09-28 23:30:00" "2023-09-28 23:20:00"
19800 6.98852 13.53542 6.85612 "2023-09-28 23:30:00" "2023-09-28 23:30:00"
20400 6.98361 12.37709 5.87637 "2023-09-28 23:40:00" "2023-09-28 23:00:00"
20400 6.98361 12.37709 5.36175 "2023-09-28 23:40:00" "2023-09-28 23:10:00"
20400 6.98361 12.37709 4.77698 "2023-09-28 23:40:00" "2023-09-28 23:20:00"
20400 6.98361 12.37709 6.44570 "2023-09-28 23:40:00" "2023-09-28 23:30:00"
20400 6.98361 12.37709 6.92354 "2023-09-28 23:40:00" "2023-09-28 23:40:00"
21000 6.98361 11.61969 5.19166 "2023-09-28 23:50:00" "2023-09-28 23:00:00"
21000 6.98361 11.61969 4.56825 "2023-09-28 23:50:00" "2023-09-28 23:10:00"
21000 6.98361 11.61969 3.79623 "2023-09-28 23:50:00" "2023-09-28 23:20:00"
21000 6.98361 11.61969 6.19351 "2023-09-28 23:50:00" "2023-09-28 23:30:00"
21000 6.98361 11.61969 6.96801 "2023-09-28 23:50:00" "2023-09-28 23:40:00"
21000 6.98361 11.61969 6.98159 "2023-09-28 23:50:00" "2023-09-28 23:50:00"
21600 6.98361 11.07207 4.01278 "2023-09-29 00:00:00" "2023-09-28 23:10:00"
21600 6.98361 11.07207 3.09831 "2023-09-29 00:00:00" "2023-09-28 23:20:00"
21600 6.98361 11.07207 6.10373 "2023-09-29 00:00:00" "2023-09-28 23:30:00"
21600 6.98361 11.07207 7.11324 "2023-09-29 00:00:00" "2023-09-28 23:40:00"
21600 6.98361 11.07207 6.97946 "2023-09-29 00:00:00" "2023-09-28 23:50:00"
21600 6.98361 11.07207 7.00434 "2023-09-29 00:00:00" "2023-09-29 00:00:00"
22200 6.98361 10.65385 2.56847 "2023-09-29 00:10:00" "2023-09-28 23:20:00"
22200 6.98361 10.65385 6.04340 "2023-09-29 00:10:00" "2023-09-28 23:30:00"
22200 6.98361 10.65385 7.24152 "2023-09-29 00:10:00" "2023-09-28 23:40:00"
22200 6.98361 10.65385 7.00073 "2023-09-29 00:10:00" "2023-09-28 23:50:00"
22200 6.98361 10.65385 7.00977 "2023-09-29 00:10:00" "2023-09-29 00:00:00"
22200 6.98361 10.65385 6.98444 "2023-09-29 00:10:00" "2023-09-29 00:10:00"
22800 6.98689 10.09196 5.83672 "2023-09-29 00:20:00" "2023-09-28 23:30:00"
22800 6.98689 10.09196 7.17886 "2023-09-29 00:20:00" "2023-09-28 23:40:00"
22800 6.98689 10.09196 6.84352 "2023-09-29 00:20:00" "2023-09-28 23:50:00"
22800 6.98689 10.09196 6.84100 "2023-09-29 00:20:00" "2023-09-29 00:00:00"
22800 6.98689 10.09196 6.76187 "2023-09-29 00:20:00" "2023-09-29 00:10:00"
22800 6.98689 10.09196 6.92958 "2023-09-29 00:20:00" "2023-09-29 00:20:00"
23400 7.00000 9.68816 7.00753 "2023-09-29 00:30:00" "2023-09-28 23:40:00"
23400 7.00000 9.68816 6.59853 "2023-09-29 00:30:00" "2023-09-28 23:50:00"
23400 7.00000 9.68816 6.58747 "2023-09-29 00:30:00" "2023-09-29 00:00:00"
23400 7.00000 9.68816 6.46314 "2023-09-29 00:30:00" "2023-09-29 00:10:00"
23400 7.00000 9.68816 6.84816 "2023-09-29 00:30:00" "2023-09-29 00:20:00"
23400 7.00000 9.68816 7.08158 "2023-09-29 00:30:00" "2023-09-29 00:30:00"
24000 7.00000 9.52086 6.51027 "2023-09-29 00:40:00" "2023-09-28 23:50:00"
24000 7.00000 9.52086 6.49241 "2023-09-29 00:40:00" "2023-09-29 00:00:00"
24000 7.00000 9.52086 6.33370 "2023-09-29 00:40:00" "2023-09-29 00:10:00"
24000 7.00000 9.52086 6.88136 "2023-09-29 00:40:00" "2023-09-29 00:20:00"
24000 7.00000 9.52086 7.20232 "2023-09-29 00:40:00" "2023-09-29 00:30:00"
24000 7.00000 9.52086 7.00138 "2023-09-29 00:40:00" "2023-09-29 00:40:00"
24600 7.00000 9.22644 6.24702 "2023-09-29 00:50:00" "2023-09-29 00:00:00"
24600 7.00000 9.22644 6.06177 "2023-09-29 00:50:00" "2023-09-29 00:10:00"
24600 7.00000 9.22644 6.74580 "2023-09-29 00:50:00" "2023-09-29 00:20:00"
24600 7.00000 9.22644 7.14364 "2023-09-29 00:50:00" "2023-09-29 00:30:00"
24600 7.00000 9.22644 6.86667 "2023-09-29 00:50:00" "2023-09-29 00:40:00"
24600 7.00000 9.22644 6.94901 "2023-09-29 00:50:00" "2023-09-29 00:50:00"
25200 7.00000 8.82286 5.64227 "2023-09-29 01:00:00" "2023-09-29 00:10:00"
25200 7.00000 8.82286 6.43181 "2023-09-29 01:00:00" "2023-09-29 00:20:00"
25200 7.00000 8.82286 6.89139 "2023-09-29 01:00:00" "2023-09-29 00:30:00"
25200 7.00000 8.82286 6.54858 "2023-09-29 01:00:00" "2023-09-29 00:40:00"
25200 7.00000 8.82286 6.78486 "2023-09-29 01:00:00" "2023-09-29 00:50:00"
25200 7.00000 8.82286 6.92538 "2023-09-29 01:00:00" "2023-09-29 01:00:00"
25800 7.00000 8.40523 6.02256 "2023-09-29 01:10:00" "2023-09-29 00:20:00"
25800 7.00000 8.40523 6.52931 "2023-09-29 01:10:00" "2023-09-29 00:30:00"
25800 7.00000 8.40523 6.13843 "2023-09-29 01:10:00" "2023-09-29 00:40:00"
25800 7.00000 8.40523 6.48911 "2023-09-29 01:10:00" "2023-09-29 00:50:00"
25800 7.00000 8.40523 6.70242 "2023-09-29 01:10:00" "2023-09-29 01:00:00"
25800 7.00000 8.40523 7.00159 "2023-09-29 01:10:00" "2023-09-29 01:10:00"
26400 7.00000 8.31098 6.41319 "2023-09-29 01:20:00" "2023-09-29 00:30:00"
26400 7.00000 8.31098 5.98504 "2023-09-29 01:20:00" "2023-09-29 00:40:00"
26400 7.00000 8.31098 6.43100 "2023-09-29 01:20:00" "2023-09-29 00:50:00"
26400 7.00000 8.31098 6.69853 "2023-09-29 01:20:00" "2023-09-29 01:00:00"
26400 7.00000 8.31098 7.20485 "2023-09-29 01:20:00" "2023-09-29 01:10:00"
26400 7.00000 8.31098 6.91374 "2023-09-29 01:20:00" "2023-09-29 01:20:00"
27000 7.00000 8.25760 5.88561 "2023-09-29 01:30:00" "2023-09-29 00:40:00"
27000 7.00000 8.25760 6.40461 "2023-09-29 01:30:00" "2023-09-29 00:50:00"
27000 7.00000 8.25760 6.71356 "2023-09-29 01:30:00" "2023-09-29 01:00:00"
27000 7.00000 8.25760 7.38457 "2023-09-29 01:30:00" "2023-09-29 01:10:00"
27000 7.00000 8.25760 6.76737 "2023-09-29 01:30:00" "2023-09-29 01:20:00"
27000 7.00000 8.25760 6.98086 "2023-09-29 01:30:00" "2023-09-29 01:30:00"
27600 7.00000 8.18956 6.36276 "2023-09-29 01:40:00" "2023-09-29 00:50:00"
27600 7.00000 8.18956 6.70309 "2023-09-29 01:40:00" "2023-09-29 01:00:00"
27600 7.00000 8.18956 7.50543 "2023-09-29 01:40:00" "2023-09-29 01:10:00"
27600 7.00000 8.18956 6.63385 "2023-09-29 01:40:00" "2023-09-29 01:20:00"
27600 7.00000 8.18956 6.92756 "2023-09-29 01:40:00" "2023-09-29 01:30:00"
27600 7.00000 8.18956 6.93573 "2023-09-29 01:40:00" "2023-09-29 01:40:00"
28200 7.00000 8.18896 6.70555 "2023-09-29 01:50:00" "2023-09-29 01:00:00"
28200 7.00000 8.18896 7.60849 "2023-09-29 01:50:00" "2023-09-29 01:10:00"
28200 7.00000 8.18896 6.52411 "2023-09-29 01:50:00" "2023-09-29 01:20:00"
28200 7.00000 8.18896 6.88513 "2023-09-29 01:50:00" "2023-09-29 01:30:00"
28200 7.00000 8.18896 6.86703 "2023-09-29 01:50:00" "2023-09-29 01:40:00"
28200 7.00000 8.18896 7.03964 "2023-09-29 01:50:00" "2023-09-29 01:50:00"
28800 7.00000 8.17285 7.65649 "2023-09-29 02:00:00" "2023-09-29 01:10:00"
28800 7.00000 8.17285 6.40929 "2023-09-29 02:00:00" "2023-09-29 01:20:00"
28800 7.00000 8.17285 6.81864 "2023-09-29 02:00:00" "2023-09-29 01:30:00"
28800 7.00000 8.17285 6.77710 "2023-09-29 02:00:00" "2023-09-29 01:40:00"
28800 7.00000 8.17285 6.98461 "2023-09-29 02:00:00" "2023-09-29 01:50:00"
28800 7.00000 8.17285 7.03891 "2023-09-29 02:00:00" "2023-09-29 02:00:00"
29400 7.00000 8.17892 6.31621 "2023-09-29 02:10:00" "2023-09-29 01:20:00"
29400 7.00000 8.17892 6.76289 "2023-09-29 02:10:00" "2023-09-29 01:30:00"
29400 7.00000 8.17892 6.70014 "2023-09-29 02:10:00" "2023-09-29 01:40:00"
29400 7.00000 8.17892 6.94266 "2023-09-29 02:10:00" "2023-09-29 01:50:00"
29400 7.00000 8.17892 7.14754 "2023-09-29 02:10:00" "2023-09-29 02:00:00"
29400 7.00000 8.17892 6.96892 "2023-09-29 02:10:00" "2023-09-29 02:10:00"
30000 6.99180 7.96499 6.51117 "2023-09-29 02:20:00" "2023-09-29 01:30:00"
30000 6.99180 7.96499 6.43234 "2023-09-29 02:20:00" "2023-09-29 01:40:00"
30000 6.99180 7.96499 6.69868 "2023-09-29 02:20:00" "2023-09-29 01:50:00"
30000 6.99180 7.96499 7.01774 "2023-09-29 02:20:00" "2023-09-29 02:00:00"
30000 6.99180 7.96499 6.72297 "2023-09-29 02:20:00" "2023-09-29 02:10:00"
30000 6.99180 7.96499 7.05841 "2023-09-29 02:20:00" "2023-09-29 02:20:00"
30600 6.98361 7.81649 6.22416 "2023-09-29 02:30:00" "2023-09-29 01:40:00"
30600 6.98361 7.81649 6.50919 "2023-09-29 02:30:00" "2023-09-29 01:50:00"
30600 6.98361 7.81649 6.92695 "2023-09-29 02:30:00" "2023-09-29 02:00:00"
30600 6.98361 7.81649 6.53816 "2023-09-29 02:30:00" "2023-09-29 02:10:00"
30600 6.98361 7.81649 7.24940 "2023-09-29 02:30:00" "2023-09-29 02:20:00"
30600 6.98361 7.81649 6.99961 "2023-09-29 02:30:00" "2023-09-29 02:30:00"
31200 6.98361 7.70153 6.36701 "2023-09-29 02:40:00" "2023-09-29 01:50:00"
31200 6.98361 7.70153 6.86021 "2023-09-29 02:40:00" "2023-09-29 02:00:00"
31200 6.98361 7.70153 6.39630 "2023-09-29 02:40:00" "2023-09-29 02:10:00"
31200 6.98361 7.70153 7.40188 "2023-09-29 02:40:00" "2023-09-29 02:20:00"
31200 6.98361 7.70153 7.03126 "2023-09-29 02:40:00" "2023-09-29 02:30:00"
31200 6.98361 7.70153 6.99255 "2023-09-29 02:40:00" "2023-09-29 02:40:00"
31800 6.98361 7.56227 6.78018 "2023-09-29 02:50:00" "2023-09-29 02:00:00"
31800 6.98361 7.56227 6.25863 "2023-09-29 02:50:00" "2023-09-29 02:10:00"
31800 6.98361 7.56227 7.50595 "2023-09-29 02:50:00" "2023-09-29 02:20:00"
31800 6.98361 7.56227 7.03967 "2023-09-29 02:50:00" "2023-09-29 02:30:00"
31800 6.98361 7.56227 7.01384 "2023-09-29 02:50:00" "2023-09-29 02:40:00"
31800 6.98361 7.56227 6.94321 "2023-09-29 02:50:00" "2023-09-29 02:50:00"
32400 6.98361 7.34683 6.06113 "2023-09-29 03:00:00" "2023-09-29 02:10:00"
32400 6.98361 7.34683 7.49321 "2023-09-29 03:00:00" "2023-09-29 02:20:00"
32400 6.98361 7.34683 6.95259 "2023-09-29 03:00:00" "2023-09-29 02:30:00"
32400 6.98361 7.34683 6.93652 "2023-09-29 03:00:00" "2023-09-29 02:40:00"
32400 6.98361 7.34683 6.83435 "2023-09-29 03:00:00" "2023-09-29 02:50:00"
32400 6.98361 7.34683 6.95415 "2023-09-29 03:00:00" "2023-09-29 03:00:00"
33000 6.98361 7.03717 7.33097 "2023-09-29 03:10:00" "2023-09-29 02:20:00"
33000 6.98361 7.03717 6.73282 "2023-09-29 03:10:00" "2023-09-29 02:30:00"
33000 6.98361 7.03717 6.72556 "2023-09-29 03:10:00" "2023-09-29 02:40:00"
33000 6.98361 7.03717 6.59582 "2023-09-29 03:10:00" "2023-09-29 02:50:00"
33000 6.98361 7.03717 6.78005 "2023-09-29 03:10:00" "2023-09-29 03:00:00"
33000 6.98361 7.03717 6.99418 "2023-09-29 03:10:00" "2023-09-29 03:10:00"
33600 6.99016 6.82967 6.56805 "2023-09-29 03:20:00" "2023-09-29 02:30:00"
33600 6.99016 6.82967 6.56764 "2023-09-29 03:20:00" "2023-09-29 02:40:00"
33600 6.99016 6.82967 6.41577 "2023-09-29 03:20:00" "2023-09-29 02:50:00"
33600 6.99016 6.82967 6.65038 "2023-09-29 03:20:00" "2023-09-29 03:00:00"
33600 6.99016 6.82967 7.05738 "2023-09-29 03:20:00" "2023-09-29 03:10:00"
33600 6.99016 6.82967 6.98458 "2023-09-29 03:20:00" "2023-09-29 03:20:00"
34200 7.00000 6.60245 6.39014 "2023-09-29 03:30:00" "2023-09-29 02:40:00"
34200 7.00000 6.60245 6.22076 "2023-09-29 03:30:00" "2023-09-29 02:50:00"
34200 7.00000 6.60245 6.49379 "2023-09-29 03:30:00" "2023-09-29 03:00:00"
34200 7.00000 6.60245 7.05088 "2023-09-29 03:30:00" "2023-09-29 03:10:00"
