20230905
Seconds MEASURES_rh(%) MNH_RH_30m(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
18000 11.16066 7.43018 11.00000 "2023-09-05 23:00:00" "2023-09-05 23:00:00"
18600 11.25410 7.21622 11.00000 "2023-09-05 23:10:00" "2023-09-05 23:00:00"
18600 11.25410 7.21622 10.90000 "2023-09-05 23:10:00" "2023-09-05 23:10:00"
19200 11.29344 6.95691 11.00000 "2023-09-05 23:20:00" "2023-09-05 23:00:00"
19200 11.29344 6.95691 10.90000 "2023-09-05 23:20:00" "2023-09-05 23:10:00"
19200 11.29344 6.95691 11.00000 "2023-09-05 23:20:00" "2023-09-05 23:20:00"
19800 11.30820 6.76404 11.00000 "2023-09-05 23:30:00" "2023-09-05 23:00:00"
19800 11.30820 6.76404 10.90000 "2023-09-05 23:30:00" "2023-09-05 23:10:00"
19800 11.30820 6.76404 11.00000 "2023-09-05 23:30:00" "2023-09-05 23:20:00"
19800 11.30820 6.76404 11.90000 "2023-09-05 23:30:00" "2023-09-05 23:30:00"
20400 11.31148 6.53830 11.00000 "2023-09-05 23:40:00" "2023-09-05 23:00:00"
20400 11.31148 6.53830 10.90000 "2023-09-05 23:40:00" "2023-09-05 23:10:00"
20400 11.31148 6.53830 11.00000 "2023-09-05 23:40:00" "2023-09-05 23:20:00"
20400 11.31148 6.53830 11.90000 "2023-09-05 23:40:00" "2023-09-05 23:30:00"
20400 11.31148 6.53830 11.80000 "2023-09-05 23:40:00" "2023-09-05 23:40:00"
21000 11.26557 6.38044 11.00000 "2023-09-05 23:50:00" "2023-09-05 23:00:00"
21000 11.26557 6.38044 10.90000 "2023-09-05 23:50:00" "2023-09-05 23:10:00"
21000 11.26557 6.38044 11.00000 "2023-09-05 23:50:00" "2023-09-05 23:20:00"
21000 11.26557 6.38044 11.90000 "2023-09-05 23:50:00" "2023-09-05 23:30:00"
21000 11.26557 6.38044 11.80000 "2023-09-05 23:50:00" "2023-09-05 23:40:00"
