20230916
Seconds MEASURES_rh(%) MNH_RH_30m(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
18000 12.41475 11.55566 12.10000 "2023-09-16 23:00:00" "2023-09-16 23:00:00"
18600 12.37049 11.44727 12.10000 "2023-09-16 23:10:00" "2023-09-16 23:00:00"
18600 12.37049 11.44727 12.80000 "2023-09-16 23:10:00" "2023-09-16 23:10:00"
19200 12.35410 11.64113 12.10000 "2023-09-16 23:20:00" "2023-09-16 23:00:00"
19200 12.35410 11.64113 12.80000 "2023-09-16 23:20:00" "2023-09-16 23:10:00"
19200 12.35410 11.64113 12.60000 "2023-09-16 23:20:00" "2023-09-16 23:20:00"
19800 12.30328 12.07032 12.10000 "2023-09-16 23:30:00" "2023-09-16 23:00:00"
19800 12.30328 12.07032 12.80000 "2023-09-16 23:30:00" "2023-09-16 23:10:00"
19800 12.30328 12.07032 12.60000 "2023-09-16 23:30:00" "2023-09-16 23:20:00"
19800 12.30328 12.07032 12.50000 "2023-09-16 23:30:00" "2023-09-16 23:30:00"
20400 12.16230 12.70292 12.10000 "2023-09-16 23:40:00" "2023-09-16 23:00:00"
20400 12.16230 12.70292 12.80000 "2023-09-16 23:40:00" "2023-09-16 23:10:00"
20400 12.16230 12.70292 12.60000 "2023-09-16 23:40:00" "2023-09-16 23:20:00"
20400 12.16230 12.70292 12.50000 "2023-09-16 23:40:00" "2023-09-16 23:30:00"
20400 12.16230 12.70292 12.20000 "2023-09-16 23:40:00" "2023-09-16 23:40:00"
21000 11.91475 13.54204 12.10000 "2023-09-16 23:50:00" "2023-09-16 23:00:00"
21000 11.91475 13.54204 12.80000 "2023-09-16 23:50:00" "2023-09-16 23:10:00"
21000 11.91475 13.54204 12.60000 "2023-09-16 23:50:00" "2023-09-16 23:20:00"
21000 11.91475 13.54204 12.50000 "2023-09-16 23:50:00" "2023-09-16 23:30:00"
21000 11.91475 13.54204 12.20000 "2023-09-16 23:50:00" "2023-09-16 23:40:00"
21000 11.91475 13.54204 12.00000 "2023-09-16 23:50:00" "2023-09-16 23:50:00"
21600 11.66885 14.00295 12.80000 "2023-09-17 00:00:00" "2023-09-16 23:10:00"
21600 11.66885 14.00295 12.60000 "2023-09-17 00:00:00" "2023-09-16 23:20:00"
21600 11.66885 14.00295 12.50000 "2023-09-17 00:00:00" "2023-09-16 23:30:00"
21600 11.66885 14.00295 12.20000 "2023-09-17 00:00:00" "2023-09-16 23:40:00"
21600 11.66885 14.00295 12.00000 "2023-09-17 00:00:00" "2023-09-16 23:50:00"
21600 11.66885 14.00295 12.00000 "2023-09-17 00:00:00" "2023-09-17 00:00:00"
22200 11.47213 14.33329 12.60000 "2023-09-17 00:10:00" "2023-09-16 23:20:00"
22200 11.47213 14.33329 12.50000 "2023-09-17 00:10:00" "2023-09-16 23:30:00"
22200 11.47213 14.33329 12.20000 "2023-09-17 00:10:00" "2023-09-16 23:40:00"
22200 11.47213 14.33329 12.00000 "2023-09-17 00:10:00" "2023-09-16 23:50:00"
22200 11.47213 14.33329 12.00000 "2023-09-17 00:10:00" "2023-09-17 00:00:00"
22200 11.47213 14.33329 12.00000 "2023-09-17 00:10:00" "2023-09-17 00:10:00"
22800 11.28689 14.44498 12.50000 "2023-09-17 00:20:00" "2023-09-16 23:30:00"
22800 11.28689 14.44498 12.20000 "2023-09-17 00:20:00" "2023-09-16 23:40:00"
22800 11.28689 14.44498 12.00000 "2023-09-17 00:20:00" "2023-09-16 23:50:00"
22800 11.28689 14.44498 12.00000 "2023-09-17 00:20:00" "2023-09-17 00:00:00"
