20230921
Seconds MEASURES_rh(%) MNH_RH_30m(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
18000 11.41734 11.20980 11.00000 "2023-09-21 23:00:00" "2023-09-21 23:00:00"
18600 11.46000 11.16404 11.00000 "2023-09-21 23:10:00" "2023-09-21 23:00:00"
18600 11.46000 11.16404 11.66667 "2023-09-21 23:10:00" "2023-09-21 23:10:00"
18600 11.46000 11.16404 11.00000 "2023-09-21 23:10:00" "2023-09-21 23:00:00"
18600 11.46000 11.16404 11.66667 "2023-09-21 23:10:00" "2023-09-21 23:10:00"
19200 11.35167 11.07956 11.00000 "2023-09-21 23:20:00" "2023-09-21 23:00:00"
19200 11.35167 11.07956 11.66667 "2023-09-21 23:20:00" "2023-09-21 23:10:00"
19200 11.35167 11.07956 11.70000 "2023-09-21 23:20:00" "2023-09-21 23:20:00"
19200 11.35167 11.07956 11.00000 "2023-09-21 23:20:00" "2023-09-21 23:00:00"
19200 11.35167 11.07956 11.66667 "2023-09-21 23:20:00" "2023-09-21 23:10:00"
19200 11.35167 11.07956 11.70000 "2023-09-21 23:20:00" "2023-09-21 23:20:00"
19200 11.35167 11.07956 11.00000 "2023-09-21 23:20:00" "2023-09-21 23:00:00"
19200 11.35167 11.07956 11.66667 "2023-09-21 23:20:00" "2023-09-21 23:10:00"
19200 11.35167 11.07956 11.70000 "2023-09-21 23:20:00" "2023-09-21 23:20:00"
19800 11.24667 10.99602 11.00000 "2023-09-21 23:30:00" "2023-09-21 23:00:00"
19800 11.24667 10.99602 11.66667 "2023-09-21 23:30:00" "2023-09-21 23:10:00"
19800 11.24667 10.99602 11.70000 "2023-09-21 23:30:00" "2023-09-21 23:20:00"
19800 11.24667 10.99602 11.10000 "2023-09-21 23:30:00" "2023-09-21 23:30:00"
19800 11.24667 10.99602 11.00000 "2023-09-21 23:30:00" "2023-09-21 23:00:00"
19800 11.24667 10.99602 11.66667 "2023-09-21 23:30:00" "2023-09-21 23:10:00"
19800 11.24667 10.99602 11.70000 "2023-09-21 23:30:00" "2023-09-21 23:20:00"
19800 11.24667 10.99602 11.10000 "2023-09-21 23:30:00" "2023-09-21 23:30:00"
19800 11.24667 10.99602 11.00000 "2023-09-21 23:30:00" "2023-09-21 23:00:00"
19800 11.24667 10.99602 11.66667 "2023-09-21 23:30:00" "2023-09-21 23:10:00"
19800 11.24667 10.99602 11.70000 "2023-09-21 23:30:00" "2023-09-21 23:20:00"
19800 11.24667 10.99602 11.10000 "2023-09-21 23:30:00" "2023-09-21 23:30:00"
19800 11.24667 10.99602 11.00000 "2023-09-21 23:30:00" "2023-09-21 23:00:00"
19800 11.24667 10.99602 11.66667 "2023-09-21 23:30:00" "2023-09-21 23:10:00"
19800 11.24667 10.99602 11.70000 "2023-09-21 23:30:00" "2023-09-21 23:20:00"
19800 11.24667 10.99602 11.10000 "2023-09-21 23:30:00" "2023-09-21 23:30:00"
20400 11.23333 10.90343 11.00000 "2023-09-21 23:40:00" "2023-09-21 23:00:00"
20400 11.23333 10.90343 11.66667 "2023-09-21 23:40:00" "2023-09-21 23:10:00"
20400 11.23333 10.90343 11.70000 "2023-09-21 23:40:00" "2023-09-21 23:20:00"
20400 11.23333 10.90343 11.10000 "2023-09-21 23:40:00" "2023-09-21 23:30:00"
20400 11.23333 10.90343 11.00000 "2023-09-21 23:40:00" "2023-09-21 23:40:00"
20400 11.23333 10.90343 11.00000 "2023-09-21 23:40:00" "2023-09-21 23:00:00"
20400 11.23333 10.90343 11.66667 "2023-09-21 23:40:00" "2023-09-21 23:10:00"
20400 11.23333 10.90343 11.70000 "2023-09-21 23:40:00" "2023-09-21 23:20:00"
20400 11.23333 10.90343 11.10000 "2023-09-21 23:40:00" "2023-09-21 23:30:00"
20400 11.23333 10.90343 11.00000 "2023-09-21 23:40:00" "2023-09-21 23:40:00"
20400 11.23333 10.90343 11.00000 "2023-09-21 23:40:00" "2023-09-21 23:00:00"
20400 11.23333 10.90343 11.66667 "2023-09-21 23:40:00" "2023-09-21 23:10:00"
20400 11.23333 10.90343 11.70000 "2023-09-21 23:40:00" "2023-09-21 23:20:00"
20400 11.23333 10.90343 11.10000 "2023-09-21 23:40:00" "2023-09-21 23:30:00"
20400 11.23333 10.90343 11.00000 "2023-09-21 23:40:00" "2023-09-21 23:40:00"
20400 11.23333 10.90343 11.00000 "2023-09-21 23:40:00" "2023-09-21 23:00:00"
20400 11.23333 10.90343 11.66667 "2023-09-21 23:40:00" "2023-09-21 23:10:00"
20400 11.23333 10.90343 11.70000 "2023-09-21 23:40:00" "2023-09-21 23:20:00"
20400 11.23333 10.90343 11.10000 "2023-09-21 23:40:00" "2023-09-21 23:30:00"
20400 11.23333 10.90343 11.00000 "2023-09-21 23:40:00" "2023-09-21 23:40:00"
20400 11.23333 10.90343 11.00000 "2023-09-21 23:40:00" "2023-09-21 23:00:00"
20400 11.23333 10.90343 11.66667 "2023-09-21 23:40:00" "2023-09-21 23:10:00"
20400 11.23333 10.90343 11.70000 "2023-09-21 23:40:00" "2023-09-21 23:20:00"
20400 11.23333 10.90343 11.10000 "2023-09-21 23:40:00" "2023-09-21 23:30:00"
20400 11.23333 10.90343 11.00000 "2023-09-21 23:40:00" "2023-09-21 23:40:00"
21000 11.23333 10.85498 11.00000 "2023-09-21 23:50:00" "2023-09-21 23:00:00"
21000 11.23333 10.85498 11.66667 "2023-09-21 23:50:00" "2023-09-21 23:10:00"
21000 11.23333 10.85498 11.70000 "2023-09-21 23:50:00" "2023-09-21 23:20:00"
21000 11.23333 10.85498 11.10000 "2023-09-21 23:50:00" "2023-09-21 23:30:00"
21000 11.23333 10.85498 11.00000 "2023-09-21 23:50:00" "2023-09-21 23:40:00"
21000 11.23333 10.85498 11.00000 "2023-09-21 23:50:00" "2023-09-21 23:50:00"
21000 11.23333 10.85498 11.00000 "2023-09-21 23:50:00" "2023-09-21 23:00:00"
21000 11.23333 10.85498 11.66667 "2023-09-21 23:50:00" "2023-09-21 23:10:00"
21000 11.23333 10.85498 11.70000 "2023-09-21 23:50:00" "2023-09-21 23:20:00"
21000 11.23333 10.85498 11.10000 "2023-09-21 23:50:00" "2023-09-21 23:30:00"
21000 11.23333 10.85498 11.00000 "2023-09-21 23:50:00" "2023-09-21 23:40:00"
21000 11.23333 10.85498 11.00000 "2023-09-21 23:50:00" "2023-09-21 23:50:00"
21000 11.23333 10.85498 11.00000 "2023-09-21 23:50:00" "2023-09-21 23:00:00"
21000 11.23333 10.85498 11.66667 "2023-09-21 23:50:00" "2023-09-21 23:10:00"
21000 11.23333 10.85498 11.70000 "2023-09-21 23:50:00" "2023-09-21 23:20:00"
21000 11.23333 10.85498 11.10000 "2023-09-21 23:50:00" "2023-09-21 23:30:00"
21000 11.23333 10.85498 11.00000 "2023-09-21 23:50:00" "2023-09-21 23:40:00"
21000 11.23333 10.85498 11.00000 "2023-09-21 23:50:00" "2023-09-21 23:50:00"
21000 11.23333 10.85498 11.00000 "2023-09-21 23:50:00" "2023-09-21 23:00:00"
21000 11.23333 10.85498 11.66667 "2023-09-21 23:50:00" "2023-09-21 23:10:00"
21000 11.23333 10.85498 11.70000 "2023-09-21 23:50:00" "2023-09-21 23:20:00"
21000 11.23333 10.85498 11.10000 "2023-09-21 23:50:00" "2023-09-21 23:30:00"
21000 11.23333 10.85498 11.00000 "2023-09-21 23:50:00" "2023-09-21 23:40:00"
21000 11.23333 10.85498 11.00000 "2023-09-21 23:50:00" "2023-09-21 23:50:00"
21000 11.23333 10.85498 11.00000 "2023-09-21 23:50:00" "2023-09-21 23:00:00"
21000 11.23333 10.85498 11.66667 "2023-09-21 23:50:00" "2023-09-21 23:10:00"
21000 11.23333 10.85498 11.70000 "2023-09-21 23:50:00" "2023-09-21 23:20:00"
21000 11.23333 10.85498 11.10000 "2023-09-21 23:50:00" "2023-09-21 23:30:00"
21000 11.23333 10.85498 11.00000 "2023-09-21 23:50:00" "2023-09-21 23:40:00"
21000 11.23333 10.85498 11.00000 "2023-09-21 23:50:00" "2023-09-21 23:50:00"
21000 11.23333 10.85498 11.00000 "2023-09-21 23:50:00" "2023-09-21 23:00:00"
21000 11.23333 10.85498 11.66667 "2023-09-21 23:50:00" "2023-09-21 23:10:00"
21000 11.23333 10.85498 11.70000 "2023-09-21 23:50:00" "2023-09-21 23:20:00"
21000 11.23333 10.85498 11.10000 "2023-09-21 23:50:00" "2023-09-21 23:30:00"
21000 11.23333 10.85498 11.00000 "2023-09-21 23:50:00" "2023-09-21 23:40:00"
21000 11.23333 10.85498 11.00000 "2023-09-21 23:50:00" "2023-09-21 23:50:00"
21600 11.20698 10.89097 11.66667 "2023-09-22 00:00:00" "2023-09-21 23:10:00"
21600 11.20698 10.89097 11.70000 "2023-09-22 00:00:00" "2023-09-21 23:20:00"
21600 11.20698 10.89097 11.10000 "2023-09-22 00:00:00" "2023-09-21 23:30:00"
21600 11.20698 10.89097 11.00000 "2023-09-22 00:00:00" "2023-09-21 23:40:00"
21600 11.20698 10.89097 11.00000 "2023-09-22 00:00:00" "2023-09-21 23:50:00"
21600 11.20698 10.89097 11.00000 "2023-09-22 00:00:00" "2023-09-22 00:00:00"
21600 11.20698 10.89097 11.66667 "2023-09-22 00:00:00" "2023-09-21 23:10:00"
21600 11.20698 10.89097 11.70000 "2023-09-22 00:00:00" "2023-09-21 23:20:00"
21600 11.20698 10.89097 11.10000 "2023-09-22 00:00:00" "2023-09-21 23:30:00"
21600 11.20698 10.89097 11.00000 "2023-09-22 00:00:00" "2023-09-21 23:40:00"
