20230922
Seconds MEASURES_rh(%) MNH_RH_30m(%) "AR_RH (%)" Date_of_forecast Date_of_computing
18000 13.30890 8.69936 13.33605 "2023-09-22 23:00:00" "2023-09-22 23:00:00"
18600 13.38500 8.65906 13.36246 "2023-09-22 23:10:00" "2023-09-22 23:00:00"
18600 13.38500 8.65906 13.26509 "2023-09-22 23:10:00" "2023-09-22 23:10:00"
19200 13.41000 8.73953 13.19817 "2023-09-22 23:20:00" "2023-09-22 23:00:00"
19200 13.41000 8.73953 13.04195 "2023-09-22 23:20:00" "2023-09-22 23:10:00"
19200 13.41000 8.73953 13.31131 "2023-09-22 23:20:00" "2023-09-22 23:20:00"
19800 13.38333 8.92451 12.91199 "2023-09-22 23:30:00" "2023-09-22 23:00:00"
19800 13.38333 8.92451 12.71017 "2023-09-22 23:30:00" "2023-09-22 23:10:00"
19800 13.38333 8.92451 13.02144 "2023-09-22 23:30:00" "2023-09-22 23:20:00"
19800 13.38333 8.92451 13.39714 "2023-09-22 23:30:00" "2023-09-22 23:30:00"
20400 13.34000 9.15718 12.60791 "2023-09-22 23:40:00" "2023-09-22 23:00:00"
20400 13.34000 9.15718 12.37526 "2023-09-22 23:40:00" "2023-09-22 23:10:00"
20400 13.34000 9.15718 12.69312 "2023-09-22 23:40:00" "2023-09-22 23:20:00"
20400 13.34000 9.15718 13.35266 "2023-09-22 23:40:00" "2023-09-22 23:30:00"
20400 13.34000 9.15718 13.36367 "2023-09-22 23:40:00" "2023-09-22 23:40:00"
21000 13.22500 9.52685 12.37459 "2023-09-22 23:50:00" "2023-09-22 23:00:00"
21000 13.22500 9.52685 12.12448 "2023-09-22 23:50:00" "2023-09-22 23:10:00"
21000 13.22500 9.52685 12.44332 "2023-09-22 23:50:00" "2023-09-22 23:20:00"
21000 13.22500 9.52685 13.30738 "2023-09-22 23:50:00" "2023-09-22 23:30:00"
21000 13.22500 9.52685 13.37748 "2023-09-22 23:50:00" "2023-09-22 23:40:00"
21000 13.22500 9.52685 13.23060 "2023-09-22 23:50:00" "2023-09-22 23:50:00"
21600 13.13684 9.88847 11.98420 "2023-09-23 00:00:00" "2023-09-22 23:10:00"
21600 13.13684 9.88847 12.29321 "2023-09-23 00:00:00" "2023-09-22 23:20:00"
21600 13.13684 9.88847 13.29765 "2023-09-23 00:00:00" "2023-09-22 23:30:00"
21600 13.13684 9.88847 13.41391 "2023-09-23 00:00:00" "2023-09-22 23:40:00"
21600 13.13684 9.88847 13.12521 "2023-09-23 00:00:00" "2023-09-22 23:50:00"
