20230920
Seconds MEASURES_rh(%) MNH_RH_30m(%) "AR_RH (%)" Date_of_forecast Date_of_computing
18000 10.70656 12.09678 10.66607 "2023-09-20 23:00:00" "2023-09-20 23:00:00"
18600 10.69016 12.05376 10.65742 "2023-09-20 23:10:00" "2023-09-20 23:00:00"
18600 10.69016 12.05376 10.69046 "2023-09-20 23:10:00" "2023-09-20 23:10:00"
19200 10.65246 12.12312 10.61934 "2023-09-20 23:20:00" "2023-09-20 23:00:00"
19200 10.65246 12.12312 10.59474 "2023-09-20 23:20:00" "2023-09-20 23:10:00"
19200 10.65246 12.12312 10.63749 "2023-09-20 23:20:00" "2023-09-20 23:20:00"
19800 10.56230 12.13669 10.50540 "2023-09-20 23:30:00" "2023-09-20 23:00:00"
19800 10.56230 12.13669 10.43603 "2023-09-20 23:30:00" "2023-09-20 23:10:00"
19800 10.56230 12.13669 10.52017 "2023-09-20 23:30:00" "2023-09-20 23:20:00"
19800 10.56230 12.13669 10.50984 "2023-09-20 23:30:00" "2023-09-20 23:30:00"
20400 10.45574 12.07209 10.37729 "2023-09-20 23:40:00" "2023-09-20 23:00:00"
20400 10.45574 12.07209 10.27768 "2023-09-20 23:40:00" "2023-09-20 23:10:00"
20400 10.45574 12.07209 10.38672 "2023-09-20 23:40:00" "2023-09-20 23:20:00"
20400 10.45574 12.07209 10.29707 "2023-09-20 23:40:00" "2023-09-20 23:30:00"
20400 10.45574 12.07209 10.47401 "2023-09-20 23:40:00" "2023-09-20 23:40:00"
21000 10.40492 11.94365 10.35696 "2023-09-20 23:50:00" "2023-09-20 23:00:00"
21000 10.40492 11.94365 10.23618 "2023-09-20 23:50:00" "2023-09-20 23:10:00"
21000 10.40492 11.94365 10.36187 "2023-09-20 23:50:00" "2023-09-20 23:20:00"
21000 10.40492 11.94365 10.20254 "2023-09-20 23:50:00" "2023-09-20 23:30:00"
21000 10.40492 11.94365 10.45864 "2023-09-20 23:50:00" "2023-09-20 23:40:00"
21000 10.40492 11.94365 10.36013 "2023-09-20 23:50:00" "2023-09-20 23:50:00"
21600 10.40984 11.81571 10.18165 "2023-09-21 00:00:00" "2023-09-20 23:10:00"
21600 10.40984 11.81571 10.31996 "2023-09-21 00:00:00" "2023-09-20 23:20:00"
21600 10.40984 11.81571 10.11328 "2023-09-21 00:00:00" "2023-09-20 23:30:00"
21600 10.40984 11.81571 10.41763 "2023-09-21 00:00:00" "2023-09-20 23:40:00"
21600 10.40984 11.81571 10.20599 "2023-09-21 00:00:00" "2023-09-20 23:50:00"
21600 10.40984 11.81571 10.40754 "2023-09-21 00:00:00" "2023-09-21 00:00:00"
22200 10.45410 11.65993 10.22694 "2023-09-21 00:10:00" "2023-09-20 23:20:00"
22200 10.45410 11.65993 9.98817 "2023-09-21 00:10:00" "2023-09-20 23:30:00"
22200 10.45410 11.65993 10.32486 "2023-09-21 00:10:00" "2023-09-20 23:40:00"
22200 10.45410 11.65993 10.02421 "2023-09-21 00:10:00" "2023-09-20 23:50:00"
22200 10.45410 11.65993 10.39895 "2023-09-21 00:10:00" "2023-09-21 00:00:00"
22200 10.45410 11.65993 10.48003 "2023-09-21 00:10:00" "2023-09-21 00:10:00"
22800 10.55902 11.47051 9.83564 "2023-09-21 00:20:00" "2023-09-20 23:30:00"
22800 10.55902 11.47051 10.19579 "2023-09-21 00:20:00" "2023-09-20 23:40:00"
22800 10.55902 11.47051 9.83490 "2023-09-21 00:20:00" "2023-09-20 23:50:00"
22800 10.55902 11.47051 10.33320 "2023-09-21 00:20:00" "2023-09-21 00:00:00"
22800 10.55902 11.47051 10.57376 "2023-09-21 00:20:00" "2023-09-21 00:10:00"
22800 10.55902 11.47051 10.57616 "2023-09-21 00:20:00" "2023-09-21 00:20:00"
23400 10.69672 11.32027 10.08855 "2023-09-21 00:30:00" "2023-09-20 23:40:00"
23400 10.69672 11.32027 9.68630 "2023-09-21 00:30:00" "2023-09-20 23:50:00"
23400 10.69672 11.32027 10.26773 "2023-09-21 00:30:00" "2023-09-21 00:00:00"
23400 10.69672 11.32027 10.63618 "2023-09-21 00:30:00" "2023-09-21 00:10:00"
23400 10.69672 11.32027 10.74663 "2023-09-21 00:30:00" "2023-09-21 00:20:00"
23400 10.69672 11.32027 10.69976 "2023-09-21 00:30:00" "2023-09-21 00:30:00"
24000 10.86066 11.18660 9.57801 "2023-09-21 00:40:00" "2023-09-20 23:50:00"
24000 10.86066 11.18660 10.21780 "2023-09-21 00:40:00" "2023-09-21 00:00:00"
24000 10.86066 11.18660 10.67310 "2023-09-21 00:40:00" "2023-09-21 00:10:00"
24000 10.86066 11.18660 10.87400 "2023-09-21 00:40:00" "2023-09-21 00:20:00"
24000 10.86066 11.18660 10.85006 "2023-09-21 00:40:00" "2023-09-21 00:30:00"
24000 10.86066 11.18660 10.81025 "2023-09-21 00:40:00" "2023-09-21 00:40:00"
24600 10.99016 11.04813 10.13694 "2023-09-21 00:50:00" "2023-09-21 00:00:00"
24600 10.99016 11.04813 10.65073 "2023-09-21 00:50:00" "2023-09-21 00:10:00"
24600 10.99016 11.04813 10.91326 "2023-09-21 00:50:00" "2023-09-21 00:20:00"
24600 10.99016 11.04813 10.91989 "2023-09-21 00:50:00" "2023-09-21 00:30:00"
24600 10.99016 11.04813 10.86287 "2023-09-21 00:50:00" "2023-09-21 00:40:00"
24600 10.99016 11.04813 11.00308 "2023-09-21 00:50:00" "2023-09-21 00:50:00"
25200 11.00000 10.88780 10.64080 "2023-09-21 01:00:00" "2023-09-21 00:10:00"
25200 11.00000 10.88780 10.94485 "2023-09-21 01:00:00" "2023-09-21 00:20:00"
25200 11.00000 10.88780 10.97267 "2023-09-21 01:00:00" "2023-09-21 00:30:00"
25200 11.00000 10.88780 10.90846 "2023-09-21 01:00:00" "2023-09-21 00:40:00"
25200 11.00000 10.88780 11.10242 "2023-09-21 01:00:00" "2023-09-21 00:50:00"
25200 11.00000 10.88780 10.96576 "2023-09-21 01:00:00" "2023-09-21 01:00:00"
25800 11.00000 10.68282 10.93474 "2023-09-21 01:10:00" "2023-09-21 00:20:00"
