20230918
Seconds MEASURES_rh(%) MNH_RH_30m(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
18000 11.14098 14.50224 10.70000 "2023-09-18 23:00:00" "2023-09-18 23:00:00"
18600 10.93607 13.69819 10.70000 "2023-09-18 23:10:00" "2023-09-18 23:00:00"
18600 10.93607 13.69819 9.90000 "2023-09-18 23:10:00" "2023-09-18 23:10:00"
18600 10.93607 13.69819 10.70000 "2023-09-18 23:10:00" "2023-09-18 23:00:00"
18600 10.93607 13.69819 9.90000 "2023-09-18 23:10:00" "2023-09-18 23:10:00"
19200 10.53443 12.90561 10.70000 "2023-09-18 23:20:00" "2023-09-18 23:00:00"
19200 10.53443 12.90561 9.90000 "2023-09-18 23:20:00" "2023-09-18 23:10:00"
19200 10.53443 12.90561 9.00000 "2023-09-18 23:20:00" "2023-09-18 23:20:00"
19200 10.53443 12.90561 10.70000 "2023-09-18 23:20:00" "2023-09-18 23:00:00"
19200 10.53443 12.90561 9.90000 "2023-09-18 23:20:00" "2023-09-18 23:10:00"
19200 10.53443 12.90561 9.00000 "2023-09-18 23:20:00" "2023-09-18 23:20:00"
19200 10.53443 12.90561 10.70000 "2023-09-18 23:20:00" "2023-09-18 23:00:00"
19200 10.53443 12.90561 9.90000 "2023-09-18 23:20:00" "2023-09-18 23:10:00"
19200 10.53443 12.90561 9.00000 "2023-09-18 23:20:00" "2023-09-18 23:20:00"
19800 9.98689 11.98377 10.70000 "2023-09-18 23:30:00" "2023-09-18 23:00:00"
19800 9.98689 11.98377 9.90000 "2023-09-18 23:30:00" "2023-09-18 23:10:00"
19800 9.98689 11.98377 9.00000 "2023-09-18 23:30:00" "2023-09-18 23:20:00"
19800 9.98689 11.98377 8.30000 "2023-09-18 23:30:00" "2023-09-18 23:30:00"
19800 9.98689 11.98377 10.70000 "2023-09-18 23:30:00" "2023-09-18 23:00:00"
19800 9.98689 11.98377 9.90000 "2023-09-18 23:30:00" "2023-09-18 23:10:00"
19800 9.98689 11.98377 9.00000 "2023-09-18 23:30:00" "2023-09-18 23:20:00"
19800 9.98689 11.98377 8.30000 "2023-09-18 23:30:00" "2023-09-18 23:30:00"
19800 9.98689 11.98377 10.70000 "2023-09-18 23:30:00" "2023-09-18 23:00:00"
19800 9.98689 11.98377 9.90000 "2023-09-18 23:30:00" "2023-09-18 23:10:00"
19800 9.98689 11.98377 9.00000 "2023-09-18 23:30:00" "2023-09-18 23:20:00"
