20230910
Seconds MEASURES_rh(%) MNH_RH_30m(%) "AR_RH (%)" Date_of_forecast Date_of_computing
18000 13.17869 10.79498 13.14054 "2023-09-10 23:00:00" "2023-09-10 23:00:00"
18600 13.38852 10.69686 13.30962 "2023-09-10 23:10:00" "2023-09-10 23:00:00"
18600 13.38852 10.69686 13.39138 "2023-09-10 23:10:00" "2023-09-10 23:10:00"
19200 13.45902 10.48697 13.38430 "2023-09-10 23:20:00" "2023-09-10 23:00:00"
19200 13.45902 10.48697 13.47836 "2023-09-10 23:20:00" "2023-09-10 23:10:00"
19200 13.45902 10.48697 13.41457 "2023-09-10 23:20:00" "2023-09-10 23:20:00"
19800 13.51639 10.21368 13.30261 "2023-09-10 23:30:00" "2023-09-10 23:00:00"
19800 13.51639 10.21368 13.40889 "2023-09-10 23:30:00" "2023-09-10 23:10:00"
19800 13.51639 10.21368 13.28072 "2023-09-10 23:30:00" "2023-09-10 23:20:00"
19800 13.51639 10.21368 13.48928 "2023-09-10 23:30:00" "2023-09-10 23:30:00"
20400 13.38525 9.91139 13.07235 "2023-09-10 23:40:00" "2023-09-10 23:00:00"
20400 13.38525 9.91139 13.19044 "2023-09-10 23:40:00" "2023-09-10 23:10:00"
20400 13.38525 9.91139 13.00637 "2023-09-10 23:40:00" "2023-09-10 23:20:00"
20400 13.38525 9.91139 13.37048 "2023-09-10 23:40:00" "2023-09-10 23:30:00"
20400 13.38525 9.91139 13.37776 "2023-09-10 23:40:00" "2023-09-10 23:40:00"
21000 13.20492 9.62905 12.71935 "2023-09-10 23:50:00" "2023-09-10 23:00:00"
21000 13.20492 9.62905 12.84325 "2023-09-10 23:50:00" "2023-09-10 23:10:00"
21000 13.20492 9.62905 12.61538 "2023-09-10 23:50:00" "2023-09-10 23:20:00"
21000 13.20492 9.62905 13.10521 "2023-09-10 23:50:00" "2023-09-10 23:30:00"
21000 13.20492 9.62905 13.10431 "2023-09-10 23:50:00" "2023-09-10 23:40:00"
21000 13.20492 9.62905 13.13531 "2023-09-10 23:50:00" "2023-09-10 23:50:00"
21600 12.95082 9.42655 12.42381 "2023-09-11 00:00:00" "2023-09-10 23:10:00"
21600 12.95082 9.42655 12.16007 "2023-09-11 00:00:00" "2023-09-10 23:20:00"
21600 12.95082 9.42655 12.75088 "2023-09-11 00:00:00" "2023-09-10 23:30:00"
21600 12.95082 9.42655 12.73009 "2023-09-11 00:00:00" "2023-09-10 23:40:00"
