20230916
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY "AR_WIND_DIRECTION (°)_VX" "AR_WIND_DIRECTION (°)_VY" Date_of_forecast Date_of_computing
18000 -0.51239 -0.79521 -0.59097 -0.80670 -0.93728 -0.34817 "2023-09-16 11:00:00" "2023-09-16 11:00:00"
18600 -0.59228 -0.72088 -0.56835 -0.82279 -0.95113 -0.30873 "2023-09-16 11:10:00" "2023-09-16 11:00:00"
18600 -0.59228 -0.72088 -0.56835 -0.82279 -0.94933 -0.31425 "2023-09-16 11:10:00" "2023-09-16 11:10:00"
19200 -0.68366 -0.61222 -0.56974 -0.82183 -0.95741 -0.28870 "2023-09-16 11:20:00" "2023-09-16 11:00:00"
19200 -0.68366 -0.61222 -0.56974 -0.82183 -0.95529 -0.29562 "2023-09-16 11:20:00" "2023-09-16 11:10:00"
19200 -0.68366 -0.61222 -0.56974 -0.82183 -0.96506 -0.26198 "2023-09-16 11:20:00" "2023-09-16 11:20:00"
19800 -0.79198 -0.48487 -0.57057 -0.82125 -0.94962 -0.31325 "2023-09-16 11:30:00" "2023-09-16 11:00:00"
19800 -0.79198 -0.48487 -0.57057 -0.82125 -0.94685 -0.32152 "2023-09-16 11:30:00" "2023-09-16 11:10:00"
19800 -0.79198 -0.48487 -0.57057 -0.82125 -0.95990 -0.28023 "2023-09-16 11:30:00" "2023-09-16 11:20:00"
19800 -0.79198 -0.48487 -0.57057 -0.82125 -0.97451 -0.22429 "2023-09-16 11:30:00" "2023-09-16 11:30:00"
20400 -0.84812 -0.39913 -0.57103 -0.82093 -0.94018 -0.34065 "2023-09-16 11:40:00" "2023-09-16 11:00:00"
20400 -0.84812 -0.39913 -0.57103 -0.82093 -0.93660 -0.35036 "2023-09-16 11:40:00" "2023-09-16 11:10:00"
20400 -0.84812 -0.39913 -0.57103 -0.82093 -0.95382 -0.30035 "2023-09-16 11:40:00" "2023-09-16 11:20:00"
20400 -0.84812 -0.39913 -0.57103 -0.82093 -0.97785 -0.20924 "2023-09-16 11:40:00" "2023-09-16 11:30:00"
20400 -0.84812 -0.39913 -0.57103 -0.82093 -0.97937 -0.20197 "2023-09-16 11:40:00" "2023-09-16 11:40:00"
21000 -0.92144 -0.32631 -0.57255 -0.81987 -0.93197 -0.36234 "2023-09-16 11:50:00" "2023-09-16 11:00:00"
21000 -0.92144 -0.32631 -0.57255 -0.81987 -0.92773 -0.37305 "2023-09-16 11:50:00" "2023-09-16 11:10:00"
21000 -0.92144 -0.32631 -0.57255 -0.81987 -0.94776 -0.31878 "2023-09-16 11:50:00" "2023-09-16 11:20:00"
21000 -0.92144 -0.32631 -0.57255 -0.81987 -0.97868 -0.20529 "2023-09-16 11:50:00" "2023-09-16 11:30:00"
21000 -0.92144 -0.32631 -0.57255 -0.81987 -0.98061 -0.19593 "2023-09-16 11:50:00" "2023-09-16 11:40:00"
21000 -0.92144 -0.32631 -0.57255 -0.81987 -0.96890 -0.24713 "2023-09-16 11:50:00" "2023-09-16 11:50:00"
21600 -0.94227 -0.30385 -0.55423 -0.83236 -0.90370 -0.42764 "2023-09-16 12:00:00" "2023-09-16 11:10:00"
21600 -0.94227 -0.30385 -0.55423 -0.83236 -0.92741 -0.37341 "2023-09-16 12:00:00" "2023-09-16 11:20:00"
21600 -0.94227 -0.30385 -0.55423 -0.83236 -0.96775 -0.25114 "2023-09-16 12:00:00" "2023-09-16 11:30:00"
21600 -0.94227 -0.30385 -0.55423 -0.83236 -0.97162 -0.23589 "2023-09-16 12:00:00" "2023-09-16 11:40:00"
21600 -0.94227 -0.30385 -0.55423 -0.83236 -0.95221 -0.30469 "2023-09-16 12:00:00" "2023-09-16 11:50:00"
21600 -0.94227 -0.30385 -0.55423 -0.83236 -0.95910 -0.28271 "2023-09-16 12:00:00" "2023-09-16 12:00:00"
22200 -0.95358 -0.27815 -0.53843 -0.84267 -0.90375 -0.42795 "2023-09-16 12:10:00" "2023-09-16 11:20:00"
22200 -0.95358 -0.27815 -0.53843 -0.84267 -0.95253 -0.30436 "2023-09-16 12:10:00" "2023-09-16 11:30:00"
22200 -0.95358 -0.27815 -0.53843 -0.84267 -0.95920 -0.28267 "2023-09-16 12:10:00" "2023-09-16 11:40:00"
22200 -0.95358 -0.27815 -0.53843 -0.84267 -0.93256 -0.36090 "2023-09-16 12:10:00" "2023-09-16 11:50:00"
22200 -0.95358 -0.27815 -0.53843 -0.84267 -0.94675 -0.32193 "2023-09-16 12:10:00" "2023-09-16 12:00:00"
22200 -0.95358 -0.27815 -0.53843 -0.84267 -0.96026 -0.27908 "2023-09-16 12:10:00" "2023-09-16 12:10:00"
22800 -0.95475 -0.27730 -0.53517 -0.84474 -0.94156 -0.33658 "2023-09-16 12:20:00" "2023-09-16 11:30:00"
22800 -0.95475 -0.27730 -0.53517 -0.84474 -0.95071 -0.30989 "2023-09-16 12:20:00" "2023-09-16 11:40:00"
22800 -0.95475 -0.27730 -0.53517 -0.84474 -0.91896 -0.39412 "2023-09-16 12:20:00" "2023-09-16 11:50:00"
22800 -0.95475 -0.27730 -0.53517 -0.84474 -0.93834 -0.34557 "2023-09-16 12:20:00" "2023-09-16 12:00:00"
22800 -0.95475 -0.27730 -0.53517 -0.84474 -0.95894 -0.28357 "2023-09-16 12:20:00" "2023-09-16 12:10:00"
22800 -0.95475 -0.27730 -0.53517 -0.84474 -0.95353 -0.30124 "2023-09-16 12:20:00" "2023-09-16 12:20:00"
23400 -0.94740 -0.30528 -0.52417 -0.85161 -0.94314 -0.33237 "2023-09-16 12:30:00" "2023-09-16 11:40:00"
23400 -0.94740 -0.30528 -0.52417 -0.85161 -0.90542 -0.42445 "2023-09-16 12:30:00" "2023-09-16 11:50:00"
23400 -0.94740 -0.30528 -0.52417 -0.85161 -0.93044 -0.36642 "2023-09-16 12:30:00" "2023-09-16 12:00:00"
23400 -0.94740 -0.30528 -0.52417 -0.85161 -0.95781 -0.28738 "2023-09-16 12:30:00" "2023-09-16 12:10:00"
23400 -0.94740 -0.30528 -0.52417 -0.85161 -0.95114 -0.30876 "2023-09-16 12:30:00" "2023-09-16 12:20:00"
23400 -0.94740 -0.30528 -0.52417 -0.85161 -0.95096 -0.30930 "2023-09-16 12:30:00" "2023-09-16 12:30:00"
24000 -0.93829 -0.33659 -0.53159 -0.84700 -0.89363 -0.44876 "2023-09-16 12:40:00" "2023-09-16 11:50:00"
24000 -0.93829 -0.33659 -0.53159 -0.84700 -0.92405 -0.38225 "2023-09-16 12:40:00" "2023-09-16 12:00:00"
24000 -0.93829 -0.33659 -0.53159 -0.84700 -0.95734 -0.28898 "2023-09-16 12:40:00" "2023-09-16 12:10:00"
24000 -0.93829 -0.33659 -0.53159 -0.84700 -0.94949 -0.31381 "2023-09-16 12:40:00" "2023-09-16 12:20:00"
24000 -0.93829 -0.33659 -0.53159 -0.84700 -0.94730 -0.32033 "2023-09-16 12:40:00" "2023-09-16 12:30:00"
24000 -0.93829 -0.33659 -0.53159 -0.84700 -0.94440 -0.32879 "2023-09-16 12:40:00" "2023-09-16 12:40:00"
24600 -0.93174 -0.35010 -0.55664 -0.83075 -0.91404 -0.40551 "2023-09-16 12:50:00" "2023-09-16 12:00:00"
24600 -0.93174 -0.35010 -0.55664 -0.83075 -0.95345 -0.30149 "2023-09-16 12:50:00" "2023-09-16 12:10:00"
24600 -0.93174 -0.35010 -0.55664 -0.83075 -0.94544 -0.32575 "2023-09-16 12:50:00" "2023-09-16 12:20:00"
24600 -0.93174 -0.35010 -0.55664 -0.83075 -0.94283 -0.33322 "2023-09-16 12:50:00" "2023-09-16 12:30:00"
24600 -0.93174 -0.35010 -0.55664 -0.83075 -0.94003 -0.34103 "2023-09-16 12:50:00" "2023-09-16 12:40:00"
24600 -0.93174 -0.35010 -0.55664 -0.83075 -0.93840 -0.34549 "2023-09-16 12:50:00" "2023-09-16 12:50:00"
25200 -0.92035 -0.37346 -0.55576 -0.83134 -0.94532 -0.32604 "2023-09-16 13:00:00" "2023-09-16 12:10:00"
