20230908
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY persistence_WD_VX persistence_WD_VY Date_of_forecast Date_of_computing
18000 0.69872 -0.71086 -0.71843 -0.69560 0.70211 -0.71198 "2023-09-08 11:00:00" "2023-09-08 11:00:00"
18600 0.71220 -0.69956 -0.66518 -0.74668 0.70211 -0.71198 "2023-09-08 11:10:00" "2023-09-08 11:00:00"
18600 0.71220 -0.69956 -0.66518 -0.74668 0.68395 -0.72832 "2023-09-08 11:10:00" "2023-09-08 11:10:00"
18600 0.71220 -0.69956 -0.66518 -0.74668 0.70211 -0.71198 "2023-09-08 11:10:00" "2023-09-08 11:00:00"
18600 0.71220 -0.69956 -0.66518 -0.74668 0.68395 -0.72832 "2023-09-08 11:10:00" "2023-09-08 11:10:00"
19200 0.71796 -0.69326 -0.54120 -0.84090 0.70211 -0.71198 "2023-09-08 11:20:00" "2023-09-08 11:00:00"
19200 0.71796 -0.69326 -0.54120 -0.84090 0.68395 -0.72832 "2023-09-08 11:20:00" "2023-09-08 11:10:00"
19200 0.71796 -0.69326 -0.54120 -0.84090 0.73877 -0.67223 "2023-09-08 11:20:00" "2023-09-08 11:20:00"
19200 0.71796 -0.69326 -0.54120 -0.84090 0.70211 -0.71198 "2023-09-08 11:20:00" "2023-09-08 11:00:00"
19200 0.71796 -0.69326 -0.54120 -0.84090 0.68395 -0.72832 "2023-09-08 11:20:00" "2023-09-08 11:10:00"
19200 0.71796 -0.69326 -0.54120 -0.84090 0.73877 -0.67223 "2023-09-08 11:20:00" "2023-09-08 11:20:00"
19200 0.71796 -0.69326 -0.54120 -0.84090 0.70211 -0.71198 "2023-09-08 11:20:00" "2023-09-08 11:00:00"
19200 0.71796 -0.69326 -0.54120 -0.84090 0.68395 -0.72832 "2023-09-08 11:20:00" "2023-09-08 11:10:00"
19200 0.71796 -0.69326 -0.54120 -0.84090 0.73877 -0.67223 "2023-09-08 11:20:00" "2023-09-08 11:20:00"
19800 0.73946 -0.66695 -0.43477 -0.90054 0.70211 -0.71198 "2023-09-08 11:30:00" "2023-09-08 11:00:00"
19800 0.73946 -0.66695 -0.43477 -0.90054 0.68395 -0.72832 "2023-09-08 11:30:00" "2023-09-08 11:10:00"
19800 0.73946 -0.66695 -0.43477 -0.90054 0.73877 -0.67223 "2023-09-08 11:30:00" "2023-09-08 11:20:00"
19800 0.73946 -0.66695 -0.43477 -0.90054 0.79299 -0.60408 "2023-09-08 11:30:00" "2023-09-08 11:30:00"
19800 0.73946 -0.66695 -0.43477 -0.90054 0.70211 -0.71198 "2023-09-08 11:30:00" "2023-09-08 11:00:00"
19800 0.73946 -0.66695 -0.43477 -0.90054 0.68395 -0.72832 "2023-09-08 11:30:00" "2023-09-08 11:10:00"
19800 0.73946 -0.66695 -0.43477 -0.90054 0.73877 -0.67223 "2023-09-08 11:30:00" "2023-09-08 11:20:00"
19800 0.73946 -0.66695 -0.43477 -0.90054 0.79299 -0.60408 "2023-09-08 11:30:00" "2023-09-08 11:30:00"
19800 0.73946 -0.66695 -0.43477 -0.90054 0.70211 -0.71198 "2023-09-08 11:30:00" "2023-09-08 11:00:00"
19800 0.73946 -0.66695 -0.43477 -0.90054 0.68395 -0.72832 "2023-09-08 11:30:00" "2023-09-08 11:10:00"
19800 0.73946 -0.66695 -0.43477 -0.90054 0.73877 -0.67223 "2023-09-08 11:30:00" "2023-09-08 11:20:00"
19800 0.73946 -0.66695 -0.43477 -0.90054 0.79299 -0.60408 "2023-09-08 11:30:00" "2023-09-08 11:30:00"
19800 0.73946 -0.66695 -0.43477 -0.90054 0.70211 -0.71198 "2023-09-08 11:30:00" "2023-09-08 11:00:00"
19800 0.73946 -0.66695 -0.43477 -0.90054 0.68395 -0.72832 "2023-09-08 11:30:00" "2023-09-08 11:10:00"
19800 0.73946 -0.66695 -0.43477 -0.90054 0.73877 -0.67223 "2023-09-08 11:30:00" "2023-09-08 11:20:00"
