20230912
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY persistence_WD_VX persistence_WD_VY Date_of_forecast Date_of_computing
18000 0.72237 -0.67252 0.77961 -0.62626 0.56053 -0.82790 "2023-09-12 11:00:00" "2023-09-12 11:00:00"
18600 0.67433 -0.72349 0.73991 -0.67271 0.56053 -0.82790 "2023-09-12 11:10:00" "2023-09-12 11:00:00"
18600 0.67433 -0.72349 0.73991 -0.67271 0.54894 -0.83568 "2023-09-12 11:10:00" "2023-09-12 11:10:00"
18600 0.67433 -0.72349 0.73991 -0.67271 0.56053 -0.82790 "2023-09-12 11:10:00" "2023-09-12 11:00:00"
18600 0.67433 -0.72349 0.73991 -0.67271 0.54894 -0.83568 "2023-09-12 11:10:00" "2023-09-12 11:10:00"
19200 0.64298 -0.75660 0.68948 -0.72430 0.56053 -0.82790 "2023-09-12 11:20:00" "2023-09-12 11:00:00"
19200 0.64298 -0.75660 0.68948 -0.72430 0.54894 -0.83568 "2023-09-12 11:20:00" "2023-09-12 11:10:00"
19200 0.64298 -0.75660 0.68948 -0.72430 0.59579 -0.80222 "2023-09-12 11:20:00" "2023-09-12 11:20:00"
19200 0.64298 -0.75660 0.68948 -0.72430 0.56053 -0.82790 "2023-09-12 11:20:00" "2023-09-12 11:00:00"
19200 0.64298 -0.75660 0.68948 -0.72430 0.54894 -0.83568 "2023-09-12 11:20:00" "2023-09-12 11:10:00"
19200 0.64298 -0.75660 0.68948 -0.72430 0.59579 -0.80222 "2023-09-12 11:20:00" "2023-09-12 11:20:00"
19200 0.64298 -0.75660 0.68948 -0.72430 0.56053 -0.82790 "2023-09-12 11:20:00" "2023-09-12 11:00:00"
19200 0.64298 -0.75660 0.68948 -0.72430 0.54894 -0.83568 "2023-09-12 11:20:00" "2023-09-12 11:10:00"
19200 0.64298 -0.75660 0.68948 -0.72430 0.59579 -0.80222 "2023-09-12 11:20:00" "2023-09-12 11:20:00"
19800 0.63087 -0.76907 0.62296 -0.78225 0.56053 -0.82790 "2023-09-12 11:30:00" "2023-09-12 11:00:00"
19800 0.63087 -0.76907 0.62296 -0.78225 0.54894 -0.83568 "2023-09-12 11:30:00" "2023-09-12 11:10:00"
19800 0.63087 -0.76907 0.62296 -0.78225 0.59579 -0.80222 "2023-09-12 11:30:00" "2023-09-12 11:20:00"
19800 0.63087 -0.76907 0.62296 -0.78225 0.65047 -0.75892 "2023-09-12 11:30:00" "2023-09-12 11:30:00"
19800 0.63087 -0.76907 0.62296 -0.78225 0.56053 -0.82790 "2023-09-12 11:30:00" "2023-09-12 11:00:00"
19800 0.63087 -0.76907 0.62296 -0.78225 0.54894 -0.83568 "2023-09-12 11:30:00" "2023-09-12 11:10:00"
19800 0.63087 -0.76907 0.62296 -0.78225 0.59579 -0.80222 "2023-09-12 11:30:00" "2023-09-12 11:20:00"
19800 0.63087 -0.76907 0.62296 -0.78225 0.65047 -0.75892 "2023-09-12 11:30:00" "2023-09-12 11:30:00"
19800 0.63087 -0.76907 0.62296 -0.78225 0.56053 -0.82790 "2023-09-12 11:30:00" "2023-09-12 11:00:00"
19800 0.63087 -0.76907 0.62296 -0.78225 0.54894 -0.83568 "2023-09-12 11:30:00" "2023-09-12 11:10:00"
19800 0.63087 -0.76907 0.62296 -0.78225 0.59579 -0.80222 "2023-09-12 11:30:00" "2023-09-12 11:20:00"
