20230912
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY "AR_WIND_DIRECTION (°)_VX" "AR_WIND_DIRECTION (°)_VY" Date_of_forecast Date_of_computing
18000 0.72237 -0.67252 0.77961 -0.62626 0.73566 -0.67719 "2023-09-12 11:00:00" "2023-09-12 11:00:00"
18600 0.67433 -0.72349 0.73991 -0.67271 0.69665 -0.71719 "2023-09-12 11:10:00" "2023-09-12 11:00:00"
18600 0.67433 -0.72349 0.73991 -0.67271 0.67238 -0.73994 "2023-09-12 11:10:00" "2023-09-12 11:10:00"
19200 0.64298 -0.75660 0.68948 -0.72430 0.66830 -0.74386 "2023-09-12 11:20:00" "2023-09-12 11:00:00"
19200 0.64298 -0.75660 0.68948 -0.72430 0.63367 -0.77354 "2023-09-12 11:20:00" "2023-09-12 11:10:00"
19200 0.64298 -0.75660 0.68948 -0.72430 0.65090 -0.75914 "2023-09-12 11:20:00" "2023-09-12 11:20:00"
19800 0.63087 -0.76907 0.62296 -0.78225 0.63162 -0.77503 "2023-09-12 11:30:00" "2023-09-12 11:00:00"
19800 0.63087 -0.76907 0.62296 -0.78225 0.58309 -0.81205 "2023-09-12 11:30:00" "2023-09-12 11:10:00"
19800 0.63087 -0.76907 0.62296 -0.78225 0.61014 -0.79199 "2023-09-12 11:30:00" "2023-09-12 11:20:00"
19800 0.63087 -0.76907 0.62296 -0.78225 0.61053 -0.79184 "2023-09-12 11:30:00" "2023-09-12 11:30:00"
20400 0.64336 -0.75327 0.54638 -0.83754 0.58412 -0.81148 "2023-09-12 11:40:00" "2023-09-12 11:00:00"
20400 0.64336 -0.75327 0.54638 -0.83754 0.52204 -0.85265 "2023-09-12 11:40:00" "2023-09-12 11:10:00"
20400 0.64336 -0.75327 0.54638 -0.83754 0.55646 -0.83065 "2023-09-12 11:40:00" "2023-09-12 11:20:00"
20400 0.64336 -0.75327 0.54638 -0.83754 0.57034 -0.82125 "2023-09-12 11:40:00" "2023-09-12 11:30:00"
20400 0.64336 -0.75327 0.54638 -0.83754 0.62394 -0.78145 "2023-09-12 11:40:00" "2023-09-12 11:40:00"
21000 0.68219 -0.70806 0.47530 -0.87983 0.53426 -0.84519 "2023-09-12 11:50:00" "2023-09-12 11:00:00"
21000 0.68219 -0.70806 0.47530 -0.87983 0.45817 -0.88869 "2023-09-12 11:50:00" "2023-09-12 11:10:00"
21000 0.68219 -0.70806 0.47530 -0.87983 0.49794 -0.86705 "2023-09-12 11:50:00" "2023-09-12 11:20:00"
21000 0.68219 -0.70806 0.47530 -0.87983 0.51996 -0.85407 "2023-09-12 11:50:00" "2023-09-12 11:30:00"
21000 0.68219 -0.70806 0.47530 -0.87983 0.60419 -0.79682 "2023-09-12 11:50:00" "2023-09-12 11:40:00"
21000 0.68219 -0.70806 0.47530 -0.87983 0.65804 -0.75292 "2023-09-12 11:50:00" "2023-09-12 11:50:00"
21600 0.74014 -0.63995 0.48859 -0.87251 0.39638 -0.91788 "2023-09-12 12:00:00" "2023-09-12 11:10:00"
21600 0.74014 -0.63995 0.48859 -0.87251 0.43967 -0.89795 "2023-09-12 12:00:00" "2023-09-12 11:20:00"
21600 0.74014 -0.63995 0.48859 -0.87251 0.46794 -0.88356 "2023-09-12 12:00:00" "2023-09-12 11:30:00"
