20230905
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY "AR_WIND_DIRECTION (°)_VX" "AR_WIND_DIRECTION (°)_VY" Date_of_forecast Date_of_computing
18000 -0.38740 -0.91698 -0.22565 -0.97421 -0.39220 -0.91988 "2023-09-05 11:00:00" "2023-09-05 11:00:00"
18600 -0.41752 -0.90225 -0.22344 -0.97472 -0.40087 -0.91613 "2023-09-05 11:10:00" "2023-09-05 11:00:00"
18600 -0.41752 -0.90225 -0.22344 -0.97472 -0.41173 -0.91129 "2023-09-05 11:10:00" "2023-09-05 11:10:00"
19200 -0.45619 -0.88123 -0.22145 -0.97517 -0.40854 -0.91274 "2023-09-05 11:20:00" "2023-09-05 11:00:00"
19200 -0.45619 -0.88123 -0.22145 -0.97517 -0.43173 -0.90199 "2023-09-05 11:20:00" "2023-09-05 11:10:00"
19200 -0.45619 -0.88123 -0.22145 -0.97517 -0.46815 -0.88358 "2023-09-05 11:20:00" "2023-09-05 11:20:00"
19800 -0.48025 -0.86802 -0.20526 -0.97871 -0.40577 -0.91397 "2023-09-05 11:30:00" "2023-09-05 11:00:00"
19800 -0.48025 -0.86802 -0.20526 -0.97871 -0.43945 -0.89826 "2023-09-05 11:30:00" "2023-09-05 11:10:00"
19800 -0.48025 -0.86802 -0.20526 -0.97871 -0.49452 -0.86913 "2023-09-05 11:30:00" "2023-09-05 11:20:00"
19800 -0.48025 -0.86802 -0.20526 -0.97871 -0.49169 -0.87072 "2023-09-05 11:30:00" "2023-09-05 11:30:00"
20400 -0.49502 -0.85980 -0.19175 -0.98144 -0.39907 -0.91692 "2023-09-05 11:40:00" "2023-09-05 11:00:00"
20400 -0.49502 -0.85980 -0.19175 -0.98144 -0.44090 -0.89756 "2023-09-05 11:40:00" "2023-09-05 11:10:00"
20400 -0.49502 -0.85980 -0.19175 -0.98144 -0.51131 -0.85938 "2023-09-05 11:40:00" "2023-09-05 11:20:00"
20400 -0.49502 -0.85980 -0.19175 -0.98144 -0.51063 -0.85978 "2023-09-05 11:40:00" "2023-09-05 11:30:00"
20400 -0.49502 -0.85980 -0.19175 -0.98144 -0.49567 -0.86850 "2023-09-05 11:40:00" "2023-09-05 11:40:00"
21000 -0.52207 -0.84335 -0.20089 -0.97961 -0.39135 -0.92024 "2023-09-05 11:50:00" "2023-09-05 11:00:00"
21000 -0.52207 -0.84335 -0.20089 -0.97961 -0.43982 -0.89808 "2023-09-05 11:50:00" "2023-09-05 11:10:00"
21000 -0.52207 -0.84335 -0.20089 -0.97961 -0.52174 -0.85311 "2023-09-05 11:50:00" "2023-09-05 11:20:00"
21000 -0.52207 -0.84335 -0.20089 -0.97961 -0.52396 -0.85174 "2023-09-05 11:50:00" "2023-09-05 11:30:00"
21000 -0.52207 -0.84335 -0.20089 -0.97961 -0.50007 -0.86599 "2023-09-05 11:50:00" "2023-09-05 11:40:00"
21000 -0.52207 -0.84335 -0.20089 -0.97961 -0.51343 -0.85813 "2023-09-05 11:50:00" "2023-09-05 11:50:00"
21600 -0.56949 -0.81595 -0.19700 -0.98040 -0.42180 -0.90665 "2023-09-05 12:00:00" "2023-09-05 11:10:00"
21600 -0.56949 -0.81595 -0.19700 -0.98040 -0.51201 -0.85896 "2023-09-05 12:00:00" "2023-09-05 11:20:00"
21600 -0.56949 -0.81595 -0.19700 -0.98040 -0.51552 -0.85685 "2023-09-05 12:00:00" "2023-09-05 11:30:00"
21600 -0.56949 -0.81595 -0.19700 -0.98040 -0.48435 -0.87483 "2023-09-05 12:00:00" "2023-09-05 11:40:00"
21600 -0.56949 -0.81595 -0.19700 -0.98040 -0.50138 -0.86520 "2023-09-05 12:00:00" "2023-09-05 11:50:00"
21600 -0.56949 -0.81595 -0.19700 -0.98040 -0.55107 -0.83445 "2023-09-05 12:00:00" "2023-09-05 12:00:00"
22200 -0.58707 -0.80611 -0.18977 -0.98183 -0.49996 -0.86605 "2023-09-05 12:10:00" "2023-09-05 11:20:00"
22200 -0.58707 -0.80611 -0.18977 -0.98183 -0.50537 -0.86290 "2023-09-05 12:10:00" "2023-09-05 11:30:00"
22200 -0.58707 -0.80611 -0.18977 -0.98183 -0.46773 -0.88387 "2023-09-05 12:10:00" "2023-09-05 11:40:00"
22200 -0.58707 -0.80611 -0.18977 -0.98183 -0.48756 -0.87309 "2023-09-05 12:10:00" "2023-09-05 11:50:00"
22200 -0.58707 -0.80611 -0.18977 -0.98183 -0.56963 -0.82184 "2023-09-05 12:10:00" "2023-09-05 12:00:00"
22200 -0.58707 -0.80611 -0.18977 -0.98183 -0.60247 -0.79802 "2023-09-05 12:10:00" "2023-09-05 12:10:00"
22800 -0.58321 -0.80878 -0.19419 -0.98096 -0.50512 -0.86305 "2023-09-05 12:20:00" "2023-09-05 11:30:00"
22800 -0.58321 -0.80878 -0.19419 -0.98096 -0.46319 -0.88626 "2023-09-05 12:20:00" "2023-09-05 11:40:00"
22800 -0.58321 -0.80878 -0.19419 -0.98096 -0.48599 -0.87397 "2023-09-05 12:20:00" "2023-09-05 11:50:00"
22800 -0.58321 -0.80878 -0.19419 -0.98096 -0.59512 -0.80360 "2023-09-05 12:20:00" "2023-09-05 12:00:00"
22800 -0.58321 -0.80878 -0.19419 -0.98096 -0.63636 -0.77131 "2023-09-05 12:20:00" "2023-09-05 12:10:00"
22800 -0.58321 -0.80878 -0.19419 -0.98096 -0.58354 -0.81208 "2023-09-05 12:20:00" "2023-09-05 12:20:00"
23400 -0.60151 -0.79467 -0.21789 -0.97597 -0.45154 -0.89223 "2023-09-05 12:30:00" "2023-09-05 11:40:00"
23400 -0.60151 -0.79467 -0.21789 -0.97597 -0.47623 -0.87930 "2023-09-05 12:30:00" "2023-09-05 11:50:00"
23400 -0.60151 -0.79467 -0.21789 -0.97597 -0.61004 -0.79236 "2023-09-05 12:30:00" "2023-09-05 12:00:00"
23400 -0.60151 -0.79467 -0.21789 -0.97597 -0.66016 -0.75109 "2023-09-05 12:30:00" "2023-09-05 12:10:00"
23400 -0.60151 -0.79467 -0.21789 -0.97597 -0.57525 -0.81796 "2023-09-05 12:30:00" "2023-09-05 12:20:00"
23400 -0.60151 -0.79467 -0.21789 -0.97597 -0.58832 -0.80863 "2023-09-05 12:30:00" "2023-09-05 12:30:00"
24000 -0.63234 -0.76932 -0.23266 -0.97256 -0.46556 -0.88501 "2023-09-05 12:40:00" "2023-09-05 11:50:00"
24000 -0.63234 -0.76932 -0.23266 -0.97256 -0.62175 -0.78321 "2023-09-05 12:40:00" "2023-09-05 12:00:00"
24000 -0.63234 -0.76932 -0.23266 -0.97256 -0.68112 -0.73215 "2023-09-05 12:40:00" "2023-09-05 12:10:00"
24000 -0.63234 -0.76932 -0.23266 -0.97256 -0.56860 -0.82261 "2023-09-05 12:40:00" "2023-09-05 12:20:00"
24000 -0.63234 -0.76932 -0.23266 -0.97256 -0.59862 -0.80103 "2023-09-05 12:40:00" "2023-09-05 12:30:00"
24000 -0.63234 -0.76932 -0.23266 -0.97256 -0.63416 -0.77315 "2023-09-05 12:40:00" "2023-09-05 12:40:00"
24600 -0.64805 -0.75547 -0.21060 -0.97757 -0.63221 -0.77476 "2023-09-05 12:50:00" "2023-09-05 12:00:00"
24600 -0.64805 -0.75547 -0.21060 -0.97757 -0.69738 -0.71664 "2023-09-05 12:50:00" "2023-09-05 12:10:00"
24600 -0.64805 -0.75547 -0.21060 -0.97757 -0.55994 -0.82853 "2023-09-05 12:50:00" "2023-09-05 12:20:00"
24600 -0.64805 -0.75547 -0.21060 -0.97757 -0.60600 -0.79545 "2023-09-05 12:50:00" "2023-09-05 12:30:00"
24600 -0.64805 -0.75547 -0.21060 -0.97757 -0.65852 -0.75250 "2023-09-05 12:50:00" "2023-09-05 12:40:00"
24600 -0.64805 -0.75547 -0.21060 -0.97757 -0.66622 -0.74569 "2023-09-05 12:50:00" "2023-09-05 12:50:00"
25200 -0.64598 -0.75647 -0.22349 -0.97471 -0.72571 -0.68787 "2023-09-05 13:00:00" "2023-09-05 12:10:00"
25200 -0.64598 -0.75647 -0.22349 -0.97471 -0.56862 -0.82257 "2023-09-05 13:00:00" "2023-09-05 12:20:00"
25200 -0.64598 -0.75647 -0.22349 -0.97471 -0.62587 -0.77985 "2023-09-05 13:00:00" "2023-09-05 12:30:00"
25200 -0.64598 -0.75647 -0.22349 -0.97471 -0.69025 -0.72342 "2023-09-05 13:00:00" "2023-09-05 12:40:00"
25200 -0.64598 -0.75647 -0.22349 -0.97471 -0.69649 -0.71742 "2023-09-05 13:00:00" "2023-09-05 12:50:00"
25200 -0.64598 -0.75647 -0.22349 -0.97471 -0.66050 -0.75082 "2023-09-05 13:00:00" "2023-09-05 13:00:00"
25800 -0.65735 -0.74622 -0.24583 -0.96931 -0.56802 -0.82296 "2023-09-05 13:10:00" "2023-09-05 12:20:00"
25800 -0.65735 -0.74622 -0.24583 -0.96931 -0.63632 -0.77141 "2023-09-05 13:10:00" "2023-09-05 12:30:00"
25800 -0.65735 -0.74622 -0.24583 -0.96931 -0.70993 -0.70427 "2023-09-05 13:10:00" "2023-09-05 12:40:00"
25800 -0.65735 -0.74622 -0.24583 -0.96931 -0.71545 -0.69866 "2023-09-05 13:10:00" "2023-09-05 12:50:00"
25800 -0.65735 -0.74622 -0.24583 -0.96931 -0.65625 -0.75450 "2023-09-05 13:10:00" "2023-09-05 13:00:00"
25800 -0.65735 -0.74622 -0.24583 -0.96931 -0.65520 -0.75542 "2023-09-05 13:10:00" "2023-09-05 13:10:00"
26400 -0.67579 -0.72957 -0.24088 -0.97055 -0.61000 -0.79234 "2023-09-05 13:20:00" "2023-09-05 12:30:00"
26400 -0.67579 -0.72957 -0.24088 -0.97055 -0.69625 -0.71777 "2023-09-05 13:20:00" "2023-09-05 12:40:00"
26400 -0.67579 -0.72957 -0.24088 -0.97055 -0.70334 -0.71083 "2023-09-05 13:20:00" "2023-09-05 12:50:00"
26400 -0.67579 -0.72957 -0.24088 -0.97055 -0.62731 -0.77870 "2023-09-05 13:20:00" "2023-09-05 13:00:00"
26400 -0.67579 -0.72957 -0.24088 -0.97055 -0.63076 -0.77593 "2023-09-05 13:20:00" "2023-09-05 13:10:00"
26400 -0.67579 -0.72957 -0.24088 -0.97055 -0.66892 -0.74333 "2023-09-05 13:20:00" "2023-09-05 13:20:00"
27000 -0.67772 -0.72711 -0.21022 -0.97765 -0.69587 -0.71816 "2023-09-05 13:30:00" "2023-09-05 12:40:00"
27000 -0.67772 -0.72711 -0.21022 -0.97765 -0.70286 -0.71133 "2023-09-05 13:30:00" "2023-09-05 12:50:00"
27000 -0.67772 -0.72711 -0.21022 -0.97765 -0.61411 -0.78922 "2023-09-05 13:30:00" "2023-09-05 13:00:00"
27000 -0.67772 -0.72711 -0.21022 -0.97765 -0.62050 -0.78421 "2023-09-05 13:30:00" "2023-09-05 13:10:00"
27000 -0.67772 -0.72711 -0.21022 -0.97765 -0.68104 -0.73223 "2023-09-05 13:30:00" "2023-09-05 13:20:00"
27000 -0.67772 -0.72711 -0.21022 -0.97765 -0.69449 -0.71950 "2023-09-05 13:30:00" "2023-09-05 13:30:00"
27600 -0.64993 -0.74846 -0.10946 -0.99399 -0.70538 -0.70883 "2023-09-05 13:40:00" "2023-09-05 12:50:00"
27600 -0.64993 -0.74846 -0.10946 -0.99399 -0.60612 -0.79536 "2023-09-05 13:40:00" "2023-09-05 13:00:00"
27600 -0.64993 -0.74846 -0.10946 -0.99399 -0.61447 -0.78893 "2023-09-05 13:40:00" "2023-09-05 13:10:00"
27600 -0.64993 -0.74846 -0.10946 -0.99399 -0.69194 -0.72195 "2023-09-05 13:40:00" "2023-09-05 13:20:00"
27600 -0.64993 -0.74846 -0.10946 -0.99399 -0.70146 -0.71271 "2023-09-05 13:40:00" "2023-09-05 13:30:00"
