20230903
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY persistence_WD_VX persistence_WD_VY Date_of_forecast Date_of_computing
18000 -0.28614 -0.95736 -0.19459 -0.98088 -0.28893 -0.95698 "2023-09-03 11:00:00" "2023-09-03 11:00:00"
18600 -0.29751 -0.95375 -0.18523 -0.98270 -0.28893 -0.95698 "2023-09-03 11:10:00" "2023-09-03 11:00:00"
18600 -0.29751 -0.95375 -0.18523 -0.98270 -0.32704 -0.94442 "2023-09-03 11:10:00" "2023-09-03 11:10:00"
18600 -0.29751 -0.95375 -0.18523 -0.98270 -0.28893 -0.95698 "2023-09-03 11:10:00" "2023-09-03 11:00:00"
18600 -0.29751 -0.95375 -0.18523 -0.98270 -0.32704 -0.94442 "2023-09-03 11:10:00" "2023-09-03 11:10:00"
19200 -0.30614 -0.95089 -0.16766 -0.98584 -0.28893 -0.95698 "2023-09-03 11:20:00" "2023-09-03 11:00:00"
19200 -0.30614 -0.95089 -0.16766 -0.98584 -0.32704 -0.94442 "2023-09-03 11:20:00" "2023-09-03 11:10:00"
19200 -0.30614 -0.95089 -0.16766 -0.98584 -0.33523 -0.94145 "2023-09-03 11:20:00" "2023-09-03 11:20:00"
19200 -0.30614 -0.95089 -0.16766 -0.98584 -0.28893 -0.95698 "2023-09-03 11:20:00" "2023-09-03 11:00:00"
19200 -0.30614 -0.95089 -0.16766 -0.98584 -0.32704 -0.94442 "2023-09-03 11:20:00" "2023-09-03 11:10:00"
19200 -0.30614 -0.95089 -0.16766 -0.98584 -0.33523 -0.94145 "2023-09-03 11:20:00" "2023-09-03 11:20:00"
19200 -0.30614 -0.95089 -0.16766 -0.98584 -0.28893 -0.95698 "2023-09-03 11:20:00" "2023-09-03 11:00:00"
19200 -0.30614 -0.95089 -0.16766 -0.98584 -0.32704 -0.94442 "2023-09-03 11:20:00" "2023-09-03 11:10:00"
19200 -0.30614 -0.95089 -0.16766 -0.98584 -0.33523 -0.94145 "2023-09-03 11:20:00" "2023-09-03 11:20:00"
19800 -0.31169 -0.94910 -0.14799 -0.98899 -0.28893 -0.95698 "2023-09-03 11:30:00" "2023-09-03 11:00:00"
19800 -0.31169 -0.94910 -0.14799 -0.98899 -0.32704 -0.94442 "2023-09-03 11:30:00" "2023-09-03 11:10:00"
19800 -0.31169 -0.94910 -0.14799 -0.98899 -0.33523 -0.94145 "2023-09-03 11:30:00" "2023-09-03 11:20:00"
19800 -0.31169 -0.94910 -0.14799 -0.98899 -0.33686 -0.94078 "2023-09-03 11:30:00" "2023-09-03 11:30:00"
