20230905
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY persistence_WD_VX persistence_WD_VY Date_of_forecast Date_of_computing
18000 0.98259 -0.15222 0.94028 -0.34041 0.98348 -0.18050 "2023-09-05 23:00:00" "2023-09-05 23:00:00"
18600 0.98725 -0.09764 0.95594 -0.29355 0.98348 -0.18050 "2023-09-05 23:10:00" "2023-09-05 23:00:00"
18600 0.98725 -0.09764 0.95594 -0.29355 0.97951 -0.20106 "2023-09-05 23:10:00" "2023-09-05 23:10:00"
19200 0.99117 -0.05020 0.96843 -0.24928 0.98348 -0.18050 "2023-09-05 23:20:00" "2023-09-05 23:00:00"
19200 0.99117 -0.05020 0.96843 -0.24928 0.97951 -0.20106 "2023-09-05 23:20:00" "2023-09-05 23:10:00"
19200 0.99117 -0.05020 0.96843 -0.24928 0.98684 -0.14748 "2023-09-05 23:20:00" "2023-09-05 23:20:00"
19800 0.99416 -0.01778 0.98649 -0.16380 0.98348 -0.18050 "2023-09-05 23:30:00" "2023-09-05 23:00:00"
19800 0.99416 -0.01778 0.98649 -0.16380 0.97951 -0.20106 "2023-09-05 23:30:00" "2023-09-05 23:10:00"
19800 0.99416 -0.01778 0.98649 -0.16380 0.98684 -0.14748 "2023-09-05 23:30:00" "2023-09-05 23:20:00"
19800 0.99416 -0.01778 0.98649 -0.16380 0.99922 -0.01918 "2023-09-05 23:30:00" "2023-09-05 23:30:00"
20400 0.99685 0.00486 0.99796 -0.06386 0.98348 -0.18050 "2023-09-05 23:40:00" "2023-09-05 23:00:00"
20400 0.99685 0.00486 0.99796 -0.06386 0.97951 -0.20106 "2023-09-05 23:40:00" "2023-09-05 23:10:00"
20400 0.99685 0.00486 0.99796 -0.06386 0.98684 -0.14748 "2023-09-05 23:40:00" "2023-09-05 23:20:00"
20400 0.99685 0.00486 0.99796 -0.06386 0.99922 -0.01918 "2023-09-05 23:40:00" "2023-09-05 23:30:00"
20400 0.99685 0.00486 0.99796 -0.06386 0.99580 0.08363 "2023-09-05 23:40:00" "2023-09-05 23:40:00"
21000 0.99544 -0.00807 0.99874 0.05012 0.98348 -0.18050 "2023-09-05 23:50:00" "2023-09-05 23:00:00"
21000 0.99544 -0.00807 0.99874 0.05012 0.97951 -0.20106 "2023-09-05 23:50:00" "2023-09-05 23:10:00"
21000 0.99544 -0.00807 0.99874 0.05012 0.98684 -0.14748 "2023-09-05 23:50:00" "2023-09-05 23:20:00"
21000 0.99544 -0.00807 0.99874 0.05012 0.99922 -0.01918 "2023-09-05 23:50:00" "2023-09-05 23:30:00"
21000 0.99544 -0.00807 0.99874 0.05012 0.99580 0.08363 "2023-09-05 23:50:00" "2023-09-05 23:40:00"
21000 0.99544 -0.00807 0.99874 0.05012 0.99700 0.07496 "2023-09-05 23:50:00" "2023-09-05 23:50:00"
21600 0.99025 -0.05104 0.99414 0.10812 0.97951 -0.20106 "2023-09-06 00:00:00" "2023-09-05 23:10:00"
21600 0.99025 -0.05104 0.99414 0.10812 0.98684 -0.14748 "2023-09-06 00:00:00" "2023-09-05 23:20:00"
21600 0.99025 -0.05104 0.99414 0.10812 0.99922 -0.01918 "2023-09-06 00:00:00" "2023-09-05 23:30:00"
21600 0.99025 -0.05104 0.99414 0.10812 0.99580 0.08363 "2023-09-06 00:00:00" "2023-09-05 23:40:00"
21600 0.99025 -0.05104 0.99414 0.10812 0.99700 0.07496 "2023-09-06 00:00:00" "2023-09-05 23:50:00"
21600 0.99025 -0.05104 0.99414 0.10812 0.99878 0.03138 "2023-09-06 00:00:00" "2023-09-06 00:00:00"
22200 0.97417 -0.13602 0.99281 0.11969 0.98684 -0.14748 "2023-09-06 00:10:00" "2023-09-05 23:20:00"
22200 0.97417 -0.13602 0.99281 0.11969 0.99922 -0.01918 "2023-09-06 00:10:00" "2023-09-05 23:30:00"
22200 0.97417 -0.13602 0.99281 0.11969 0.99580 0.08363 "2023-09-06 00:10:00" "2023-09-05 23:40:00"
22200 0.97417 -0.13602 0.99281 0.11969 0.99700 0.07496 "2023-09-06 00:10:00" "2023-09-05 23:50:00"
22200 0.97417 -0.13602 0.99281 0.11969 0.99878 0.03138 "2023-09-06 00:10:00" "2023-09-06 00:00:00"
22200 0.97417 -0.13602 0.99281 0.11969 0.99985 -0.00698 "2023-09-06 00:10:00" "2023-09-06 00:10:00"
22800 0.95712 -0.22069 0.99127 0.13181 0.99922 -0.01918 "2023-09-06 00:20:00" "2023-09-05 23:30:00"
