20230907
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY persistence_WD_VX persistence_WD_VY Date_of_forecast Date_of_computing
18000 0.31957 -0.88960 0.68820 0.72552 0.12320 -0.98952 "2023-09-07 23:00:00" "2023-09-07 23:00:00"
18600 0.42436 -0.84558 0.69337 0.72058 0.12320 -0.98952 "2023-09-07 23:10:00" "2023-09-07 23:00:00"
18600 0.42436 -0.84558 0.69337 0.72058 0.14933 -0.98737 "2023-09-07 23:10:00" "2023-09-07 23:10:00"
19200 0.48321 -0.82031 0.73089 0.68250 0.12320 -0.98952 "2023-09-07 23:20:00" "2023-09-07 23:00:00"
19200 0.48321 -0.82031 0.73089 0.68250 0.14933 -0.98737 "2023-09-07 23:20:00" "2023-09-07 23:10:00"
19200 0.48321 -0.82031 0.73089 0.68250 0.36722 -0.90890 "2023-09-07 23:20:00" "2023-09-07 23:20:00"
19800 0.56767 -0.78540 0.74757 0.66418 0.12320 -0.98952 "2023-09-07 23:30:00" "2023-09-07 23:00:00"
19800 0.56767 -0.78540 0.74757 0.66418 0.14933 -0.98737 "2023-09-07 23:30:00" "2023-09-07 23:10:00"
19800 0.56767 -0.78540 0.74757 0.66418 0.36722 -0.90890 "2023-09-07 23:30:00" "2023-09-07 23:20:00"
19800 0.56767 -0.78540 0.74757 0.66418 0.74626 -0.65556 "2023-09-07 23:30:00" "2023-09-07 23:30:00"
20400 0.64595 -0.74689 0.71076 0.70343 0.12320 -0.98952 "2023-09-07 23:40:00" "2023-09-07 23:00:00"
20400 0.64595 -0.74689 0.71076 0.70343 0.14933 -0.98737 "2023-09-07 23:40:00" "2023-09-07 23:10:00"
20400 0.64595 -0.74689 0.71076 0.70343 0.36722 -0.90890 "2023-09-07 23:40:00" "2023-09-07 23:20:00"
20400 0.64595 -0.74689 0.71076 0.70343 0.74626 -0.65556 "2023-09-07 23:40:00" "2023-09-07 23:30:00"
20400 0.64595 -0.74689 0.71076 0.70343 0.77305 -0.62812 "2023-09-07 23:40:00" "2023-09-07 23:40:00"
21000 0.66978 -0.73300 0.69914 0.71499 0.12320 -0.98952 "2023-09-07 23:50:00" "2023-09-07 23:00:00"
21000 0.66978 -0.73300 0.69914 0.71499 0.14933 -0.98737 "2023-09-07 23:50:00" "2023-09-07 23:10:00"
21000 0.66978 -0.73300 0.69914 0.71499 0.36722 -0.90890 "2023-09-07 23:50:00" "2023-09-07 23:20:00"
21000 0.66978 -0.73300 0.69914 0.71499 0.74626 -0.65556 "2023-09-07 23:50:00" "2023-09-07 23:30:00"
21000 0.66978 -0.73300 0.69914 0.71499 0.77305 -0.62812 "2023-09-07 23:50:00" "2023-09-07 23:40:00"
21000 0.66978 -0.73300 0.69914 0.71499 0.57722 -0.81524 "2023-09-07 23:50:00" "2023-09-07 23:50:00"
21600 0.64523 -0.75923 0.72460 0.68917 0.14933 -0.98737 "2023-09-08 00:00:00" "2023-09-07 23:10:00"
21600 0.64523 -0.75923 0.72460 0.68917 0.36722 -0.90890 "2023-09-08 00:00:00" "2023-09-07 23:20:00"
21600 0.64523 -0.75923 0.72460 0.68917 0.74626 -0.65556 "2023-09-08 00:00:00" "2023-09-07 23:30:00"
21600 0.64523 -0.75923 0.72460 0.68917 0.77305 -0.62812 "2023-09-08 00:00:00" "2023-09-07 23:40:00"
21600 0.64523 -0.75923 0.72460 0.68917 0.57722 -0.81524 "2023-09-08 00:00:00" "2023-09-07 23:50:00"
21600 0.64523 -0.75923 0.72460 0.68917 0.60676 -0.79361 "2023-09-08 00:00:00" "2023-09-08 00:00:00"
22200 0.63282 -0.77208 0.73900 0.67371 0.36722 -0.90890 "2023-09-08 00:10:00" "2023-09-07 23:20:00"
22200 0.63282 -0.77208 0.73900 0.67371 0.74626 -0.65556 "2023-09-08 00:10:00" "2023-09-07 23:30:00"
