20230911
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY "AR_WIND_DIRECTION (°)_VX" "AR_WIND_DIRECTION (°)_VY" Date_of_forecast Date_of_computing
18000 -0.12196 0.98850 -0.27579 0.96122 -0.11679 0.99312 "2023-09-11 23:00:00" "2023-09-11 23:00:00"
18600 -0.10419 0.99084 -0.27175 0.96237 -0.09806 0.99518 "2023-09-11 23:10:00" "2023-09-11 23:00:00"
18600 -0.10419 0.99084 -0.27175 0.96237 -0.10805 0.99415 "2023-09-11 23:10:00" "2023-09-11 23:10:00"
19200 -0.08553 0.99341 -0.27350 0.96187 -0.08961 0.99598 "2023-09-11 23:20:00" "2023-09-11 23:00:00"
19200 -0.08553 0.99341 -0.27350 0.96187 -0.10570 0.99440 "2023-09-11 23:20:00" "2023-09-11 23:10:00"
19200 -0.08553 0.99341 -0.27350 0.96187 -0.08760 0.99615 "2023-09-11 23:20:00" "2023-09-11 23:20:00"
19800 -0.06702 0.99553 -0.26880 0.96320 -0.07890 0.99687 "2023-09-11 23:30:00" "2023-09-11 23:00:00"
19800 -0.06702 0.99553 -0.26880 0.96320 -0.09966 0.99502 "2023-09-11 23:30:00" "2023-09-11 23:10:00"
19800 -0.06702 0.99553 -0.26880 0.96320 -0.07273 0.99734 "2023-09-11 23:30:00" "2023-09-11 23:20:00"
19800 -0.06702 0.99553 -0.26880 0.96320 -0.06104 0.99812 "2023-09-11 23:30:00" "2023-09-11 23:30:00"
20400 -0.06429 0.99579 -0.25650 0.96654 -0.07195 0.99741 "2023-09-11 23:40:00" "2023-09-11 23:00:00"
20400 -0.06429 0.99579 -0.25650 0.96654 -0.09565 0.99541 "2023-09-11 23:40:00" "2023-09-11 23:10:00"
20400 -0.06429 0.99579 -0.25650 0.96654 -0.06145 0.99811 "2023-09-11 23:40:00" "2023-09-11 23:20:00"
20400 -0.06429 0.99579 -0.25650 0.96654 -0.04688 0.99890 "2023-09-11 23:40:00" "2023-09-11 23:30:00"
20400 -0.06429 0.99579 -0.25650 0.96654 -0.06493 0.99789 "2023-09-11 23:40:00" "2023-09-11 23:40:00"
21000 -0.08584 0.99381 -0.24933 0.96842 -0.07547 0.99714 "2023-09-11 23:50:00" "2023-09-11 23:00:00"
21000 -0.08584 0.99381 -0.24933 0.96842 -0.10089 0.99489 "2023-09-11 23:50:00" "2023-09-11 23:10:00"
21000 -0.08584 0.99381 -0.24933 0.96842 -0.06221 0.99806 "2023-09-11 23:50:00" "2023-09-11 23:20:00"
21000 -0.08584 0.99381 -0.24933 0.96842 -0.04423 0.99902 "2023-09-11 23:50:00" "2023-09-11 23:30:00"
21000 -0.08584 0.99381 -0.24933 0.96842 -0.07425 0.99722 "2023-09-11 23:50:00" "2023-09-11 23:40:00"
21000 -0.08584 0.99381 -0.24933 0.96842 -0.08249 0.99655 "2023-09-11 23:50:00" "2023-09-11 23:50:00"
