20230915
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY "AR_WIND_DIRECTION (°)_VX" "AR_WIND_DIRECTION (°)_VY" Date_of_forecast Date_of_computing
18000 -0.15620 0.98089 -0.67804 0.73502 -0.15557 0.98782 "2023-09-15 23:00:00" "2023-09-15 23:00:00"
18600 -0.19482 0.97057 -0.72347 0.69035 -0.19146 0.98139 "2023-09-15 23:10:00" "2023-09-15 23:00:00"
18600 -0.19482 0.97057 -0.72347 0.69035 -0.22265 0.97476 "2023-09-15 23:10:00" "2023-09-15 23:10:00"
19200 -0.23456 0.95765 -0.76094 0.64883 -0.23836 0.97109 "2023-09-15 23:20:00" "2023-09-15 23:00:00"
19200 -0.23456 0.95765 -0.76094 0.64883 -0.27527 0.96124 "2023-09-15 23:20:00" "2023-09-15 23:10:00"
19200 -0.23456 0.95765 -0.76094 0.64883 -0.25767 0.96617 "2023-09-15 23:20:00" "2023-09-15 23:20:00"
19800 -0.27452 0.94260 -0.79278 0.60951 -0.28022 0.95987 "2023-09-15 23:30:00" "2023-09-15 23:00:00"
19800 -0.27452 0.94260 -0.79278 0.60951 -0.32399 0.94596 "2023-09-15 23:30:00" "2023-09-15 23:10:00"
19800 -0.27452 0.94260 -0.79278 0.60951 -0.29277 0.95613 "2023-09-15 23:30:00" "2023-09-15 23:20:00"
19800 -0.27452 0.94260 -0.79278 0.60951 -0.30859 0.95113 "2023-09-15 23:30:00" "2023-09-15 23:30:00"
20400 -0.35290 0.92189 -0.82472 0.56554 -0.33139 0.94335 "2023-09-15 23:40:00" "2023-09-15 23:00:00"
20400 -0.35290 0.92189 -0.82472 0.56554 -0.37741 0.92588 "2023-09-15 23:40:00" "2023-09-15 23:10:00"
20400 -0.35290 0.92189 -0.82472 0.56554 -0.33588 0.94180 "2023-09-15 23:40:00" "2023-09-15 23:20:00"
20400 -0.35290 0.92189 -0.82472 0.56554 -0.35410 0.93508 "2023-09-15 23:40:00" "2023-09-15 23:30:00"
20400 -0.35290 0.92189 -0.82472 0.56554 -0.36586 0.93055 "2023-09-15 23:40:00" "2023-09-15 23:40:00"
21000 -0.42140 0.90081 -0.85248 0.52276 -0.38114 0.92438 "2023-09-15 23:50:00" "2023-09-15 23:00:00"
21000 -0.42140 0.90081 -0.85248 0.52276 -0.42664 0.90429 "2023-09-15 23:50:00" "2023-09-15 23:10:00"
21000 -0.42140 0.90081 -0.85248 0.52276 -0.37671 0.92625 "2023-09-15 23:50:00" "2023-09-15 23:20:00"
21000 -0.42140 0.90081 -0.85248 0.52276 -0.39716 0.91766 "2023-09-15 23:50:00" "2023-09-15 23:30:00"
21000 -0.42140 0.90081 -0.85248 0.52276 -0.41110 0.91148 "2023-09-15 23:50:00" "2023-09-15 23:40:00"
21000 -0.42140 0.90081 -0.85248 0.52276 -0.42758 0.90386 "2023-09-15 23:50:00" "2023-09-15 23:50:00"
21600 -0.45877 0.88647 -0.87095 0.49136 -0.46706 0.88417 "2023-09-16 00:00:00" "2023-09-15 23:10:00"
21600 -0.45877 0.88647 -0.87095 0.49136 -0.41113 0.91153 "2023-09-16 00:00:00" "2023-09-15 23:20:00"
21600 -0.45877 0.88647 -0.87095 0.49136 -0.43208 0.90179 "2023-09-16 00:00:00" "2023-09-15 23:30:00"
21600 -0.45877 0.88647 -0.87095 0.49136 -0.44874 0.89360 "2023-09-16 00:00:00" "2023-09-15 23:40:00"
21600 -0.45877 0.88647 -0.87095 0.49136 -0.46861 0.88332 "2023-09-16 00:00:00" "2023-09-15 23:50:00"
21600 -0.45877 0.88647 -0.87095 0.49136 -0.46142 0.88714 "2023-09-16 00:00:00" "2023-09-16 00:00:00"
22200 -0.48149 0.87515 -0.87449 0.48504 -0.43182 0.90196 "2023-09-16 00:10:00" "2023-09-15 23:20:00"
22200 -0.48149 0.87515 -0.87449 0.48504 -0.45258 0.89172 "2023-09-16 00:10:00" "2023-09-15 23:30:00"
22200 -0.48149 0.87515 -0.87449 0.48504 -0.47141 0.88191 "2023-09-16 00:10:00" "2023-09-15 23:40:00"
22200 -0.48149 0.87515 -0.87449 0.48504 -0.49580 0.86843 "2023-09-16 00:10:00" "2023-09-15 23:50:00"
22200 -0.48149 0.87515 -0.87449 0.48504 -0.47933 0.87764 "2023-09-16 00:10:00" "2023-09-16 00:00:00"
22200 -0.48149 0.87515 -0.87449 0.48504 -0.46731 0.88409 "2023-09-16 00:10:00" "2023-09-16 00:10:00"
22800 -0.51834 0.85125 -0.88166 0.47188 -0.46693 0.88427 "2023-09-16 00:20:00" "2023-09-15 23:30:00"
22800 -0.51834 0.85125 -0.88166 0.47188 -0.48704 0.87336 "2023-09-16 00:20:00" "2023-09-15 23:40:00"
22800 -0.51834 0.85125 -0.88166 0.47188 -0.51482 0.85726 "2023-09-16 00:20:00" "2023-09-15 23:50:00"
22800 -0.51834 0.85125 -0.88166 0.47188 -0.49180 0.87069 "2023-09-16 00:20:00" "2023-09-16 00:00:00"
22800 -0.51834 0.85125 -0.88166 0.47188 -0.46910 0.88314 "2023-09-16 00:20:00" "2023-09-16 00:10:00"
22800 -0.51834 0.85125 -0.88166 0.47188 -0.51329 0.85816 "2023-09-16 00:20:00" "2023-09-16 00:20:00"
23400 -0.55975 0.81914 -0.88882 0.45825 -0.49640 0.86809 "2023-09-16 00:30:00" "2023-09-15 23:40:00"
23400 -0.55975 0.81914 -0.88882 0.45825 -0.52688 0.84994 "2023-09-16 00:30:00" "2023-09-15 23:50:00"
23400 -0.55975 0.81914 -0.88882 0.45825 -0.49773 0.86733 "2023-09-16 00:30:00" "2023-09-16 00:00:00"
23400 -0.55975 0.81914 -0.88882 0.45825 -0.46375 0.88595 "2023-09-16 00:30:00" "2023-09-16 00:10:00"
23400 -0.55975 0.81914 -0.88882 0.45825 -0.53375 0.84564 "2023-09-16 00:30:00" "2023-09-16 00:20:00"
23400 -0.55975 0.81914 -0.88882 0.45825 -0.54033 0.84144 "2023-09-16 00:30:00" "2023-09-16 00:30:00"
24000 -0.60206 0.78432 -0.87682 0.48082 -0.52119 0.85343 "2023-09-16 00:40:00" "2023-09-15 23:50:00"
24000 -0.60206 0.78432 -0.87682 0.48082 -0.48668 0.87355 "2023-09-16 00:40:00" "2023-09-16 00:00:00"
24000 -0.60206 0.78432 -0.87682 0.48082 -0.44079 0.89754 "2023-09-16 00:40:00" "2023-09-16 00:10:00"
24000 -0.60206 0.78432 -0.87682 0.48082 -0.53461 0.84509 "2023-09-16 00:40:00" "2023-09-16 00:20:00"
24000 -0.60206 0.78432 -0.87682 0.48082 -0.54836 0.83624 "2023-09-16 00:40:00" "2023-09-16 00:30:00"
24000 -0.60206 0.78432 -0.87682 0.48082 -0.59390 0.80447 "2023-09-16 00:40:00" "2023-09-16 00:40:00"
24600 -0.64327 0.75015 -0.86454 0.50256 -0.45496 0.89043 "2023-09-16 00:50:00" "2023-09-16 00:00:00"
24600 -0.64327 0.75015 -0.86454 0.50256 -0.39326 0.91926 "2023-09-16 00:50:00" "2023-09-16 00:10:00"
24600 -0.64327 0.75015 -0.86454 0.50256 -0.51120 0.85940 "2023-09-16 00:50:00" "2023-09-16 00:20:00"
24600 -0.64327 0.75015 -0.86454 0.50256 -0.53475 0.84499 "2023-09-16 00:50:00" "2023-09-16 00:30:00"
24600 -0.64327 0.75015 -0.86454 0.50256 -0.61077 0.79179 "2023-09-16 00:50:00" "2023-09-16 00:40:00"
24600 -0.64327 0.75015 -0.86454 0.50256 -0.63665 0.77104 "2023-09-16 00:50:00" "2023-09-16 00:50:00"
25200 -0.69024 0.71105 -0.87102 0.49124 -0.36549 0.93080 "2023-09-16 01:00:00" "2023-09-16 00:10:00"
25200 -0.69024 0.71105 -0.87102 0.49124 -0.50473 0.86327 "2023-09-16 01:00:00" "2023-09-16 00:20:00"
25200 -0.69024 0.71105 -0.87102 0.49124 -0.53734 0.84336 "2023-09-16 01:00:00" "2023-09-16 00:30:00"
25200 -0.69024 0.71105 -0.87102 0.49124 -0.64307 0.76568 "2023-09-16 01:00:00" "2023-09-16 00:40:00"
25200 -0.69024 0.71105 -0.87102 0.49124 -0.68696 0.72638 "2023-09-16 01:00:00" "2023-09-16 00:50:00"
25200 -0.69024 0.71105 -0.87102 0.49124 -0.69042 0.72324 "2023-09-16 01:00:00" "2023-09-16 01:00:00"
25800 -0.74471 0.65943 -0.87935 0.47617 -0.49361 0.86968 "2023-09-16 01:10:00" "2023-09-16 00:20:00"
25800 -0.74471 0.65943 -0.87935 0.47617 -0.53501 0.84484 "2023-09-16 01:10:00" "2023-09-16 00:30:00"
25800 -0.74471 0.65943 -0.87935 0.47617 -0.66658 0.74536 "2023-09-16 01:10:00" "2023-09-16 00:40:00"
25800 -0.74471 0.65943 -0.87935 0.47617 -0.72678 0.68664 "2023-09-16 01:10:00" "2023-09-16 00:50:00"
25800 -0.74471 0.65943 -0.87935 0.47617 -0.72098 0.69279 "2023-09-16 01:10:00" "2023-09-16 01:00:00"
25800 -0.74471 0.65943 -0.87935 0.47617 -0.74660 0.66488 "2023-09-16 01:10:00" "2023-09-16 01:10:00"
26400 -0.77397 0.62817 -0.89650 0.44304 -0.53381 0.84559 "2023-09-16 01:20:00" "2023-09-16 00:30:00"
26400 -0.77397 0.62817 -0.89650 0.44304 -0.68912 0.72464 "2023-09-16 01:20:00" "2023-09-16 00:40:00"
26400 -0.77397 0.62817 -0.89650 0.44304 -0.76223 0.64724 "2023-09-16 01:20:00" "2023-09-16 00:50:00"
26400 -0.77397 0.62817 -0.89650 0.44304 -0.75088 0.66040 "2023-09-16 01:20:00" "2023-09-16 01:00:00"
26400 -0.77397 0.62817 -0.89650 0.44304 -0.79177 0.61062 "2023-09-16 01:20:00" "2023-09-16 01:10:00"
26400 -0.77397 0.62817 -0.89650 0.44304 -0.77250 0.63499 "2023-09-16 01:20:00" "2023-09-16 01:20:00"
27000 -0.79360 0.60214 -0.90636 0.42251 -0.69039 0.72344 "2023-09-16 01:30:00" "2023-09-16 00:40:00"
27000 -0.79360 0.60214 -0.90636 0.42251 -0.77653 0.63005 "2023-09-16 01:30:00" "2023-09-16 00:50:00"
27000 -0.79360 0.60214 -0.90636 0.42251 -0.76011 0.64978 "2023-09-16 01:30:00" "2023-09-16 01:00:00"
27000 -0.79360 0.60214 -0.90636 0.42251 -0.81612 0.57776 "2023-09-16 01:30:00" "2023-09-16 01:10:00"
27000 -0.79360 0.60214 -0.90636 0.42251 -0.77919 0.62678 "2023-09-16 01:30:00" "2023-09-16 01:20:00"
27000 -0.79360 0.60214 -0.90636 0.42251 -0.78944 0.61376 "2023-09-16 01:30:00" "2023-09-16 01:30:00"
27600 -0.81197 0.57559 -0.92932 0.36927 -0.78996 0.61315 "2023-09-16 01:40:00" "2023-09-16 00:50:00"
27600 -0.81197 0.57559 -0.92932 0.36927 -0.76830 0.64009 "2023-09-16 01:40:00" "2023-09-16 01:00:00"
27600 -0.81197 0.57559 -0.92932 0.36927 -0.83817 0.54537 "2023-09-16 01:40:00" "2023-09-16 01:10:00"
