20230920
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY persistence_WD_VX persistence_WD_VY Date_of_forecast Date_of_computing
18000 0.61248 -0.78946 0.27366 -0.96183 0.62382 -0.78144 "2023-09-20 23:00:00" "2023-09-20 23:00:00"
18600 0.60642 -0.79434 0.34954 -0.93692 0.62382 -0.78144 "2023-09-20 23:10:00" "2023-09-20 23:00:00"
18600 0.60642 -0.79434 0.34954 -0.93692 0.62511 -0.78026 "2023-09-20 23:10:00" "2023-09-20 23:10:00"
19200 0.60957 -0.79177 0.35955 -0.93313 0.62382 -0.78144 "2023-09-20 23:20:00" "2023-09-20 23:00:00"
19200 0.60957 -0.79177 0.35955 -0.93313 0.62511 -0.78026 "2023-09-20 23:20:00" "2023-09-20 23:10:00"
19200 0.60957 -0.79177 0.35955 -0.93313 0.61276 -0.78997 "2023-09-20 23:20:00" "2023-09-20 23:20:00"
19800 0.61570 -0.78640 0.36665 -0.93036 0.62382 -0.78144 "2023-09-20 23:30:00" "2023-09-20 23:00:00"
19800 0.61570 -0.78640 0.36665 -0.93036 0.62511 -0.78026 "2023-09-20 23:30:00" "2023-09-20 23:10:00"
19800 0.61570 -0.78640 0.36665 -0.93036 0.61276 -0.78997 "2023-09-20 23:30:00" "2023-09-20 23:20:00"
19800 0.61570 -0.78640 0.36665 -0.93036 0.56895 -0.82166 "2023-09-20 23:30:00" "2023-09-20 23:30:00"
20400 0.62191 -0.78103 0.41542 -0.90963 0.62382 -0.78144 "2023-09-20 23:40:00" "2023-09-20 23:00:00"
20400 0.62191 -0.78103 0.41542 -0.90963 0.62511 -0.78026 "2023-09-20 23:40:00" "2023-09-20 23:10:00"
20400 0.62191 -0.78103 0.41542 -0.90963 0.61276 -0.78997 "2023-09-20 23:40:00" "2023-09-20 23:20:00"
20400 0.62191 -0.78103 0.41542 -0.90963 0.56895 -0.82166 "2023-09-20 23:40:00" "2023-09-20 23:30:00"
20400 0.62191 -0.78103 0.41542 -0.90963 0.58345 -0.81196 "2023-09-20 23:40:00" "2023-09-20 23:40:00"
21000 0.62265 -0.78054 0.47025 -0.88253 0.62382 -0.78144 "2023-09-20 23:50:00" "2023-09-20 23:00:00"
21000 0.62265 -0.78054 0.47025 -0.88253 0.62511 -0.78026 "2023-09-20 23:50:00" "2023-09-20 23:10:00"
21000 0.62265 -0.78054 0.47025 -0.88253 0.61276 -0.78997 "2023-09-20 23:50:00" "2023-09-20 23:20:00"
21000 0.62265 -0.78054 0.47025 -0.88253 0.56895 -0.82166 "2023-09-20 23:50:00" "2023-09-20 23:30:00"
21000 0.62265 -0.78054 0.47025 -0.88253 0.58345 -0.81196 "2023-09-20 23:50:00" "2023-09-20 23:40:00"
21000 0.62265 -0.78054 0.47025 -0.88253 0.63721 -0.77025 "2023-09-20 23:50:00" "2023-09-20 23:50:00"
21600 0.63134 -0.77407 0.50040 -0.86579 0.62511 -0.78026 "2023-09-21 00:00:00" "2023-09-20 23:10:00"
