20230924
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) PERSISTENCE(m/s) Date_of_forecast Date_of_computing
18000 2.45781 6.97670 2.26100 "2023-09-24 11:00:00" "2023-09-24 11:00:00"
18600 2.56107 6.64333 2.26100 "2023-09-24 11:10:00" "2023-09-24 11:00:00"
18600 2.56107 6.64333 2.74222 "2023-09-24 11:10:00" "2023-09-24 11:10:00"
18600 2.56107 6.64333 2.26100 "2023-09-24 11:10:00" "2023-09-24 11:00:00"
18600 2.56107 6.64333 2.74222 "2023-09-24 11:10:00" "2023-09-24 11:10:00"
19200 2.69141 6.58699 2.26100 "2023-09-24 11:20:00" "2023-09-24 11:00:00"
19200 2.69141 6.58699 2.74222 "2023-09-24 11:20:00" "2023-09-24 11:10:00"
19200 2.69141 6.58699 2.95333 "2023-09-24 11:20:00" "2023-09-24 11:20:00"
19200 2.69141 6.58699 2.26100 "2023-09-24 11:20:00" "2023-09-24 11:00:00"
19200 2.69141 6.58699 2.74222 "2023-09-24 11:20:00" "2023-09-24 11:10:00"
19200 2.69141 6.58699 2.95333 "2023-09-24 11:20:00" "2023-09-24 11:20:00"
19200 2.69141 6.58699 2.26100 "2023-09-24 11:20:00" "2023-09-24 11:00:00"
19200 2.69141 6.58699 2.74222 "2023-09-24 11:20:00" "2023-09-24 11:10:00"
19200 2.69141 6.58699 2.95333 "2023-09-24 11:20:00" "2023-09-24 11:20:00"
19800 2.75229 6.54113 2.26100 "2023-09-24 11:30:00" "2023-09-24 11:00:00"
19800 2.75229 6.54113 2.74222 "2023-09-24 11:30:00" "2023-09-24 11:10:00"
19800 2.75229 6.54113 2.95333 "2023-09-24 11:30:00" "2023-09-24 11:20:00"
19800 2.75229 6.54113 3.03400 "2023-09-24 11:30:00" "2023-09-24 11:30:00"
19800 2.75229 6.54113 2.26100 "2023-09-24 11:30:00" "2023-09-24 11:00:00"
19800 2.75229 6.54113 2.74222 "2023-09-24 11:30:00" "2023-09-24 11:10:00"
19800 2.75229 6.54113 2.95333 "2023-09-24 11:30:00" "2023-09-24 11:20:00"
19800 2.75229 6.54113 3.03400 "2023-09-24 11:30:00" "2023-09-24 11:30:00"
19800 2.75229 6.54113 2.26100 "2023-09-24 11:30:00" "2023-09-24 11:00:00"
19800 2.75229 6.54113 2.74222 "2023-09-24 11:30:00" "2023-09-24 11:10:00"
19800 2.75229 6.54113 2.95333 "2023-09-24 11:30:00" "2023-09-24 11:20:00"
19800 2.75229 6.54113 3.03400 "2023-09-24 11:30:00" "2023-09-24 11:30:00"
19800 2.75229 6.54113 2.26100 "2023-09-24 11:30:00" "2023-09-24 11:00:00"
19800 2.75229 6.54113 2.74222 "2023-09-24 11:30:00" "2023-09-24 11:10:00"
19800 2.75229 6.54113 2.95333 "2023-09-24 11:30:00" "2023-09-24 11:20:00"
19800 2.75229 6.54113 3.03400 "2023-09-24 11:30:00" "2023-09-24 11:30:00"
20400 2.80097 6.39718 2.26100 "2023-09-24 11:40:00" "2023-09-24 11:00:00"
20400 2.80097 6.39718 2.74222 "2023-09-24 11:40:00" "2023-09-24 11:10:00"
20400 2.80097 6.39718 2.95333 "2023-09-24 11:40:00" "2023-09-24 11:20:00"
20400 2.80097 6.39718 3.03400 "2023-09-24 11:40:00" "2023-09-24 11:30:00"
20400 2.80097 6.39718 3.31700 "2023-09-24 11:40:00" "2023-09-24 11:40:00"
20400 2.80097 6.39718 2.26100 "2023-09-24 11:40:00" "2023-09-24 11:00:00"
20400 2.80097 6.39718 2.74222 "2023-09-24 11:40:00" "2023-09-24 11:10:00"
20400 2.80097 6.39718 2.95333 "2023-09-24 11:40:00" "2023-09-24 11:20:00"
20400 2.80097 6.39718 3.03400 "2023-09-24 11:40:00" "2023-09-24 11:30:00"
20400 2.80097 6.39718 3.31700 "2023-09-24 11:40:00" "2023-09-24 11:40:00"
20400 2.80097 6.39718 2.26100 "2023-09-24 11:40:00" "2023-09-24 11:00:00"
20400 2.80097 6.39718 2.74222 "2023-09-24 11:40:00" "2023-09-24 11:10:00"
20400 2.80097 6.39718 2.95333 "2023-09-24 11:40:00" "2023-09-24 11:20:00"
20400 2.80097 6.39718 3.03400 "2023-09-24 11:40:00" "2023-09-24 11:30:00"
20400 2.80097 6.39718 3.31700 "2023-09-24 11:40:00" "2023-09-24 11:40:00"
20400 2.80097 6.39718 2.26100 "2023-09-24 11:40:00" "2023-09-24 11:00:00"
20400 2.80097 6.39718 2.74222 "2023-09-24 11:40:00" "2023-09-24 11:10:00"
20400 2.80097 6.39718 2.95333 "2023-09-24 11:40:00" "2023-09-24 11:20:00"
20400 2.80097 6.39718 3.03400 "2023-09-24 11:40:00" "2023-09-24 11:30:00"
20400 2.80097 6.39718 3.31700 "2023-09-24 11:40:00" "2023-09-24 11:40:00"
20400 2.80097 6.39718 2.26100 "2023-09-24 11:40:00" "2023-09-24 11:00:00"
20400 2.80097 6.39718 2.74222 "2023-09-24 11:40:00" "2023-09-24 11:10:00"
20400 2.80097 6.39718 2.95333 "2023-09-24 11:40:00" "2023-09-24 11:20:00"
20400 2.80097 6.39718 3.03400 "2023-09-24 11:40:00" "2023-09-24 11:30:00"
20400 2.80097 6.39718 3.31700 "2023-09-24 11:40:00" "2023-09-24 11:40:00"
