20230928
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) "AR_WIND_SPEED (m/s)" Date_of_forecast Date_of_computing
18000 6.47149 9.20319 6.53314 "2023-09-28 11:00:00" "2023-09-28 11:00:00"
18600 6.62651 9.33073 6.84279 "2023-09-28 11:10:00" "2023-09-28 11:00:00"
18600 6.62651 9.33073 6.59475 "2023-09-28 11:10:00" "2023-09-28 11:10:00"
19200 6.76336 9.49789 7.09661 "2023-09-28 11:20:00" "2023-09-28 11:00:00"
19200 6.76336 9.49789 6.76718 "2023-09-28 11:20:00" "2023-09-28 11:10:00"
19200 6.76336 9.49789 6.80038 "2023-09-28 11:20:00" "2023-09-28 11:20:00"
19800 6.77469 9.53850 7.45294 "2023-09-28 11:30:00" "2023-09-28 11:00:00"
19800 6.77469 9.53850 7.04794 "2023-09-28 11:30:00" "2023-09-28 11:10:00"
19800 6.77469 9.53850 7.05208 "2023-09-28 11:30:00" "2023-09-28 11:20:00"
19800 6.77469 9.53850 6.73249 "2023-09-28 11:30:00" "2023-09-28 11:30:00"
20400 6.74730 9.45357 7.68576 "2023-09-28 11:40:00" "2023-09-28 11:00:00"
20400 6.74730 9.45357 7.22015 "2023-09-28 11:40:00" "2023-09-28 11:10:00"
20400 6.74730 9.45357 7.21727 "2023-09-28 11:40:00" "2023-09-28 11:20:00"
20400 6.74730 9.45357 6.67409 "2023-09-28 11:40:00" "2023-09-28 11:30:00"
20400 6.74730 9.45357 6.75765 "2023-09-28 11:40:00" "2023-09-28 11:40:00"
21000 6.73944 9.37810 7.89565 "2023-09-28 11:50:00" "2023-09-28 11:00:00"
21000 6.73944 9.37810 7.38995 "2023-09-28 11:50:00" "2023-09-28 11:10:00"
21000 6.73944 9.37810 7.37840 "2023-09-28 11:50:00" "2023-09-28 11:20:00"
21000 6.73944 9.37810 6.66824 "2023-09-28 11:50:00" "2023-09-28 11:30:00"
21000 6.73944 9.37810 6.76420 "2023-09-28 11:50:00" "2023-09-28 11:40:00"
21000 6.73944 9.37810 6.75441 "2023-09-28 11:50:00" "2023-09-28 11:50:00"
