20230909
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) PERSISTENCE(m/s) Date_of_forecast Date_of_computing
18000 3.44693 3.08211 2.72500 "2023-09-09 11:00:00" "2023-09-09 11:00:00"
18600 2.98121 3.16715 2.72500 "2023-09-09 11:10:00" "2023-09-09 11:00:00"
18600 2.98121 3.16715 2.25500 "2023-09-09 11:10:00" "2023-09-09 11:10:00"
18600 2.98121 3.16715 2.72500 "2023-09-09 11:10:00" "2023-09-09 11:00:00"
18600 2.98121 3.16715 2.25500 "2023-09-09 11:10:00" "2023-09-09 11:10:00"
19200 2.71105 3.00755 2.72500 "2023-09-09 11:20:00" "2023-09-09 11:00:00"
19200 2.71105 3.00755 2.25500 "2023-09-09 11:20:00" "2023-09-09 11:10:00"
19200 2.71105 3.00755 2.32500 "2023-09-09 11:20:00" "2023-09-09 11:20:00"
19200 2.71105 3.00755 2.72500 "2023-09-09 11:20:00" "2023-09-09 11:00:00"
19200 2.71105 3.00755 2.25500 "2023-09-09 11:20:00" "2023-09-09 11:10:00"
19200 2.71105 3.00755 2.32500 "2023-09-09 11:20:00" "2023-09-09 11:20:00"
19200 2.71105 3.00755 2.72500 "2023-09-09 11:20:00" "2023-09-09 11:00:00"
19200 2.71105 3.00755 2.25500 "2023-09-09 11:20:00" "2023-09-09 11:10:00"
19200 2.71105 3.00755 2.32500 "2023-09-09 11:20:00" "2023-09-09 11:20:00"
19800 2.58910 2.93287 2.72500 "2023-09-09 11:30:00" "2023-09-09 11:00:00"
19800 2.58910 2.93287 2.25500 "2023-09-09 11:30:00" "2023-09-09 11:10:00"
19800 2.58910 2.93287 2.32500 "2023-09-09 11:30:00" "2023-09-09 11:20:00"
19800 2.58910 2.93287 2.38300 "2023-09-09 11:30:00" "2023-09-09 11:30:00"
19800 2.58910 2.93287 2.72500 "2023-09-09 11:30:00" "2023-09-09 11:00:00"
19800 2.58910 2.93287 2.25500 "2023-09-09 11:30:00" "2023-09-09 11:10:00"
19800 2.58910 2.93287 2.32500 "2023-09-09 11:30:00" "2023-09-09 11:20:00"
19800 2.58910 2.93287 2.38300 "2023-09-09 11:30:00" "2023-09-09 11:30:00"
19800 2.58910 2.93287 2.72500 "2023-09-09 11:30:00" "2023-09-09 11:00:00"
19800 2.58910 2.93287 2.25500 "2023-09-09 11:30:00" "2023-09-09 11:10:00"
19800 2.58910 2.93287 2.32500 "2023-09-09 11:30:00" "2023-09-09 11:20:00"
19800 2.58910 2.93287 2.38300 "2023-09-09 11:30:00" "2023-09-09 11:30:00"
19800 2.58910 2.93287 2.72500 "2023-09-09 11:30:00" "2023-09-09 11:00:00"
19800 2.58910 2.93287 2.25500 "2023-09-09 11:30:00" "2023-09-09 11:10:00"
19800 2.58910 2.93287 2.32500 "2023-09-09 11:30:00" "2023-09-09 11:20:00"
19800 2.58910 2.93287 2.38300 "2023-09-09 11:30:00" "2023-09-09 11:30:00"
20400 2.55292 3.04074 2.72500 "2023-09-09 11:40:00" "2023-09-09 11:00:00"
20400 2.55292 3.04074 2.25500 "2023-09-09 11:40:00" "2023-09-09 11:10:00"
20400 2.55292 3.04074 2.32500 "2023-09-09 11:40:00" "2023-09-09 11:20:00"
20400 2.55292 3.04074 2.38300 "2023-09-09 11:40:00" "2023-09-09 11:30:00"
20400 2.55292 3.04074 2.83300 "2023-09-09 11:40:00" "2023-09-09 11:40:00"
20400 2.55292 3.04074 2.72500 "2023-09-09 11:40:00" "2023-09-09 11:00:00"
