20230910
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) "AR_WIND_SPEED (m/s)" Date_of_forecast Date_of_computing
18000 17.61261 13.40320 17.57365 "2023-09-10 11:00:00" "2023-09-10 11:00:00"
18600 17.71761 13.06941 17.58426 "2023-09-10 11:10:00" "2023-09-10 11:00:00"
18600 17.71761 13.06941 17.78262 "2023-09-10 11:10:00" "2023-09-10 11:10:00"
19200 17.90728 12.68862 17.67433 "2023-09-10 11:20:00" "2023-09-10 11:00:00"
19200 17.90728 12.68862 18.03014 "2023-09-10 11:20:00" "2023-09-10 11:10:00"
19200 17.90728 12.68862 17.85248 "2023-09-10 11:20:00" "2023-09-10 11:20:00"
19800 18.13674 12.63059 17.48262 "2023-09-10 11:30:00" "2023-09-10 11:00:00"
19800 18.13674 12.63059 17.94856 "2023-09-10 11:30:00" "2023-09-10 11:10:00"
19800 18.13674 12.63059 17.70642 "2023-09-10 11:30:00" "2023-09-10 11:20:00"
19800 18.13674 12.63059 17.98451 "2023-09-10 11:30:00" "2023-09-10 11:30:00"
20400 18.41638 12.70874 17.10308 "2023-09-10 11:40:00" "2023-09-10 11:00:00"
20400 18.41638 12.70874 17.64022 "2023-09-10 11:40:00" "2023-09-10 11:10:00"
20400 18.41638 12.70874 17.36125 "2023-09-10 11:40:00" "2023-09-10 11:20:00"
20400 18.41638 12.70874 17.88484 "2023-09-10 11:40:00" "2023-09-10 11:30:00"
20400 18.41638 12.70874 18.32239 "2023-09-10 11:40:00" "2023-09-10 11:40:00"
21000 18.61021 12.79289 16.60594 "2023-09-10 11:50:00" "2023-09-10 11:00:00"
21000 18.61021 12.79289 17.18637 "2023-09-10 11:50:00" "2023-09-10 11:10:00"
21000 18.61021 12.79289 16.88096 "2023-09-10 11:50:00" "2023-09-10 11:20:00"
21000 18.61021 12.79289 17.56255 "2023-09-10 11:50:00" "2023-09-10 11:30:00"
21000 18.61021 12.79289 18.15356 "2023-09-10 11:50:00" "2023-09-10 11:40:00"
21000 18.61021 12.79289 18.66617 "2023-09-10 11:50:00" "2023-09-10 11:50:00"
21600 18.70702 13.05293 16.93022 "2023-09-10 12:00:00" "2023-09-10 11:10:00"
21600 18.70702 13.05293 16.61922 "2023-09-10 12:00:00" "2023-09-10 11:20:00"
21600 18.70702 13.05293 17.40501 "2023-09-10 12:00:00" "2023-09-10 11:30:00"
21600 18.70702 13.05293 18.10217 "2023-09-10 12:00:00" "2023-09-10 11:40:00"
21600 18.70702 13.05293 19.01505 "2023-09-10 12:00:00" "2023-09-10 11:50:00"
21600 18.70702 13.05293 18.74621 "2023-09-10 12:00:00" "2023-09-10 12:00:00"
22200 18.76493 13.32473 16.51471 "2023-09-10 12:10:00" "2023-09-10 11:20:00"
22200 18.76493 13.32473 17.36431 "2023-09-10 12:10:00" "2023-09-10 11:30:00"
22200 18.76493 13.32473 18.13940 "2023-09-10 12:10:00" "2023-09-10 11:40:00"
22200 18.76493 13.32473 19.32515 "2023-09-10 12:10:00" "2023-09-10 11:50:00"
22200 18.76493 13.32473 18.86527 "2023-09-10 12:10:00" "2023-09-10 12:00:00"
22200 18.76493 13.32473 18.67534 "2023-09-10 12:10:00" "2023-09-10 12:10:00"
22800 18.80851 13.67875 17.26639 "2023-09-10 12:20:00" "2023-09-10 11:30:00"
22800 18.80851 13.67875 18.06989 "2023-09-10 12:20:00" "2023-09-10 11:40:00"
22800 18.80851 13.67875 19.44155 "2023-09-10 12:20:00" "2023-09-10 11:50:00"
22800 18.80851 13.67875 18.86020 "2023-09-10 12:20:00" "2023-09-10 12:00:00"
22800 18.80851 13.67875 18.51537 "2023-09-10 12:20:00" "2023-09-10 12:10:00"
22800 18.80851 13.67875 18.91824 "2023-09-10 12:20:00" "2023-09-10 12:20:00"
23400 18.73372 13.88840 18.04301 "2023-09-10 12:30:00" "2023-09-10 11:40:00"
23400 18.73372 13.88840 19.53191 "2023-09-10 12:30:00" "2023-09-10 11:50:00"
23400 18.73372 13.88840 18.86648 "2023-09-10 12:30:00" "2023-09-10 12:00:00"
23400 18.73372 13.88840 18.41652 "2023-09-10 12:30:00" "2023-09-10 12:10:00"
23400 18.73372 13.88840 19.04243 "2023-09-10 12:30:00" "2023-09-10 12:20:00"
23400 18.73372 13.88840 18.81669 "2023-09-10 12:30:00" "2023-09-10 12:30:00"
24000 18.56923 14.09630 19.56156 "2023-09-10 12:40:00" "2023-09-10 11:50:00"
24000 18.56923 14.09630 18.84711 "2023-09-10 12:40:00" "2023-09-10 12:00:00"
24000 18.56923 14.09630 18.32729 "2023-09-10 12:40:00" "2023-09-10 12:10:00"
24000 18.56923 14.09630 19.10934 "2023-09-10 12:40:00" "2023-09-10 12:20:00"
24000 18.56923 14.09630 18.79845 "2023-09-10 12:40:00" "2023-09-10 12:30:00"
24000 18.56923 14.09630 18.56521 "2023-09-10 12:40:00" "2023-09-10 12:40:00"
24600 18.45238 14.10201 18.86639 "2023-09-10 12:50:00" "2023-09-10 12:00:00"
24600 18.45238 14.10201 18.30377 "2023-09-10 12:50:00" "2023-09-10 12:10:00"
24600 18.45238 14.10201 19.19392 "2023-09-10 12:50:00" "2023-09-10 12:20:00"
24600 18.45238 14.10201 18.82633 "2023-09-10 12:50:00" "2023-09-10 12:30:00"
24600 18.45238 14.10201 18.49541 "2023-09-10 12:50:00" "2023-09-10 12:40:00"
24600 18.45238 14.10201 18.53068 "2023-09-10 12:50:00" "2023-09-10 12:50:00"
25200 18.42095 14.11551 18.27074 "2023-09-10 13:00:00" "2023-09-10 12:10:00"
25200 18.42095 14.11551 19.22088 "2023-09-10 13:00:00" "2023-09-10 12:20:00"
25200 18.42095 14.11551 18.81356 "2023-09-10 13:00:00" "2023-09-10 12:30:00"
25200 18.42095 14.11551 18.41234 "2023-09-10 13:00:00" "2023-09-10 12:40:00"
25200 18.42095 14.11551 18.42144 "2023-09-10 13:00:00" "2023-09-10 12:50:00"
25200 18.42095 14.11551 18.41386 "2023-09-10 13:00:00" "2023-09-10 13:00:00"
25800 18.37920 14.09293 19.19059 "2023-09-10 13:10:00" "2023-09-10 12:20:00"
25800 18.37920 14.09293 18.77180 "2023-09-10 13:10:00" "2023-09-10 12:30:00"
25800 18.37920 14.09293 18.32077 "2023-09-10 13:10:00" "2023-09-10 12:40:00"
25800 18.37920 14.09293 18.31619 "2023-09-10 13:10:00" "2023-09-10 12:50:00"
25800 18.37920 14.09293 18.46390 "2023-09-10 13:10:00" "2023-09-10 13:00:00"
25800 18.37920 14.09293 18.39048 "2023-09-10 13:10:00" "2023-09-10 13:10:00"
26400 18.32797 14.02879 18.65054 "2023-09-10 13:20:00" "2023-09-10 12:30:00"
26400 18.32797 14.02879 18.17681 "2023-09-10 13:20:00" "2023-09-10 12:40:00"
26400 18.32797 14.02879 18.16449 "2023-09-10 13:20:00" "2023-09-10 12:50:00"
26400 18.32797 14.02879 18.41238 "2023-09-10 13:20:00" "2023-09-10 13:00:00"
26400 18.32797 14.02879 18.28214 "2023-09-10 13:20:00" "2023-09-10 13:10:00"
26400 18.32797 14.02879 18.18057 "2023-09-10 13:20:00" "2023-09-10 13:20:00"
27000 18.36807 13.83594 18.01331 "2023-09-10 13:30:00" "2023-09-10 12:40:00"
27000 18.36807 13.83594 17.99271 "2023-09-10 13:30:00" "2023-09-10 12:50:00"
27000 18.36807 13.83594 18.30393 "2023-09-10 13:30:00" "2023-09-10 13:00:00"
27000 18.36807 13.83594 18.13409 "2023-09-10 13:30:00" "2023-09-10 13:10:00"
27000 18.36807 13.83594 18.01293 "2023-09-10 13:30:00" "2023-09-10 13:20:00"
27000 18.36807 13.83594 18.33396 "2023-09-10 13:30:00" "2023-09-10 13:30:00"
