20230925
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) "AR_WIND_SPEED (m/s)" Date_of_forecast Date_of_computing
18000 1.15078 5.83050 1.19100 "2023-09-25 11:00:00" "2023-09-25 11:00:00"
18600 1.27776 6.14164 1.17329 "2023-09-25 11:10:00" "2023-09-25 11:00:00"
18600 1.27776 6.14164 1.15308 "2023-09-25 11:10:00" "2023-09-25 11:10:00"
19200 1.38951 6.38486 0.99131 "2023-09-25 11:20:00" "2023-09-25 11:00:00"
19200 1.38951 6.38486 1.02184 "2023-09-25 11:20:00" "2023-09-25 11:10:00"
19200 1.38951 6.38486 1.44625 "2023-09-25 11:20:00" "2023-09-25 11:20:00"
19800 1.45164 6.39197 0.86611 "2023-09-25 11:30:00" "2023-09-25 11:00:00"
19800 1.45164 6.39197 0.92961 "2023-09-25 11:30:00" "2023-09-25 11:10:00"
19800 1.45164 6.39197 1.53185 "2023-09-25 11:30:00" "2023-09-25 11:20:00"
19800 1.45164 6.39197 1.52250 "2023-09-25 11:30:00" "2023-09-25 11:30:00"
20400 1.65344 6.45405 1.11549 "2023-09-25 11:40:00" "2023-09-25 11:00:00"
20400 1.65344 6.45405 1.20006 "2023-09-25 11:40:00" "2023-09-25 11:10:00"
20400 1.65344 6.45405 1.94203 "2023-09-25 11:40:00" "2023-09-25 11:20:00"
20400 1.65344 6.45405 1.94627 "2023-09-25 11:40:00" "2023-09-25 11:30:00"
20400 1.65344 6.45405 1.64495 "2023-09-25 11:40:00" "2023-09-25 11:40:00"
21000 1.98056 6.39020 1.39554 "2023-09-25 11:50:00" "2023-09-25 11:00:00"
21000 1.98056 6.39020 1.50790 "2023-09-25 11:50:00" "2023-09-25 11:10:00"
21000 1.98056 6.39020 2.36483 "2023-09-25 11:50:00" "2023-09-25 11:20:00"
21000 1.98056 6.39020 2.38540 "2023-09-25 11:50:00" "2023-09-25 11:30:00"
21000 1.98056 6.39020 1.90996 "2023-09-25 11:50:00" "2023-09-25 11:40:00"
21000 1.98056 6.39020 1.95292 "2023-09-25 11:50:00" "2023-09-25 11:50:00"
21600 2.30668 6.60289 1.62013 "2023-09-25 12:00:00" "2023-09-25 11:10:00"
21600 2.30668 6.60289 2.56186 "2023-09-25 12:00:00" "2023-09-25 11:20:00"
21600 2.30668 6.60289 2.59156 "2023-09-25 12:00:00" "2023-09-25 11:30:00"
21600 2.30668 6.60289 1.99438 "2023-09-25 12:00:00" "2023-09-25 11:40:00"
21600 2.30668 6.60289 2.02230 "2023-09-25 12:00:00" "2023-09-25 11:50:00"
21600 2.30668 6.60289 2.22028 "2023-09-25 12:00:00" "2023-09-25 12:00:00"
22200 2.60413 6.70090 2.71457 "2023-09-25 12:10:00" "2023-09-25 11:20:00"
22200 2.60413 6.70090 2.76038 "2023-09-25 12:10:00" "2023-09-25 11:30:00"
22200 2.60413 6.70090 2.06579 "2023-09-25 12:10:00" "2023-09-25 11:40:00"
22200 2.60413 6.70090 2.09716 "2023-09-25 12:10:00" "2023-09-25 11:50:00"
22200 2.60413 6.70090 2.43670 "2023-09-25 12:10:00" "2023-09-25 12:00:00"
22200 2.60413 6.70090 2.60952 "2023-09-25 12:10:00" "2023-09-25 12:10:00"
22800 2.85482 6.58585 2.80469 "2023-09-25 12:20:00" "2023-09-25 11:30:00"
22800 2.85482 6.58585 2.03165 "2023-09-25 12:20:00" "2023-09-25 11:40:00"
22800 2.85482 6.58585 2.06551 "2023-09-25 12:20:00" "2023-09-25 11:50:00"
22800 2.85482 6.58585 2.51289 "2023-09-25 12:20:00" "2023-09-25 12:00:00"
22800 2.85482 6.58585 2.72578 "2023-09-25 12:20:00" "2023-09-25 12:10:00"
22800 2.85482 6.58585 2.88332 "2023-09-25 12:20:00" "2023-09-25 12:20:00"
23400 3.02903 6.32140 2.29111 "2023-09-25 12:30:00" "2023-09-25 11:40:00"
23400 3.02903 6.32140 2.32890 "2023-09-25 12:30:00" "2023-09-25 11:50:00"
23400 3.02903 6.32140 2.85756 "2023-09-25 12:30:00" "2023-09-25 12:00:00"
23400 3.02903 6.32140 3.11358 "2023-09-25 12:30:00" "2023-09-25 12:10:00"
23400 3.02903 6.32140 3.38364 "2023-09-25 12:30:00" "2023-09-25 12:20:00"
23400 3.02903 6.32140 3.12049 "2023-09-25 12:30:00" "2023-09-25 12:30:00"
24000 3.06073 5.75874 2.52196 "2023-09-25 12:40:00" "2023-09-25 11:50:00"
24000 3.06073 5.75874 3.12332 "2023-09-25 12:40:00" "2023-09-25 12:00:00"
24000 3.06073 5.75874 3.41643 "2023-09-25 12:40:00" "2023-09-25 12:10:00"
