20230920
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) "AR_WIND_SPEED (m/s)" Date_of_forecast Date_of_computing
18000 7.27092 9.81636 7.35812 "2023-09-20 11:00:00" "2023-09-20 11:00:00"
18600 7.11428 9.60827 7.41848 "2023-09-20 11:10:00" "2023-09-20 11:00:00"
18600 7.11428 9.60827 7.16048 "2023-09-20 11:10:00" "2023-09-20 11:10:00"
19200 7.11826 9.30317 7.43793 "2023-09-20 11:20:00" "2023-09-20 11:00:00"
19200 7.11826 9.30317 7.04314 "2023-09-20 11:20:00" "2023-09-20 11:10:00"
19200 7.11826 9.30317 7.06468 "2023-09-20 11:20:00" "2023-09-20 11:20:00"
19800 7.05567 8.91772 7.31842 "2023-09-20 11:30:00" "2023-09-20 11:00:00"
19800 7.05567 8.91772 6.83867 "2023-09-20 11:30:00" "2023-09-20 11:10:00"
19800 7.05567 8.91772 6.96548 "2023-09-20 11:30:00" "2023-09-20 11:20:00"
19800 7.05567 8.91772 7.04957 "2023-09-20 11:30:00" "2023-09-20 11:30:00"
20400 7.00782 8.70082 7.18439 "2023-09-20 11:40:00" "2023-09-20 11:00:00"
20400 7.00782 8.70082 6.64432 "2023-09-20 11:40:00" "2023-09-20 11:10:00"
20400 7.00782 8.70082 6.82735 "2023-09-20 11:40:00" "2023-09-20 11:20:00"
20400 7.00782 8.70082 6.93078 "2023-09-20 11:40:00" "2023-09-20 11:30:00"
20400 7.00782 8.70082 6.99402 "2023-09-20 11:40:00" "2023-09-20 11:40:00"
21000 6.99118 8.56927 7.00332 "2023-09-20 11:50:00" "2023-09-20 11:00:00"
21000 6.99118 8.56927 6.42369 "2023-09-20 11:50:00" "2023-09-20 11:10:00"
21000 6.99118 8.56927 6.64320 "2023-09-20 11:50:00" "2023-09-20 11:20:00"
21000 6.99118 8.56927 6.75565 "2023-09-20 11:50:00" "2023-09-20 11:30:00"
21000 6.99118 8.56927 6.85597 "2023-09-20 11:50:00" "2023-09-20 11:40:00"
21000 6.99118 8.56927 6.95714 "2023-09-20 11:50:00" "2023-09-20 11:50:00"
21600 6.95913 8.56511 6.14020 "2023-09-20 12:00:00" "2023-09-20 11:10:00"
21600 6.95913 8.56511 6.39172 "2023-09-20 12:00:00" "2023-09-20 11:20:00"
21600 6.95913 8.56511 6.51235 "2023-09-20 12:00:00" "2023-09-20 11:30:00"
21600 6.95913 8.56511 6.63490 "2023-09-20 12:00:00" "2023-09-20 11:40:00"
21600 6.95913 8.56511 6.82973 "2023-09-20 12:00:00" "2023-09-20 11:50:00"
