20230905
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) PERSISTENCE(m/s) Date_of_forecast Date_of_computing
18000 6.57367 6.49528 6.09100 "2023-09-05 11:00:00" "2023-09-05 11:00:00"
18600 6.52687 6.42297 6.09100 "2023-09-05 11:10:00" "2023-09-05 11:00:00"
18600 6.52687 6.42297 5.94400 "2023-09-05 11:10:00" "2023-09-05 11:10:00"
18600 6.52687 6.42297 6.09100 "2023-09-05 11:10:00" "2023-09-05 11:00:00"
18600 6.52687 6.42297 5.94400 "2023-09-05 11:10:00" "2023-09-05 11:10:00"
19200 6.49223 6.46148 6.09100 "2023-09-05 11:20:00" "2023-09-05 11:00:00"
19200 6.49223 6.46148 5.94400 "2023-09-05 11:20:00" "2023-09-05 11:10:00"
19200 6.49223 6.46148 6.52800 "2023-09-05 11:20:00" "2023-09-05 11:20:00"
19200 6.49223 6.46148 6.09100 "2023-09-05 11:20:00" "2023-09-05 11:00:00"
19200 6.49223 6.46148 5.94400 "2023-09-05 11:20:00" "2023-09-05 11:10:00"
19200 6.49223 6.46148 6.52800 "2023-09-05 11:20:00" "2023-09-05 11:20:00"
19200 6.49223 6.46148 6.09100 "2023-09-05 11:20:00" "2023-09-05 11:00:00"
19200 6.49223 6.46148 5.94400 "2023-09-05 11:20:00" "2023-09-05 11:10:00"
19200 6.49223 6.46148 6.52800 "2023-09-05 11:20:00" "2023-09-05 11:20:00"
19800 6.36421 6.76553 6.09100 "2023-09-05 11:30:00" "2023-09-05 11:00:00"
19800 6.36421 6.76553 5.94400 "2023-09-05 11:30:00" "2023-09-05 11:10:00"
19800 6.36421 6.76553 6.52800 "2023-09-05 11:30:00" "2023-09-05 11:20:00"
19800 6.36421 6.76553 6.50300 "2023-09-05 11:30:00" "2023-09-05 11:30:00"
19800 6.36421 6.76553 6.09100 "2023-09-05 11:30:00" "2023-09-05 11:00:00"
19800 6.36421 6.76553 5.94400 "2023-09-05 11:30:00" "2023-09-05 11:10:00"
19800 6.36421 6.76553 6.52800 "2023-09-05 11:30:00" "2023-09-05 11:20:00"
19800 6.36421 6.76553 6.50300 "2023-09-05 11:30:00" "2023-09-05 11:30:00"
19800 6.36421 6.76553 6.09100 "2023-09-05 11:30:00" "2023-09-05 11:00:00"
19800 6.36421 6.76553 5.94400 "2023-09-05 11:30:00" "2023-09-05 11:10:00"
19800 6.36421 6.76553 6.52800 "2023-09-05 11:30:00" "2023-09-05 11:20:00"
19800 6.36421 6.76553 6.50300 "2023-09-05 11:30:00" "2023-09-05 11:30:00"
19800 6.36421 6.76553 6.09100 "2023-09-05 11:30:00" "2023-09-05 11:00:00"
19800 6.36421 6.76553 5.94400 "2023-09-05 11:30:00" "2023-09-05 11:10:00"
19800 6.36421 6.76553 6.52800 "2023-09-05 11:30:00" "2023-09-05 11:20:00"
19800 6.36421 6.76553 6.50300 "2023-09-05 11:30:00" "2023-09-05 11:30:00"
20400 6.17621 6.94109 6.09100 "2023-09-05 11:40:00" "2023-09-05 11:00:00"
20400 6.17621 6.94109 5.94400 "2023-09-05 11:40:00" "2023-09-05 11:10:00"
20400 6.17621 6.94109 6.52800 "2023-09-05 11:40:00" "2023-09-05 11:20:00"
20400 6.17621 6.94109 6.50300 "2023-09-05 11:40:00" "2023-09-05 11:30:00"
20400 6.17621 6.94109 5.96600 "2023-09-05 11:40:00" "2023-09-05 11:40:00"
20400 6.17621 6.94109 6.09100 "2023-09-05 11:40:00" "2023-09-05 11:00:00"
20400 6.17621 6.94109 5.94400 "2023-09-05 11:40:00" "2023-09-05 11:10:00"
20400 6.17621 6.94109 6.52800 "2023-09-05 11:40:00" "2023-09-05 11:20:00"
20400 6.17621 6.94109 6.50300 "2023-09-05 11:40:00" "2023-09-05 11:30:00"
20400 6.17621 6.94109 5.96600 "2023-09-05 11:40:00" "2023-09-05 11:40:00"
20400 6.17621 6.94109 6.09100 "2023-09-05 11:40:00" "2023-09-05 11:00:00"
20400 6.17621 6.94109 5.94400 "2023-09-05 11:40:00" "2023-09-05 11:10:00"
20400 6.17621 6.94109 6.52800 "2023-09-05 11:40:00" "2023-09-05 11:20:00"
20400 6.17621 6.94109 6.50300 "2023-09-05 11:40:00" "2023-09-05 11:30:00"
20400 6.17621 6.94109 5.96600 "2023-09-05 11:40:00" "2023-09-05 11:40:00"
20400 6.17621 6.94109 6.09100 "2023-09-05 11:40:00" "2023-09-05 11:00:00"
20400 6.17621 6.94109 5.94400 "2023-09-05 11:40:00" "2023-09-05 11:10:00"
20400 6.17621 6.94109 6.52800 "2023-09-05 11:40:00" "2023-09-05 11:20:00"
20400 6.17621 6.94109 6.50300 "2023-09-05 11:40:00" "2023-09-05 11:30:00"
20400 6.17621 6.94109 5.96600 "2023-09-05 11:40:00" "2023-09-05 11:40:00"
20400 6.17621 6.94109 6.09100 "2023-09-05 11:40:00" "2023-09-05 11:00:00"
20400 6.17621 6.94109 5.94400 "2023-09-05 11:40:00" "2023-09-05 11:10:00"
20400 6.17621 6.94109 6.52800 "2023-09-05 11:40:00" "2023-09-05 11:20:00"
20400 6.17621 6.94109 6.50300 "2023-09-05 11:40:00" "2023-09-05 11:30:00"
20400 6.17621 6.94109 5.96600 "2023-09-05 11:40:00" "2023-09-05 11:40:00"
21000 5.94146 7.02802 6.09100 "2023-09-05 11:50:00" "2023-09-05 11:00:00"
21000 5.94146 7.02802 5.94400 "2023-09-05 11:50:00" "2023-09-05 11:10:00"
21000 5.94146 7.02802 6.52800 "2023-09-05 11:50:00" "2023-09-05 11:20:00"
21000 5.94146 7.02802 6.50300 "2023-09-05 11:50:00" "2023-09-05 11:30:00"
21000 5.94146 7.02802 5.96600 "2023-09-05 11:50:00" "2023-09-05 11:40:00"
21000 5.94146 7.02802 5.33800 "2023-09-05 11:50:00" "2023-09-05 11:50:00"
21000 5.94146 7.02802 6.09100 "2023-09-05 11:50:00" "2023-09-05 11:00:00"
21000 5.94146 7.02802 5.94400 "2023-09-05 11:50:00" "2023-09-05 11:10:00"
21000 5.94146 7.02802 6.52800 "2023-09-05 11:50:00" "2023-09-05 11:20:00"
21000 5.94146 7.02802 6.50300 "2023-09-05 11:50:00" "2023-09-05 11:30:00"
21000 5.94146 7.02802 5.96600 "2023-09-05 11:50:00" "2023-09-05 11:40:00"
21000 5.94146 7.02802 5.33800 "2023-09-05 11:50:00" "2023-09-05 11:50:00"
21000 5.94146 7.02802 6.09100 "2023-09-05 11:50:00" "2023-09-05 11:00:00"
21000 5.94146 7.02802 5.94400 "2023-09-05 11:50:00" "2023-09-05 11:10:00"
21000 5.94146 7.02802 6.52800 "2023-09-05 11:50:00" "2023-09-05 11:20:00"
21000 5.94146 7.02802 6.50300 "2023-09-05 11:50:00" "2023-09-05 11:30:00"
21000 5.94146 7.02802 5.96600 "2023-09-05 11:50:00" "2023-09-05 11:40:00"
21000 5.94146 7.02802 5.33800 "2023-09-05 11:50:00" "2023-09-05 11:50:00"
21000 5.94146 7.02802 6.09100 "2023-09-05 11:50:00" "2023-09-05 11:00:00"
21000 5.94146 7.02802 5.94400 "2023-09-05 11:50:00" "2023-09-05 11:10:00"
21000 5.94146 7.02802 6.52800 "2023-09-05 11:50:00" "2023-09-05 11:20:00"
21000 5.94146 7.02802 6.50300 "2023-09-05 11:50:00" "2023-09-05 11:30:00"
21000 5.94146 7.02802 5.96600 "2023-09-05 11:50:00" "2023-09-05 11:40:00"
21000 5.94146 7.02802 5.33800 "2023-09-05 11:50:00" "2023-09-05 11:50:00"
21000 5.94146 7.02802 6.09100 "2023-09-05 11:50:00" "2023-09-05 11:00:00"
21000 5.94146 7.02802 5.94400 "2023-09-05 11:50:00" "2023-09-05 11:10:00"
21000 5.94146 7.02802 6.52800 "2023-09-05 11:50:00" "2023-09-05 11:20:00"
21000 5.94146 7.02802 6.50300 "2023-09-05 11:50:00" "2023-09-05 11:30:00"
21000 5.94146 7.02802 5.96600 "2023-09-05 11:50:00" "2023-09-05 11:40:00"
21000 5.94146 7.02802 5.33800 "2023-09-05 11:50:00" "2023-09-05 11:50:00"
21000 5.94146 7.02802 6.09100 "2023-09-05 11:50:00" "2023-09-05 11:00:00"
