20230903
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) PERSISTENCE(m/s) Date_of_forecast Date_of_computing
18000 20.52111 16.52370 20.31100 "2023-09-03 11:00:00" "2023-09-03 11:00:00"
18600 20.71418 16.19159 20.31100 "2023-09-03 11:10:00" "2023-09-03 11:00:00"
18600 20.71418 16.19159 21.24400 "2023-09-03 11:10:00" "2023-09-03 11:10:00"
19200 20.83333 16.05128 20.31100 "2023-09-03 11:20:00" "2023-09-03 11:00:00"
19200 20.83333 16.05128 21.24400 "2023-09-03 11:20:00" "2023-09-03 11:10:00"
19200 20.83333 16.05128 20.57100 "2023-09-03 11:20:00" "2023-09-03 11:20:00"
19800 20.78521 15.81179 20.31100 "2023-09-03 11:30:00" "2023-09-03 11:00:00"
19800 20.78521 15.81179 21.24400 "2023-09-03 11:30:00" "2023-09-03 11:10:00"
19800 20.78521 15.81179 20.57100 "2023-09-03 11:30:00" "2023-09-03 11:20:00"
19800 20.78521 15.81179 20.74700 "2023-09-03 11:30:00" "2023-09-03 11:30:00"
20400 20.67215 15.42615 20.31100 "2023-09-03 11:40:00" "2023-09-03 11:00:00"
20400 20.67215 15.42615 21.24400 "2023-09-03 11:40:00" "2023-09-03 11:10:00"
20400 20.67215 15.42615 20.57100 "2023-09-03 11:40:00" "2023-09-03 11:20:00"
20400 20.67215 15.42615 20.74700 "2023-09-03 11:40:00" "2023-09-03 11:30:00"
20400 20.67215 15.42615 21.12900 "2023-09-03 11:40:00" "2023-09-03 11:40:00"
21000 20.63287 15.31034 20.31100 "2023-09-03 11:50:00" "2023-09-03 11:00:00"
21000 20.63287 15.31034 21.24400 "2023-09-03 11:50:00" "2023-09-03 11:10:00"
21000 20.63287 15.31034 20.57100 "2023-09-03 11:50:00" "2023-09-03 11:20:00"
21000 20.63287 15.31034 20.74700 "2023-09-03 11:50:00" "2023-09-03 11:30:00"
21000 20.63287 15.31034 21.12900 "2023-09-03 11:50:00" "2023-09-03 11:40:00"
21000 20.63287 15.31034 20.88400 "2023-09-03 11:50:00" "2023-09-03 11:50:00"
21600 20.61985 15.07999 21.24400 "2023-09-03 12:00:00" "2023-09-03 11:10:00"
21600 20.61985 15.07999 20.57100 "2023-09-03 12:00:00" "2023-09-03 11:20:00"
21600 20.61985 15.07999 20.74700 "2023-09-03 12:00:00" "2023-09-03 11:30:00"
21600 20.61985 15.07999 21.12900 "2023-09-03 12:00:00" "2023-09-03 11:40:00"
21600 20.61985 15.07999 20.88400 "2023-09-03 12:00:00" "2023-09-03 11:50:00"
21600 20.61985 15.07999 20.32400 "2023-09-03 12:00:00" "2023-09-03 12:00:00"
22200 20.53323 14.61470 20.57100 "2023-09-03 12:10:00" "2023-09-03 11:20:00"
22200 20.53323 14.61470 20.74700 "2023-09-03 12:10:00" "2023-09-03 11:30:00"
22200 20.53323 14.61470 21.12900 "2023-09-03 12:10:00" "2023-09-03 11:40:00"
22200 20.53323 14.61470 20.88400 "2023-09-03 12:10:00" "2023-09-03 11:50:00"
22200 20.53323 14.61470 20.32400 "2023-09-03 12:10:00" "2023-09-03 12:00:00"
22200 20.53323 14.61470 20.59500 "2023-09-03 12:10:00" "2023-09-03 12:10:00"
22800 20.49711 14.02275 20.74700 "2023-09-03 12:20:00" "2023-09-03 11:30:00"
22800 20.49711 14.02275 21.12900 "2023-09-03 12:20:00" "2023-09-03 11:40:00"
22800 20.49711 14.02275 20.88400 "2023-09-03 12:20:00" "2023-09-03 11:50:00"
