20230922
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) PERSISTENCE(m/s) Date_of_forecast Date_of_computing
18000 9.38025 5.56982 9.50100 "2023-09-22 11:00:00" "2023-09-22 11:00:00"
18600 9.39472 5.73202 9.50100 "2023-09-22 11:10:00" "2023-09-22 11:00:00"
18600 9.39472 5.73202 9.75111 "2023-09-22 11:10:00" "2023-09-22 11:10:00"
19200 9.26818 5.80311 9.50100 "2023-09-22 11:20:00" "2023-09-22 11:00:00"
19200 9.26818 5.80311 9.75111 "2023-09-22 11:20:00" "2023-09-22 11:10:00"
19200 9.26818 5.80311 9.51200 "2023-09-22 11:20:00" "2023-09-22 11:20:00"
19800 9.01534 6.01327 9.50100 "2023-09-22 11:30:00" "2023-09-22 11:00:00"
19800 9.01534 6.01327 9.75111 "2023-09-22 11:30:00" "2023-09-22 11:10:00"
19800 9.01534 6.01327 9.51200 "2023-09-22 11:30:00" "2023-09-22 11:20:00"
19800 9.01534 6.01327 9.52900 "2023-09-22 11:30:00" "2023-09-22 11:30:00"
20400 8.75862 6.14062 9.50100 "2023-09-22 11:40:00" "2023-09-22 11:00:00"
20400 8.75862 6.14062 9.75111 "2023-09-22 11:40:00" "2023-09-22 11:10:00"
20400 8.75862 6.14062 9.51200 "2023-09-22 11:40:00" "2023-09-22 11:20:00"
20400 8.75862 6.14062 9.52900 "2023-09-22 11:40:00" "2023-09-22 11:30:00"
20400 8.75862 6.14062 9.26200 "2023-09-22 11:40:00" "2023-09-22 11:40:00"
21000 8.47842 6.25075 9.50100 "2023-09-22 11:50:00" "2023-09-22 11:00:00"
21000 8.47842 6.25075 9.75111 "2023-09-22 11:50:00" "2023-09-22 11:10:00"
21000 8.47842 6.25075 9.51200 "2023-09-22 11:50:00" "2023-09-22 11:20:00"
21000 8.47842 6.25075 9.52900 "2023-09-22 11:50:00" "2023-09-22 11:30:00"
21000 8.47842 6.25075 9.26200 "2023-09-22 11:50:00" "2023-09-22 11:40:00"
21000 8.47842 6.25075 8.66600 "2023-09-22 11:50:00" "2023-09-22 11:50:00"
21600 8.17508 6.24765 9.75111 "2023-09-22 12:00:00" "2023-09-22 11:10:00"
21600 8.17508 6.24765 9.51200 "2023-09-22 12:00:00" "2023-09-22 11:20:00"
21600 8.17508 6.24765 9.52900 "2023-09-22 12:00:00" "2023-09-22 11:30:00"
21600 8.17508 6.24765 9.26200 "2023-09-22 12:00:00" "2023-09-22 11:40:00"
21600 8.17508 6.24765 8.66600 "2023-09-22 12:00:00" "2023-09-22 11:50:00"
21600 8.17508 6.24765 8.20800 "2023-09-22 12:00:00" "2023-09-22 12:00:00"
22200 7.91580 6.19396 9.51200 "2023-09-22 12:10:00" "2023-09-22 11:20:00"
22200 7.91580 6.19396 9.52900 "2023-09-22 12:10:00" "2023-09-22 11:30:00"
22200 7.91580 6.19396 9.26200 "2023-09-22 12:10:00" "2023-09-22 11:40:00"
22200 7.91580 6.19396 8.66600 "2023-09-22 12:10:00" "2023-09-22 11:50:00"
22200 7.91580 6.19396 8.20800 "2023-09-22 12:10:00" "2023-09-22 12:00:00"
22200 7.91580 6.19396 7.77556 "2023-09-22 12:10:00" "2023-09-22 12:10:00"
22800 7.78223 6.25835 9.52900 "2023-09-22 12:20:00" "2023-09-22 11:30:00"
22800 7.78223 6.25835 9.26200 "2023-09-22 12:20:00" "2023-09-22 11:40:00"
22800 7.78223 6.25835 8.66600 "2023-09-22 12:20:00" "2023-09-22 11:50:00"
22800 7.78223 6.25835 8.20800 "2023-09-22 12:20:00" "2023-09-22 12:00:00"
22800 7.78223 6.25835 7.77556 "2023-09-22 12:20:00" "2023-09-22 12:10:00"
22800 7.78223 6.25835 8.23100 "2023-09-22 12:20:00" "2023-09-22 12:20:00"
23400 7.57242 6.17902 9.26200 "2023-09-22 12:30:00" "2023-09-22 11:40:00"
23400 7.57242 6.17902 8.66600 "2023-09-22 12:30:00" "2023-09-22 11:50:00"
23400 7.57242 6.17902 8.20800 "2023-09-22 12:30:00" "2023-09-22 12:00:00"
23400 7.57242 6.17902 7.77556 "2023-09-22 12:30:00" "2023-09-22 12:10:00"
23400 7.57242 6.17902 8.23100 "2023-09-22 12:30:00" "2023-09-22 12:20:00"
23400 7.57242 6.17902 7.57400 "2023-09-22 12:30:00" "2023-09-22 12:30:00"
24000 7.29432 6.17432 8.66600 "2023-09-22 12:40:00" "2023-09-22 11:50:00"
24000 7.29432 6.17432 8.20800 "2023-09-22 12:40:00" "2023-09-22 12:00:00"
24000 7.29432 6.17432 7.77556 "2023-09-22 12:40:00" "2023-09-22 12:10:00"
24000 7.29432 6.17432 8.23100 "2023-09-22 12:40:00" "2023-09-22 12:20:00"
24000 7.29432 6.17432 7.57400 "2023-09-22 12:40:00" "2023-09-22 12:30:00"
24000 7.29432 6.17432 7.46300 "2023-09-22 12:40:00" "2023-09-22 12:40:00"
24600 7.03770 6.11538 8.20800 "2023-09-22 12:50:00" "2023-09-22 12:00:00"
24600 7.03770 6.11538 7.77556 "2023-09-22 12:50:00" "2023-09-22 12:10:00"
24600 7.03770 6.11538 8.23100 "2023-09-22 12:50:00" "2023-09-22 12:20:00"
24600 7.03770 6.11538 7.57400 "2023-09-22 12:50:00" "2023-09-22 12:30:00"
24600 7.03770 6.11538 7.46300 "2023-09-22 12:50:00" "2023-09-22 12:40:00"
24600 7.03770 6.11538 7.74700 "2023-09-22 12:50:00" "2023-09-22 12:50:00"
