20230926
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) PERSISTENCE(m/s) Date_of_forecast Date_of_computing
18000 6.62252 5.41697 7.04500 "2023-09-26 11:00:00" "2023-09-26 11:00:00"
18600 6.57392 5.37408 7.04500 "2023-09-26 11:10:00" "2023-09-26 11:00:00"
18600 6.57392 5.37408 6.77300 "2023-09-26 11:10:00" "2023-09-26 11:10:00"
19200 6.17662 5.59743 7.04500 "2023-09-26 11:20:00" "2023-09-26 11:00:00"
19200 6.17662 5.59743 6.77300 "2023-09-26 11:20:00" "2023-09-26 11:10:00"
19200 6.17662 5.59743 6.61900 "2023-09-26 11:20:00" "2023-09-26 11:20:00"
19800 5.58095 5.80822 7.04500 "2023-09-26 11:30:00" "2023-09-26 11:00:00"
19800 5.58095 5.80822 6.77300 "2023-09-26 11:30:00" "2023-09-26 11:10:00"
19800 5.58095 5.80822 6.61900 "2023-09-26 11:30:00" "2023-09-26 11:20:00"
19800 5.58095 5.80822 6.75700 "2023-09-26 11:30:00" "2023-09-26 11:30:00"
20400 4.97236 5.81076 7.04500 "2023-09-26 11:40:00" "2023-09-26 11:00:00"
20400 4.97236 5.81076 6.77300 "2023-09-26 11:40:00" "2023-09-26 11:10:00"
20400 4.97236 5.81076 6.61900 "2023-09-26 11:40:00" "2023-09-26 11:20:00"
20400 4.97236 5.81076 6.75700 "2023-09-26 11:40:00" "2023-09-26 11:30:00"
20400 4.97236 5.81076 6.21700 "2023-09-26 11:40:00" "2023-09-26 11:40:00"
21000 4.30390 5.76281 7.04500 "2023-09-26 11:50:00" "2023-09-26 11:00:00"
21000 4.30390 5.76281 6.77300 "2023-09-26 11:50:00" "2023-09-26 11:10:00"
21000 4.30390 5.76281 6.61900 "2023-09-26 11:50:00" "2023-09-26 11:20:00"
21000 4.30390 5.76281 6.75700 "2023-09-26 11:50:00" "2023-09-26 11:30:00"
21000 4.30390 5.76281 6.21700 "2023-09-26 11:50:00" "2023-09-26 11:40:00"
21000 4.30390 5.76281 5.10800 "2023-09-26 11:50:00" "2023-09-26 11:50:00"
21600 3.47907 5.73314 6.77300 "2023-09-26 12:00:00" "2023-09-26 11:10:00"
21600 3.47907 5.73314 6.61900 "2023-09-26 12:00:00" "2023-09-26 11:20:00"
21600 3.47907 5.73314 6.75700 "2023-09-26 12:00:00" "2023-09-26 11:30:00"
21600 3.47907 5.73314 6.21700 "2023-09-26 12:00:00" "2023-09-26 11:40:00"
21600 3.47907 5.73314 5.10800 "2023-09-26 12:00:00" "2023-09-26 11:50:00"
21600 3.47907 5.73314 3.56200 "2023-09-26 12:00:00" "2023-09-26 12:00:00"
22200 2.65515 5.64773 6.61900 "2023-09-26 12:10:00" "2023-09-26 11:20:00"
22200 2.65515 5.64773 6.75700 "2023-09-26 12:10:00" "2023-09-26 11:30:00"
22200 2.65515 5.64773 6.21700 "2023-09-26 12:10:00" "2023-09-26 11:40:00"
22200 2.65515 5.64773 5.10800 "2023-09-26 12:10:00" "2023-09-26 11:50:00"
22200 2.65515 5.64773 3.56200 "2023-09-26 12:10:00" "2023-09-26 12:00:00"
22200 2.65515 5.64773 3.14500 "2023-09-26 12:10:00" "2023-09-26 12:10:00"
22800 2.06005 5.36093 6.75700 "2023-09-26 12:20:00" "2023-09-26 11:30:00"
22800 2.06005 5.36093 6.21700 "2023-09-26 12:20:00" "2023-09-26 11:40:00"
22800 2.06005 5.36093 5.10800 "2023-09-26 12:20:00" "2023-09-26 11:50:00"
