20230911
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) PERSISTENCE(m/s) Date_of_forecast Date_of_computing
18000 14.61941 14.17853 15.09400 "2023-09-11 11:00:00" "2023-09-11 11:00:00"
18600 14.82413 13.86511 15.09400 "2023-09-11 11:10:00" "2023-09-11 11:00:00"
18600 14.82413 13.86511 13.89800 "2023-09-11 11:10:00" "2023-09-11 11:10:00"
19200 14.84298 13.55184 15.09400 "2023-09-11 11:20:00" "2023-09-11 11:00:00"
19200 14.84298 13.55184 13.89800 "2023-09-11 11:20:00" "2023-09-11 11:10:00"
19200 14.84298 13.55184 14.28200 "2023-09-11 11:20:00" "2023-09-11 11:20:00"
19800 14.81157 13.26387 15.09400 "2023-09-11 11:30:00" "2023-09-11 11:00:00"
19800 14.81157 13.26387 13.89800 "2023-09-11 11:30:00" "2023-09-11 11:10:00"
19800 14.81157 13.26387 14.28200 "2023-09-11 11:30:00" "2023-09-11 11:20:00"
19800 14.81157 13.26387 15.44500 "2023-09-11 11:30:00" "2023-09-11 11:30:00"
20400 14.89805 13.28328 15.09400 "2023-09-11 11:40:00" "2023-09-11 11:00:00"
20400 14.89805 13.28328 13.89800 "2023-09-11 11:40:00" "2023-09-11 11:10:00"
20400 14.89805 13.28328 14.28200 "2023-09-11 11:40:00" "2023-09-11 11:20:00"
20400 14.89805 13.28328 15.44500 "2023-09-11 11:40:00" "2023-09-11 11:30:00"
20400 14.89805 13.28328 15.45900 "2023-09-11 11:40:00" "2023-09-11 11:40:00"
21000 14.82751 13.34498 15.09400 "2023-09-11 11:50:00" "2023-09-11 11:00:00"
21000 14.82751 13.34498 13.89800 "2023-09-11 11:50:00" "2023-09-11 11:10:00"
21000 14.82751 13.34498 14.28200 "2023-09-11 11:50:00" "2023-09-11 11:20:00"
21000 14.82751 13.34498 15.44500 "2023-09-11 11:50:00" "2023-09-11 11:30:00"
21000 14.82751 13.34498 15.45900 "2023-09-11 11:50:00" "2023-09-11 11:40:00"
21000 14.82751 13.34498 15.20400 "2023-09-11 11:50:00" "2023-09-11 11:50:00"
21600 14.67777 13.41524 13.89800 "2023-09-11 12:00:00" "2023-09-11 11:10:00"
21600 14.67777 13.41524 14.28200 "2023-09-11 12:00:00" "2023-09-11 11:20:00"
21600 14.67777 13.41524 15.44500 "2023-09-11 12:00:00" "2023-09-11 11:30:00"
21600 14.67777 13.41524 15.45900 "2023-09-11 12:00:00" "2023-09-11 11:40:00"
21600 14.67777 13.41524 15.20400 "2023-09-11 12:00:00" "2023-09-11 11:50:00"
21600 14.67777 13.41524 14.50400 "2023-09-11 12:00:00" "2023-09-11 12:00:00"
22200 14.56259 13.38634 14.28200 "2023-09-11 12:10:00" "2023-09-11 11:20:00"
