20230904
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) "AR_WIND_SPEED (m/s)" Date_of_forecast Date_of_computing
18000 11.28333 11.21450 10.81534 "2023-09-04 11:00:00" "2023-09-04 11:00:00"
18600 10.82536 10.73732 10.58162 "2023-09-04 11:10:00" "2023-09-04 11:00:00"
18600 10.82536 10.73732 10.23974 "2023-09-04 11:10:00" "2023-09-04 11:10:00"
19200 10.02793 10.48595 10.29274 "2023-09-04 11:20:00" "2023-09-04 11:00:00"
19200 10.02793 10.48595 9.76981 "2023-09-04 11:20:00" "2023-09-04 11:10:00"
19200 10.02793 10.48595 9.75763 "2023-09-04 11:20:00" "2023-09-04 11:20:00"
19800 9.18495 10.35278 10.00358 "2023-09-04 11:30:00" "2023-09-04 11:00:00"
19800 9.18495 10.35278 9.30410 "2023-09-04 11:30:00" "2023-09-04 11:10:00"
19800 9.18495 10.35278 9.36391 "2023-09-04 11:30:00" "2023-09-04 11:20:00"
19800 9.18495 10.35278 9.39555 "2023-09-04 11:30:00" "2023-09-04 11:30:00"
20400 8.33015 10.64367 9.72737 "2023-09-04 11:40:00" "2023-09-04 11:00:00"
20400 8.33015 10.64367 8.87399 "2023-09-04 11:40:00" "2023-09-04 11:10:00"
20400 8.33015 10.64367 8.96585 "2023-09-04 11:40:00" "2023-09-04 11:20:00"
20400 8.33015 10.64367 9.06476 "2023-09-04 11:40:00" "2023-09-04 11:30:00"
20400 8.33015 10.64367 9.37025 "2023-09-04 11:40:00" "2023-09-04 11:40:00"
21000 7.73105 10.73027 9.55437 "2023-09-04 11:50:00" "2023-09-04 11:00:00"
21000 7.73105 10.73027 8.57951 "2023-09-04 11:50:00" "2023-09-04 11:10:00"
21000 7.73105 10.73027 8.70418 "2023-09-04 11:50:00" "2023-09-04 11:20:00"
21000 7.73105 10.73027 8.84273 "2023-09-04 11:50:00" "2023-09-04 11:30:00"
21000 7.73105 10.73027 9.34234 "2023-09-04 11:50:00" "2023-09-04 11:40:00"
21000 7.73105 10.73027 9.47159 "2023-09-04 11:50:00" "2023-09-04 11:50:00"
21600 7.63279 10.98671 8.27512 "2023-09-04 12:00:00" "2023-09-04 11:10:00"
21600 7.63279 10.98671 8.42575 "2023-09-04 12:00:00" "2023-09-04 11:20:00"
21600 7.63279 10.98671 8.60211 "2023-09-04 12:00:00" "2023-09-04 11:30:00"
21600 7.63279 10.98671 9.26914 "2023-09-04 12:00:00" "2023-09-04 11:40:00"
21600 7.63279 10.98671 9.41589 "2023-09-04 12:00:00" "2023-09-04 11:50:00"
21600 7.63279 10.98671 9.51804 "2023-09-04 12:00:00" "2023-09-04 12:00:00"
22200 8.07625 11.21890 8.20171 "2023-09-04 12:10:00" "2023-09-04 11:20:00"
22200 8.07625 11.21890 8.40706 "2023-09-04 12:10:00" "2023-09-04 11:30:00"
22200 8.07625 11.21890 9.21697 "2023-09-04 12:10:00" "2023-09-04 11:40:00"
22200 8.07625 11.21890 9.39135 "2023-09-04 12:10:00" "2023-09-04 11:50:00"
22200 8.07625 11.21890 9.61069 "2023-09-04 12:10:00" "2023-09-04 12:00:00"
22200 8.07625 11.21890 9.60381 "2023-09-04 12:10:00" "2023-09-04 12:10:00"
22800 8.82662 11.41073 8.11898 "2023-09-04 12:20:00" "2023-09-04 11:30:00"
22800 8.82662 11.41073 9.04174 "2023-09-04 12:20:00" "2023-09-04 11:40:00"
22800 8.82662 11.41073 9.23034 "2023-09-04 12:20:00" "2023-09-04 11:50:00"
22800 8.82662 11.41073 9.54416 "2023-09-04 12:20:00" "2023-09-04 12:00:00"
22800 8.82662 11.41073 9.57735 "2023-09-04 12:20:00" "2023-09-04 12:10:00"
22800 8.82662 11.41073 9.57627 "2023-09-04 12:20:00" "2023-09-04 12:20:00"
23400 9.72677 11.36569 8.91176 "2023-09-04 12:30:00" "2023-09-04 11:40:00"
23400 9.72677 11.36569 9.11465 "2023-09-04 12:30:00" "2023-09-04 11:50:00"
23400 9.72677 11.36569 9.51879 "2023-09-04 12:30:00" "2023-09-04 12:00:00"
23400 9.72677 11.36569 9.58168 "2023-09-04 12:30:00" "2023-09-04 12:10:00"
23400 9.72677 11.36569 9.60764 "2023-09-04 12:30:00" "2023-09-04 12:20:00"
23400 9.72677 11.36569 9.78176 "2023-09-04 12:30:00" "2023-09-04 12:30:00"
24000 10.78105 10.91357 9.08272 "2023-09-04 12:40:00" "2023-09-04 11:50:00"
24000 10.78105 10.91357 9.55613 "2023-09-04 12:40:00" "2023-09-04 12:00:00"
24000 10.78105 10.91357 9.65332 "2023-09-04 12:40:00" "2023-09-04 12:10:00"
24000 10.78105 10.91357 9.69648 "2023-09-04 12:40:00" "2023-09-04 12:20:00"
24000 10.78105 10.91357 9.93544 "2023-09-04 12:40:00" "2023-09-04 12:30:00"
24000 10.78105 10.91357 9.95141 "2023-09-04 12:40:00" "2023-09-04 12:40:00"
24600 11.52302 10.38251 9.60889 "2023-09-04 12:50:00" "2023-09-04 12:00:00"
24600 11.52302 10.38251 9.73150 "2023-09-04 12:50:00" "2023-09-04 12:10:00"
24600 11.52302 10.38251 9.79295 "2023-09-04 12:50:00" "2023-09-04 12:20:00"
24600 11.52302 10.38251 10.10320 "2023-09-04 12:50:00" "2023-09-04 12:30:00"
24600 11.52302 10.38251 10.17647 "2023-09-04 12:50:00" "2023-09-04 12:40:00"
