20230919
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) PERSISTENCE(m/s) Date_of_forecast Date_of_computing
18000 7.60698 9.22917 7.86200 "2023-09-19 11:00:00" "2023-09-19 11:00:00"
18600 7.50779 9.01483 7.86200 "2023-09-19 11:10:00" "2023-09-19 11:00:00"
18600 7.50779 9.01483 7.94400 "2023-09-19 11:10:00" "2023-09-19 11:10:00"
19200 7.40444 8.86467 7.86200 "2023-09-19 11:20:00" "2023-09-19 11:00:00"
19200 7.40444 8.86467 7.94400 "2023-09-19 11:20:00" "2023-09-19 11:10:00"
19200 7.40444 8.86467 7.68200 "2023-09-19 11:20:00" "2023-09-19 11:20:00"
19800 7.34825 8.72472 7.86200 "2023-09-19 11:30:00" "2023-09-19 11:00:00"
19800 7.34825 8.72472 7.94400 "2023-09-19 11:30:00" "2023-09-19 11:10:00"
19800 7.34825 8.72472 7.68200 "2023-09-19 11:30:00" "2023-09-19 11:20:00"
19800 7.34825 8.72472 7.12400 "2023-09-19 11:30:00" "2023-09-19 11:30:00"
20400 7.23480 8.77968 7.86200 "2023-09-19 11:40:00" "2023-09-19 11:00:00"
20400 7.23480 8.77968 7.94400 "2023-09-19 11:40:00" "2023-09-19 11:10:00"
20400 7.23480 8.77968 7.68200 "2023-09-19 11:40:00" "2023-09-19 11:20:00"
20400 7.23480 8.77968 7.12400 "2023-09-19 11:40:00" "2023-09-19 11:30:00"
20400 7.23480 8.77968 7.04600 "2023-09-19 11:40:00" "2023-09-19 11:40:00"
21000 7.26207 8.74377 7.86200 "2023-09-19 11:50:00" "2023-09-19 11:00:00"
21000 7.26207 8.74377 7.94400 "2023-09-19 11:50:00" "2023-09-19 11:10:00"
21000 7.26207 8.74377 7.68200 "2023-09-19 11:50:00" "2023-09-19 11:20:00"
21000 7.26207 8.74377 7.12400 "2023-09-19 11:50:00" "2023-09-19 11:30:00"
21000 7.26207 8.74377 7.04600 "2023-09-19 11:50:00" "2023-09-19 11:40:00"
21000 7.26207 8.74377 7.00100 "2023-09-19 11:50:00" "2023-09-19 11:50:00"
21600 7.35533 8.74793 7.94400 "2023-09-19 12:00:00" "2023-09-19 11:10:00"
21600 7.35533 8.74793 7.68200 "2023-09-19 12:00:00" "2023-09-19 11:20:00"
21600 7.35533 8.74793 7.12400 "2023-09-19 12:00:00" "2023-09-19 11:30:00"
21600 7.35533 8.74793 7.04600 "2023-09-19 12:00:00" "2023-09-19 11:40:00"
21600 7.35533 8.74793 7.00100 "2023-09-19 12:00:00" "2023-09-19 11:50:00"
21600 7.35533 8.74793 7.40700 "2023-09-19 12:00:00" "2023-09-19 12:00:00"
22200 7.42084 8.62493 7.68200 "2023-09-19 12:10:00" "2023-09-19 11:20:00"
22200 7.42084 8.62493 7.12400 "2023-09-19 12:10:00" "2023-09-19 11:30:00"
22200 7.42084 8.62493 7.04600 "2023-09-19 12:10:00" "2023-09-19 11:40:00"
22200 7.42084 8.62493 7.00100 "2023-09-19 12:10:00" "2023-09-19 11:50:00"
22200 7.42084 8.62493 7.40700 "2023-09-19 12:10:00" "2023-09-19 12:00:00"
22200 7.42084 8.62493 7.24700 "2023-09-19 12:10:00" "2023-09-19 12:10:00"
22800 7.47426 8.47442 7.12400 "2023-09-19 12:20:00" "2023-09-19 11:30:00"
22800 7.47426 8.47442 7.04600 "2023-09-19 12:20:00" "2023-09-19 11:40:00"
22800 7.47426 8.47442 7.00100 "2023-09-19 12:20:00" "2023-09-19 11:50:00"
22800 7.47426 8.47442 7.40700 "2023-09-19 12:20:00" "2023-09-19 12:00:00"
22800 7.47426 8.47442 7.24700 "2023-09-19 12:20:00" "2023-09-19 12:10:00"
22800 7.47426 8.47442 7.57500 "2023-09-19 12:20:00" "2023-09-19 12:20:00"
23400 7.45600 8.37666 7.04600 "2023-09-19 12:30:00" "2023-09-19 11:40:00"
23400 7.45600 8.37666 7.00100 "2023-09-19 12:30:00" "2023-09-19 11:50:00"
23400 7.45600 8.37666 7.40700 "2023-09-19 12:30:00" "2023-09-19 12:00:00"
23400 7.45600 8.37666 7.24700 "2023-09-19 12:30:00" "2023-09-19 12:10:00"
23400 7.45600 8.37666 7.57500 "2023-09-19 12:30:00" "2023-09-19 12:20:00"
23400 7.45600 8.37666 7.69000 "2023-09-19 12:30:00" "2023-09-19 12:30:00"
24000 7.54030 8.10517 7.00100 "2023-09-19 12:40:00" "2023-09-19 11:50:00"
24000 7.54030 8.10517 7.40700 "2023-09-19 12:40:00" "2023-09-19 12:00:00"
24000 7.54030 8.10517 7.24700 "2023-09-19 12:40:00" "2023-09-19 12:10:00"
24000 7.54030 8.10517 7.57500 "2023-09-19 12:40:00" "2023-09-19 12:20:00"
24000 7.54030 8.10517 7.69000 "2023-09-19 12:40:00" "2023-09-19 12:30:00"
24000 7.54030 8.10517 7.46800 "2023-09-19 12:40:00" "2023-09-19 12:40:00"
24600 7.62162 8.08702 7.40700 "2023-09-19 12:50:00" "2023-09-19 12:00:00"
24600 7.62162 8.08702 7.24700 "2023-09-19 12:50:00" "2023-09-19 12:10:00"
24600 7.62162 8.08702 7.57500 "2023-09-19 12:50:00" "2023-09-19 12:20:00"
24600 7.62162 8.08702 7.69000 "2023-09-19 12:50:00" "2023-09-19 12:30:00"
24600 7.62162 8.08702 7.46800 "2023-09-19 12:50:00" "2023-09-19 12:40:00"
24600 7.62162 8.08702 7.35300 "2023-09-19 12:50:00" "2023-09-19 12:50:00"
25200 7.80177 8.26827 7.24700 "2023-09-19 13:00:00" "2023-09-19 12:10:00"
