20230902
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY persistence_WD_VX persistence_WD_VY Date_of_forecast Date_of_computing
18000 -0.08205 -0.99590 -0.08519 -0.99636 -0.10452 -0.99443 "2023-09-02 23:00:00" "2023-09-02 23:00:00"
18600 -0.10640 -0.99333 -0.06708 -0.99775 -0.10452 -0.99443 "2023-09-02 23:10:00" "2023-09-02 23:00:00"
18600 -0.10640 -0.99333 -0.06708 -0.99775 -0.16327 -0.98624 "2023-09-02 23:10:00" "2023-09-02 23:10:00"
18600 -0.10640 -0.99333 -0.06708 -0.99775 -0.10452 -0.99443 "2023-09-02 23:10:00" "2023-09-02 23:00:00"
18600 -0.10640 -0.99333 -0.06708 -0.99775 -0.16327 -0.98624 "2023-09-02 23:10:00" "2023-09-02 23:10:00"
19200 -0.12264 -0.99113 -0.03077 -0.99953 -0.10452 -0.99443 "2023-09-02 23:20:00" "2023-09-02 23:00:00"
19200 -0.12264 -0.99113 -0.03077 -0.99953 -0.16327 -0.98624 "2023-09-02 23:20:00" "2023-09-02 23:10:00"
19200 -0.12264 -0.99113 -0.03077 -0.99953 -0.18552 -0.98177 "2023-09-02 23:20:00" "2023-09-02 23:20:00"
19200 -0.12264 -0.99113 -0.03077 -0.99953 -0.10452 -0.99443 "2023-09-02 23:20:00" "2023-09-02 23:00:00"
19200 -0.12264 -0.99113 -0.03077 -0.99953 -0.16327 -0.98624 "2023-09-02 23:20:00" "2023-09-02 23:10:00"
19200 -0.12264 -0.99113 -0.03077 -0.99953 -0.18552 -0.98177 "2023-09-02 23:20:00" "2023-09-02 23:20:00"
19200 -0.12264 -0.99113 -0.03077 -0.99953 -0.10452 -0.99443 "2023-09-02 23:20:00" "2023-09-02 23:00:00"
19200 -0.12264 -0.99113 -0.03077 -0.99953 -0.16327 -0.98624 "2023-09-02 23:20:00" "2023-09-02 23:10:00"
