20230917
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY persistence_WD_VX persistence_WD_VY Date_of_forecast Date_of_computing
18000 0.10656 -0.99248 0.21287 -0.97708 0.10970 -0.99366 "2023-09-17 23:00:00" "2023-09-17 23:00:00"
18600 0.12476 -0.98952 0.18760 -0.98225 0.10970 -0.99366 "2023-09-17 23:10:00" "2023-09-17 23:00:00"
18600 0.12476 -0.98952 0.18760 -0.98225 0.20956 -0.97750 "2023-09-17 23:10:00" "2023-09-17 23:10:00"
18600 0.12476 -0.98952 0.18760 -0.98225 0.10970 -0.99366 "2023-09-17 23:10:00" "2023-09-17 23:00:00"
18600 0.12476 -0.98952 0.18760 -0.98225 0.20956 -0.97750 "2023-09-17 23:10:00" "2023-09-17 23:10:00"
19200 0.15015 -0.98379 0.12463 -0.99220 0.10970 -0.99366 "2023-09-17 23:20:00" "2023-09-17 23:00:00"
19200 0.15015 -0.98379 0.12463 -0.99220 0.20956 -0.97750 "2023-09-17 23:20:00" "2023-09-17 23:10:00"
19200 0.15015 -0.98379 0.12463 -0.99220 0.24512 -0.96871 "2023-09-17 23:20:00" "2023-09-17 23:20:00"
19200 0.15015 -0.98379 0.12463 -0.99220 0.10970 -0.99366 "2023-09-17 23:20:00" "2023-09-17 23:00:00"
19200 0.15015 -0.98379 0.12463 -0.99220 0.20956 -0.97750 "2023-09-17 23:20:00" "2023-09-17 23:10:00"
19200 0.15015 -0.98379 0.12463 -0.99220 0.24512 -0.96871 "2023-09-17 23:20:00" "2023-09-17 23:20:00"
19200 0.15015 -0.98379 0.12463 -0.99220 0.10970 -0.99366 "2023-09-17 23:20:00" "2023-09-17 23:00:00"
19200 0.15015 -0.98379 0.12463 -0.99220 0.20956 -0.97750 "2023-09-17 23:20:00" "2023-09-17 23:10:00"
19200 0.15015 -0.98379 0.12463 -0.99220 0.24512 -0.96871 "2023-09-17 23:20:00" "2023-09-17 23:20:00"
19800 0.18895 -0.97355 0.03735 -0.99930 0.10970 -0.99366 "2023-09-17 23:30:00" "2023-09-17 23:00:00"
19800 0.18895 -0.97355 0.03735 -0.99930 0.20956 -0.97750 "2023-09-17 23:30:00" "2023-09-17 23:10:00"
19800 0.18895 -0.97355 0.03735 -0.99930 0.24512 -0.96871 "2023-09-17 23:30:00" "2023-09-17 23:20:00"
19800 0.18895 -0.97355 0.03735 -0.99930 0.35322 -0.93476 "2023-09-17 23:30:00" "2023-09-17 23:30:00"
19800 0.18895 -0.97355 0.03735 -0.99930 0.10970 -0.99366 "2023-09-17 23:30:00" "2023-09-17 23:00:00"
19800 0.18895 -0.97355 0.03735 -0.99930 0.20956 -0.97750 "2023-09-17 23:30:00" "2023-09-17 23:10:00"
19800 0.18895 -0.97355 0.03735 -0.99930 0.24512 -0.96871 "2023-09-17 23:30:00" "2023-09-17 23:20:00"
19800 0.18895 -0.97355 0.03735 -0.99930 0.35322 -0.93476 "2023-09-17 23:30:00" "2023-09-17 23:30:00"
19800 0.18895 -0.97355 0.03735 -0.99930 0.10970 -0.99366 "2023-09-17 23:30:00" "2023-09-17 23:00:00"
19800 0.18895 -0.97355 0.03735 -0.99930 0.20956 -0.97750 "2023-09-17 23:30:00" "2023-09-17 23:10:00"
19800 0.18895 -0.97355 0.03735 -0.99930 0.24512 -0.96871 "2023-09-17 23:30:00" "2023-09-17 23:20:00"
19800 0.18895 -0.97355 0.03735 -0.99930 0.35322 -0.93476 "2023-09-17 23:30:00" "2023-09-17 23:30:00"
19800 0.18895 -0.97355 0.03735 -0.99930 0.10970 -0.99366 "2023-09-17 23:30:00" "2023-09-17 23:00:00"
19800 0.18895 -0.97355 0.03735 -0.99930 0.20956 -0.97750 "2023-09-17 23:30:00" "2023-09-17 23:10:00"
19800 0.18895 -0.97355 0.03735 -0.99930 0.24512 -0.96871 "2023-09-17 23:30:00" "2023-09-17 23:20:00"
19800 0.18895 -0.97355 0.03735 -0.99930 0.35322 -0.93476 "2023-09-17 23:30:00" "2023-09-17 23:30:00"
20400 0.23653 -0.96359 -0.01124 -0.99994 0.10970 -0.99366 "2023-09-17 23:40:00" "2023-09-17 23:00:00"
20400 0.23653 -0.96359 -0.01124 -0.99994 0.20956 -0.97750 "2023-09-17 23:40:00" "2023-09-17 23:10:00"
20400 0.23653 -0.96359 -0.01124 -0.99994 0.24512 -0.96871 "2023-09-17 23:40:00" "2023-09-17 23:20:00"
20400 0.23653 -0.96359 -0.01124 -0.99994 0.35322 -0.93476 "2023-09-17 23:40:00" "2023-09-17 23:30:00"
