20230927
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY "AR_WIND_DIRECTION (°)_VX" "AR_WIND_DIRECTION (°)_VY" Date_of_forecast Date_of_computing
18000 0.99062 -0.11581 0.28373 -0.95890 0.99337 -0.11485 "2023-09-27 23:00:00" "2023-09-27 23:00:00"
18600 0.98644 -0.14623 0.26969 -0.96295 0.98904 -0.14727 "2023-09-27 23:10:00" "2023-09-27 23:00:00"
18600 0.98644 -0.14623 0.26969 -0.96295 0.98860 -0.15035 "2023-09-27 23:10:00" "2023-09-27 23:10:00"
19200 0.98227 -0.17528 0.27096 -0.96259 0.98245 -0.18603 "2023-09-27 23:20:00" "2023-09-27 23:00:00"
19200 0.98227 -0.17528 0.27096 -0.96259 0.98306 -0.18291 "2023-09-27 23:20:00" "2023-09-27 23:10:00"
19200 0.98227 -0.17528 0.27096 -0.96259 0.98435 -0.17599 "2023-09-27 23:20:00" "2023-09-27 23:20:00"
19800 0.97775 -0.20218 0.27344 -0.96189 0.96876 -0.24662 "2023-09-27 23:30:00" "2023-09-27 23:00:00"
19800 0.97775 -0.20218 0.27344 -0.96189 0.97121 -0.23705 "2023-09-27 23:30:00" "2023-09-27 23:10:00"
19800 0.97775 -0.20218 0.27344 -0.96189 0.97475 -0.22223 "2023-09-27 23:30:00" "2023-09-27 23:20:00"
19800 0.97775 -0.20218 0.27344 -0.96189 0.97735 -0.21088 "2023-09-27 23:30:00" "2023-09-27 23:30:00"
20400 0.97563 -0.21551 0.26793 -0.96344 0.94259 -0.33331 "2023-09-27 23:40:00" "2023-09-27 23:00:00"
20400 0.97563 -0.21551 0.26793 -0.96344 0.94901 -0.31474 "2023-09-27 23:40:00" "2023-09-27 23:10:00"
20400 0.97563 -0.21551 0.26793 -0.96344 0.95555 -0.29438 "2023-09-27 23:40:00" "2023-09-27 23:20:00"
20400 0.97563 -0.21551 0.26793 -0.96344 0.96236 -0.27144 "2023-09-27 23:40:00" "2023-09-27 23:30:00"
20400 0.97563 -0.21551 0.26793 -0.96344 0.97725 -0.21208 "2023-09-27 23:40:00" "2023-09-27 23:40:00"
21000 0.97620 -0.21203 0.28796 -0.95764 0.91532 -0.40211 "2023-09-27 23:50:00" "2023-09-27 23:00:00"
21000 0.97620 -0.21203 0.28796 -0.95764 0.92683 -0.37498 "2023-09-27 23:50:00" "2023-09-27 23:10:00"
21000 0.97620 -0.21203 0.28796 -0.95764 0.93651 -0.35018 "2023-09-27 23:50:00" "2023-09-27 23:20:00"
21000 0.97620 -0.21203 0.28796 -0.95764 0.94697 -0.32089 "2023-09-27 23:50:00" "2023-09-27 23:30:00"
