20230911
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY "AR_WIND_DIRECTION (°)_VX" "AR_WIND_DIRECTION (°)_VY" Date_of_forecast Date_of_computing
18000 -0.17063 0.98368 -0.27579 0.96122 -0.17121 0.98522 "2023-09-11 23:00:00" "2023-09-11 23:00:00"
18600 -0.17742 0.98344 -0.27175 0.96237 -0.19014 0.98174 "2023-09-11 23:10:00" "2023-09-11 23:00:00"
18600 -0.17742 0.98344 -0.27175 0.96237 -0.18364 0.98299 "2023-09-11 23:10:00" "2023-09-11 23:10:00"
19200 -0.15433 0.98547 -0.27350 0.96187 -0.19846 0.98011 "2023-09-11 23:20:00" "2023-09-11 23:00:00"
19200 -0.15433 0.98547 -0.27350 0.96187 -0.18284 0.98314 "2023-09-11 23:20:00" "2023-09-11 23:10:00"
19200 -0.15433 0.98547 -0.27350 0.96187 -0.15558 0.98779 "2023-09-11 23:20:00" "2023-09-11 23:20:00"
19800 -0.12196 0.98850 -0.26880 0.96320 -0.19071 0.98164 "2023-09-11 23:30:00" "2023-09-11 23:00:00"
19800 -0.12196 0.98850 -0.26880 0.96320 -0.16747 0.98587 "2023-09-11 23:30:00" "2023-09-11 23:10:00"
19800 -0.12196 0.98850 -0.26880 0.96320 -0.12585 0.99202 "2023-09-11 23:30:00" "2023-09-11 23:20:00"
19800 -0.12196 0.98850 -0.26880 0.96320 -0.11694 0.99310 "2023-09-11 23:30:00" "2023-09-11 23:30:00"
20400 -0.10419 0.99084 -0.25650 0.96654 -0.19309 0.98117 "2023-09-11 23:40:00" "2023-09-11 23:00:00"
20400 -0.10419 0.99084 -0.25650 0.96654 -0.16425 0.98642 "2023-09-11 23:40:00" "2023-09-11 23:10:00"
20400 -0.10419 0.99084 -0.25650 0.96654 -0.10957 0.99398 "2023-09-11 23:40:00" "2023-09-11 23:20:00"
20400 -0.10419 0.99084 -0.25650 0.96654 -0.09832 0.99515 "2023-09-11 23:40:00" "2023-09-11 23:30:00"
20400 -0.10419 0.99084 -0.25650 0.96654 -0.10798 0.99415 "2023-09-11 23:40:00" "2023-09-11 23:40:00"
21000 -0.08553 0.99341 -0.24933 0.96842 -0.19966 0.97986 "2023-09-11 23:50:00" "2023-09-11 23:00:00"
21000 -0.08553 0.99341 -0.24933 0.96842 -0.16824 0.98574 "2023-09-11 23:50:00" "2023-09-11 23:10:00"
21000 -0.08553 0.99341 -0.24933 0.96842 -0.10436 0.99454 "2023-09-11 23:50:00" "2023-09-11 23:20:00"
21000 -0.08553 0.99341 -0.24933 0.96842 -0.09014 0.99593 "2023-09-11 23:50:00" "2023-09-11 23:30:00"
21000 -0.08553 0.99341 -0.24933 0.96842 -0.10577 0.99439 "2023-09-11 23:50:00" "2023-09-11 23:40:00"
21000 -0.08553 0.99341 -0.24933 0.96842 -0.08774 0.99614 "2023-09-11 23:50:00" "2023-09-11 23:50:00"
21600 -0.06702 0.99553 -0.25480 0.96699 -0.16607 0.98611 "2023-09-12 00:00:00" "2023-09-11 23:10:00"
21600 -0.06702 0.99553 -0.25480 0.96699 -0.09635 0.99534 "2023-09-12 00:00:00" "2023-09-11 23:20:00"
21600 -0.06702 0.99553 -0.25480 0.96699 -0.08015 0.99677 "2023-09-12 00:00:00" "2023-09-11 23:30:00"
21600 -0.06702 0.99553 -0.25480 0.96699 -0.10036 0.99495 "2023-09-12 00:00:00" "2023-09-11 23:40:00"
21600 -0.06702 0.99553 -0.25480 0.96699 -0.07347 0.99728 "2023-09-12 00:00:00" "2023-09-11 23:50:00"
21600 -0.06702 0.99553 -0.25480 0.96699 -0.06113 0.99811 "2023-09-12 00:00:00" "2023-09-12 00:00:00"
22200 -0.06429 0.99579 -0.25807 0.96613 -0.09044 0.99590 "2023-09-12 00:10:00" "2023-09-11 23:20:00"
22200 -0.06429 0.99579 -0.25807 0.96613 -0.07362 0.99729 "2023-09-12 00:10:00" "2023-09-11 23:30:00"
22200 -0.06429 0.99579 -0.25807 0.96613 -0.09668 0.99532 "2023-09-12 00:10:00" "2023-09-11 23:40:00"
22200 -0.06429 0.99579 -0.25807 0.96613 -0.06249 0.99804 "2023-09-12 00:10:00" "2023-09-11 23:50:00"
22200 -0.06429 0.99579 -0.25807 0.96613 -0.04682 0.99890 "2023-09-12 00:10:00" "2023-09-12 00:00:00"
22200 -0.06429 0.99579 -0.25807 0.96613 -0.06481 0.99790 "2023-09-12 00:10:00" "2023-09-12 00:10:00"
22800 -0.08584 0.99381 -0.26825 0.96335 -0.07716 0.99701 "2023-09-12 00:20:00" "2023-09-11 23:30:00"
22800 -0.08584 0.99381 -0.26825 0.96335 -0.10181 0.99479 "2023-09-12 00:20:00" "2023-09-11 23:40:00"
22800 -0.08584 0.99381 -0.26825 0.96335 -0.06317 0.99800 "2023-09-12 00:20:00" "2023-09-11 23:50:00"
22800 -0.08584 0.99381 -0.26825 0.96335 -0.04374 0.99904 "2023-09-12 00:20:00" "2023-09-12 00:00:00"
22800 -0.08584 0.99381 -0.26825 0.96335 -0.07373 0.99726 "2023-09-12 00:20:00" "2023-09-12 00:10:00"
22800 -0.08584 0.99381 -0.26825 0.96335 -0.08260 0.99654 "2023-09-12 00:20:00" "2023-09-12 00:20:00"
23400 -0.10745 0.99252 -0.28081 0.95976 -0.11638 0.99320 "2023-09-12 00:30:00" "2023-09-11 23:40:00"
23400 -0.10745 0.99252 -0.28081 0.95976 -0.07482 0.99719 "2023-09-12 00:30:00" "2023-09-11 23:50:00"
23400 -0.10745 0.99252 -0.28081 0.95976 -0.05229 0.99863 "2023-09-12 00:30:00" "2023-09-12 00:00:00"
23400 -0.10745 0.99252 -0.28081 0.95976 -0.09262 0.99569 "2023-09-12 00:30:00" "2023-09-12 00:10:00"
23400 -0.10745 0.99252 -0.28081 0.95976 -0.11408 0.99342 "2023-09-12 00:30:00" "2023-09-12 00:20:00"
23400 -0.10745 0.99252 -0.28081 0.95976 -0.10720 0.99422 "2023-09-12 00:30:00" "2023-09-12 00:30:00"
24000 -0.10867 0.99238 -0.29339 0.95599 -0.08766 0.99614 "2023-09-12 00:40:00" "2023-09-11 23:50:00"
24000 -0.10867 0.99238 -0.29339 0.95599 -0.06272 0.99802 "2023-09-12 00:40:00" "2023-09-12 00:00:00"
24000 -0.10867 0.99238 -0.29339 0.95599 -0.11099 0.99380 "2023-09-12 00:40:00" "2023-09-12 00:10:00"
24000 -0.10867 0.99238 -0.29339 0.95599 -0.14641 0.98917 "2023-09-12 00:40:00" "2023-09-12 00:20:00"
24000 -0.10867 0.99238 -0.29339 0.95599 -0.12768 0.99179 "2023-09-12 00:40:00" "2023-09-12 00:30:00"
24000 -0.10867 0.99238 -0.29339 0.95599 -0.10915 0.99402 "2023-09-12 00:40:00" "2023-09-12 00:40:00"
24600 -0.10210 0.99253 -0.28680 0.95799 -0.08061 0.99672 "2023-09-12 00:50:00" "2023-09-12 00:00:00"
24600 -0.10210 0.99253 -0.28680 0.95799 -0.13470 0.99086 "2023-09-12 00:50:00" "2023-09-12 00:10:00"
24600 -0.10210 0.99253 -0.28680 0.95799 -0.18432 0.98280 "2023-09-12 00:50:00" "2023-09-12 00:20:00"
24600 -0.10210 0.99253 -0.28680 0.95799 -0.15494 0.98789 "2023-09-12 00:50:00" "2023-09-12 00:30:00"
24600 -0.10210 0.99253 -0.28680 0.95799 -0.11951 0.99283 "2023-09-12 00:50:00" "2023-09-12 00:40:00"
24600 -0.10210 0.99253 -0.28680 0.95799 -0.11508 0.99335 "2023-09-12 00:50:00" "2023-09-12 00:50:00"
25200 -0.08776 0.99292 -0.25568 0.96676 -0.15728 0.98754 "2023-09-12 01:00:00" "2023-09-12 00:10:00"
25200 -0.08776 0.99292 -0.25568 0.96676 -0.21899 0.97569 "2023-09-12 01:00:00" "2023-09-12 00:20:00"
25200 -0.08776 0.99292 -0.25568 0.96676 -0.18011 0.98363 "2023-09-12 01:00:00" "2023-09-12 00:30:00"
