20230919
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY "AR_WIND_DIRECTION (°)_VX" "AR_WIND_DIRECTION (°)_VY" Date_of_forecast Date_of_computing
18000 0.51411 -0.83499 0.47774 -0.87850 0.52604 -0.85006 "2023-09-19 23:00:00" "2023-09-19 23:00:00"
18600 0.43108 -0.87539 0.42237 -0.90642 0.45855 -0.88838 "2023-09-19 23:10:00" "2023-09-19 23:00:00"
18600 0.43108 -0.87539 0.42237 -0.90642 0.44859 -0.89339 "2023-09-19 23:10:00" "2023-09-19 23:10:00"
19200 0.34199 -0.91272 0.37601 -0.92661 0.38374 -0.92317 "2023-09-19 23:20:00" "2023-09-19 23:00:00"
19200 0.34199 -0.91272 0.37601 -0.92661 0.36189 -0.93182 "2023-09-19 23:20:00" "2023-09-19 23:10:00"
19200 0.34199 -0.91272 0.37601 -0.92661 0.36162 -0.93207 "2023-09-19 23:20:00" "2023-09-19 23:20:00"
19800 0.21844 -0.94499 0.34660 -0.93801 0.31978 -0.94721 "2023-09-19 23:30:00" "2023-09-19 23:00:00"
19800 0.21844 -0.94499 0.34660 -0.93801 0.28099 -0.95930 "2023-09-19 23:30:00" "2023-09-19 23:10:00"
19800 0.21844 -0.94499 0.34660 -0.93801 0.29106 -0.95631 "2023-09-19 23:30:00" "2023-09-19 23:20:00"
19800 0.21844 -0.94499 0.34660 -0.93801 0.24853 -0.96799 "2023-09-19 23:30:00" "2023-09-19 23:30:00"
20400 0.09129 -0.96715 0.32015 -0.94737 0.23867 -0.97084 "2023-09-19 23:40:00" "2023-09-19 23:00:00"
20400 0.09129 -0.96715 0.32015 -0.94737 0.18124 -0.98306 "2023-09-19 23:40:00" "2023-09-19 23:10:00"
20400 0.09129 -0.96715 0.32015 -0.94737 0.19335 -0.98076 "2023-09-19 23:40:00" "2023-09-19 23:20:00"
20400 0.09129 -0.96715 0.32015 -0.94737 0.12478 -0.99158 "2023-09-19 23:40:00" "2023-09-19 23:30:00"
20400 0.09129 -0.96715 0.32015 -0.94737 0.12642 -0.99153 "2023-09-19 23:40:00" "2023-09-19 23:40:00"
21000 0.02010 -0.98270 0.30428 -0.95258 0.18568 -0.98258 "2023-09-19 23:50:00" "2023-09-19 23:00:00"
21000 0.02010 -0.98270 0.30428 -0.95258 0.11737 -0.99305 "2023-09-19 23:50:00" "2023-09-19 23:10:00"
21000 0.02010 -0.98270 0.30428 -0.95258 0.12974 -0.99151 "2023-09-19 23:50:00" "2023-09-19 23:20:00"
21000 0.02010 -0.98270 0.30428 -0.95258 0.04057 -0.99910 "2023-09-19 23:50:00" "2023-09-19 23:30:00"
21000 0.02010 -0.98270 0.30428 -0.95258 0.04935 -0.99870 "2023-09-19 23:50:00" "2023-09-19 23:40:00"
21000 0.02010 -0.98270 0.30428 -0.95258 0.05240 -0.99859 "2023-09-19 23:50:00" "2023-09-19 23:50:00"
21600 -0.01651 -0.98686 0.29799 -0.95457 0.09699 -0.99528 "2023-09-20 00:00:00" "2023-09-19 23:10:00"
21600 -0.01651 -0.98686 0.29799 -0.95457 0.11090 -0.99383 "2023-09-20 00:00:00" "2023-09-19 23:20:00"
21600 -0.01651 -0.98686 0.29799 -0.95457 0.01072 -0.99993 "2023-09-20 00:00:00" "2023-09-19 23:30:00"
21600 -0.01651 -0.98686 0.29799 -0.95457 0.02008 -0.99979 "2023-09-20 00:00:00" "2023-09-19 23:40:00"
21600 -0.01651 -0.98686 0.29799 -0.95457 0.02857 -0.99958 "2023-09-20 00:00:00" "2023-09-19 23:50:00"
21600 -0.01651 -0.98686 0.29799 -0.95457 0.01293 -0.99991 "2023-09-20 00:00:00" "2023-09-20 00:00:00"
22200 -0.04420 -0.98877 0.30222 -0.95324 0.09495 -0.99547 "2023-09-20 00:10:00" "2023-09-19 23:20:00"
22200 -0.04420 -0.98877 0.30222 -0.95324 -0.01272 -0.99989 "2023-09-20 00:10:00" "2023-09-19 23:30:00"
22200 -0.04420 -0.98877 0.30222 -0.95324 -0.00427 -0.99996 "2023-09-20 00:10:00" "2023-09-19 23:40:00"
22200 -0.04420 -0.98877 0.30222 -0.95324 0.00491 -0.99996 "2023-09-20 00:10:00" "2023-09-19 23:50:00"
22200 -0.04420 -0.98877 0.30222 -0.95324 -0.01668 -0.99981 "2023-09-20 00:10:00" "2023-09-20 00:00:00"
22200 -0.04420 -0.98877 0.30222 -0.95324 -0.04654 -0.99884 "2023-09-20 00:10:00" "2023-09-20 00:10:00"
22800 -0.05615 -0.99003 0.31428 -0.94933 -0.01503 -0.99988 "2023-09-20 00:20:00" "2023-09-19 23:30:00"
22800 -0.05615 -0.99003 0.31428 -0.94933 -0.00472 -0.99997 "2023-09-20 00:20:00" "2023-09-19 23:40:00"
22800 -0.05615 -0.99003 0.31428 -0.94933 0.00681 -0.99995 "2023-09-20 00:20:00" "2023-09-19 23:50:00"
22800 -0.05615 -0.99003 0.31428 -0.94933 -0.02043 -0.99977 "2023-09-20 00:20:00" "2023-09-20 00:00:00"
22800 -0.05615 -0.99003 0.31428 -0.94933 -0.06101 -0.99813 "2023-09-20 00:20:00" "2023-09-20 00:10:00"
22800 -0.05615 -0.99003 0.31428 -0.94933 -0.03785 -0.99928 "2023-09-20 00:20:00" "2023-09-20 00:20:00"
23400 -0.03215 -0.99164 0.31617 -0.94870 0.01666 -0.99983 "2023-09-20 00:30:00" "2023-09-19 23:40:00"
23400 -0.03215 -0.99164 0.31617 -0.94870 0.03307 -0.99941 "2023-09-20 00:30:00" "2023-09-19 23:50:00"
23400 -0.03215 -0.99164 0.31617 -0.94870 0.00372 -0.99995 "2023-09-20 00:30:00" "2023-09-20 00:00:00"
23400 -0.03215 -0.99164 0.31617 -0.94870 -0.04766 -0.99884 "2023-09-20 00:30:00" "2023-09-20 00:10:00"
23400 -0.03215 -0.99164 0.31617 -0.94870 -0.02727 -0.99961 "2023-09-20 00:30:00" "2023-09-20 00:20:00"
23400 -0.03215 -0.99164 0.31617 -0.94870 -0.02150 -0.99974 "2023-09-20 00:30:00" "2023-09-20 00:30:00"
24000 0.02582 -0.99532 0.30753 -0.95154 0.07271 -0.99728 "2023-09-20 00:40:00" "2023-09-19 23:50:00"
