20230926
Seconds MEASURES_tau(ms) MNH_TAU0(ms) PERSISTENCE(ms) Date_of_forecast Date_of_computing
24000 1.95634 5.35210 1.90800 "2023-09-27 00:40:00" "2023-09-27 00:40:00"
24600 1.98090 5.34327 1.90800 "2023-09-27 00:50:00" "2023-09-27 00:40:00"
24600 1.98090 5.34327 2.00925 "2023-09-27 00:50:00" "2023-09-27 00:50:00"
24600 1.98090 5.34327 1.90800 "2023-09-27 00:50:00" "2023-09-27 00:40:00"
24600 1.98090 5.34327 2.00925 "2023-09-27 00:50:00" "2023-09-27 00:50:00"
25200 2.02429 5.29587 1.90800 "2023-09-27 01:00:00" "2023-09-27 00:40:00"
25200 2.02429 5.29587 2.00925 "2023-09-27 01:00:00" "2023-09-27 00:50:00"
25200 2.02429 5.29587 2.13957 "2023-09-27 01:00:00" "2023-09-27 01:00:00"
25200 2.02429 5.29587 1.90800 "2023-09-27 01:00:00" "2023-09-27 00:40:00"
25200 2.02429 5.29587 2.00925 "2023-09-27 01:00:00" "2023-09-27 00:50:00"
25200 2.02429 5.29587 2.13957 "2023-09-27 01:00:00" "2023-09-27 01:00:00"
25200 2.02429 5.29587 1.90800 "2023-09-27 01:00:00" "2023-09-27 00:40:00"
25200 2.02429 5.29587 2.00925 "2023-09-27 01:00:00" "2023-09-27 00:50:00"
25200 2.02429 5.29587 2.13957 "2023-09-27 01:00:00" "2023-09-27 01:00:00"
25800 2.04632 5.24876 1.90800 "2023-09-27 01:10:00" "2023-09-27 00:40:00"
25800 2.04632 5.24876 2.00925 "2023-09-27 01:10:00" "2023-09-27 00:50:00"
25800 2.04632 5.24876 2.13957 "2023-09-27 01:10:00" "2023-09-27 01:00:00"
25800 2.04632 5.24876 2.01737 "2023-09-27 01:10:00" "2023-09-27 01:10:00"
25800 2.04632 5.24876 1.90800 "2023-09-27 01:10:00" "2023-09-27 00:40:00"
25800 2.04632 5.24876 2.00925 "2023-09-27 01:10:00" "2023-09-27 00:50:00"
25800 2.04632 5.24876 2.13957 "2023-09-27 01:10:00" "2023-09-27 01:00:00"
25800 2.04632 5.24876 2.01737 "2023-09-27 01:10:00" "2023-09-27 01:10:00"
25800 2.04632 5.24876 1.90800 "2023-09-27 01:10:00" "2023-09-27 00:40:00"
