20230905
Seconds MEASURES_tau(ms) MNH_TAU0(ms) PERSISTENCE(ms) Date_of_forecast Date_of_computing
20400 3.65914 4.40877 3.77575 "2023-09-05 23:40:00" "2023-09-05 23:40:00"
21000 3.42727 4.38634 3.77575 "2023-09-05 23:50:00" "2023-09-05 23:40:00"
21000 3.42727 4.38634 3.13757 "2023-09-05 23:50:00" "2023-09-05 23:50:00"
21000 3.42727 4.38634 3.77575 "2023-09-05 23:50:00" "2023-09-05 23:40:00"
21000 3.42727 4.38634 3.13757 "2023-09-05 23:50:00" "2023-09-05 23:50:00"
21600 3.47709 4.38269 3.77575 "2023-09-06 00:00:00" "2023-09-05 23:40:00"
21600 3.47709 4.38269 3.13757 "2023-09-06 00:00:00" "2023-09-05 23:50:00"
21600 3.47709 4.38269 3.42050 "2023-09-06 00:00:00" "2023-09-06 00:00:00"
21600 3.47709 4.38269 3.77575 "2023-09-06 00:00:00" "2023-09-05 23:40:00"
21600 3.47709 4.38269 3.13757 "2023-09-06 00:00:00" "2023-09-05 23:50:00"
21600 3.47709 4.38269 3.42050 "2023-09-06 00:00:00" "2023-09-06 00:00:00"
21600 3.47709 4.38269 3.77575 "2023-09-06 00:00:00" "2023-09-05 23:40:00"
21600 3.47709 4.38269 3.13757 "2023-09-06 00:00:00" "2023-09-05 23:50:00"
21600 3.47709 4.38269 3.42050 "2023-09-06 00:00:00" "2023-09-06 00:00:00"
22200 3.56077 4.40447 3.77575 "2023-09-06 00:10:00" "2023-09-05 23:40:00"
22200 3.56077 4.40447 3.13757 "2023-09-06 00:10:00" "2023-09-05 23:50:00"
22200 3.56077 4.40447 3.42050 "2023-09-06 00:10:00" "2023-09-06 00:00:00"
22200 3.56077 4.40447 3.72557 "2023-09-06 00:10:00" "2023-09-06 00:10:00"
22200 3.56077 4.40447 3.77575 "2023-09-06 00:10:00" "2023-09-05 23:40:00"
22200 3.56077 4.40447 3.13757 "2023-09-06 00:10:00" "2023-09-05 23:50:00"
22200 3.56077 4.40447 3.42050 "2023-09-06 00:10:00" "2023-09-06 00:00:00"
22200 3.56077 4.40447 3.72557 "2023-09-06 00:10:00" "2023-09-06 00:10:00"
22200 3.56077 4.40447 3.77575 "2023-09-06 00:10:00" "2023-09-05 23:40:00"
22200 3.56077 4.40447 3.13757 "2023-09-06 00:10:00" "2023-09-05 23:50:00"
22200 3.56077 4.40447 3.42050 "2023-09-06 00:10:00" "2023-09-06 00:00:00"
22200 3.56077 4.40447 3.72557 "2023-09-06 00:10:00" "2023-09-06 00:10:00"
22200 3.56077 4.40447 3.77575 "2023-09-06 00:10:00" "2023-09-05 23:40:00"
22200 3.56077 4.40447 3.13757 "2023-09-06 00:10:00" "2023-09-05 23:50:00"
22200 3.56077 4.40447 3.42050 "2023-09-06 00:10:00" "2023-09-06 00:00:00"
22200 3.56077 4.40447 3.72557 "2023-09-06 00:10:00" "2023-09-06 00:10:00"
22800 3.53206 4.42036 3.77575 "2023-09-06 00:20:00" "2023-09-05 23:40:00"
22800 3.53206 4.42036 3.13757 "2023-09-06 00:20:00" "2023-09-05 23:50:00"
22800 3.53206 4.42036 3.42050 "2023-09-06 00:20:00" "2023-09-06 00:00:00"
22800 3.53206 4.42036 3.72557 "2023-09-06 00:20:00" "2023-09-06 00:10:00"
22800 3.53206 4.42036 3.53988 "2023-09-06 00:20:00" "2023-09-06 00:20:00"
22800 3.53206 4.42036 3.77575 "2023-09-06 00:20:00" "2023-09-05 23:40:00"
22800 3.53206 4.42036 3.13757 "2023-09-06 00:20:00" "2023-09-05 23:50:00"
22800 3.53206 4.42036 3.42050 "2023-09-06 00:20:00" "2023-09-06 00:00:00"
22800 3.53206 4.42036 3.72557 "2023-09-06 00:20:00" "2023-09-06 00:10:00"
22800 3.53206 4.42036 3.53988 "2023-09-06 00:20:00" "2023-09-06 00:20:00"
22800 3.53206 4.42036 3.77575 "2023-09-06 00:20:00" "2023-09-05 23:40:00"
22800 3.53206 4.42036 3.13757 "2023-09-06 00:20:00" "2023-09-05 23:50:00"
22800 3.53206 4.42036 3.42050 "2023-09-06 00:20:00" "2023-09-06 00:00:00"
22800 3.53206 4.42036 3.72557 "2023-09-06 00:20:00" "2023-09-06 00:10:00"
22800 3.53206 4.42036 3.53988 "2023-09-06 00:20:00" "2023-09-06 00:20:00"
22800 3.53206 4.42036 3.77575 "2023-09-06 00:20:00" "2023-09-05 23:40:00"
22800 3.53206 4.42036 3.13757 "2023-09-06 00:20:00" "2023-09-05 23:50:00"
22800 3.53206 4.42036 3.42050 "2023-09-06 00:20:00" "2023-09-06 00:00:00"
22800 3.53206 4.42036 3.72557 "2023-09-06 00:20:00" "2023-09-06 00:10:00"
22800 3.53206 4.42036 3.53988 "2023-09-06 00:20:00" "2023-09-06 00:20:00"
22800 3.53206 4.42036 3.77575 "2023-09-06 00:20:00" "2023-09-05 23:40:00"
22800 3.53206 4.42036 3.13757 "2023-09-06 00:20:00" "2023-09-05 23:50:00"
22800 3.53206 4.42036 3.42050 "2023-09-06 00:20:00" "2023-09-06 00:00:00"
22800 3.53206 4.42036 3.72557 "2023-09-06 00:20:00" "2023-09-06 00:10:00"
22800 3.53206 4.42036 3.53988 "2023-09-06 00:20:00" "2023-09-06 00:20:00"
