20230929
Seconds MEASURES_tau(ms) MNH_TAU0(ms) PERSISTENCE(ms) Date_of_forecast Date_of_computing
22800 3.36545 3.56009 3.23750 "2023-09-30 00:20:00" "2023-09-30 00:20:00"
23400 3.58253 3.62103 3.23750 "2023-09-30 00:30:00" "2023-09-30 00:20:00"
23400 3.58253 3.62103 3.66843 "2023-09-30 00:30:00" "2023-09-30 00:30:00"
23400 3.58253 3.62103 3.23750 "2023-09-30 00:30:00" "2023-09-30 00:20:00"
23400 3.58253 3.62103 3.66843 "2023-09-30 00:30:00" "2023-09-30 00:30:00"
24000 3.52339 3.67293 3.23750 "2023-09-30 00:40:00" "2023-09-30 00:20:00"
24000 3.52339 3.67293 3.66843 "2023-09-30 00:40:00" "2023-09-30 00:30:00"
24000 3.52339 3.67293 3.55563 "2023-09-30 00:40:00" "2023-09-30 00:40:00"
24000 3.52339 3.67293 3.23750 "2023-09-30 00:40:00" "2023-09-30 00:20:00"
24000 3.52339 3.67293 3.66843 "2023-09-30 00:40:00" "2023-09-30 00:30:00"
24000 3.52339 3.67293 3.55563 "2023-09-30 00:40:00" "2023-09-30 00:40:00"
24000 3.52339 3.67293 3.23750 "2023-09-30 00:40:00" "2023-09-30 00:20:00"
24000 3.52339 3.67293 3.66843 "2023-09-30 00:40:00" "2023-09-30 00:30:00"
24000 3.52339 3.67293 3.55563 "2023-09-30 00:40:00" "2023-09-30 00:40:00"
24600 3.43943 3.69524 3.23750 "2023-09-30 00:50:00" "2023-09-30 00:20:00"
24600 3.43943 3.69524 3.66843 "2023-09-30 00:50:00" "2023-09-30 00:30:00"
24600 3.43943 3.69524 3.55563 "2023-09-30 00:50:00" "2023-09-30 00:40:00"
24600 3.43943 3.69524 3.25200 "2023-09-30 00:50:00" "2023-09-30 00:50:00"
24600 3.43943 3.69524 3.23750 "2023-09-30 00:50:00" "2023-09-30 00:20:00"
24600 3.43943 3.69524 3.66843 "2023-09-30 00:50:00" "2023-09-30 00:30:00"
24600 3.43943 3.69524 3.55563 "2023-09-30 00:50:00" "2023-09-30 00:40:00"
24600 3.43943 3.69524 3.25200 "2023-09-30 00:50:00" "2023-09-30 00:50:00"
24600 3.43943 3.69524 3.23750 "2023-09-30 00:50:00" "2023-09-30 00:20:00"
24600 3.43943 3.69524 3.66843 "2023-09-30 00:50:00" "2023-09-30 00:30:00"
24600 3.43943 3.69524 3.55563 "2023-09-30 00:50:00" "2023-09-30 00:40:00"
24600 3.43943 3.69524 3.25200 "2023-09-30 00:50:00" "2023-09-30 00:50:00"
24600 3.43943 3.69524 3.23750 "2023-09-30 00:50:00" "2023-09-30 00:20:00"
24600 3.43943 3.69524 3.66843 "2023-09-30 00:50:00" "2023-09-30 00:30:00"
24600 3.43943 3.69524 3.55563 "2023-09-30 00:50:00" "2023-09-30 00:40:00"
24600 3.43943 3.69524 3.25200 "2023-09-30 00:50:00" "2023-09-30 00:50:00"
25200 3.44311 3.67896 3.23750 "2023-09-30 01:00:00" "2023-09-30 00:20:00"
25200 3.44311 3.67896 3.66843 "2023-09-30 01:00:00" "2023-09-30 00:30:00"
25200 3.44311 3.67896 3.55563 "2023-09-30 01:00:00" "2023-09-30 00:40:00"
25200 3.44311 3.67896 3.25200 "2023-09-30 01:00:00" "2023-09-30 00:50:00"
25200 3.44311 3.67896 3.15375 "2023-09-30 01:00:00" "2023-09-30 01:00:00"
25200 3.44311 3.67896 3.23750 "2023-09-30 01:00:00" "2023-09-30 00:20:00"
25200 3.44311 3.67896 3.66843 "2023-09-30 01:00:00" "2023-09-30 00:30:00"
25200 3.44311 3.67896 3.55563 "2023-09-30 01:00:00" "2023-09-30 00:40:00"
25200 3.44311 3.67896 3.25200 "2023-09-30 01:00:00" "2023-09-30 00:50:00"
25200 3.44311 3.67896 3.15375 "2023-09-30 01:00:00" "2023-09-30 01:00:00"
25200 3.44311 3.67896 3.23750 "2023-09-30 01:00:00" "2023-09-30 00:20:00"
25200 3.44311 3.67896 3.66843 "2023-09-30 01:00:00" "2023-09-30 00:30:00"
25200 3.44311 3.67896 3.55563 "2023-09-30 01:00:00" "2023-09-30 00:40:00"
25200 3.44311 3.67896 3.25200 "2023-09-30 01:00:00" "2023-09-30 00:50:00"
25200 3.44311 3.67896 3.15375 "2023-09-30 01:00:00" "2023-09-30 01:00:00"
25200 3.44311 3.67896 3.23750 "2023-09-30 01:00:00" "2023-09-30 00:20:00"
25200 3.44311 3.67896 3.66843 "2023-09-30 01:00:00" "2023-09-30 00:30:00"
25200 3.44311 3.67896 3.55563 "2023-09-30 01:00:00" "2023-09-30 00:40:00"
25200 3.44311 3.67896 3.25200 "2023-09-30 01:00:00" "2023-09-30 00:50:00"
25200 3.44311 3.67896 3.15375 "2023-09-30 01:00:00" "2023-09-30 01:00:00"
25200 3.44311 3.67896 3.23750 "2023-09-30 01:00:00" "2023-09-30 00:20:00"
25200 3.44311 3.67896 3.66843 "2023-09-30 01:00:00" "2023-09-30 00:30:00"
25200 3.44311 3.67896 3.55563 "2023-09-30 01:00:00" "2023-09-30 00:40:00"
25200 3.44311 3.67896 3.25200 "2023-09-30 01:00:00" "2023-09-30 00:50:00"
25200 3.44311 3.67896 3.15375 "2023-09-30 01:00:00" "2023-09-30 01:00:00"
25800 3.48832 3.66983 3.23750 "2023-09-30 01:10:00" "2023-09-30 00:20:00"
25800 3.48832 3.66983 3.66843 "2023-09-30 01:10:00" "2023-09-30 00:30:00"
25800 3.48832 3.66983 3.55563 "2023-09-30 01:10:00" "2023-09-30 00:40:00"
25800 3.48832 3.66983 3.25200 "2023-09-30 01:10:00" "2023-09-30 00:50:00"
25800 3.48832 3.66983 3.15375 "2023-09-30 01:10:00" "2023-09-30 01:00:00"
25800 3.48832 3.66983 3.68986 "2023-09-30 01:10:00" "2023-09-30 01:10:00"
25800 3.48832 3.66983 3.23750 "2023-09-30 01:10:00" "2023-09-30 00:20:00"
25800 3.48832 3.66983 3.66843 "2023-09-30 01:10:00" "2023-09-30 00:30:00"
25800 3.48832 3.66983 3.55563 "2023-09-30 01:10:00" "2023-09-30 00:40:00"
25800 3.48832 3.66983 3.25200 "2023-09-30 01:10:00" "2023-09-30 00:50:00"
