20230908
Seconds MEASURES_tau(ms) MNH_TAU0(ms) "AR_TAU (ms)" Date_of_forecast Date_of_computing
20400 4.65531 2.18882 4.52696 "2023-09-08 23:40:00" "2023-09-08 23:40:00"
21000 4.83800 2.20382 4.44917 "2023-09-08 23:50:00" "2023-09-08 23:40:00"
21000 4.83800 2.20382 4.70318 "2023-09-08 23:50:00" "2023-09-08 23:50:00"
21600 4.96026 2.21099 4.37630 "2023-09-09 00:00:00" "2023-09-08 23:40:00"
21600 4.96026 2.21099 4.75037 "2023-09-09 00:00:00" "2023-09-08 23:50:00"
21600 4.96026 2.21099 4.77209 "2023-09-09 00:00:00" "2023-09-09 00:00:00"
22200 5.24044 2.20145 4.31572 "2023-09-09 00:10:00" "2023-09-08 23:40:00"
22200 5.24044 2.20145 4.78575 "2023-09-09 00:10:00" "2023-09-08 23:50:00"
22200 5.24044 2.20145 4.81956 "2023-09-09 00:10:00" "2023-09-09 00:00:00"
22200 5.24044 2.20145 4.95152 "2023-09-09 00:10:00" "2023-09-09 00:10:00"
22800 5.16397 2.17244 4.28519 "2023-09-09 00:20:00" "2023-09-08 23:40:00"
22800 5.16397 2.17244 4.83174 "2023-09-09 00:20:00" "2023-09-08 23:50:00"
22800 5.16397 2.17244 4.87566 "2023-09-09 00:20:00" "2023-09-09 00:00:00"
22800 5.16397 2.17244 5.04241 "2023-09-09 00:20:00" "2023-09-09 00:10:00"
22800 5.16397 2.17244 5.04404 "2023-09-09 00:20:00" "2023-09-09 00:20:00"
23400 5.01303 2.15494 4.25844 "2023-09-09 00:30:00" "2023-09-08 23:40:00"
23400 5.01303 2.15494 4.85254 "2023-09-09 00:30:00" "2023-09-08 23:50:00"
23400 5.01303 2.15494 4.90467 "2023-09-09 00:30:00" "2023-09-09 00:00:00"
23400 5.01303 2.15494 5.10854 "2023-09-09 00:30:00" "2023-09-09 00:10:00"
23400 5.01303 2.15494 5.09489 "2023-09-09 00:30:00" "2023-09-09 00:20:00"
23400 5.01303 2.15494 5.03452 "2023-09-09 00:30:00" "2023-09-09 00:30:00"
24000 4.80191 2.16685 4.83471 "2023-09-09 00:40:00" "2023-09-08 23:50:00"
24000 4.80191 2.16685 4.89242 "2023-09-09 00:40:00" "2023-09-09 00:00:00"
24000 4.80191 2.16685 5.12675 "2023-09-09 00:40:00" "2023-09-09 00:10:00"
24000 4.80191 2.16685 5.10491 "2023-09-09 00:40:00" "2023-09-09 00:20:00"
24000 4.80191 2.16685 4.97072 "2023-09-09 00:40:00" "2023-09-09 00:30:00"
24000 4.80191 2.16685 4.91179 "2023-09-09 00:40:00" "2023-09-09 00:40:00"
24600 4.60329 2.15208 4.83886 "2023-09-09 00:50:00" "2023-09-09 00:00:00"
24600 4.60329 2.15208 5.09025 "2023-09-09 00:50:00" "2023-09-09 00:10:00"
