20230927
Seconds MEASURES_tau(ms) MNH_TAU0(ms) "AR_TAU (ms)" Date_of_forecast Date_of_computing
21000 4.75649 3.58043 4.74390 "2023-09-27 23:50:00" "2023-09-27 23:50:00"
21600 4.61805 3.59015 4.73878 "2023-09-28 00:00:00" "2023-09-27 23:50:00"
21600 4.61805 3.59015 4.73344 "2023-09-28 00:00:00" "2023-09-28 00:00:00"
22200 4.45526 3.58804 4.72535 "2023-09-28 00:10:00" "2023-09-27 23:50:00"
22200 4.45526 3.58804 4.76837 "2023-09-28 00:10:00" "2023-09-28 00:00:00"
22200 4.45526 3.58804 4.61989 "2023-09-28 00:10:00" "2023-09-28 00:10:00"
22800 4.25387 3.56483 4.71560 "2023-09-28 00:20:00" "2023-09-27 23:50:00"
22800 4.25387 3.56483 4.79478 "2023-09-28 00:20:00" "2023-09-28 00:00:00"
22800 4.25387 3.56483 4.56827 "2023-09-28 00:20:00" "2023-09-28 00:10:00"
22800 4.25387 3.56483 4.43147 "2023-09-28 00:20:00" "2023-09-28 00:20:00"
23400 4.12256 3.54452 4.69858 "2023-09-28 00:30:00" "2023-09-27 23:50:00"
23400 4.12256 3.54452 4.79853 "2023-09-28 00:30:00" "2023-09-28 00:00:00"
23400 4.12256 3.54452 4.51859 "2023-09-28 00:30:00" "2023-09-28 00:10:00"
23400 4.12256 3.54452 4.30139 "2023-09-28 00:30:00" "2023-09-28 00:20:00"
23400 4.12256 3.54452 4.25771 "2023-09-28 00:30:00" "2023-09-28 00:30:00"
24000 3.96146 3.53223 4.67043 "2023-09-28 00:40:00" "2023-09-27 23:50:00"
24000 3.96146 3.53223 4.79002 "2023-09-28 00:40:00" "2023-09-28 00:00:00"
24000 3.96146 3.53223 4.47198 "2023-09-28 00:40:00" "2023-09-28 00:10:00"
24000 3.96146 3.53223 4.19491 "2023-09-28 00:40:00" "2023-09-28 00:20:00"
24000 3.96146 3.53223 4.13577 "2023-09-28 00:40:00" "2023-09-28 00:30:00"
24000 3.96146 3.53223 4.02810 "2023-09-28 00:40:00" "2023-09-28 00:40:00"
24600 3.80295 3.51373 4.76172 "2023-09-28 00:50:00" "2023-09-28 00:00:00"
24600 3.80295 3.51373 4.41921 "2023-09-28 00:50:00" "2023-09-28 00:10:00"
24600 3.80295 3.51373 4.10165 "2023-09-28 00:50:00" "2023-09-28 00:20:00"
24600 3.80295 3.51373 4.02732 "2023-09-28 00:50:00" "2023-09-28 00:30:00"
24600 3.80295 3.51373 3.84860 "2023-09-28 00:50:00" "2023-09-28 00:40:00"
24600 3.80295 3.51373 3.73221 "2023-09-28 00:50:00" "2023-09-28 00:50:00"
25200 3.79806 3.49095 4.38321 "2023-09-28 01:00:00" "2023-09-28 00:10:00"
25200 3.79806 3.49095 4.03656 "2023-09-28 01:00:00" "2023-09-28 00:20:00"
25200 3.79806 3.49095 3.95157 "2023-09-28 01:00:00" "2023-09-28 00:30:00"
25200 3.79806 3.49095 3.71796 "2023-09-28 01:00:00" "2023-09-28 00:40:00"
25200 3.79806 3.49095 3.58075 "2023-09-28 01:00:00" "2023-09-28 00:50:00"
25200 3.79806 3.49095 3.81160 "2023-09-28 01:00:00" "2023-09-28 01:00:00"
25800 3.85473 3.46523 4.02038 "2023-09-28 01:10:00" "2023-09-28 00:20:00"
25800 3.85473 3.46523 3.92860 "2023-09-28 01:10:00" "2023-09-28 00:30:00"
25800 3.85473 3.46523 3.65773 "2023-09-28 01:10:00" "2023-09-28 00:40:00"
25800 3.85473 3.46523 3.50037 "2023-09-28 01:10:00" "2023-09-28 00:50:00"
25800 3.85473 3.46523 3.86539 "2023-09-28 01:10:00" "2023-09-28 01:00:00"
25800 3.85473 3.46523 3.84999 "2023-09-28 01:10:00" "2023-09-28 01:10:00"
26400 3.96000 3.45071 3.93715 "2023-09-28 01:20:00" "2023-09-28 00:30:00"
26400 3.96000 3.45071 3.64105 "2023-09-28 01:20:00" "2023-09-28 00:40:00"
26400 3.96000 3.45071 3.46730 "2023-09-28 01:20:00" "2023-09-28 00:50:00"
26400 3.96000 3.45071 3.92229 "2023-09-28 01:20:00" "2023-09-28 01:00:00"
