20230912
Seconds MEASURES_tau(ms) MNH_TAU0(ms) "AR_TAU (ms)" Date_of_forecast Date_of_computing
20400 1.71382 2.16957 1.79332 "2023-09-12 23:40:00" "2023-09-12 23:40:00"
21000 1.68490 2.19529 1.77731 "2023-09-12 23:50:00" "2023-09-12 23:40:00"
21000 1.68490 2.19529 1.77730 "2023-09-12 23:50:00" "2023-09-12 23:50:00"
21600 1.66463 2.21716 1.77766 "2023-09-13 00:00:00" "2023-09-12 23:40:00"
21600 1.66463 2.21716 1.77629 "2023-09-13 00:00:00" "2023-09-12 23:50:00"
21600 1.66463 2.21716 1.73977 "2023-09-13 00:00:00" "2023-09-13 00:00:00"
22200 1.66655 2.24207 1.79338 "2023-09-13 00:10:00" "2023-09-12 23:40:00"
22200 1.66655 2.24207 1.79028 "2023-09-13 00:10:00" "2023-09-12 23:50:00"
22200 1.66655 2.24207 1.73396 "2023-09-13 00:10:00" "2023-09-13 00:00:00"
22200 1.66655 2.24207 1.71050 "2023-09-13 00:10:00" "2023-09-13 00:10:00"
22800 1.65645 2.26008 1.81687 "2023-09-13 00:20:00" "2023-09-12 23:40:00"
22800 1.65645 2.26008 1.81295 "2023-09-13 00:20:00" "2023-09-12 23:50:00"
22800 1.65645 2.26008 1.74210 "2023-09-13 00:20:00" "2023-09-13 00:00:00"
22800 1.65645 2.26008 1.70658 "2023-09-13 00:20:00" "2023-09-13 00:10:00"
22800 1.65645 2.26008 1.67353 "2023-09-13 00:20:00" "2023-09-13 00:20:00"
23400 1.66820 2.26167 1.84051 "2023-09-13 00:30:00" "2023-09-12 23:40:00"
23400 1.66820 2.26167 1.83545 "2023-09-13 00:30:00" "2023-09-12 23:50:00"
23400 1.66820 2.26167 1.75352 "2023-09-13 00:30:00" "2023-09-13 00:00:00"
23400 1.66820 2.26167 1.70924 "2023-09-13 00:30:00" "2023-09-13 00:10:00"
23400 1.66820 2.26167 1.65045 "2023-09-13 00:30:00" "2023-09-13 00:20:00"
23400 1.66820 2.26167 1.66650 "2023-09-13 00:30:00" "2023-09-13 00:30:00"
24000 1.67573 2.24841 1.86478 "2023-09-13 00:40:00" "2023-09-12 23:50:00"
24000 1.67573 2.24841 1.77384 "2023-09-13 00:40:00" "2023-09-13 00:00:00"
24000 1.67573 2.24841 1.72276 "2023-09-13 00:40:00" "2023-09-13 00:10:00"
24000 1.67573 2.24841 1.64381 "2023-09-13 00:40:00" "2023-09-13 00:20:00"
24000 1.67573 2.24841 1.67308 "2023-09-13 00:40:00" "2023-09-13 00:30:00"
24000 1.67573 2.24841 1.67360 "2023-09-13 00:40:00" "2023-09-13 00:40:00"
24600 1.67653 2.21532 1.79852 "2023-09-13 00:50:00" "2023-09-13 00:00:00"
24600 1.67653 2.21532 1.74194 "2023-09-13 00:50:00" "2023-09-13 00:10:00"
24600 1.67653 2.21532 1.64917 "2023-09-13 00:50:00" "2023-09-13 00:20:00"
24600 1.67653 2.21532 1.68797 "2023-09-13 00:50:00" "2023-09-13 00:30:00"
24600 1.67653 2.21532 1.68626 "2023-09-13 00:50:00" "2023-09-13 00:40:00"
24600 1.67653 2.21532 1.67072 "2023-09-13 00:50:00" "2023-09-13 00:50:00"
25200 1.66714 2.17587 1.75320 "2023-09-13 01:00:00" "2023-09-13 00:10:00"
25200 1.66714 2.17587 1.64823 "2023-09-13 01:00:00" "2023-09-13 00:20:00"
25200 1.66714 2.17587 1.69365 "2023-09-13 01:00:00" "2023-09-13 00:30:00"
25200 1.66714 2.17587 1.69071 "2023-09-13 01:00:00" "2023-09-13 00:40:00"
25200 1.66714 2.17587 1.66360 "2023-09-13 01:00:00" "2023-09-13 00:50:00"
25200 1.66714 2.17587 1.66216 "2023-09-13 01:00:00" "2023-09-13 01:00:00"
25800 1.65181 2.12918 1.64221 "2023-09-13 01:10:00" "2023-09-13 00:20:00"
25800 1.65181 2.12918 1.69350 "2023-09-13 01:10:00" "2023-09-13 00:30:00"
25800 1.65181 2.12918 1.68971 "2023-09-13 01:10:00" "2023-09-13 00:40:00"
25800 1.65181 2.12918 1.65418 "2023-09-13 01:10:00" "2023-09-13 00:50:00"
25800 1.65181 2.12918 1.65146 "2023-09-13 01:10:00" "2023-09-13 01:00:00"
25800 1.65181 2.12918 1.59414 "2023-09-13 01:10:00" "2023-09-13 01:10:00"
26400 1.57409 2.07974 1.67813 "2023-09-13 01:20:00" "2023-09-13 00:30:00"
26400 1.57409 2.07974 1.67382 "2023-09-13 01:20:00" "2023-09-13 00:40:00"
26400 1.57409 2.07974 1.63235 "2023-09-13 01:20:00" "2023-09-13 00:50:00"
26400 1.57409 2.07974 1.62816 "2023-09-13 01:20:00" "2023-09-13 01:00:00"
26400 1.57409 2.07974 1.53347 "2023-09-13 01:20:00" "2023-09-13 01:10:00"
26400 1.57409 2.07974 1.50819 "2023-09-13 01:20:00" "2023-09-13 01:20:00"
27000 1.45511 2.04530 1.65080 "2023-09-13 01:30:00" "2023-09-13 00:40:00"
27000 1.45511 2.04530 1.60407 "2023-09-13 01:30:00" "2023-09-13 00:50:00"
27000 1.45511 2.04530 1.59903 "2023-09-13 01:30:00" "2023-09-13 01:00:00"
27000 1.45511 2.04530 1.47529 "2023-09-13 01:30:00" "2023-09-13 01:10:00"
27000 1.45511 2.04530 1.44838 "2023-09-13 01:30:00" "2023-09-13 01:20:00"
27000 1.45511 2.04530 1.42112 "2023-09-13 01:30:00" "2023-09-13 01:30:00"
27600 1.35108 2.02621 1.57252 "2023-09-13 01:40:00" "2023-09-13 00:50:00"
27600 1.35108 2.02621 1.56657 "2023-09-13 01:40:00" "2023-09-13 01:00:00"
27600 1.35108 2.02621 1.42199 "2023-09-13 01:40:00" "2023-09-13 01:10:00"
27600 1.35108 2.02621 1.39222 "2023-09-13 01:40:00" "2023-09-13 01:20:00"
27600 1.35108 2.02621 1.34336 "2023-09-13 01:40:00" "2023-09-13 01:30:00"
27600 1.35108 2.02621 1.33135 "2023-09-13 01:40:00" "2023-09-13 01:40:00"
28200 1.28637 2.02046 1.53090 "2023-09-13 01:50:00" "2023-09-13 01:00:00"
28200 1.28637 2.02046 1.36859 "2023-09-13 01:50:00" "2023-09-13 01:10:00"
28200 1.28637 2.02046 1.33548 "2023-09-13 01:50:00" "2023-09-13 01:20:00"
28200 1.28637 2.02046 1.26695 "2023-09-13 01:50:00" "2023-09-13 01:30:00"
28200 1.28637 2.02046 1.25947 "2023-09-13 01:50:00" "2023-09-13 01:40:00"
28200 1.28637 2.02046 1.27320 "2023-09-13 01:50:00" "2023-09-13 01:50:00"
28800 1.27459 2.01835 1.33569 "2023-09-13 02:00:00" "2023-09-13 01:10:00"
28800 1.27459 2.01835 1.30029 "2023-09-13 02:00:00" "2023-09-13 01:20:00"
28800 1.27459 2.01835 1.21896 "2023-09-13 02:00:00" "2023-09-13 01:30:00"
28800 1.27459 2.01835 1.21223 "2023-09-13 02:00:00" "2023-09-13 01:40:00"
28800 1.27459 2.01835 1.24011 "2023-09-13 02:00:00" "2023-09-13 01:50:00"
28800 1.27459 2.01835 1.26367 "2023-09-13 02:00:00" "2023-09-13 02:00:00"
29400 1.27943 2.01109 1.29035 "2023-09-13 02:10:00" "2023-09-13 01:20:00"
29400 1.27943 2.01109 1.19705 "2023-09-13 02:10:00" "2023-09-13 01:30:00"
29400 1.27943 2.01109 1.19020 "2023-09-13 02:10:00" "2023-09-13 01:40:00"
29400 1.27943 2.01109 1.22626 "2023-09-13 02:10:00" "2023-09-13 01:50:00"
29400 1.27943 2.01109 1.26305 "2023-09-13 02:10:00" "2023-09-13 02:00:00"
29400 1.27943 2.01109 1.26480 "2023-09-13 02:10:00" "2023-09-13 02:10:00"
30000 1.31291 1.99092 1.19809 "2023-09-13 02:20:00" "2023-09-13 01:30:00"
30000 1.31291 1.99092 1.19138 "2023-09-13 02:20:00" "2023-09-13 01:40:00"
30000 1.31291 1.99092 1.23337 "2023-09-13 02:20:00" "2023-09-13 01:50:00"
30000 1.31291 1.99092 1.27908 "2023-09-13 02:20:00" "2023-09-13 02:00:00"
30000 1.31291 1.99092 1.27968 "2023-09-13 02:20:00" "2023-09-13 02:10:00"
30000 1.31291 1.99092 1.30512 "2023-09-13 02:20:00" "2023-09-13 02:20:00"
30600 1.37433 1.95398 1.20697 "2023-09-13 02:30:00" "2023-09-13 01:40:00"
30600 1.37433 1.95398 1.25402 "2023-09-13 02:30:00" "2023-09-13 01:50:00"
30600 1.37433 1.95398 1.30655 "2023-09-13 02:30:00" "2023-09-13 02:00:00"
30600 1.37433 1.95398 1.30609 "2023-09-13 02:30:00" "2023-09-13 02:10:00"
30600 1.37433 1.95398 1.33995 "2023-09-13 02:30:00" "2023-09-13 02:20:00"
30600 1.37433 1.95398 1.37160 "2023-09-13 02:30:00" "2023-09-13 02:30:00"
31200 1.41683 1.91091 1.27326 "2023-09-13 02:40:00" "2023-09-13 01:50:00"
31200 1.41683 1.91091 1.33166 "2023-09-13 02:40:00" "2023-09-13 02:00:00"
31200 1.41683 1.91091 1.33080 "2023-09-13 02:40:00" "2023-09-13 02:10:00"
31200 1.41683 1.91091 1.37154 "2023-09-13 02:40:00" "2023-09-13 02:20:00"
31200 1.41683 1.91091 1.42288 "2023-09-13 02:40:00" "2023-09-13 02:30:00"
31200 1.41683 1.91091 1.42448 "2023-09-13 02:40:00" "2023-09-13 02:40:00"
31800 1.44127 1.87068 1.34227 "2023-09-13 02:50:00" "2023-09-13 02:00:00"
31800 1.44127 1.87068 1.34088 "2023-09-13 02:50:00" "2023-09-13 02:10:00"
31800 1.44127 1.87068 1.38731 "2023-09-13 02:50:00" "2023-09-13 02:20:00"
31800 1.44127 1.87068 1.45533 "2023-09-13 02:50:00" "2023-09-13 02:30:00"
31800 1.44127 1.87068 1.44815 "2023-09-13 02:50:00" "2023-09-13 02:40:00"
31800 1.44127 1.87068 1.44591 "2023-09-13 02:50:00" "2023-09-13 02:50:00"
32400 1.48860 1.84221 1.32963 "2023-09-13 03:00:00" "2023-09-13 02:10:00"
32400 1.48860 1.84221 1.38070 "2023-09-13 03:00:00" "2023-09-13 02:20:00"
32400 1.48860 1.84221 1.46039 "2023-09-13 03:00:00" "2023-09-13 02:30:00"
32400 1.48860 1.84221 1.44768 "2023-09-13 03:00:00" "2023-09-13 02:40:00"
32400 1.48860 1.84221 1.44465 "2023-09-13 03:00:00" "2023-09-13 02:50:00"
32400 1.48860 1.84221 1.47781 "2023-09-13 03:00:00" "2023-09-13 03:00:00"
33000 1.55967 1.82358 1.35945 "2023-09-13 03:10:00" "2023-09-13 02:20:00"
33000 1.55967 1.82358 1.44941 "2023-09-13 03:10:00" "2023-09-13 02:30:00"
33000 1.55967 1.82358 1.43360 "2023-09-13 03:10:00" "2023-09-13 02:40:00"
33000 1.55967 1.82358 1.43080 "2023-09-13 03:10:00" "2023-09-13 02:50:00"
33000 1.55967 1.82358 1.49612 "2023-09-13 03:10:00" "2023-09-13 03:00:00"
33000 1.55967 1.82358 1.56242 "2023-09-13 03:10:00" "2023-09-13 03:10:00"
33600 1.60083 1.82140 1.43110 "2023-09-13 03:20:00" "2023-09-13 02:30:00"
33600 1.60083 1.82140 1.41209 "2023-09-13 03:20:00" "2023-09-13 02:40:00"
33600 1.60083 1.82140 1.40917 "2023-09-13 03:20:00" "2023-09-13 02:50:00"
33600 1.60083 1.82140 1.49918 "2023-09-13 03:20:00" "2023-09-13 03:00:00"
33600 1.60083 1.82140 1.60939 "2023-09-13 03:20:00" "2023-09-13 03:10:00"
