20230922
Seconds MEASURES_tau(ms) MNH_TAU0(ms) "AR_TAU (ms)" Date_of_forecast Date_of_computing
20400 3.00979 4.47418 3.26237 "2023-09-22 23:40:00" "2023-09-22 23:40:00"
21000 2.87341 4.35727 3.20221 "2023-09-22 23:50:00" "2023-09-22 23:40:00"
21000 2.87341 4.35727 3.14296 "2023-09-22 23:50:00" "2023-09-22 23:50:00"
21600 2.79593 4.27486 3.07682 "2023-09-23 00:00:00" "2023-09-22 23:40:00"
21600 2.79593 4.27486 2.99237 "2023-09-23 00:00:00" "2023-09-22 23:50:00"
21600 2.79593 4.27486 3.06484 "2023-09-23 00:00:00" "2023-09-23 00:00:00"
22200 2.74845 4.15359 3.00073 "2023-09-23 00:10:00" "2023-09-22 23:40:00"
22200 2.74845 4.15359 2.89547 "2023-09-23 00:10:00" "2023-09-22 23:50:00"
22200 2.74845 4.15359 3.01828 "2023-09-23 00:10:00" "2023-09-23 00:00:00"
22200 2.74845 4.15359 2.97054 "2023-09-23 00:10:00" "2023-09-23 00:10:00"
22800 2.64276 4.12252 2.95457 "2023-09-23 00:20:00" "2023-09-22 23:40:00"
22800 2.64276 4.12252 2.83422 "2023-09-23 00:20:00" "2023-09-22 23:50:00"
22800 2.64276 4.12252 2.98712 "2023-09-23 00:20:00" "2023-09-23 00:00:00"
22800 2.64276 4.12252 2.91936 "2023-09-23 00:20:00" "2023-09-23 00:10:00"
22800 2.64276 4.12252 2.76594 "2023-09-23 00:20:00" "2023-09-23 00:20:00"
23400 2.61339 4.11293 2.90600 "2023-09-23 00:30:00" "2023-09-22 23:40:00"
23400 2.61339 4.11293 2.77258 "2023-09-23 00:30:00" "2023-09-22 23:50:00"
23400 2.61339 4.11293 2.94724 "2023-09-23 00:30:00" "2023-09-23 00:00:00"
23400 2.61339 4.11293 2.86468 "2023-09-23 00:30:00" "2023-09-23 00:10:00"
23400 2.61339 4.11293 2.64310 "2023-09-23 00:30:00" "2023-09-23 00:20:00"
23400 2.61339 4.11293 2.63330 "2023-09-23 00:30:00" "2023-09-23 00:30:00"
24000 2.59076 4.05417 2.69119 "2023-09-23 00:40:00" "2023-09-22 23:50:00"
24000 2.59076 4.05417 2.88557 "2023-09-23 00:40:00" "2023-09-23 00:00:00"
