20230913
Seconds MEASURES_tau(ms) MNH_TAU0(ms) PERSISTENCE(ms) Date_of_forecast Date_of_computing
20400 2.29354 3.13317 2.32600 "2023-09-13 23:40:00" "2023-09-13 23:40:00"
21000 2.40183 3.16941 2.32600 "2023-09-13 23:50:00" "2023-09-13 23:40:00"
21000 2.40183 3.16941 2.38262 "2023-09-13 23:50:00" "2023-09-13 23:50:00"
21000 2.40183 3.16941 2.32600 "2023-09-13 23:50:00" "2023-09-13 23:40:00"
21000 2.40183 3.16941 2.38262 "2023-09-13 23:50:00" "2023-09-13 23:50:00"
21600 2.39669 3.22216 2.32600 "2023-09-14 00:00:00" "2023-09-13 23:40:00"
21600 2.39669 3.22216 2.38262 "2023-09-14 00:00:00" "2023-09-13 23:50:00"
21600 2.39669 3.22216 2.57571 "2023-09-14 00:00:00" "2023-09-14 00:00:00"
21600 2.39669 3.22216 2.32600 "2023-09-14 00:00:00" "2023-09-13 23:40:00"
21600 2.39669 3.22216 2.38262 "2023-09-14 00:00:00" "2023-09-13 23:50:00"
21600 2.39669 3.22216 2.57571 "2023-09-14 00:00:00" "2023-09-14 00:00:00"
21600 2.39669 3.22216 2.32600 "2023-09-14 00:00:00" "2023-09-13 23:40:00"
21600 2.39669 3.22216 2.38262 "2023-09-14 00:00:00" "2023-09-13 23:50:00"
21600 2.39669 3.22216 2.57571 "2023-09-14 00:00:00" "2023-09-14 00:00:00"
22200 2.44227 3.27315 2.32600 "2023-09-14 00:10:00" "2023-09-13 23:40:00"
22200 2.44227 3.27315 2.38262 "2023-09-14 00:10:00" "2023-09-13 23:50:00"
22200 2.44227 3.27315 2.57571 "2023-09-14 00:10:00" "2023-09-14 00:00:00"
22200 2.44227 3.27315 2.34275 "2023-09-14 00:10:00" "2023-09-14 00:10:00"
22200 2.44227 3.27315 2.32600 "2023-09-14 00:10:00" "2023-09-13 23:40:00"
22200 2.44227 3.27315 2.38262 "2023-09-14 00:10:00" "2023-09-13 23:50:00"
22200 2.44227 3.27315 2.57571 "2023-09-14 00:10:00" "2023-09-14 00:00:00"
22200 2.44227 3.27315 2.34275 "2023-09-14 00:10:00" "2023-09-14 00:10:00"
22200 2.44227 3.27315 2.32600 "2023-09-14 00:10:00" "2023-09-13 23:40:00"
22200 2.44227 3.27315 2.38262 "2023-09-14 00:10:00" "2023-09-13 23:50:00"
22200 2.44227 3.27315 2.57571 "2023-09-14 00:10:00" "2023-09-14 00:00:00"
22200 2.44227 3.27315 2.34275 "2023-09-14 00:10:00" "2023-09-14 00:10:00"
22200 2.44227 3.27315 2.32600 "2023-09-14 00:10:00" "2023-09-13 23:40:00"
22200 2.44227 3.27315 2.38262 "2023-09-14 00:10:00" "2023-09-13 23:50:00"
22200 2.44227 3.27315 2.57571 "2023-09-14 00:10:00" "2023-09-14 00:00:00"
22200 2.44227 3.27315 2.34275 "2023-09-14 00:10:00" "2023-09-14 00:10:00"
22800 2.49902 3.34021 2.32600 "2023-09-14 00:20:00" "2023-09-13 23:40:00"
22800 2.49902 3.34021 2.38262 "2023-09-14 00:20:00" "2023-09-13 23:50:00"
22800 2.49902 3.34021 2.57571 "2023-09-14 00:20:00" "2023-09-14 00:00:00"
22800 2.49902 3.34021 2.34275 "2023-09-14 00:20:00" "2023-09-14 00:10:00"
22800 2.49902 3.34021 2.69700 "2023-09-14 00:20:00" "2023-09-14 00:20:00"
22800 2.49902 3.34021 2.32600 "2023-09-14 00:20:00" "2023-09-13 23:40:00"
22800 2.49902 3.34021 2.38262 "2023-09-14 00:20:00" "2023-09-13 23:50:00"
22800 2.49902 3.34021 2.57571 "2023-09-14 00:20:00" "2023-09-14 00:00:00"
22800 2.49902 3.34021 2.34275 "2023-09-14 00:20:00" "2023-09-14 00:10:00"
22800 2.49902 3.34021 2.69700 "2023-09-14 00:20:00" "2023-09-14 00:20:00"
22800 2.49902 3.34021 2.32600 "2023-09-14 00:20:00" "2023-09-13 23:40:00"
22800 2.49902 3.34021 2.38262 "2023-09-14 00:20:00" "2023-09-13 23:50:00"
22800 2.49902 3.34021 2.57571 "2023-09-14 00:20:00" "2023-09-14 00:00:00"
22800 2.49902 3.34021 2.34275 "2023-09-14 00:20:00" "2023-09-14 00:10:00"
22800 2.49902 3.34021 2.69700 "2023-09-14 00:20:00" "2023-09-14 00:20:00"
22800 2.49902 3.34021 2.32600 "2023-09-14 00:20:00" "2023-09-13 23:40:00"
22800 2.49902 3.34021 2.38262 "2023-09-14 00:20:00" "2023-09-13 23:50:00"
22800 2.49902 3.34021 2.57571 "2023-09-14 00:20:00" "2023-09-14 00:00:00"
22800 2.49902 3.34021 2.34275 "2023-09-14 00:20:00" "2023-09-14 00:10:00"
22800 2.49902 3.34021 2.69700 "2023-09-14 00:20:00" "2023-09-14 00:20:00"
22800 2.49902 3.34021 2.32600 "2023-09-14 00:20:00" "2023-09-13 23:40:00"
22800 2.49902 3.34021 2.38262 "2023-09-14 00:20:00" "2023-09-13 23:50:00"
22800 2.49902 3.34021 2.57571 "2023-09-14 00:20:00" "2023-09-14 00:00:00"
22800 2.49902 3.34021 2.34275 "2023-09-14 00:20:00" "2023-09-14 00:10:00"
22800 2.49902 3.34021 2.69700 "2023-09-14 00:20:00" "2023-09-14 00:20:00"
23400 2.55408 3.46352 2.32600 "2023-09-14 00:30:00" "2023-09-13 23:40:00"
23400 2.55408 3.46352 2.38262 "2023-09-14 00:30:00" "2023-09-13 23:50:00"
23400 2.55408 3.46352 2.57571 "2023-09-14 00:30:00" "2023-09-14 00:00:00"
23400 2.55408 3.46352 2.34275 "2023-09-14 00:30:00" "2023-09-14 00:10:00"
23400 2.55408 3.46352 2.69700 "2023-09-14 00:30:00" "2023-09-14 00:20:00"
23400 2.55408 3.46352 2.84112 "2023-09-14 00:30:00" "2023-09-14 00:30:00"
