20230907
Seconds MEASURES_tau(ms) MNH_TAU0(ms) PERSISTENCE(ms) Date_of_forecast Date_of_computing
20400 3.70221 3.92295 3.77057 "2023-09-07 23:40:00" "2023-09-07 23:40:00"
21000 3.63586 3.87463 3.77057 "2023-09-07 23:50:00" "2023-09-07 23:40:00"
21000 3.63586 3.87463 3.46675 "2023-09-07 23:50:00" "2023-09-07 23:50:00"
21000 3.63586 3.87463 3.77057 "2023-09-07 23:50:00" "2023-09-07 23:40:00"
21000 3.63586 3.87463 3.46675 "2023-09-07 23:50:00" "2023-09-07 23:50:00"
21600 3.59956 3.83409 3.77057 "2023-09-08 00:00:00" "2023-09-07 23:40:00"
21600 3.59956 3.83409 3.46675 "2023-09-08 00:00:00" "2023-09-07 23:50:00"
21600 3.59956 3.83409 3.43200 "2023-09-08 00:00:00" "2023-09-08 00:00:00"
21600 3.59956 3.83409 3.77057 "2023-09-08 00:00:00" "2023-09-07 23:40:00"
21600 3.59956 3.83409 3.46675 "2023-09-08 00:00:00" "2023-09-07 23:50:00"
21600 3.59956 3.83409 3.43200 "2023-09-08 00:00:00" "2023-09-08 00:00:00"
21600 3.59956 3.83409 3.77057 "2023-09-08 00:00:00" "2023-09-07 23:40:00"
21600 3.59956 3.83409 3.46675 "2023-09-08 00:00:00" "2023-09-07 23:50:00"
21600 3.59956 3.83409 3.43200 "2023-09-08 00:00:00" "2023-09-08 00:00:00"
22200 3.60232 3.76129 3.77057 "2023-09-08 00:10:00" "2023-09-07 23:40:00"
22200 3.60232 3.76129 3.46675 "2023-09-08 00:10:00" "2023-09-07 23:50:00"
22200 3.60232 3.76129 3.43200 "2023-09-08 00:10:00" "2023-09-08 00:00:00"
22200 3.60232 3.76129 3.68929 "2023-09-08 00:10:00" "2023-09-08 00:10:00"
22200 3.60232 3.76129 3.77057 "2023-09-08 00:10:00" "2023-09-07 23:40:00"
22200 3.60232 3.76129 3.46675 "2023-09-08 00:10:00" "2023-09-07 23:50:00"
22200 3.60232 3.76129 3.43200 "2023-09-08 00:10:00" "2023-09-08 00:00:00"
22200 3.60232 3.76129 3.68929 "2023-09-08 00:10:00" "2023-09-08 00:10:00"
22200 3.60232 3.76129 3.77057 "2023-09-08 00:10:00" "2023-09-07 23:40:00"
22200 3.60232 3.76129 3.46675 "2023-09-08 00:10:00" "2023-09-07 23:50:00"
22200 3.60232 3.76129 3.43200 "2023-09-08 00:10:00" "2023-09-08 00:00:00"
22200 3.60232 3.76129 3.68929 "2023-09-08 00:10:00" "2023-09-08 00:10:00"
22200 3.60232 3.76129 3.77057 "2023-09-08 00:10:00" "2023-09-07 23:40:00"
22200 3.60232 3.76129 3.46675 "2023-09-08 00:10:00" "2023-09-07 23:50:00"
22200 3.60232 3.76129 3.43200 "2023-09-08 00:10:00" "2023-09-08 00:00:00"
22200 3.60232 3.76129 3.68929 "2023-09-08 00:10:00" "2023-09-08 00:10:00"
22800 3.66053 3.65681 3.77057 "2023-09-08 00:20:00" "2023-09-07 23:40:00"
22800 3.66053 3.65681 3.46675 "2023-09-08 00:20:00" "2023-09-07 23:50:00"
22800 3.66053 3.65681 3.43200 "2023-09-08 00:20:00" "2023-09-08 00:00:00"
22800 3.66053 3.65681 3.68929 "2023-09-08 00:20:00" "2023-09-08 00:10:00"
22800 3.66053 3.65681 3.75075 "2023-09-08 00:20:00" "2023-09-08 00:20:00"
22800 3.66053 3.65681 3.77057 "2023-09-08 00:20:00" "2023-09-07 23:40:00"
22800 3.66053 3.65681 3.46675 "2023-09-08 00:20:00" "2023-09-07 23:50:00"
22800 3.66053 3.65681 3.43200 "2023-09-08 00:20:00" "2023-09-08 00:00:00"
22800 3.66053 3.65681 3.68929 "2023-09-08 00:20:00" "2023-09-08 00:10:00"
22800 3.66053 3.65681 3.75075 "2023-09-08 00:20:00" "2023-09-08 00:20:00"
22800 3.66053 3.65681 3.77057 "2023-09-08 00:20:00" "2023-09-07 23:40:00"
22800 3.66053 3.65681 3.46675 "2023-09-08 00:20:00" "2023-09-07 23:50:00"
22800 3.66053 3.65681 3.43200 "2023-09-08 00:20:00" "2023-09-08 00:00:00"
22800 3.66053 3.65681 3.68929 "2023-09-08 00:20:00" "2023-09-08 00:10:00"
22800 3.66053 3.65681 3.75075 "2023-09-08 00:20:00" "2023-09-08 00:20:00"
22800 3.66053 3.65681 3.77057 "2023-09-08 00:20:00" "2023-09-07 23:40:00"
22800 3.66053 3.65681 3.46675 "2023-09-08 00:20:00" "2023-09-07 23:50:00"
22800 3.66053 3.65681 3.43200 "2023-09-08 00:20:00" "2023-09-08 00:00:00"
22800 3.66053 3.65681 3.68929 "2023-09-08 00:20:00" "2023-09-08 00:10:00"
22800 3.66053 3.65681 3.75075 "2023-09-08 00:20:00" "2023-09-08 00:20:00"
22800 3.66053 3.65681 3.77057 "2023-09-08 00:20:00" "2023-09-07 23:40:00"
22800 3.66053 3.65681 3.46675 "2023-09-08 00:20:00" "2023-09-07 23:50:00"
22800 3.66053 3.65681 3.43200 "2023-09-08 00:20:00" "2023-09-08 00:00:00"
22800 3.66053 3.65681 3.68929 "2023-09-08 00:20:00" "2023-09-08 00:10:00"
22800 3.66053 3.65681 3.75075 "2023-09-08 00:20:00" "2023-09-08 00:20:00"
23400 3.61577 3.55718 3.77057 "2023-09-08 00:30:00" "2023-09-07 23:40:00"
23400 3.61577 3.55718 3.46675 "2023-09-08 00:30:00" "2023-09-07 23:50:00"
23400 3.61577 3.55718 3.43200 "2023-09-08 00:30:00" "2023-09-08 00:00:00"
23400 3.61577 3.55718 3.68929 "2023-09-08 00:30:00" "2023-09-08 00:10:00"
23400 3.61577 3.55718 3.75075 "2023-09-08 00:30:00" "2023-09-08 00:20:00"
23400 3.61577 3.55718 3.82214 "2023-09-08 00:30:00" "2023-09-08 00:30:00"
23400 3.61577 3.55718 3.77057 "2023-09-08 00:30:00" "2023-09-07 23:40:00"
23400 3.61577 3.55718 3.46675 "2023-09-08 00:30:00" "2023-09-07 23:50:00"
23400 3.61577 3.55718 3.43200 "2023-09-08 00:30:00" "2023-09-08 00:00:00"
23400 3.61577 3.55718 3.68929 "2023-09-08 00:30:00" "2023-09-08 00:10:00"
23400 3.61577 3.55718 3.75075 "2023-09-08 00:30:00" "2023-09-08 00:20:00"
23400 3.61577 3.55718 3.82214 "2023-09-08 00:30:00" "2023-09-08 00:30:00"
23400 3.61577 3.55718 3.77057 "2023-09-08 00:30:00" "2023-09-07 23:40:00"
23400 3.61577 3.55718 3.46675 "2023-09-08 00:30:00" "2023-09-07 23:50:00"
23400 3.61577 3.55718 3.43200 "2023-09-08 00:30:00" "2023-09-08 00:00:00"
23400 3.61577 3.55718 3.68929 "2023-09-08 00:30:00" "2023-09-08 00:10:00"
23400 3.61577 3.55718 3.75075 "2023-09-08 00:30:00" "2023-09-08 00:20:00"
23400 3.61577 3.55718 3.82214 "2023-09-08 00:30:00" "2023-09-08 00:30:00"
23400 3.61577 3.55718 3.77057 "2023-09-08 00:30:00" "2023-09-07 23:40:00"
23400 3.61577 3.55718 3.46675 "2023-09-08 00:30:00" "2023-09-07 23:50:00"
23400 3.61577 3.55718 3.43200 "2023-09-08 00:30:00" "2023-09-08 00:00:00"
23400 3.61577 3.55718 3.68929 "2023-09-08 00:30:00" "2023-09-08 00:10:00"
23400 3.61577 3.55718 3.75075 "2023-09-08 00:30:00" "2023-09-08 00:20:00"
23400 3.61577 3.55718 3.82214 "2023-09-08 00:30:00" "2023-09-08 00:30:00"
23400 3.61577 3.55718 3.77057 "2023-09-08 00:30:00" "2023-09-07 23:40:00"
23400 3.61577 3.55718 3.46675 "2023-09-08 00:30:00" "2023-09-07 23:50:00"
23400 3.61577 3.55718 3.43200 "2023-09-08 00:30:00" "2023-09-08 00:00:00"
23400 3.61577 3.55718 3.68929 "2023-09-08 00:30:00" "2023-09-08 00:10:00"
23400 3.61577 3.55718 3.75075 "2023-09-08 00:30:00" "2023-09-08 00:20:00"
23400 3.61577 3.55718 3.82214 "2023-09-08 00:30:00" "2023-09-08 00:30:00"
23400 3.61577 3.55718 3.77057 "2023-09-08 00:30:00" "2023-09-07 23:40:00"
23400 3.61577 3.55718 3.46675 "2023-09-08 00:30:00" "2023-09-07 23:50:00"
23400 3.61577 3.55718 3.43200 "2023-09-08 00:30:00" "2023-09-08 00:00:00"
23400 3.61577 3.55718 3.68929 "2023-09-08 00:30:00" "2023-09-08 00:10:00"
23400 3.61577 3.55718 3.75075 "2023-09-08 00:30:00" "2023-09-08 00:20:00"
23400 3.61577 3.55718 3.82214 "2023-09-08 00:30:00" "2023-09-08 00:30:00"
24000 3.57810 3.46822 3.46675 "2023-09-08 00:40:00" "2023-09-07 23:50:00"
24000 3.57810 3.46822 3.43200 "2023-09-08 00:40:00" "2023-09-08 00:00:00"
24000 3.57810 3.46822 3.68929 "2023-09-08 00:40:00" "2023-09-08 00:10:00"
24000 3.57810 3.46822 3.75075 "2023-09-08 00:40:00" "2023-09-08 00:20:00"
24000 3.57810 3.46822 3.82214 "2023-09-08 00:40:00" "2023-09-08 00:30:00"
24000 3.57810 3.46822 3.29875 "2023-09-08 00:40:00" "2023-09-08 00:40:00"
24000 3.57810 3.46822 3.46675 "2023-09-08 00:40:00" "2023-09-07 23:50:00"
24000 3.57810 3.46822 3.43200 "2023-09-08 00:40:00" "2023-09-08 00:00:00"
24000 3.57810 3.46822 3.68929 "2023-09-08 00:40:00" "2023-09-08 00:10:00"
24000 3.57810 3.46822 3.75075 "2023-09-08 00:40:00" "2023-09-08 00:20:00"
24000 3.57810 3.46822 3.82214 "2023-09-08 00:40:00" "2023-09-08 00:30:00"
24000 3.57810 3.46822 3.29875 "2023-09-08 00:40:00" "2023-09-08 00:40:00"
24000 3.57810 3.46822 3.46675 "2023-09-08 00:40:00" "2023-09-07 23:50:00"
24000 3.57810 3.46822 3.43200 "2023-09-08 00:40:00" "2023-09-08 00:00:00"
24000 3.57810 3.46822 3.68929 "2023-09-08 00:40:00" "2023-09-08 00:10:00"
24000 3.57810 3.46822 3.75075 "2023-09-08 00:40:00" "2023-09-08 00:20:00"
24000 3.57810 3.46822 3.82214 "2023-09-08 00:40:00" "2023-09-08 00:30:00"
24000 3.57810 3.46822 3.29875 "2023-09-08 00:40:00" "2023-09-08 00:40:00"
24000 3.57810 3.46822 3.46675 "2023-09-08 00:40:00" "2023-09-07 23:50:00"
24000 3.57810 3.46822 3.43200 "2023-09-08 00:40:00" "2023-09-08 00:00:00"
24000 3.57810 3.46822 3.68929 "2023-09-08 00:40:00" "2023-09-08 00:10:00"
24000 3.57810 3.46822 3.75075 "2023-09-08 00:40:00" "2023-09-08 00:20:00"
24000 3.57810 3.46822 3.82214 "2023-09-08 00:40:00" "2023-09-08 00:30:00"
24000 3.57810 3.46822 3.29875 "2023-09-08 00:40:00" "2023-09-08 00:40:00"
24000 3.57810 3.46822 3.46675 "2023-09-08 00:40:00" "2023-09-07 23:50:00"
24000 3.57810 3.46822 3.43200 "2023-09-08 00:40:00" "2023-09-08 00:00:00"
