20230924
Seconds MEASURES_tau(ms) MNH_TAU0(ms) "AR_TAU (ms)" Date_of_forecast Date_of_computing
22800 6.43661 6.03763 6.92259 "2023-09-25 00:20:00" "2023-09-25 00:20:00"
23400 6.30034 6.00434 7.02855 "2023-09-25 00:30:00" "2023-09-25 00:20:00"
23400 6.30034 6.00434 6.70816 "2023-09-25 00:30:00" "2023-09-25 00:30:00"
24000 6.27915 6.00561 7.02955 "2023-09-25 00:40:00" "2023-09-25 00:20:00"
24000 6.27915 6.00561 6.51524 "2023-09-25 00:40:00" "2023-09-25 00:30:00"
24000 6.27915 6.00561 6.57304 "2023-09-25 00:40:00" "2023-09-25 00:40:00"
24600 6.19615 5.88773 6.98637 "2023-09-25 00:50:00" "2023-09-25 00:20:00"
24600 6.19615 5.88773 6.31882 "2023-09-25 00:50:00" "2023-09-25 00:30:00"
24600 6.19615 5.88773 6.43435 "2023-09-25 00:50:00" "2023-09-25 00:40:00"
24600 6.19615 5.88773 6.35225 "2023-09-25 00:50:00" "2023-09-25 00:50:00"
25200 6.15419 5.73237 6.91013 "2023-09-25 01:00:00" "2023-09-25 00:20:00"
25200 6.15419 5.73237 6.13890 "2023-09-25 01:00:00" "2023-09-25 00:30:00"
25200 6.15419 5.73237 6.29278 "2023-09-25 01:00:00" "2023-09-25 00:40:00"
25200 6.15419 5.73237 6.16970 "2023-09-25 01:00:00" "2023-09-25 00:50:00"
25200 6.15419 5.73237 6.20453 "2023-09-25 01:00:00" "2023-09-25 01:00:00"
25800 6.42180 5.71138 6.88650 "2023-09-25 01:10:00" "2023-09-25 00:20:00"
25800 6.42180 5.71138 6.06171 "2023-09-25 01:10:00" "2023-09-25 00:30:00"
25800 6.42180 5.71138 6.24256 "2023-09-25 01:10:00" "2023-09-25 00:40:00"
25800 6.42180 5.71138 6.08171 "2023-09-25 01:10:00" "2023-09-25 00:50:00"
25800 6.42180 5.71138 6.14239 "2023-09-25 01:10:00" "2023-09-25 01:00:00"
25800 6.42180 5.71138 6.30346 "2023-09-25 01:10:00" "2023-09-25 01:10:00"
26400 6.49078 5.77275 6.00991 "2023-09-25 01:20:00" "2023-09-25 00:30:00"
26400 6.49078 5.77275 6.20579 "2023-09-25 01:20:00" "2023-09-25 00:40:00"
26400 6.49078 5.77275 6.01891 "2023-09-25 01:20:00" "2023-09-25 00:50:00"
26400 6.49078 5.77275 6.09046 "2023-09-25 01:20:00" "2023-09-25 01:00:00"
26400 6.49078 5.77275 6.37207 "2023-09-25 01:20:00" "2023-09-25 01:10:00"
26400 6.49078 5.77275 6.59330 "2023-09-25 01:20:00" "2023-09-25 01:20:00"
27000 6.61485 5.93400 6.10890 "2023-09-25 01:30:00" "2023-09-25 00:40:00"
27000 6.61485 5.93400 5.90863 "2023-09-25 01:30:00" "2023-09-25 00:50:00"
27000 6.61485 5.93400 5.98649 "2023-09-25 01:30:00" "2023-09-25 01:00:00"
27000 6.61485 5.93400 6.36505 "2023-09-25 01:30:00" "2023-09-25 01:10:00"
27000 6.61485 5.93400 6.69595 "2023-09-25 01:30:00" "2023-09-25 01:20:00"
27000 6.61485 5.93400 6.74891 "2023-09-25 01:30:00" "2023-09-25 01:30:00"
27600 6.65402 6.07309 5.96730 "2023-09-25 01:40:00" "2023-09-25 00:50:00"
27600 6.65402 6.07309 6.04532 "2023-09-25 01:40:00" "2023-09-25 01:00:00"
27600 6.65402 6.07309 6.49237 "2023-09-25 01:40:00" "2023-09-25 01:10:00"
27600 6.65402 6.07309 6.91502 "2023-09-25 01:40:00" "2023-09-25 01:20:00"
27600 6.65402 6.07309 6.97942 "2023-09-25 01:40:00" "2023-09-25 01:30:00"
27600 6.65402 6.07309 6.82277 "2023-09-25 01:40:00" "2023-09-25 01:40:00"
28200 6.66588 6.20472 6.17742 "2023-09-25 01:50:00" "2023-09-25 01:00:00"
28200 6.66588 6.20472 6.66380 "2023-09-25 01:50:00" "2023-09-25 01:10:00"
28200 6.66588 6.20472 7.14628 "2023-09-25 01:50:00" "2023-09-25 01:20:00"
28200 6.66588 6.20472 7.22830 "2023-09-25 01:50:00" "2023-09-25 01:30:00"
28200 6.66588 6.20472 6.94604 "2023-09-25 01:50:00" "2023-09-25 01:40:00"
