20230923
Seconds MEASURES_tau(ms) MNH_TAU0(ms) "AR_TAU (ms)" Date_of_forecast Date_of_computing
25800 5.80521 5.49730 5.69906 "2023-09-24 01:10:00" "2023-09-24 01:10:00"
26400 5.98288 5.70280 5.73534 "2023-09-24 01:20:00" "2023-09-24 01:10:00"
26400 5.98288 5.70280 5.65100 "2023-09-24 01:20:00" "2023-09-24 01:20:00"
27000 6.92230 5.84896 5.74835 "2023-09-24 01:30:00" "2023-09-24 01:10:00"
27000 6.92230 5.84896 5.55413 "2023-09-24 01:30:00" "2023-09-24 01:20:00"
27000 6.92230 5.84896 6.22993 "2023-09-24 01:30:00" "2023-09-24 01:30:00"
27600 7.10755 5.96865 5.80763 "2023-09-24 01:40:00" "2023-09-24 01:10:00"
27600 7.10755 5.96865 5.53637 "2023-09-24 01:40:00" "2023-09-24 01:20:00"
27600 7.10755 5.96865 6.59502 "2023-09-24 01:40:00" "2023-09-24 01:30:00"
27600 7.10755 5.96865 6.59778 "2023-09-24 01:40:00" "2023-09-24 01:40:00"
28200 6.95763 6.07330 5.94838 "2023-09-24 01:50:00" "2023-09-24 01:10:00"
28200 6.95763 6.07330 5.62869 "2023-09-24 01:50:00" "2023-09-24 01:20:00"
28200 6.95763 6.07330 6.94476 "2023-09-24 01:50:00" "2023-09-24 01:30:00"
28200 6.95763 6.07330 6.89519 "2023-09-24 01:50:00" "2023-09-24 01:40:00"
28200 6.95763 6.07330 6.76878 "2023-09-24 01:50:00" "2023-09-24 01:50:00"
28800 6.69148 6.16259 6.07086 "2023-09-24 02:00:00" "2023-09-24 01:10:00"
28800 6.69148 6.16259 5.70014 "2023-09-24 02:00:00" "2023-09-24 01:20:00"
28800 6.69148 6.16259 7.21608 "2023-09-24 02:00:00" "2023-09-24 01:30:00"
28800 6.69148 6.16259 7.14331 "2023-09-24 02:00:00" "2023-09-24 01:40:00"
28800 6.69148 6.16259 6.95552 "2023-09-24 02:00:00" "2023-09-24 01:50:00"
28800 6.69148 6.16259 6.67139 "2023-09-24 02:00:00" "2023-09-24 02:00:00"
