20230928
Seconds MEASURES_tau(ms) MNH_TAU0(ms) "AR_TAU (ms)" Date_of_forecast Date_of_computing
20400 3.94089 3.95891 3.96543 "2023-09-28 23:40:00" "2023-09-28 23:40:00"
21000 3.74764 3.97618 3.99170 "2023-09-28 23:50:00" "2023-09-28 23:40:00"
21000 3.74764 3.97618 3.95981 "2023-09-28 23:50:00" "2023-09-28 23:50:00"
21600 3.78409 3.97489 4.00087 "2023-09-29 00:00:00" "2023-09-28 23:40:00"
21600 3.78409 3.97489 3.92640 "2023-09-29 00:00:00" "2023-09-28 23:50:00"
21600 3.78409 3.97489 3.86054 "2023-09-29 00:00:00" "2023-09-29 00:00:00"
22200 3.97142 3.98974 4.00484 "2023-09-29 00:10:00" "2023-09-28 23:40:00"
22200 3.97142 3.98974 3.90017 "2023-09-29 00:10:00" "2023-09-28 23:50:00"
22200 3.97142 3.98974 3.87831 "2023-09-29 00:10:00" "2023-09-29 00:00:00"
22200 3.97142 3.98974 3.96324 "2023-09-29 00:10:00" "2023-09-29 00:10:00"
22800 3.98753 4.01154 4.03949 "2023-09-29 00:20:00" "2023-09-28 23:40:00"
22800 3.98753 4.01154 3.91463 "2023-09-29 00:20:00" "2023-09-28 23:50:00"
22800 3.98753 4.01154 3.92159 "2023-09-29 00:20:00" "2023-09-29 00:00:00"
22800 3.98753 4.01154 4.02496 "2023-09-29 00:20:00" "2023-09-29 00:10:00"
22800 3.98753 4.01154 3.97844 "2023-09-29 00:20:00" "2023-09-29 00:20:00"
23400 4.08149 4.04440 4.05188 "2023-09-29 00:30:00" "2023-09-28 23:40:00"
23400 4.08149 4.04440 3.91045 "2023-09-29 00:30:00" "2023-09-28 23:50:00"
23400 4.08149 4.04440 3.93518 "2023-09-29 00:30:00" "2023-09-29 00:00:00"
23400 4.08149 4.04440 4.05398 "2023-09-29 00:30:00" "2023-09-29 00:10:00"
23400 4.08149 4.04440 3.95727 "2023-09-29 00:30:00" "2023-09-29 00:20:00"
23400 4.08149 4.04440 4.05918 "2023-09-29 00:30:00" "2023-09-29 00:30:00"
24000 4.12632 4.06074 3.93613 "2023-09-29 00:40:00" "2023-09-28 23:50:00"
24000 4.12632 4.06074 3.98011 "2023-09-29 00:40:00" "2023-09-29 00:00:00"
24000 4.12632 4.06074 4.11026 "2023-09-29 00:40:00" "2023-09-29 00:10:00"
24000 4.12632 4.06074 3.97834 "2023-09-29 00:40:00" "2023-09-29 00:20:00"
24000 4.12632 4.06074 4.15941 "2023-09-29 00:40:00" "2023-09-29 00:30:00"
24000 4.12632 4.06074 4.22547 "2023-09-29 00:40:00" "2023-09-29 00:40:00"
24600 4.04908 4.05545 4.03915 "2023-09-29 00:50:00" "2023-09-29 00:00:00"
24600 4.04908 4.05545 4.17472 "2023-09-29 00:50:00" "2023-09-29 00:10:00"
24600 4.04908 4.05545 4.01908 "2023-09-29 00:50:00" "2023-09-29 00:20:00"
24600 4.04908 4.05545 4.25849 "2023-09-29 00:50:00" "2023-09-29 00:30:00"
24600 4.04908 4.05545 4.35986 "2023-09-29 00:50:00" "2023-09-29 00:40:00"
24600 4.04908 4.05545 3.94935 "2023-09-29 00:50:00" "2023-09-29 00:50:00"
25200 4.02822 4.06644 4.22058 "2023-09-29 01:00:00" "2023-09-29 00:10:00"
25200 4.02822 4.06644 4.04612 "2023-09-29 01:00:00" "2023-09-29 00:20:00"
25200 4.02822 4.06644 4.32557 "2023-09-29 01:00:00" "2023-09-29 00:30:00"
25200 4.02822 4.06644 4.45723 "2023-09-29 01:00:00" "2023-09-29 00:40:00"
25200 4.02822 4.06644 3.82615 "2023-09-29 01:00:00" "2023-09-29 00:50:00"
25200 4.02822 4.06644 3.96505 "2023-09-29 01:00:00" "2023-09-29 01:00:00"
25800 4.03716 4.06642 4.06264 "2023-09-29 01:10:00" "2023-09-29 00:20:00"
25800 4.03716 4.06642 4.37108 "2023-09-29 01:10:00" "2023-09-29 00:30:00"
25800 4.03716 4.06642 4.52381 "2023-09-29 01:10:00" "2023-09-29 00:40:00"
25800 4.03716 4.06642 3.73475 "2023-09-29 01:10:00" "2023-09-29 00:50:00"
25800 4.03716 4.06642 3.89054 "2023-09-29 01:10:00" "2023-09-29 01:00:00"
25800 4.03716 4.06642 3.93385 "2023-09-29 01:10:00" "2023-09-29 01:10:00"
26400 4.03816 4.06658 4.37768 "2023-09-29 01:20:00" "2023-09-29 00:30:00"
26400 4.03816 4.06658 4.54505 "2023-09-29 01:20:00" "2023-09-29 00:40:00"
26400 4.03816 4.06658 3.64387 "2023-09-29 01:20:00" "2023-09-29 00:50:00"
26400 4.03816 4.06658 3.80996 "2023-09-29 01:20:00" "2023-09-29 01:00:00"
26400 4.03816 4.06658 3.84575 "2023-09-29 01:20:00" "2023-09-29 01:10:00"
26400 4.03816 4.06658 4.03048 "2023-09-29 01:20:00" "2023-09-29 01:20:00"
27000 3.88307 4.07475 4.53863 "2023-09-29 01:30:00" "2023-09-29 00:40:00"
27000 3.88307 4.07475 3.56996 "2023-09-29 01:30:00" "2023-09-29 00:50:00"
27000 3.88307 4.07475 3.74529 "2023-09-29 01:30:00" "2023-09-29 01:00:00"
27000 3.88307 4.07475 3.77515 "2023-09-29 01:30:00" "2023-09-29 01:10:00"
27000 3.88307 4.07475 4.04549 "2023-09-29 01:30:00" "2023-09-29 01:20:00"
27000 3.88307 4.07475 3.91386 "2023-09-29 01:30:00" "2023-09-29 01:30:00"
27600 3.68784 4.05495 3.54892 "2023-09-29 01:40:00" "2023-09-29 00:50:00"
27600 3.68784 4.05495 3.72129 "2023-09-29 01:40:00" "2023-09-29 01:00:00"
27600 3.68784 4.05495 3.74761 "2023-09-29 01:40:00" "2023-09-29 01:10:00"
27600 3.68784 4.05495 4.07840 "2023-09-29 01:40:00" "2023-09-29 01:20:00"
27600 3.68784 4.05495 3.85161 "2023-09-29 01:40:00" "2023-09-29 01:30:00"
27600 3.68784 4.05495 3.59087 "2023-09-29 01:40:00" "2023-09-29 01:40:00"
28200 3.96549 4.03123 3.71490 "2023-09-29 01:50:00" "2023-09-29 01:00:00"
28200 3.96549 4.03123 3.73607 "2023-09-29 01:50:00" "2023-09-29 01:10:00"
28200 3.96549 4.03123 4.10976 "2023-09-29 01:50:00" "2023-09-29 01:20:00"
28200 3.96549 4.03123 3.81515 "2023-09-29 01:50:00" "2023-09-29 01:30:00"
28200 3.96549 4.03123 3.40251 "2023-09-29 01:50:00" "2023-09-29 01:40:00"
28200 3.96549 4.03123 3.91372 "2023-09-29 01:50:00" "2023-09-29 01:50:00"
28800 4.28424 4.01764 3.74880 "2023-09-29 02:00:00" "2023-09-29 01:10:00"
28800 4.28424 4.01764 4.14633 "2023-09-29 02:00:00" "2023-09-29 01:20:00"
28800 4.28424 4.01764 3.80423 "2023-09-29 02:00:00" "2023-09-29 01:30:00"
28800 4.28424 4.01764 3.27771 "2023-09-29 02:00:00" "2023-09-29 01:40:00"
28800 4.28424 4.01764 4.13927 "2023-09-29 02:00:00" "2023-09-29 01:50:00"
28800 4.28424 4.01764 4.30533 "2023-09-29 02:00:00" "2023-09-29 02:00:00"
29400 4.28719 3.94025 4.15000 "2023-09-29 02:10:00" "2023-09-29 01:20:00"
29400 4.28719 3.94025 3.77805 "2023-09-29 02:10:00" "2023-09-29 01:30:00"
29400 4.28719 3.94025 3.17229 "2023-09-29 02:10:00" "2023-09-29 01:40:00"
29400 4.28719 3.94025 4.28236 "2023-09-29 02:10:00" "2023-09-29 01:50:00"
29400 4.28719 3.94025 4.55397 "2023-09-29 02:10:00" "2023-09-29 02:00:00"
29400 4.28719 3.94025 4.30162 "2023-09-29 02:10:00" "2023-09-29 02:10:00"
30000 4.31305 3.84117 3.75841 "2023-09-29 02:20:00" "2023-09-29 01:30:00"
30000 4.31305 3.84117 3.09950 "2023-09-29 02:20:00" "2023-09-29 01:40:00"
30000 4.31305 3.84117 4.38245 "2023-09-29 02:20:00" "2023-09-29 01:50:00"
30000 4.31305 3.84117 4.73731 "2023-09-29 02:20:00" "2023-09-29 02:00:00"
30000 4.31305 3.84117 4.30163 "2023-09-29 02:20:00" "2023-09-29 02:10:00"
30000 4.31305 3.84117 4.25670 "2023-09-29 02:20:00" "2023-09-29 02:20:00"
30600 4.52671 3.74218 3.10318 "2023-09-29 02:30:00" "2023-09-29 01:40:00"
30600 4.52671 3.74218 4.50330 "2023-09-29 02:30:00" "2023-09-29 01:50:00"
30600 4.52671 3.74218 4.91545 "2023-09-29 02:30:00" "2023-09-29 02:00:00"
30600 4.52671 3.74218 4.35502 "2023-09-29 02:30:00" "2023-09-29 02:10:00"
30600 4.52671 3.74218 4.27904 "2023-09-29 02:30:00" "2023-09-29 02:20:00"
30600 4.52671 3.74218 4.55586 "2023-09-29 02:30:00" "2023-09-29 02:30:00"
31200 4.79312 3.67961 4.51582 "2023-09-29 02:40:00" "2023-09-29 01:50:00"
31200 4.79312 3.67961 4.96853 "2023-09-29 02:40:00" "2023-09-29 02:00:00"
31200 4.79312 3.67961 4.32245 "2023-09-29 02:40:00" "2023-09-29 02:10:00"
31200 4.79312 3.67961 4.22516 "2023-09-29 02:40:00" "2023-09-29 02:20:00"
31200 4.79312 3.67961 4.64596 "2023-09-29 02:40:00" "2023-09-29 02:30:00"
31200 4.79312 3.67961 4.70279 "2023-09-29 02:40:00" "2023-09-29 02:40:00"
31800 4.75467 3.61109 4.87441 "2023-09-29 02:50:00" "2023-09-29 02:00:00"
31800 4.75467 3.61109 4.16631 "2023-09-29 02:50:00" "2023-09-29 02:10:00"
31800 4.75467 3.61109 4.05421 "2023-09-29 02:50:00" "2023-09-29 02:20:00"
31800 4.75467 3.61109 4.57627 "2023-09-29 02:50:00" "2023-09-29 02:30:00"
31800 4.75467 3.61109 4.66021 "2023-09-29 02:50:00" "2023-09-29 02:40:00"
31800 4.75467 3.61109 4.71457 "2023-09-29 02:50:00" "2023-09-29 02:50:00"
32400 4.60770 3.44588 3.99801 "2023-09-29 03:00:00" "2023-09-29 02:10:00"
32400 4.60770 3.44588 3.87455 "2023-09-29 03:00:00" "2023-09-29 02:20:00"
32400 4.60770 3.44588 4.46999 "2023-09-29 03:00:00" "2023-09-29 02:30:00"
32400 4.60770 3.44588 4.57577 "2023-09-29 03:00:00" "2023-09-29 02:40:00"
32400 4.60770 3.44588 4.60115 "2023-09-29 03:00:00" "2023-09-29 02:50:00"
32400 4.60770 3.44588 4.62291 "2023-09-29 03:00:00" "2023-09-29 03:00:00"
33000 4.60525 3.28355 3.75352 "2023-09-29 03:10:00" "2023-09-29 02:20:00"
