20230913
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY persistence_WD_VX persistence_WD_VY Date_of_forecast Date_of_computing
18000 0.36786 -0.86388 0.98726 -0.15914 0.36142 -0.93179 "2023-09-13 11:00:00" "2023-09-13 11:00:00"
18600 0.18897 -0.93217 0.99563 -0.09334 0.36142 -0.93179 "2023-09-13 11:10:00" "2023-09-13 11:00:00"
18600 0.18897 -0.93217 0.99563 -0.09334 0.40640 -0.91280 "2023-09-13 11:10:00" "2023-09-13 11:10:00"
19200 0.06481 -0.95502 0.99028 0.13910 0.36142 -0.93179 "2023-09-13 11:20:00" "2023-09-13 11:00:00"
19200 0.06481 -0.95502 0.99028 0.13910 0.40640 -0.91280 "2023-09-13 11:20:00" "2023-09-13 11:10:00"
19200 0.06481 -0.95502 0.99028 0.13910 0.34587 -0.93484 "2023-09-13 11:20:00" "2023-09-13 11:20:00"
19800 0.00034 -0.96605 0.88504 0.46551 0.36142 -0.93179 "2023-09-13 11:30:00" "2023-09-13 11:00:00"
19800 0.00034 -0.96605 0.88504 0.46551 0.40640 -0.91280 "2023-09-13 11:30:00" "2023-09-13 11:10:00"
19800 0.00034 -0.96605 0.88504 0.46551 0.34587 -0.93484 "2023-09-13 11:30:00" "2023-09-13 11:20:00"
19800 0.00034 -0.96605 0.88504 0.46551 -0.04532 -0.99699 "2023-09-13 11:30:00" "2023-09-13 11:30:00"
20400 -0.06705 -0.98027 0.80659 0.59111 0.36142 -0.93179 "2023-09-13 11:40:00" "2023-09-13 11:00:00"
20400 -0.06705 -0.98027 0.80659 0.59111 0.40640 -0.91280 "2023-09-13 11:40:00" "2023-09-13 11:10:00"
20400 -0.06705 -0.98027 0.80659 0.59111 0.34587 -0.93484 "2023-09-13 11:40:00" "2023-09-13 11:20:00"
20400 -0.06705 -0.98027 0.80659 0.59111 -0.04532 -0.99699 "2023-09-13 11:40:00" "2023-09-13 11:30:00"
