20230918
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY persistence_WD_VX persistence_WD_VY Date_of_forecast Date_of_computing
18000 -0.46097 -0.88575 -0.39993 -0.91655 -0.47045 -0.88110 "2023-09-18 11:00:00" "2023-09-18 11:00:00"
18600 -0.45972 -0.88652 -0.37901 -0.92539 -0.47045 -0.88110 "2023-09-18 11:10:00" "2023-09-18 11:00:00"
18600 -0.45972 -0.88652 -0.37901 -0.92539 -0.43623 -0.89837 "2023-09-18 11:10:00" "2023-09-18 11:10:00"
19200 -0.46717 -0.88246 -0.36668 -0.93035 -0.47045 -0.88110 "2023-09-18 11:20:00" "2023-09-18 11:00:00"
19200 -0.46717 -0.88246 -0.36668 -0.93035 -0.43623 -0.89837 "2023-09-18 11:20:00" "2023-09-18 11:10:00"
19200 -0.46717 -0.88246 -0.36668 -0.93035 -0.43170 -0.90100 "2023-09-18 11:20:00" "2023-09-18 11:20:00"
19800 -0.46839 -0.88189 -0.37750 -0.92601 -0.47045 -0.88110 "2023-09-18 11:30:00" "2023-09-18 11:00:00"
19800 -0.46839 -0.88189 -0.37750 -0.92601 -0.43623 -0.89837 "2023-09-18 11:30:00" "2023-09-18 11:10:00"
19800 -0.46839 -0.88189 -0.37750 -0.92601 -0.43170 -0.90100 "2023-09-18 11:30:00" "2023-09-18 11:20:00"
19800 -0.46839 -0.88189 -0.37750 -0.92601 -0.46302 -0.88569 "2023-09-18 11:30:00" "2023-09-18 11:30:00"
20400 -0.47405 -0.87915 -0.38607 -0.92247 -0.47045 -0.88110 "2023-09-18 11:40:00" "2023-09-18 11:00:00"
20400 -0.47405 -0.87915 -0.38607 -0.92247 -0.43623 -0.89837 "2023-09-18 11:40:00" "2023-09-18 11:10:00"
20400 -0.47405 -0.87915 -0.38607 -0.92247 -0.43170 -0.90100 "2023-09-18 11:40:00" "2023-09-18 11:20:00"
20400 -0.47405 -0.87915 -0.38607 -0.92247 -0.46302 -0.88569 "2023-09-18 11:40:00" "2023-09-18 11:30:00"
20400 -0.47405 -0.87915 -0.38607 -0.92247 -0.48263 -0.87428 "2023-09-18 11:40:00" "2023-09-18 11:40:00"
21000 -0.48273 -0.87425 -0.39716 -0.91775 -0.47045 -0.88110 "2023-09-18 11:50:00" "2023-09-18 11:00:00"
21000 -0.48273 -0.87425 -0.39716 -0.91775 -0.43623 -0.89837 "2023-09-18 11:50:00" "2023-09-18 11:10:00"
21000 -0.48273 -0.87425 -0.39716 -0.91775 -0.43170 -0.90100 "2023-09-18 11:50:00" "2023-09-18 11:20:00"
21000 -0.48273 -0.87425 -0.39716 -0.91775 -0.46302 -0.88569 "2023-09-18 11:50:00" "2023-09-18 11:30:00"
21000 -0.48273 -0.87425 -0.39716 -0.91775 -0.48263 -0.87428 "2023-09-18 11:50:00" "2023-09-18 11:40:00"
21000 -0.48273 -0.87425 -0.39716 -0.91775 -0.50699 -0.86071 "2023-09-18 11:50:00" "2023-09-18 11:50:00"
21600 -0.48701 -0.87188 -0.41449 -0.91005 -0.43623 -0.89837 "2023-09-18 12:00:00" "2023-09-18 11:10:00"
21600 -0.48701 -0.87188 -0.41449 -0.91005 -0.43170 -0.90100 "2023-09-18 12:00:00" "2023-09-18 11:20:00"
21600 -0.48701 -0.87188 -0.41449 -0.91005 -0.46302 -0.88569 "2023-09-18 12:00:00" "2023-09-18 11:30:00"
21600 -0.48701 -0.87188 -0.41449 -0.91005 -0.48263 -0.87428 "2023-09-18 12:00:00" "2023-09-18 11:40:00"
21600 -0.48701 -0.87188 -0.41449 -0.91005 -0.50699 -0.86071 "2023-09-18 12:00:00" "2023-09-18 11:50:00"
21600 -0.48701 -0.87188 -0.41449 -0.91005 -0.47971 -0.87624 "2023-09-18 12:00:00" "2023-09-18 12:00:00"
22200 -0.48196 -0.87457 -0.42432 -0.90551 -0.43170 -0.90100 "2023-09-18 12:10:00" "2023-09-18 11:20:00"
22200 -0.48196 -0.87457 -0.42432 -0.90551 -0.46302 -0.88569 "2023-09-18 12:10:00" "2023-09-18 11:30:00"
22200 -0.48196 -0.87457 -0.42432 -0.90551 -0.48263 -0.87428 "2023-09-18 12:10:00" "2023-09-18 11:40:00"
22200 -0.48196 -0.87457 -0.42432 -0.90551 -0.50699 -0.86071 "2023-09-18 12:10:00" "2023-09-18 11:50:00"
22200 -0.48196 -0.87457 -0.42432 -0.90551 -0.47971 -0.87624 "2023-09-18 12:10:00" "2023-09-18 12:00:00"
22200 -0.48196 -0.87457 -0.42432 -0.90551 -0.47370 -0.87975 "2023-09-18 12:10:00" "2023-09-18 12:10:00"
22800 -0.48271 -0.87392 -0.42495 -0.90522 -0.46302 -0.88569 "2023-09-18 12:20:00" "2023-09-18 11:30:00"
22800 -0.48271 -0.87392 -0.42495 -0.90522 -0.48263 -0.87428 "2023-09-18 12:20:00" "2023-09-18 11:40:00"
22800 -0.48271 -0.87392 -0.42495 -0.90522 -0.50699 -0.86071 "2023-09-18 12:20:00" "2023-09-18 11:50:00"
22800 -0.48271 -0.87392 -0.42495 -0.90522 -0.47971 -0.87624 "2023-09-18 12:20:00" "2023-09-18 12:00:00"
22800 -0.48271 -0.87392 -0.42495 -0.90522 -0.47370 -0.87975 "2023-09-18 12:20:00" "2023-09-18 12:10:00"
22800 -0.48271 -0.87392 -0.42495 -0.90522 -0.46707 -0.88228 "2023-09-18 12:20:00" "2023-09-18 12:20:00"
23400 -0.48692 -0.87130 -0.42091 -0.90710 -0.48263 -0.87428 "2023-09-18 12:30:00" "2023-09-18 11:40:00"
23400 -0.48692 -0.87130 -0.42091 -0.90710 -0.50699 -0.86071 "2023-09-18 12:30:00" "2023-09-18 11:50:00"
23400 -0.48692 -0.87130 -0.42091 -0.90710 -0.47971 -0.87624 "2023-09-18 12:30:00" "2023-09-18 12:00:00"
23400 -0.48692 -0.87130 -0.42091 -0.90710 -0.47370 -0.87975 "2023-09-18 12:30:00" "2023-09-18 12:10:00"
23400 -0.48692 -0.87130 -0.42091 -0.90710 -0.46707 -0.88228 "2023-09-18 12:30:00" "2023-09-18 12:20:00"
23400 -0.48692 -0.87130 -0.42091 -0.90710 -0.52515 -0.85029 "2023-09-18 12:30:00" "2023-09-18 12:30:00"
24000 -0.49284 -0.86789 -0.40855 -0.91274 -0.50699 -0.86071 "2023-09-18 12:40:00" "2023-09-18 11:50:00"
24000 -0.49284 -0.86789 -0.40855 -0.91274 -0.47971 -0.87624 "2023-09-18 12:40:00" "2023-09-18 12:00:00"
24000 -0.49284 -0.86789 -0.40855 -0.91274 -0.47370 -0.87975 "2023-09-18 12:40:00" "2023-09-18 12:10:00"
24000 -0.49284 -0.86789 -0.40855 -0.91274 -0.46707 -0.88228 "2023-09-18 12:40:00" "2023-09-18 12:20:00"
24000 -0.49284 -0.86789 -0.40855 -0.91274 -0.52515 -0.85029 "2023-09-18 12:40:00" "2023-09-18 12:30:00"
24000 -0.49284 -0.86789 -0.40855 -0.91274 -0.45679 -0.88880 "2023-09-18 12:40:00" "2023-09-18 12:40:00"
24600 -0.49833 -0.86477 -0.39558 -0.91843 -0.47971 -0.87624 "2023-09-18 12:50:00" "2023-09-18 12:00:00"
24600 -0.49833 -0.86477 -0.39558 -0.91843 -0.47370 -0.87975 "2023-09-18 12:50:00" "2023-09-18 12:10:00"
24600 -0.49833 -0.86477 -0.39558 -0.91843 -0.46707 -0.88228 "2023-09-18 12:50:00" "2023-09-18 12:20:00"
24600 -0.49833 -0.86477 -0.39558 -0.91843 -0.52515 -0.85029 "2023-09-18 12:50:00" "2023-09-18 12:30:00"
24600 -0.49833 -0.86477 -0.39558 -0.91843 -0.45679 -0.88880 "2023-09-18 12:50:00" "2023-09-18 12:40:00"
24600 -0.49833 -0.86477 -0.39558 -0.91843 -0.47149 -0.87939 "2023-09-18 12:50:00" "2023-09-18 12:50:00"
25200 -0.50277 -0.86169 -0.38871 -0.92136 -0.47370 -0.87975 "2023-09-18 13:00:00" "2023-09-18 12:10:00"
25200 -0.50277 -0.86169 -0.38871 -0.92136 -0.46707 -0.88228 "2023-09-18 13:00:00" "2023-09-18 12:20:00"
25200 -0.50277 -0.86169 -0.38871 -0.92136 -0.52515 -0.85029 "2023-09-18 13:00:00" "2023-09-18 12:30:00"
25200 -0.50277 -0.86169 -0.38871 -0.92136 -0.45679 -0.88880 "2023-09-18 13:00:00" "2023-09-18 12:40:00"
25200 -0.50277 -0.86169 -0.38871 -0.92136 -0.47149 -0.87939 "2023-09-18 13:00:00" "2023-09-18 12:50:00"
25200 -0.50277 -0.86169 -0.38871 -0.92136 -0.54004 -0.84120 "2023-09-18 13:00:00" "2023-09-18 13:00:00"
25800 -0.50629 -0.85915 -0.36107 -0.93254 -0.46707 -0.88228 "2023-09-18 13:10:00" "2023-09-18 12:20:00"
25800 -0.50629 -0.85915 -0.36107 -0.93254 -0.52515 -0.85029 "2023-09-18 13:10:00" "2023-09-18 12:30:00"
25800 -0.50629 -0.85915 -0.36107 -0.93254 -0.45679 -0.88880 "2023-09-18 13:10:00" "2023-09-18 12:40:00"
25800 -0.50629 -0.85915 -0.36107 -0.93254 -0.47149 -0.87939 "2023-09-18 13:10:00" "2023-09-18 12:50:00"
25800 -0.50629 -0.85915 -0.36107 -0.93254 -0.54004 -0.84120 "2023-09-18 13:10:00" "2023-09-18 13:00:00"
25800 -0.50629 -0.85915 -0.36107 -0.93254 -0.47155 -0.87943 "2023-09-18 13:10:00" "2023-09-18 13:10:00"
26400 -0.48482 -0.86917 -0.32188 -0.94678 -0.52515 -0.85029 "2023-09-18 13:20:00" "2023-09-18 12:30:00"
26400 -0.48482 -0.86917 -0.32188 -0.94678 -0.45679 -0.88880 "2023-09-18 13:20:00" "2023-09-18 12:40:00"
26400 -0.48482 -0.86917 -0.32188 -0.94678 -0.47149 -0.87939 "2023-09-18 13:20:00" "2023-09-18 12:50:00"
26400 -0.48482 -0.86917 -0.32188 -0.94678 -0.54004 -0.84120 "2023-09-18 13:20:00" "2023-09-18 13:00:00"
26400 -0.48482 -0.86917 -0.32188 -0.94678 -0.47155 -0.87943 "2023-09-18 13:20:00" "2023-09-18 13:10:00"
26400 -0.48482 -0.86917 -0.32188 -0.94678 -0.51151 -0.85808 "2023-09-18 13:20:00" "2023-09-18 13:20:00"
27000 -0.45745 -0.88141 -0.27226 -0.96222 -0.45679 -0.88880 "2023-09-18 13:30:00" "2023-09-18 12:40:00"
27000 -0.45745 -0.88141 -0.27226 -0.96222 -0.47149 -0.87939 "2023-09-18 13:30:00" "2023-09-18 12:50:00"
27000 -0.45745 -0.88141 -0.27226 -0.96222 -0.54004 -0.84120 "2023-09-18 13:30:00" "2023-09-18 13:00:00"
27000 -0.45745 -0.88141 -0.27226 -0.96222 -0.47155 -0.87943 "2023-09-18 13:30:00" "2023-09-18 13:10:00"
27000 -0.45745 -0.88141 -0.27226 -0.96222 -0.51151 -0.85808 "2023-09-18 13:30:00" "2023-09-18 13:20:00"
27000 -0.45745 -0.88141 -0.27226 -0.96222 -0.55571 -0.83014 "2023-09-18 13:30:00" "2023-09-18 13:30:00"
27600 -0.43936 -0.88984 -0.20132 -0.97953 -0.47149 -0.87939 "2023-09-18 13:40:00" "2023-09-18 12:50:00"
27600 -0.43936 -0.88984 -0.20132 -0.97953 -0.54004 -0.84120 "2023-09-18 13:40:00" "2023-09-18 13:00:00"
27600 -0.43936 -0.88984 -0.20132 -0.97953 -0.47155 -0.87943 "2023-09-18 13:40:00" "2023-09-18 13:10:00"
