20230914
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY persistence_WD_VX persistence_WD_VY Date_of_forecast Date_of_computing
18000 -0.64115 -0.75541 -0.67095 -0.74151 -0.71679 -0.69461 "2023-09-14 11:00:00" "2023-09-14 11:00:00"
18600 -0.66763 -0.72854 -0.70133 -0.71284 -0.71679 -0.69461 "2023-09-14 11:10:00" "2023-09-14 11:00:00"
18600 -0.66763 -0.72854 -0.70133 -0.71284 -0.55321 -0.82625 "2023-09-14 11:10:00" "2023-09-14 11:10:00"
19200 -0.70312 -0.68165 -0.73720 -0.67568 -0.71679 -0.69461 "2023-09-14 11:20:00" "2023-09-14 11:00:00"
19200 -0.70312 -0.68165 -0.73720 -0.67568 -0.55321 -0.82625 "2023-09-14 11:20:00" "2023-09-14 11:10:00"
19200 -0.70312 -0.68165 -0.73720 -0.67568 -0.54248 -0.83234 "2023-09-14 11:20:00" "2023-09-14 11:20:00"
19800 -0.74658 -0.62422 -0.75243 -0.65867 -0.71679 -0.69461 "2023-09-14 11:30:00" "2023-09-14 11:00:00"
19800 -0.74658 -0.62422 -0.75243 -0.65867 -0.55321 -0.82625 "2023-09-14 11:30:00" "2023-09-14 11:10:00"
19800 -0.74658 -0.62422 -0.75243 -0.65867 -0.54248 -0.83234 "2023-09-14 11:30:00" "2023-09-14 11:20:00"
19800 -0.74658 -0.62422 -0.75243 -0.65867 -0.69834 -0.70817 "2023-09-14 11:30:00" "2023-09-14 11:30:00"
20400 -0.80507 -0.55857 -0.76359 -0.64570 -0.71679 -0.69461 "2023-09-14 11:40:00" "2023-09-14 11:00:00"
20400 -0.80507 -0.55857 -0.76359 -0.64570 -0.55321 -0.82625 "2023-09-14 11:40:00" "2023-09-14 11:10:00"
20400 -0.80507 -0.55857 -0.76359 -0.64570 -0.54248 -0.83234 "2023-09-14 11:40:00" "2023-09-14 11:20:00"
20400 -0.80507 -0.55857 -0.76359 -0.64570 -0.69834 -0.70817 "2023-09-14 11:40:00" "2023-09-14 11:30:00"
