20230917
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY "AR_WIND_DIRECTION (°)_VX" "AR_WIND_DIRECTION (°)_VY" Date_of_forecast Date_of_computing
18000 -0.49262 -0.86408 -0.69332 -0.72063 -0.55693 -0.83053 "2023-09-17 11:00:00" "2023-09-17 11:00:00"
18600 -0.51895 -0.84772 -0.69216 -0.72174 -0.53691 -0.84361 "2023-09-17 11:10:00" "2023-09-17 11:00:00"
18600 -0.51895 -0.84772 -0.69216 -0.72174 -0.52767 -0.84940 "2023-09-17 11:10:00" "2023-09-17 11:10:00"
19200 -0.53816 -0.83676 -0.67958 -0.73360 -0.51948 -0.85446 "2023-09-17 11:20:00" "2023-09-17 11:00:00"
19200 -0.53816 -0.83676 -0.67958 -0.73360 -0.50411 -0.86361 "2023-09-17 11:20:00" "2023-09-17 11:10:00"
19200 -0.53816 -0.83676 -0.67958 -0.73360 -0.53306 -0.84608 "2023-09-17 11:20:00" "2023-09-17 11:20:00"
19800 -0.55023 -0.82987 -0.63213 -0.77486 -0.50179 -0.86496 "2023-09-17 11:30:00" "2023-09-17 11:00:00"
19800 -0.55023 -0.82987 -0.63213 -0.77486 -0.48107 -0.87665 "2023-09-17 11:30:00" "2023-09-17 11:10:00"
19800 -0.55023 -0.82987 -0.63213 -0.77486 -0.53052 -0.84767 "2023-09-17 11:30:00" "2023-09-17 11:20:00"
19800 -0.55023 -0.82987 -0.63213 -0.77486 -0.52419 -0.85160 "2023-09-17 11:30:00" "2023-09-17 11:30:00"
20400 -0.56259 -0.82268 -0.58739 -0.80930 -0.48077 -0.87682 "2023-09-17 11:40:00" "2023-09-17 11:00:00"
20400 -0.56259 -0.82268 -0.58739 -0.80930 -0.45561 -0.89015 "2023-09-17 11:40:00" "2023-09-17 11:10:00"
20400 -0.56259 -0.82268 -0.58739 -0.80930 -0.52235 -0.85273 "2023-09-17 11:40:00" "2023-09-17 11:20:00"
20400 -0.56259 -0.82268 -0.58739 -0.80930 -0.51175 -0.85912 "2023-09-17 11:40:00" "2023-09-17 11:30:00"
20400 -0.56259 -0.82268 -0.58739 -0.80930 -0.52121 -0.85343 "2023-09-17 11:40:00" "2023-09-17 11:40:00"
21000 -0.56436 -0.82153 -0.55359 -0.83279 -0.46110 -0.88732 "2023-09-17 11:50:00" "2023-09-17 11:00:00"
21000 -0.56436 -0.82153 -0.55359 -0.83279 -0.43231 -0.90169 "2023-09-17 11:50:00" "2023-09-17 11:10:00"
21000 -0.56436 -0.82153 -0.55359 -0.83279 -0.51365 -0.85799 "2023-09-17 11:50:00" "2023-09-17 11:20:00"
21000 -0.56436 -0.82153 -0.55359 -0.83279 -0.49794 -0.86719 "2023-09-17 11:50:00" "2023-09-17 11:30:00"
21000 -0.56436 -0.82153 -0.55359 -0.83279 -0.51630 -0.85640 "2023-09-17 11:50:00" "2023-09-17 11:40:00"
21000 -0.56436 -0.82153 -0.55359 -0.83279 -0.53024 -0.84784 "2023-09-17 11:50:00" "2023-09-17 11:50:00"
21600 -0.54625 -0.83280 -0.53216 -0.84664 -0.40286 -0.91522 "2023-09-17 12:00:00" "2023-09-17 11:10:00"
21600 -0.54625 -0.83280 -0.53216 -0.84664 -0.49677 -0.86787 "2023-09-17 12:00:00" "2023-09-17 11:20:00"
21600 -0.54625 -0.83280 -0.53216 -0.84664 -0.47541 -0.87973 "2023-09-17 12:00:00" "2023-09-17 11:30:00"
21600 -0.54625 -0.83280 -0.53216 -0.84664 -0.50184 -0.86495 "2023-09-17 12:00:00" "2023-09-17 11:40:00"
21600 -0.54625 -0.83280 -0.53216 -0.84664 -0.52305 -0.85230 "2023-09-17 12:00:00" "2023-09-17 11:50:00"
21600 -0.54625 -0.83280 -0.53216 -0.84664 -0.53607 -0.84417 "2023-09-17 12:00:00" "2023-09-17 12:00:00"
22200 -0.52399 -0.84754 -0.51337 -0.85817 -0.47972 -0.87740 "2023-09-17 12:10:00" "2023-09-17 11:20:00"
22200 -0.52399 -0.84754 -0.51337 -0.85817 -0.45277 -0.89159 "2023-09-17 12:10:00" "2023-09-17 11:30:00"
22200 -0.52399 -0.84754 -0.51337 -0.85817 -0.48673 -0.87354 "2023-09-17 12:10:00" "2023-09-17 11:40:00"
22200 -0.52399 -0.84754 -0.51337 -0.85817 -0.51478 -0.85731 "2023-09-17 12:10:00" "2023-09-17 11:50:00"
22200 -0.52399 -0.84754 -0.51337 -0.85817 -0.54001 -0.84166 "2023-09-17 12:10:00" "2023-09-17 12:00:00"
22200 -0.52399 -0.84754 -0.51337 -0.85817 -0.54204 -0.84035 "2023-09-17 12:10:00" "2023-09-17 12:10:00"
22800 -0.51441 -0.85339 -0.50665 -0.86215 -0.42735 -0.90404 "2023-09-17 12:20:00" "2023-09-17 11:30:00"
22800 -0.51441 -0.85339 -0.50665 -0.86215 -0.46820 -0.88360 "2023-09-17 12:20:00" "2023-09-17 11:40:00"
22800 -0.51441 -0.85339 -0.50665 -0.86215 -0.50234 -0.86466 "2023-09-17 12:20:00" "2023-09-17 11:50:00"
22800 -0.51441 -0.85339 -0.50665 -0.86215 -0.53748 -0.84328 "2023-09-17 12:20:00" "2023-09-17 12:00:00"
22800 -0.51441 -0.85339 -0.50665 -0.86215 -0.54222 -0.84024 "2023-09-17 12:20:00" "2023-09-17 12:10:00"
22800 -0.51441 -0.85339 -0.50665 -0.86215 -0.54154 -0.84068 "2023-09-17 12:20:00" "2023-09-17 12:20:00"
23400 -0.51652 -0.85212 -0.50737 -0.86173 -0.44968 -0.89318 "2023-09-17 12:30:00" "2023-09-17 11:40:00"
23400 -0.51652 -0.85212 -0.50737 -0.86173 -0.48955 -0.87197 "2023-09-17 12:30:00" "2023-09-17 11:50:00"
23400 -0.51652 -0.85212 -0.50737 -0.86173 -0.53330 -0.84593 "2023-09-17 12:30:00" "2023-09-17 12:00:00"
23400 -0.51652 -0.85212 -0.50737 -0.86173 -0.54081 -0.84115 "2023-09-17 12:30:00" "2023-09-17 12:10:00"
23400 -0.51652 -0.85212 -0.50737 -0.86173 -0.54031 -0.84146 "2023-09-17 12:30:00" "2023-09-17 12:20:00"
23400 -0.51652 -0.85212 -0.50737 -0.86173 -0.53103 -0.84735 "2023-09-17 12:30:00" "2023-09-17 12:30:00"
24000 -0.51774 -0.85181 -0.50810 -0.86130 -0.47997 -0.87727 "2023-09-17 12:40:00" "2023-09-17 11:50:00"
24000 -0.51774 -0.85181 -0.50810 -0.86130 -0.53161 -0.84699 "2023-09-17 12:40:00" "2023-09-17 12:00:00"
24000 -0.51774 -0.85181 -0.50810 -0.86130 -0.54152 -0.84069 "2023-09-17 12:40:00" "2023-09-17 12:10:00"
24000 -0.51774 -0.85181 -0.50810 -0.86130 -0.54081 -0.84115 "2023-09-17 12:40:00" "2023-09-17 12:20:00"
24000 -0.51774 -0.85181 -0.50810 -0.86130 -0.52544 -0.85083 "2023-09-17 12:40:00" "2023-09-17 12:30:00"
24000 -0.51774 -0.85181 -0.50810 -0.86130 -0.50858 -0.86099 "2023-09-17 12:40:00" "2023-09-17 12:40:00"
