20230926
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY persistence_WD_VX persistence_WD_VY Date_of_forecast Date_of_computing
18000 -0.41604 0.90738 -0.29957 0.95407 -0.38262 0.92373 "2023-09-26 11:00:00" "2023-09-26 11:00:00"
18600 -0.41694 0.90755 -0.31219 0.95002 -0.38262 0.92373 "2023-09-26 11:10:00" "2023-09-26 11:00:00"
18600 -0.41694 0.90755 -0.31219 0.95002 -0.40457 0.91296 "2023-09-26 11:10:00" "2023-09-26 11:10:00"
19200 -0.41679 0.90754 -0.33958 0.94058 -0.38262 0.92373 "2023-09-26 11:20:00" "2023-09-26 11:00:00"
19200 -0.41679 0.90754 -0.33958 0.94058 -0.40457 0.91296 "2023-09-26 11:20:00" "2023-09-26 11:10:00"
19200 -0.41679 0.90754 -0.33958 0.94058 -0.43653 0.89900 "2023-09-26 11:20:00" "2023-09-26 11:20:00"
19800 -0.38755 0.91476 -0.37803 0.92579 -0.38262 0.92373 "2023-09-26 11:30:00" "2023-09-26 11:00:00"
19800 -0.38755 0.91476 -0.37803 0.92579 -0.40457 0.91296 "2023-09-26 11:30:00" "2023-09-26 11:10:00"
19800 -0.38755 0.91476 -0.37803 0.92579 -0.43653 0.89900 "2023-09-26 11:30:00" "2023-09-26 11:20:00"
19800 -0.38755 0.91476 -0.37803 0.92579 -0.44241 0.89518 "2023-09-26 11:30:00" "2023-09-26 11:30:00"
20400 -0.29842 0.92646 -0.43011 0.90277 -0.38262 0.92373 "2023-09-26 11:40:00" "2023-09-26 11:00:00"
20400 -0.29842 0.92646 -0.43011 0.90277 -0.40457 0.91296 "2023-09-26 11:40:00" "2023-09-26 11:10:00"
20400 -0.29842 0.92646 -0.43011 0.90277 -0.43653 0.89900 "2023-09-26 11:40:00" "2023-09-26 11:20:00"
20400 -0.29842 0.92646 -0.43011 0.90277 -0.44241 0.89518 "2023-09-26 11:40:00" "2023-09-26 11:30:00"
20400 -0.29842 0.92646 -0.43011 0.90277 -0.41458 0.90970 "2023-09-26 11:40:00" "2023-09-26 11:40:00"
21000 -0.20471 0.94179 -0.45267 0.89168 -0.38262 0.92373 "2023-09-26 11:50:00" "2023-09-26 11:00:00"
21000 -0.20471 0.94179 -0.45267 0.89168 -0.40457 0.91296 "2023-09-26 11:50:00" "2023-09-26 11:10:00"
21000 -0.20471 0.94179 -0.45267 0.89168 -0.43653 0.89900 "2023-09-26 11:50:00" "2023-09-26 11:20:00"
21000 -0.20471 0.94179 -0.45267 0.89168 -0.44241 0.89518 "2023-09-26 11:50:00" "2023-09-26 11:30:00"
21000 -0.20471 0.94179 -0.45267 0.89168 -0.41458 0.90970 "2023-09-26 11:50:00" "2023-09-26 11:40:00"
21000 -0.20471 0.94179 -0.45267 0.89168 -0.43311 0.89992 "2023-09-26 11:50:00" "2023-09-26 11:50:00"
21600 -0.12220 0.95622 -0.47531 0.87982 -0.40457 0.91296 "2023-09-26 12:00:00" "2023-09-26 11:10:00"
21600 -0.12220 0.95622 -0.47531 0.87982 -0.43653 0.89900 "2023-09-26 12:00:00" "2023-09-26 11:20:00"
21600 -0.12220 0.95622 -0.47531 0.87982 -0.44241 0.89518 "2023-09-26 12:00:00" "2023-09-26 11:30:00"
21600 -0.12220 0.95622 -0.47531 0.87982 -0.41458 0.90970 "2023-09-26 12:00:00" "2023-09-26 11:40:00"
21600 -0.12220 0.95622 -0.47531 0.87982 -0.43311 0.89992 "2023-09-26 12:00:00" "2023-09-26 11:50:00"
21600 -0.12220 0.95622 -0.47531 0.87982 -0.34633 0.93626 "2023-09-26 12:00:00" "2023-09-26 12:00:00"
22200 -0.09028 0.95382 -0.48614 0.87388 -0.43653 0.89900 "2023-09-26 12:10:00" "2023-09-26 11:20:00"
22200 -0.09028 0.95382 -0.48614 0.87388 -0.44241 0.89518 "2023-09-26 12:10:00" "2023-09-26 11:30:00"
22200 -0.09028 0.95382 -0.48614 0.87388 -0.41458 0.90970 "2023-09-26 12:10:00" "2023-09-26 11:40:00"
22200 -0.09028 0.95382 -0.48614 0.87388 -0.43311 0.89992 "2023-09-26 12:10:00" "2023-09-26 11:50:00"
22200 -0.09028 0.95382 -0.48614 0.87388 -0.34633 0.93626 "2023-09-26 12:10:00" "2023-09-26 12:00:00"
22200 -0.09028 0.95382 -0.48614 0.87388 0.01413 0.98885 "2023-09-26 12:10:00" "2023-09-26 12:10:00"
22800 -0.01385 0.89645 -0.49072 0.87132 -0.44241 0.89518 "2023-09-26 12:20:00" "2023-09-26 11:30:00"
22800 -0.01385 0.89645 -0.49072 0.87132 -0.41458 0.90970 "2023-09-26 12:20:00" "2023-09-26 11:40:00"
22800 -0.01385 0.89645 -0.49072 0.87132 -0.43311 0.89992 "2023-09-26 12:20:00" "2023-09-26 11:50:00"
22800 -0.01385 0.89645 -0.49072 0.87132 -0.34633 0.93626 "2023-09-26 12:20:00" "2023-09-26 12:00:00"
22800 -0.01385 0.89645 -0.49072 0.87132 0.01413 0.98885 "2023-09-26 12:20:00" "2023-09-26 12:10:00"
22800 -0.01385 0.89645 -0.49072 0.87132 0.18191 0.98142 "2023-09-26 12:20:00" "2023-09-26 12:20:00"
23400 -0.03697 0.86858 -0.47885 0.87789 -0.41458 0.90970 "2023-09-26 12:30:00" "2023-09-26 11:40:00"
23400 -0.03697 0.86858 -0.47885 0.87789 -0.43311 0.89992 "2023-09-26 12:30:00" "2023-09-26 11:50:00"
23400 -0.03697 0.86858 -0.47885 0.87789 -0.34633 0.93626 "2023-09-26 12:30:00" "2023-09-26 12:00:00"
23400 -0.03697 0.86858 -0.47885 0.87789 0.01413 0.98885 "2023-09-26 12:30:00" "2023-09-26 12:10:00"
23400 -0.03697 0.86858 -0.47885 0.87789 0.18191 0.98142 "2023-09-26 12:30:00" "2023-09-26 12:20:00"
23400 -0.03697 0.86858 -0.47885 0.87789 0.07980 0.99259 "2023-09-26 12:30:00" "2023-09-26 12:30:00"
24000 -0.14658 0.84164 -0.42921 0.90321 -0.43311 0.89992 "2023-09-26 12:40:00" "2023-09-26 11:50:00"
24000 -0.14658 0.84164 -0.42921 0.90321 -0.34633 0.93626 "2023-09-26 12:40:00" "2023-09-26 12:00:00"
24000 -0.14658 0.84164 -0.42921 0.90321 0.01413 0.98885 "2023-09-26 12:40:00" "2023-09-26 12:10:00"
24000 -0.14658 0.84164 -0.42921 0.90321 0.18191 0.98142 "2023-09-26 12:40:00" "2023-09-26 12:20:00"
24000 -0.14658 0.84164 -0.42921 0.90321 0.07980 0.99259 "2023-09-26 12:40:00" "2023-09-26 12:30:00"
24000 -0.14658 0.84164 -0.42921 0.90321 -0.00937 0.98550 "2023-09-26 12:40:00" "2023-09-26 12:40:00"
24600 -0.23923 0.79557 -0.39462 0.91885 -0.34633 0.93626 "2023-09-26 12:50:00" "2023-09-26 12:00:00"
24600 -0.23923 0.79557 -0.39462 0.91885 0.01413 0.98885 "2023-09-26 12:50:00" "2023-09-26 12:10:00"
24600 -0.23923 0.79557 -0.39462 0.91885 0.18191 0.98142 "2023-09-26 12:50:00" "2023-09-26 12:20:00"
24600 -0.23923 0.79557 -0.39462 0.91885 0.07980 0.99259 "2023-09-26 12:50:00" "2023-09-26 12:30:00"
24600 -0.23923 0.79557 -0.39462 0.91885 -0.00937 0.98550 "2023-09-26 12:50:00" "2023-09-26 12:40:00"
24600 -0.23923 0.79557 -0.39462 0.91885 -0.29121 0.69630 "2023-09-26 12:50:00" "2023-09-26 12:50:00"
25200 -0.30028 0.66536 -0.35666 0.93423 0.01413 0.98885 "2023-09-26 13:00:00" "2023-09-26 12:10:00"
25200 -0.30028 0.66536 -0.35666 0.93423 0.18191 0.98142 "2023-09-26 13:00:00" "2023-09-26 12:20:00"
25200 -0.30028 0.66536 -0.35666 0.93423 0.07980 0.99259 "2023-09-26 13:00:00" "2023-09-26 12:30:00"
25200 -0.30028 0.66536 -0.35666 0.93423 -0.00937 0.98550 "2023-09-26 13:00:00" "2023-09-26 12:40:00"
25200 -0.30028 0.66536 -0.35666 0.93423 -0.29121 0.69630 "2023-09-26 13:00:00" "2023-09-26 12:50:00"
25200 -0.30028 0.66536 -0.35666 0.93423 0.02877 0.63915 "2023-09-26 13:00:00" "2023-09-26 13:00:00"
25800 -0.16224 0.43927 -0.32424 0.94598 0.18191 0.98142 "2023-09-26 13:10:00" "2023-09-26 12:20:00"
25800 -0.16224 0.43927 -0.32424 0.94598 0.07980 0.99259 "2023-09-26 13:10:00" "2023-09-26 12:30:00"
25800 -0.16224 0.43927 -0.32424 0.94598 -0.00937 0.98550 "2023-09-26 13:10:00" "2023-09-26 12:40:00"
25800 -0.16224 0.43927 -0.32424 0.94598 -0.29121 0.69630 "2023-09-26 13:10:00" "2023-09-26 12:50:00"
25800 -0.16224 0.43927 -0.32424 0.94598 0.02877 0.63915 "2023-09-26 13:10:00" "2023-09-26 13:00:00"
25800 -0.16224 0.43927 -0.32424 0.94598 -0.54651 0.82603 "2023-09-26 13:10:00" "2023-09-26 13:10:00"
26400 -0.07732 0.35573 -0.26157 0.96519 0.07980 0.99259 "2023-09-26 13:20:00" "2023-09-26 12:30:00"
26400 -0.07732 0.35573 -0.26157 0.96519 -0.00937 0.98550 "2023-09-26 13:20:00" "2023-09-26 12:40:00"
26400 -0.07732 0.35573 -0.26157 0.96519 -0.29121 0.69630 "2023-09-26 13:20:00" "2023-09-26 12:50:00"
26400 -0.07732 0.35573 -0.26157 0.96519 0.02877 0.63915 "2023-09-26 13:20:00" "2023-09-26 13:00:00"
26400 -0.07732 0.35573 -0.26157 0.96519 -0.54651 0.82603 "2023-09-26 13:20:00" "2023-09-26 13:10:00"
26400 -0.07732 0.35573 -0.26157 0.96519 -0.58913 0.79089 "2023-09-26 13:20:00" "2023-09-26 13:20:00"
27000 -0.09241 0.26691 -0.13714 0.99055 -0.00937 0.98550 "2023-09-26 13:30:00" "2023-09-26 12:40:00"
27000 -0.09241 0.26691 -0.13714 0.99055 -0.29121 0.69630 "2023-09-26 13:30:00" "2023-09-26 12:50:00"
27000 -0.09241 0.26691 -0.13714 0.99055 0.02877 0.63915 "2023-09-26 13:30:00" "2023-09-26 13:00:00"
27000 -0.09241 0.26691 -0.13714 0.99055 -0.54651 0.82603 "2023-09-26 13:30:00" "2023-09-26 13:10:00"
27000 -0.09241 0.26691 -0.13714 0.99055 -0.58913 0.79089 "2023-09-26 13:30:00" "2023-09-26 13:20:00"
27000 -0.09241 0.26691 -0.13714 0.99055 -0.44168 0.64050 "2023-09-26 13:30:00" "2023-09-26 13:30:00"
27600 -0.01038 0.13592 0.06374 0.99797 -0.29121 0.69630 "2023-09-26 13:40:00" "2023-09-26 12:50:00"
27600 -0.01038 0.13592 0.06374 0.99797 0.02877 0.63915 "2023-09-26 13:40:00" "2023-09-26 13:00:00"
27600 -0.01038 0.13592 0.06374 0.99797 -0.54651 0.82603 "2023-09-26 13:40:00" "2023-09-26 13:10:00"
27600 -0.01038 0.13592 0.06374 0.99797 -0.58913 0.79089 "2023-09-26 13:40:00" "2023-09-26 13:20:00"
27600 -0.01038 0.13592 0.06374 0.99797 -0.44168 0.64050 "2023-09-26 13:40:00" "2023-09-26 13:30:00"
27600 -0.01038 0.13592 0.06374 0.99797 0.39039 -0.50412 "2023-09-26 13:40:00" "2023-09-26 13:40:00"
28200 0.01131 -0.00484 0.38844 0.92147 0.02877 0.63915 "2023-09-26 13:50:00" "2023-09-26 13:00:00"
28200 0.01131 -0.00484 0.38844 0.92147 -0.54651 0.82603 "2023-09-26 13:50:00" "2023-09-26 13:10:00"
28200 0.01131 -0.00484 0.38844 0.92147 -0.58913 0.79089 "2023-09-26 13:50:00" "2023-09-26 13:20:00"
28200 0.01131 -0.00484 0.38844 0.92147 -0.44168 0.64050 "2023-09-26 13:50:00" "2023-09-26 13:30:00"
28200 0.01131 -0.00484 0.38844 0.92147 0.39039 -0.50412 "2023-09-26 13:50:00" "2023-09-26 13:40:00"
28200 0.01131 -0.00484 0.38844 0.92147 0.77488 -0.05054 "2023-09-26 13:50:00" "2023-09-26 13:50:00"
28800 0.02853 -0.02074 0.67031 0.74208 -0.54651 0.82603 "2023-09-26 14:00:00" "2023-09-26 13:10:00"
28800 0.02853 -0.02074 0.67031 0.74208 -0.58913 0.79089 "2023-09-26 14:00:00" "2023-09-26 13:20:00"
28800 0.02853 -0.02074 0.67031 0.74208 -0.44168 0.64050 "2023-09-26 14:00:00" "2023-09-26 13:30:00"
28800 0.02853 -0.02074 0.67031 0.74208 0.39039 -0.50412 "2023-09-26 14:00:00" "2023-09-26 13:40:00"
